arm,dataset,fold,train_rows,test_rows,learned_fused_mse,uniform_fused_mse,crossfit_convex_mse,crossfit_bounded_affine_mse,crossfit_best_fixed_mse,convex_gain_over_learned_percent,affine_gain_over_learned_percent,affine_gain_over_convex_percent,uniform_gain_over_learned_percent,best_fixed_gain_over_learned_percent,best_fixed_arm_index,convex_weights,bounded_affine_weights,affine_negative_weight_count,affine_max_abs_weight
siff_independent_equal,ETTh1,0,128,128,0.3470924611901645,0.34833801944038495,0.34707780654560244,0.34707780654560244,0.3799348486124103,0.004222115488139444,0.004222115488139444,0.0,-0.35885488435831725,-9.462143692095971,1,"[0.17255191797635677, 0.28935824486387807, 0.22518172650264576, 0.14728782646983093, 0.16562028418728844]","[0.17255191797635677, 0.28935824486387807, 0.22518172650264576, 0.14728782646983093, 0.16562028418728844]",0,0.28935824486387807
siff_independent_equal,ETTh1,1,128,128,0.3590562774848057,0.3603804334223641,0.36003788997946184,0.36003788997946184,0.3909686201416076,-0.27338680764263934,-0.27338680764263934,0.0,-0.36878785321179386,-8.887838664275227,1,"[0.18741609282277732, 0.28673913321041017, 0.2556599727917988, 0.05979845494370445, 0.2103863462313092]","[0.18741609282277732, 0.28673913321041017, 0.2556599727917988, 0.05979845494370445, 0.2103863462313092]",0,0.28673913321041017
siff_independent_equal,ETTh2,0,128,128,0.12393412096425914,0.1239003375462849,0.12293924146984614,0.12293924146984614,0.12472204020824328,0.8027486592654398,0.8027486592654398,0.0,0.027259174238203343,-0.6357565114867514,4,"[0.11683282499490198, 0.040949716075023186, 0.35188923778699754, 0.02322004841948502, 0.4671081727235923]","[0.11683282499490198, 0.040949716075023186, 0.35188923778699754, 0.02322004841948502, 0.4671081727235923]",0,0.4671081727235923
siff_independent_equal,ETTh2,1,128,128,0.12015960391281758,0.11962953601599696,0.11845381692097202,0.11845381692097202,0.12215936104942113,1.4196010441938522,1.4196010441938522,0.0,0.4411365213930041,-1.6642507727093525,4,"[0.10977073008154997, 0.041167809349858184, 0.20537617693352891, 0.10001561589693246, 0.5436696677381305]","[0.10977073008154997, 0.041167809349858184, 0.20537617693352891, 0.10001561589693246, 0.5436696677381305]",0,0.5436696677381305
siff_independent_equal,ETTm1,0,128,128,0.35635741108651336,0.3552299103162184,0.3532299283037759,0.3523133562181072,0.3560001677509693,0.8776252956833264,1.1348311393541866,0.25948313328660877,0.3163960493643869,0.10024860559370019,3,"[0.07070851242043838, 0.26349081807235375, 0.2844009231504099, 0.381399746356798, 3.9223281854422736e-17]","[0.08868962494980813, 0.28464650263696306, 0.30539051252706867, 0.4427791779825203, -0.12150581809636034]",1,0.4427791779825203
siff_independent_equal,ETTm1,1,128,128,0.32201206704989144,0.31930205278008345,0.31902958939452525,0.3199790300296278,0.32320956006920293,0.9262005870432466,0.6313542964054952,-0.29760268848555427,0.8415877996858168,-0.37187830576732583,3,"[0.2671726055091623, 0.0, 0.2629875998296327, 0.469839794661205, 2.2646272877790974e-16]","[0.3299245331261294, 0.03742016363315884, 0.35036345498463395, 0.6880784481579739, -0.40578659990189614]",1,0.6880784481579739
siff_independent_equal,ETTm2,0,128,128,0.11177477548781994,0.11177919973028357,0.1092810689113951,0.1092810689113951,0.11077689357087031,2.2310101411893157,2.2310101411893157,0.0,-0.0039581761129170445,0.8927612805255669,4,"[0.16306405409853963, 0.0483105868359997, 0.09860123981684747, 0.057180744154224715, 0.6328433750943885]","[0.16306405409853963, 0.0483105868359997, 0.09860123981684747, 0.057180744154224715, 0.6328433750943885]",0,0.6328433750943885
siff_independent_equal,ETTm2,1,128,128,0.09587246603196684,0.09613222865805826,0.09417698306677384,0.0941784743466134,0.09584653138774538,1.7684774736342668,1.766921990708581,-0.0015834865282338129,-0.2709460148910825,0.027051191332461144,4,"[0.11286004608415127, 1.2536087619363645e-19, 0.10780530036437286, 0.1597310982522267, 0.6196035552992492]","[0.11343066785008038, -0.001394612003404997, 0.10821137834363181, 0.159966636335283, 0.6197859294744098]",1,0.6197859294744098
siff_independent_equal,Weather,0,128,128,0.423777040710234,0.42730959185746764,0.42135544387073126,0.4068663166701699,0.4233961880176142,0.57143181599556,3.990476693055933,3.438694672473841,-0.8335871951234752,0.08987100669293202,0,"[0.47250856311952294, 0.23404554338889172, 2.9826401765076227e-16, 0.0, 0.29344589349158545]","[1.0, 0.6973308617286301, -1.0, -0.69733086172863, 1.0]",2,1.0
siff_independent_equal,Weather,1,128,128,0.40560171943003137,0.4141637382792135,0.4082295047219011,0.3928756684081023,0.41000827582068405,-0.6478733116719537,3.1375732429863135,3.7610795241902806,-2.1109424440344693,-1.0864244847987647,0,"[0.4891378865071587, 0.09809950331465132, 0.0, 2.710505431213761e-18, 0.41276261017819027]","[1.0, 0.6044480872657506, -1.0, -0.6044480872657506, 0.9999999999999999]",2,1.0
