dataset,batch_idx,unit_size,unit_count,loss_mean,mean_demand_cosine,mean_sensitivity_cosine,delta_cosine,mean_demand_js,mean_sensitivity_js,delta_js,pair_matrix_spearman,demand_distance_spearman,sensitivity_distance_spearman,mean_unit_demand_sensitivity_cosine,mean_coeff_gradient_cosine,mean_demand_entropy,mean_sensitivity_entropy,mean_demand_centroid,mean_sensitivity_centroid,max_patch_mass_conservation_error,evidence_mass_conservation_error
ETTh2,5,180,4,0.4934708811342716,0.9771050214767456,0.9926066100597382,0.015501588582992554,0.004065045912284404,0.0012030806198405723,0.0028619652924438315,0.9428571428571428,-0.6172133998483675,-0.7715167498104595,0.9911010265350342,0.1347787187745174,0.9746894486947579,0.9865955766404331,0.5333438390485103,0.5247433149101671,1.1920928955078125e-07,1.1920928955078125e-07
ETTh2,5,240,3,0.49347088237603504,0.9841995040575663,0.9930759867032369,0.008876482645670647,0.0026236088015139103,0.0010895972955040634,0.001534011506009847,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9925511479377747,0.15490444004535675,0.975249975789783,0.9859740930572481,0.5320431174754434,0.51744953238638,1.1920928955078125e-07,1.1920928955078125e-07
ETTh2,6,180,4,0.48170866817235947,0.9862738251686096,0.9925395647684733,0.006265739599863651,0.0031807016542491815,0.0012115132946443434,0.0019691883596048383,0.9428571428571428,-0.7715167498104595,-0.7715167498104595,0.9939307868480682,0.12643448018934578,0.9777415508545607,0.9861560420675459,0.531047911239433,0.5333275191475519,1.1920928955078125e-07,0.0
ETTh2,6,240,3,0.48170867562294006,0.9897411863009135,0.9928311506907145,0.0030899643898010254,0.0021863434618959823,0.001080202404409647,0.0011061410574863353,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9948839147885641,0.1464917759100596,0.9774488936275031,0.9849484710847469,0.5317911529187311,0.5346285378319497,1.1920928955078125e-07,0.0
ETTh2,7,180,4,0.3609914146363735,0.9749142726262411,0.9937239686648051,0.018809696038563972,0.0042319239194815355,0.0010348908156932641,0.0031970331037882715,1.0,-0.7715167498104595,-0.7715167498104595,0.9923630356788635,0.1522697632511457,0.9735833636858577,0.9832253867566247,0.532606366280886,0.5369826676285151,5.960464477539063e-08,0.0
ETTh2,7,240,3,0.36099140842755634,0.9823745489120483,0.9922566811243693,0.009882132212320927,0.002897807707389196,0.0011126896327671905,0.0017851180746220054,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9929023583730062,0.17764065663019815,0.9743525801652337,0.9848384414079289,0.5311100888594908,0.5315659849744292,1.1920928955078125e-07,0.0
ETTm1,0,180,4,0.40101535618305206,0.9954906304677328,0.9962323109308878,0.0007416804631550367,0.000923795077445296,0.0005359405477065593,0.0003878545297387367,0.7714285714285715,-0.2777460299317654,-0.6172133998483675,0.966180220246315,0.22346788023908934,0.9596779384529829,0.9864263546793037,0.5893176507220315,0.5512472797335438,1.1920928955078125e-07,0.0
ETTm1,0,240,3,0.40101534128189087,0.9963106910387675,0.9932531714439392,-0.0030575195948282508,0.0008092065011927237,0.000983293177948023,-0.0001740866767552992,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9642714063326517,0.2515222281217575,0.9576716846562933,0.9856301028085089,0.5901969446315775,0.5525961474903657,5.960464477539063e-08,0.0
ETTm1,1,180,4,0.41573117673397064,0.9975117643674215,0.9927991628646851,-0.0047126015027364465,0.0007814873727814605,0.0009578430732896474,-0.00017635570050818683,0.4857142857142857,0.12344267996967351,-0.7715167498104595,0.9520071148872375,0.29368074735005695,0.9527451483592704,0.9853683102982808,0.5887062168253977,0.552240936746186,5.960464477539063e-08,0.0
ETTm1,1,240,3,0.4157312015692393,0.9976120988527933,0.9929329752922058,-0.004679123560587528,0.0006431856115038196,0.0010091273967797558,-0.00036594178527593624,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.957042932510376,0.3520823121070862,0.9534841609607168,0.984920810256512,0.5881260645074539,0.553871391766813,0.0,0.0
ETTm1,2,180,4,0.2900666296482086,0.9953703582286835,0.9952620267868042,-0.00010833144187927246,0.0011633731046458706,0.0006552017863820462,0.0005081713182638244,1.0,-0.7715167498104595,-0.7715167498104595,0.9640761166810989,0.05472802588095268,0.9597838968901502,0.986752814996156,0.5898135401443247,0.5508325441490459,1.1920928955078125e-07,0.0
ETTm1,2,240,3,0.29006663461526233,0.9954727093378702,0.9929704666137695,-0.0025022427241007117,0.000961193620848159,0.0009682100693074366,-7.016448459277623e-06,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9683058659235636,0.06000978499650955,0.9596346830067821,0.9854006265005508,0.5893904712944048,0.552843372413943,1.1920928955078125e-07,0.0
ETTm1,3,180,4,0.27712661027908325,0.9967875878016154,0.9937745730082194,-0.003013014793395996,0.0006935572843455399,0.0008562124882397862,-0.00016265520389424637,0.9428571428571428,-0.7715167498104595,-0.7715167498104595,0.9620376080274582,0.23558391879002252,0.9560899549489094,0.9849314308816876,0.5898443760560186,0.5524419537837383,1.1920928955078125e-07,0.0
ETTm1,3,240,3,0.27712663014729816,0.9947414000829061,0.9934730132420858,-0.0012683868408203125,0.0010628028151889641,0.0009287391634037098,0.00013406365178525437,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9641743302345276,0.237910325328509,0.9565763677812514,0.9846696442718067,0.5888285205825148,0.5534771391789449,1.1920928955078125e-07,0.0
ETTm1,4,180,4,0.3943759500980377,0.9951332608858744,0.9935457607110342,-0.0015875001748402173,0.0011824858277880896,0.0008623140068569531,0.0003201718209311365,0.9428571428571428,-0.6172133998483675,-0.7715167498104595,0.9660660922527313,0.2075502723455429,0.9557953742086256,0.9841422299259398,0.5927325316364145,0.55487906253056,1.1920928955078125e-07,0.0
ETTm1,4,240,3,0.3943759500980377,0.9955617984135946,0.9937408367792765,-0.0018209616343181079,0.0010060772959453363,0.0009332386349948744,7.283866095046199e-05,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9671564896901449,0.24805350601673126,0.9553310168745645,0.9836816193124266,0.593272570387655,0.5553759211017182,5.960464477539063e-08,0.0
ETTm1,5,180,4,0.336249940097332,0.9972644547621409,0.9942878683408102,-0.002976586421330696,0.0007782049263672283,0.0007784035018024346,-1.9857543520629406e-07,0.7714285714285715,-0.46291004988627565,-0.7715167498104595,0.9668910652399063,0.2203325405716896,0.9563198737829166,0.9836541590960007,0.5888217082441434,0.5558714568200464,1.1920928955078125e-07,5.960464477539063e-08
ETTm1,5,240,3,0.3362499574820201,0.9962848226229349,0.9926483035087585,-0.0036365191141763953,0.0008611255519402524,0.0010540311438186716,-0.00019290559187841916,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9648537437121073,0.2717688977718353,0.9556750307246927,0.983972907658906,0.5889092075310761,0.5556089129777324,5.960464477539063e-08,5.960464477539063e-08
ETTm1,6,180,4,0.528800755739212,0.9981275200843811,0.9946570694446564,-0.0034704506397247314,0.0006291087289961675,0.0007290082745991336,-9.98995456029661e-05,0.6571428571428571,-0.3703280399090205,-0.7715167498104595,0.9480711072683334,0.12654120909670988,0.9480664797528013,0.9842899097190048,0.5938631994170505,0.5538893528541703,1.1920928955078125e-07,0.0
ETTm1,6,240,3,0.5288007259368896,0.9968864321708679,0.9934507807095846,-0.003435651461283329,0.000798570845896999,0.0009279554263533404,-0.00012938458045634138,-0.4999999999999999,0.0,-0.8660254037844387,0.9461084405581156,0.15719416240851083,0.9470321547680035,0.9841365832935548,0.5939984558133765,0.5543772308816498,5.960464477539063e-08,0.0
ETTm1,7,180,4,0.3285442031919956,0.996836910645167,0.9936990837256113,-0.003137826919555664,0.0008658655181837579,0.0008300922672788147,3.577325090494321e-05,0.9428571428571428,-0.9258200997725513,-0.7715167498104595,0.9637637287378311,0.15536566637456417,0.9584590624047192,0.985534947907284,0.5864569461063814,0.5526942331369795,1.1920928955078125e-07,0.0
ETTm1,7,240,3,0.32854418953259784,0.994808554649353,0.9937703013420105,-0.0010382533073425293,0.0011742885302131374,0.0009349636384285986,0.00023932489178453875,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9643961985905966,0.22267310818036398,0.9590467723998461,0.9859151603882189,0.586197189451314,0.5528564170161828,5.960464477539063e-08,0.0
Weather,0,180,4,0.6927224770188332,0.9746487239996592,0.9460073808828989,-0.028641343116760254,0.012210554986571273,0.011654547338063518,0.0005560076485077552,0.9428571428571428,-0.9258200997725513,-0.9258200997725513,0.9612322896718979,0.0778307889898618,0.8685915804198998,0.9359744908665552,0.6439740495323638,0.5948062626144982,1.1920928955078125e-07,0.0
Weather,0,240,3,0.6927223801612854,0.9738133947054545,0.936824103196462,-0.03698929150899244,0.012812197208404541,0.013340650281558434,-0.0005284530731538926,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9590863386789957,0.08794756109515826,0.8646842642185363,0.9343553293557751,0.6474746470656946,0.596017695158568,5.960464477539063e-08,0.0
Weather,1,180,4,0.4512940123677254,0.9791261851787567,0.9449683825174967,-0.034157802661260006,0.010117668968935808,0.011912618724939724,-0.0017949497560039163,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9553058445453644,0.09074852677683036,0.8638719870044211,0.9361858590085892,0.649517924132367,0.5937560801711633,5.960464477539063e-08,0.0
Weather,1,240,3,0.4512940247853597,0.9761805931727091,0.9470758239428202,-0.029104769229888916,0.011124332435429096,0.011246279813349247,-0.00012194737792015076,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9571067889531454,0.09980600948135059,0.8599370571776014,0.9349467565697136,0.6523534980812833,0.5967147607851979,5.960464477539063e-08,0.0
Weather,2,180,4,0.42351653426885605,0.9726731876532236,0.9494524896144867,-0.023220698038736942,0.011909086218414208,0.010628186845375845,0.0012808993730383626,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9653574824333191,0.09927030590673287,0.8731547143255016,0.9364460112222625,0.6431007968865449,0.5961049468527251,1.1920928955078125e-07,0.0
Weather,2,240,3,0.42351652185122174,0.9722632964452108,0.9435960451761881,-0.028667251269022698,0.0120925921946764,0.012184464683135351,-9.187248845895189e-05,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.966153641541799,0.11088363826274872,0.872320021691919,0.9349601385574345,0.644122721920093,0.5948286839088578,1.1920928955078125e-07,0.0
Weather,3,180,4,0.5476999282836914,0.9782249629497528,0.9514767726262411,-0.026748190323511722,0.010459249373525381,0.012782062326247493,-0.0023228129527221118,0.8857142857142857,-0.9258200997725513,-0.9258200997725513,0.9832215160131454,0.05157568817958236,0.8654068974558231,0.9113910182780873,0.6480578659970173,0.6181603592194834,1.1920928955078125e-07,1.1920928955078125e-07
Weather,3,240,3,0.5476999084154764,0.9767005642255148,0.949820339679718,-0.02688022454579675,0.011285144525269667,0.013646219624206424,-0.002361075098936757,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9827502369880676,0.05486828461289406,0.8629073392211218,0.9120585304707136,0.6506063136780322,0.6163932931163436,1.1920928955078125e-07,1.1920928955078125e-07
Weather,4,180,4,0.7428896315395832,0.9815042813618978,0.9555864632129669,-0.025917818148930905,0.009873556128392616,0.012069638760294765,-0.002196082631902149,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9789253324270248,0.06126020957405368,0.8540698403080919,0.9108815645894618,0.6576623823778686,0.6187306219745577,1.1920928955078125e-07,0.0
Weather,4,240,3,0.7428896824518839,0.97959965467453,0.9541050593058268,-0.025494595368703243,0.010501400412370762,0.01453253502647082,-0.004031134614100058,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9888652563095093,0.07120750192552805,0.8546880373978197,0.8928877591970235,0.6574150442690224,0.631989911910169,1.1920928955078125e-07,0.0
Weather,5,180,4,0.45545847713947296,0.972699890534083,0.9453687171141306,-0.027331173419952393,0.012297382345423102,0.01232681458350271,-2.9432238079607487e-05,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9748549312353134,0.07284155650995672,0.8649922505479305,0.9241732592955297,0.6447707747882531,0.6037404639996142,5.960464477539063e-08,0.0
Weather,5,240,3,0.45545849204063416,0.9685842990875244,0.9464419285456339,-0.0221423705418905,0.013869832269847393,0.011422337498515844,0.0024474947713315487,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9652713735898336,0.08391543912390868,0.8629900856919334,0.9338557351475206,0.6467771145498306,0.600313429816984,0.0,0.0
Weather,6,180,4,0.4052667170763016,0.9748092691103617,0.9444019496440887,-0.030407319466272953,0.012384173731940487,0.012613073360019674,-0.00022889962807918704,0.8285714285714286,-0.9258200997725513,-0.9258200997725513,0.9640073478221893,0.09430838748812675,0.8607633300155588,0.9303291506576561,0.6495192399111179,0.5979525018302059,1.1920928955078125e-07,0.0
Weather,6,240,3,0.4052666922410329,0.9741295377413431,0.9410752654075623,-0.03305427233378089,0.012805796849230925,0.012376271498699984,0.0004295253505309411,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9595110217730204,0.1016472006837527,0.8596495450534065,0.934422357301327,0.6506477960790812,0.5944983527015966,1.1920928955078125e-07,0.0
Weather,7,180,4,0.49817490577697754,0.9718158642450968,0.9512647390365601,-0.020551125208536747,0.012192894549419483,0.009984306001570076,0.0022085885478494074,0.4857142857142857,-0.9258200997725513,-0.7715167498104595,0.9523823261260986,0.06888378939280908,0.8720058458981864,0.9456674221339966,0.6461772573839806,0.5858165756883476,1.1920928955078125e-07,0.0
Weather,7,240,3,0.49817490577697754,0.9674906730651855,0.9389375646909078,-0.028553108374277714,0.013690175178150335,0.012483750625203053,0.0012064245529472828,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9620425502459208,0.08404655754566193,0.8714159468742038,0.9385142953703243,0.6468400172630172,0.5916397031059848,1.1920928955078125e-07,0.0
