dataset,seed,bin,scale,mean_mse,is_best
ETTh1,2021,h513_720,360,0.642108410575176,False
ETTh1,2021,h513_720,720,0.650533456904387,False
ETTh1,2022,h1_48,1,0.37803659896156233,False
ETTh1,2022,h1_48,48,0.3790113016902177,False
ETTh1,2022,h1_48,144,0.36517437233711125,False
ETTh1,2022,h1_48,360,0.35525740467663863,False
ETTh1,2022,h1_48,720,0.3545807741761769,True
ETTh1,2022,h49_96,1,0.4196367085586383,False
ETTh1,2022,h49_96,48,0.41773688087003813,False
ETTh1,2022,h49_96,144,0.42585773261275295,False
ETTh1,2022,h49_96,360,0.41431324471479886,False
ETTh1,2022,h49_96,720,0.4019775522920889,True
ETTh1,2022,h97_144,1,0.43893495000722266,False
ETTh1,2022,h97_144,48,0.4383528721063527,False
ETTh1,2022,h97_144,144,0.4676732692782001,False
ETTh1,2022,h97_144,360,0.43891590090028076,False
ETTh1,2022,h97_144,720,0.4286939234289588,True
ETTh1,2022,h145_192,1,0.45587737972252707,False
ETTh1,2022,h145_192,48,0.4538189519403367,False
ETTh1,2022,h145_192,144,0.46356704644748015,False
ETTh1,2022,h145_192,360,0.4620123742128394,False
ETTh1,2022,h145_192,720,0.45198674051658355,True
ETTh1,2022,h193_288,1,0.48586540299665926,False
ETTh1,2022,h193_288,48,0.49202399270428876,False
ETTh1,2022,h193_288,144,0.48110964599087586,False
ETTh1,2022,h193_288,360,0.49447382591981737,False
ETTh1,2022,h193_288,720,0.4772099769919462,True
ETTh1,2022,h289_336,1,0.4937796880294495,False
ETTh1,2022,h289_336,48,0.5002741094883597,False
ETTh1,2022,h289_336,144,0.49643766726807687,False
ETTh1,2022,h289_336,360,0.4834865493262291,False
ETTh1,2022,h289_336,720,0.4743914634250747,True
ETTh1,2022,h337_512,1,0.5308928283533202,False
ETTh1,2022,h337_512,48,0.5277435227377345,False
ETTh1,2022,h337_512,144,0.5270791606060358,False
ETTh1,2022,h337_512,360,0.5192818826541857,True
ETTh1,2022,h337_512,720,0.5555695195848516,False
ETTh1,2022,h513_720,1,0.6507445415057729,False
ETTh1,2022,h513_720,48,0.6431818875153124,True
ETTh1,2022,h513_720,144,0.6572106265899875,False
ETTh1,2022,h513_720,360,0.6659080812941128,False
ETTh1,2022,h513_720,720,0.6762947162529911,False
ETTh1,2023,h1_48,1,0.376562509327066,False
ETTh1,2023,h1_48,48,0.3782658858459535,False
ETTh1,2023,h1_48,144,0.3587988124229414,False
ETTh1,2023,h1_48,360,0.343132366906788,False
ETTh1,2023,h1_48,720,0.34231375002265846,True
ETTh1,2023,h49_96,1,0.401308880898361,False
ETTh1,2023,h49_96,48,0.40104639644493156,False
ETTh1,2023,h49_96,144,0.400237515737365,False
ETTh1,2023,h49_96,360,0.39044459327442665,False
ETTh1,2023,h49_96,720,0.3864411654776053,True
ETTh1,2023,h97_144,1,0.42072601124019743,False
ETTh1,2023,h97_144,48,0.41950815641408357,False
ETTh1,2023,h97_144,144,0.43685762568436,False
ETTh1,2023,h97_144,360,0.42306438470815255,False
ETTh1,2023,h97_144,720,0.4166282591093958,True
ETTh1,2023,h145_192,1,0.4370900073905144,True
ETTh1,2023,h145_192,48,0.4374289592578288,False
ETTh1,2023,h145_192,144,0.4406178801409088,False
ETTh1,2023,h145_192,360,0.4431400761003522,False
ETTh1,2023,h145_192,720,0.43803538942883247,False
ETTh1,2023,h193_288,1,0.4515436371517365,False
ETTh1,2023,h193_288,48,0.4542012592682674,False
ETTh1,2023,h193_288,144,0.4484322962076001,True
ETTh1,2023,h193_288,360,0.4547937158414535,False
ETTh1,2023,h193_288,720,0.45320360511804875,False
ETTh1,2023,h289_336,1,0.4451075324333033,False
ETTh1,2023,h289_336,48,0.4447471364227662,True
ETTh1,2023,h289_336,144,0.4505039845902524,False
ETTh1,2023,h289_336,360,0.4493531060590453,False
ETTh1,2023,h289_336,720,0.4462923230444187,False
ETTh1,2023,h337_512,1,0.4811007419376733,False
ETTh1,2023,h337_512,48,0.4757514782294256,False
ETTh1,2023,h337_512,144,0.47870861001988985,False
ETTh1,2023,h337_512,360,0.47374291302170946,True
ETTh1,2023,h337_512,720,0.5363008381533264,False
ETTh1,2023,h513_720,1,0.6381664771101263,False
ETTh1,2023,h513_720,48,0.6346852894247647,True
ETTh1,2023,h513_720,144,0.6375040335547091,False
ETTh1,2023,h513_720,360,0.6424659068412439,False
ETTh1,2023,h513_720,720,0.6680400866421372,False
ETTh2,2021,h1_48,1,0.20288791176009774,False
ETTh2,2021,h1_48,48,0.20387812264494906,False
ETTh2,2021,h1_48,144,0.20229841346958669,False
ETTh2,2021,h1_48,360,0.20064263997546172,True
ETTh2,2021,h1_48,720,0.20170771656498948,False
ETTh2,2021,h49_96,1,0.2945374964362368,False
ETTh2,2021,h49_96,48,0.2967652656131798,False
ETTh2,2021,h49_96,144,0.2984475013364649,False
ETTh2,2021,h49_96,360,0.2956817642696691,False
ETTh2,2021,h49_96,720,0.28952721851933577,True
ETTh2,2021,h97_144,1,0.31910765467168983,False
ETTh2,2021,h97_144,48,0.3196159862109235,False
ETTh2,2021,h97_144,144,0.3231628812818153,False
ETTh2,2021,h97_144,360,0.32036172278279706,False
ETTh2,2021,h97_144,720,0.3157972790608073,True
ETTh2,2021,h145_192,1,0.35312252977644376,False
ETTh2,2021,h145_192,48,0.3533069283071904,False
ETTh2,2021,h145_192,144,0.35474839931812263,False
ETTh2,2021,h145_192,360,0.3548374133060733,False
ETTh2,2021,h145_192,720,0.34953575266213527,True
ETTh2,2021,h193_288,1,0.37546534065707027,False
ETTh2,2021,h193_288,48,0.37312237721898456,False
ETTh2,2021,h193_288,144,0.37902412045541534,False
ETTh2,2021,h193_288,360,0.3701547008439918,False
ETTh2,2021,h193_288,720,0.3648701184897252,True
ETTh2,2021,h289_336,1,0.3770234774342029,False
ETTh2,2021,h289_336,48,0.37405643884409856,False
ETTh2,2021,h289_336,144,0.39099895115110994,False
ETTh2,2021,h289_336,360,0.3686469664577762,False
ETTh2,2021,h289_336,720,0.36537867087803827,True
ETTh2,2021,h337_512,1,0.40524028492171654,False
ETTh2,2021,h337_512,48,0.4029493276748003,False
ETTh2,2021,h337_512,144,0.41985634726659915,False
ETTh2,2021,h337_512,360,0.3979407475680744,False
ETTh2,2021,h337_512,720,0.3951811720339757,True
ETTh2,2021,h513_720,1,0.5685243553530265,False
ETTh2,2021,h513_720,48,0.5655368276738572,False
ETTh2,2021,h513_720,144,0.5666118892916461,False
ETTh2,2021,h513_720,360,0.5565554020042133,False
ETTh2,2021,h513_720,720,0.5428216006051668,True
ETTh2,2022,h1_48,1,0.21332403995830745,False
ETTh2,2022,h1_48,48,0.21219493528000904,False
ETTh2,2022,h1_48,144,0.20815403214689757,False
ETTh2,2022,h1_48,360,0.20398200768688038,True
ETTh2,2022,h1_48,720,0.20959549723655957,False
ETTh2,2022,h49_96,1,0.30174586250474333,False
ETTh2,2022,h49_96,48,0.30214400351232956,False
ETTh2,2022,h49_96,144,0.3016663980423082,False
ETTh2,2022,h49_96,360,0.29523561625239064,False
ETTh2,2022,h49_96,720,0.2915143654048815,True
ETTh2,2022,h97_144,1,0.32001738380125583,False
ETTh2,2022,h97_144,48,0.31924466000090557,True
ETTh2,2022,h97_144,144,0.32907855344034664,False
ETTh2,2022,h97_144,360,0.3198694973178718,False
ETTh2,2022,h97_144,720,0.319690981492613,False
ETTh2,2022,h145_192,1,0.35603903877706206,False
ETTh2,2022,h145_192,48,0.35647238903118417,False
ETTh2,2022,h145_192,144,0.36044602453609803,False
ETTh2,2022,h145_192,360,0.3576468045979171,False
ETTh2,2022,h145_192,720,0.35470901403885496,True
ETTh2,2022,h193_288,1,0.38531790440157154,False
ETTh2,2022,h193_288,48,0.38261899777142355,False
ETTh2,2022,h193_288,144,0.38603338732237247,False
ETTh2,2022,h193_288,360,0.3782920624741634,False
ETTh2,2022,h193_288,720,0.3731519261200004,True
ETTh2,2022,h289_336,1,0.38827194066333826,False
ETTh2,2022,h289_336,48,0.38871915361805537,False
ETTh2,2022,h289_336,144,0.38835662736178495,False
ETTh2,2022,h289_336,360,0.3784189535939513,False
ETTh2,2022,h289_336,720,0.37148173390334116,True
ETTh2,2022,h337_512,1,0.41612051569667013,False
ETTh2,2022,h337_512,48,0.41840456697641387,False
ETTh2,2022,h337_512,144,0.4173822396159886,False
ETTh2,2022,h337_512,360,0.4144274469196524,False
ETTh2,2022,h337_512,720,0.41028447797719086,True
ETTh2,2022,h513_720,1,0.5871403576975989,False
ETTh2,2022,h513_720,48,0.5813396450856405,False
ETTh2,2022,h513_720,144,0.5801185206632953,False
ETTh2,2022,h513_720,360,0.5733800183881549,False
ETTh2,2022,h513_720,720,0.5571108771303492,True
ETTh2,2023,h1_48,1,0.21665375813044882,False
ETTh2,2023,h1_48,48,0.215627123915368,False
ETTh2,2023,h1_48,144,0.21179183349491165,False
ETTh2,2023,h1_48,360,0.20844396620132735,False
ETTh2,2023,h1_48,720,0.2017032904204533,True
ETTh2,2023,h49_96,1,0.30848892375459835,False
ETTh2,2023,h49_96,48,0.30865100011179925,False
ETTh2,2023,h49_96,144,0.31173657711127606,False
ETTh2,2023,h49_96,360,0.30408348704644783,False
ETTh2,2023,h49_96,720,0.2921647145162131,True
ETTh2,2023,h97_144,1,0.3286698075729581,False
ETTh2,2023,h97_144,48,0.3271667567066696,False
ETTh2,2023,h97_144,144,0.33583388106640955,False
ETTh2,2023,h97_144,360,0.32944525435108135,False
ETTh2,2023,h97_144,720,0.31817241606125807,True
ETTh2,2023,h145_192,1,0.3588610343419783,False
ETTh2,2023,h145_192,48,0.3589390650922408,False
ETTh2,2023,h145_192,144,0.3621951893131358,False
ETTh2,2023,h145_192,360,0.3660700312148829,False
ETTh2,2023,h145_192,720,0.35371881301155395,True
ETTh2,2023,h193_288,1,0.3784002616235395,False
ETTh2,2023,h193_288,48,0.3802706581012808,False
ETTh2,2023,h193_288,144,0.38829480003130395,False
ETTh2,2023,h193_288,360,0.3834577295933811,False
ETTh2,2023,h193_288,720,0.36927252387237824,True
ETTh2,2023,h289_336,1,0.38013180093403176,False
ETTh2,2023,h289_336,48,0.3833899535744746,False
ETTh2,2023,h289_336,144,0.39325833653353703,False
ETTh2,2023,h289_336,360,0.3870681132503736,False
ETTh2,2023,h289_336,720,0.3699168328284463,True
ETTh2,2023,h337_512,1,0.4054363197226841,False
ETTh2,2023,h337_512,48,0.407693929922704,False
ETTh2,2023,h337_512,144,0.41847103675084885,False
ETTh2,2023,h337_512,360,0.4025529835199791,False
ETTh2,2023,h337_512,720,0.39966468962176366,True
ETTh2,2023,h513_720,1,0.5669136012122077,False
ETTh2,2023,h513_720,48,0.5736632318737519,False
ETTh2,2023,h513_720,144,0.57497594078268,False
ETTh2,2023,h513_720,360,0.5541645562960992,False
ETTh2,2023,h513_720,720,0.5401383416145286,True
ETTm1,2021,h1_48,1,0.26726282454995104,False
ETTm1,2021,h1_48,48,0.2700569314344932,False
ETTm1,2021,h1_48,144,0.2724088784882909,False
ETTm1,2021,h1_48,360,0.2678306655495673,False
ETTm1,2021,h1_48,720,0.26639002193581923,True
ETTm1,2021,h49_96,1,0.32355868512632935,False
ETTm1,2021,h49_96,48,0.33171611976700793,False
ETTm1,2021,h49_96,144,0.33765550836447705,False
ETTm1,2021,h49_96,360,0.3231852068875182,False
ETTm1,2021,h49_96,720,0.3191258882335683,True
ETTm1,2021,h97_144,1,0.3634409550460336,False
ETTm1,2021,h97_144,48,0.3661824073331218,False
ETTm1,2021,h97_144,144,0.37658237052200194,False
ETTm1,2021,h97_144,360,0.3624903065046387,False
ETTm1,2021,h97_144,720,0.35758459915313096,True
ETTm1,2021,h145_192,1,0.37366910974126216,False
ETTm1,2021,h145_192,48,0.37378699696272044,False
ETTm1,2021,h145_192,144,0.3833895072183183,False
ETTm1,2021,h145_192,360,0.3700524809041235,False
ETTm1,2021,h145_192,720,0.3667630929521061,True
ETTm1,2021,h193_288,1,0.4281355822600581,False
ETTm1,2021,h193_288,48,0.4259642582881812,False
ETTm1,2021,h193_288,144,0.42813443206639146,False
ETTm1,2021,h193_288,360,0.40944177625378875,False
ETTm1,2021,h193_288,720,0.4036522556002804,True
ETTm1,2021,h289_336,1,0.44794943019608857,False
ETTm1,2021,h289_336,48,0.44625378395197135,False
ETTm1,2021,h289_336,144,0.4514956963594508,False
ETTm1,2021,h289_336,360,0.44208263625221106,False
ETTm1,2021,h289_336,720,0.4390483435444825,True
ETTm1,2021,h337_512,1,0.4634421418229008,False
ETTm1,2021,h337_512,48,0.46135635006818215,False
ETTm1,2021,h337_512,144,0.46604106631888825,False
ETTm1,2021,h337_512,360,0.46150112921583836,False
ETTm1,2021,h337_512,720,0.4572333935120071,True
ETTm1,2021,h513_720,1,0.5038905123626013,False
ETTm1,2021,h513_720,48,0.5089972412617508,False
ETTm1,2021,h513_720,144,0.5077610657013449,False
ETTm1,2021,h513_720,360,0.49533843304612457,True
ETTm1,2021,h513_720,720,0.496578251511156,False
ETTm1,2022,h1_48,1,0.2539596875877503,False
ETTm1,2022,h1_48,48,0.2521232745217975,True
ETTm1,2022,h1_48,144,0.2632832757661692,False
ETTm1,2022,h1_48,360,0.2557542097128837,False
ETTm1,2022,h1_48,720,0.2522180301469136,False
ETTm1,2022,h49_96,1,0.31685278699829905,False
ETTm1,2022,h49_96,48,0.3265692342384951,False
ETTm1,2022,h49_96,144,0.3330275504040578,False
ETTm1,2022,h49_96,360,0.3174082707177419,False
ETTm1,2022,h49_96,720,0.3101035140855706,True
ETTm1,2022,h97_144,1,0.3614392072443055,False
ETTm1,2022,h97_144,48,0.3670883638526361,False
ETTm1,2022,h97_144,144,0.38026506775981006,False
ETTm1,2022,h97_144,360,0.36201003652602587,False
ETTm1,2022,h97_144,720,0.3552035943315822,True
ETTm1,2022,h145_192,1,0.37495398852737694,False
ETTm1,2022,h145_192,48,0.3757116241519694,False
ETTm1,2022,h145_192,144,0.38194693526989154,False
ETTm1,2022,h145_192,360,0.374135903160468,False
ETTm1,2022,h145_192,720,0.36550911378797196,True
ETTm1,2022,h193_288,1,0.41063564835718097,False
ETTm1,2022,h193_288,48,0.4129595121411851,False
ETTm1,2022,h193_288,144,0.42553551511556936,False
ETTm1,2022,h193_288,360,0.4080193700832386,False
ETTm1,2022,h193_288,720,0.40202831753160945,True
ETTm1,2022,h289_336,1,0.4372294500110421,False
ETTm1,2022,h289_336,48,0.43568312956832134,False
ETTm1,2022,h289_336,144,0.441089033095378,False
ETTm1,2022,h289_336,360,0.43560832702074337,False
ETTm1,2022,h289_336,720,0.43266289438932104,True
ETTm1,2022,h337_512,1,0.45537538375178127,False
ETTm1,2022,h337_512,48,0.45452631553918377,False
ETTm1,2022,h337_512,144,0.45855321049318887,False
ETTm1,2022,h337_512,360,0.45532495975707055,False
ETTm1,2022,h337_512,720,0.4541172892893975,True
ETTm1,2022,h513_720,1,0.4944367894321708,False
ETTm1,2022,h513_720,48,0.5034073481315523,False
ETTm1,2022,h513_720,144,0.5090749617846094,False
ETTm1,2022,h513_720,360,0.48884800792748323,True
ETTm1,2022,h513_720,720,0.4901347225779095,False
ETTm1,2023,h1_48,1,0.26284086910054305,True
ETTm1,2023,h1_48,48,0.26934050844797897,False
ETTm1,2023,h1_48,144,0.273700737923828,False
ETTm1,2023,h1_48,360,0.2648970806173958,False
ETTm1,2023,h1_48,720,0.26509395290453897,False
ETTm1,2023,h49_96,1,0.3253991505586229,False
ETTm1,2023,h49_96,48,0.3299531257909491,False
ETTm1,2023,h49_96,144,0.3401584347873377,False
ETTm1,2023,h49_96,360,0.3211628540096124,False
ETTm1,2023,h49_96,720,0.31753916481770234,True
ETTm1,2023,h97_144,1,0.36454361610107927,False
ETTm1,2023,h97_144,48,0.36578557718450344,False
ETTm1,2023,h97_144,144,0.38649909978614017,False
ETTm1,2023,h97_144,360,0.36477987742686063,False
ETTm1,2023,h97_144,720,0.35803009679013503,True
ETTm1,2023,h145_192,1,0.37079412618478796,False
ETTm1,2023,h145_192,48,0.3737953929449453,False
ETTm1,2023,h145_192,144,0.3841309505921277,False
ETTm1,2023,h145_192,360,0.3746247599498588,False
ETTm1,2023,h145_192,720,0.36657743380135943,True
ETTm1,2023,h193_288,1,0.41487434208715857,False
ETTm1,2023,h193_288,48,0.4183742809836949,False
ETTm1,2023,h193_288,144,0.4235050976436238,False
ETTm1,2023,h193_288,360,0.4091427456770459,False
ETTm1,2023,h193_288,720,0.4033870698420171,True
ETTm1,2023,h289_336,1,0.4433493607307299,False
ETTm1,2023,h289_336,48,0.44530438639111175,False
ETTm1,2023,h289_336,144,0.4507087089907493,False
ETTm1,2023,h289_336,360,0.44048699334426233,False
ETTm1,2023,h289_336,720,0.43692141919108185,True
ETTm1,2023,h337_512,1,0.45906939869188257,False
ETTm1,2023,h337_512,48,0.4637061410824168,False
ETTm1,2023,h337_512,144,0.4648180543032523,False
ETTm1,2023,h337_512,360,0.4583411171468884,False
ETTm1,2023,h337_512,720,0.45509423638616026,True
ETTm1,2023,h513_720,1,0.4991846041524214,False
ETTm1,2023,h513_720,48,0.5005459167405866,False
ETTm1,2023,h513_720,144,0.5094237694128418,False
ETTm1,2023,h513_720,360,0.49609056946787317,False
ETTm1,2023,h513_720,720,0.49231371459092643,True
ETTm2,2021,h1_48,1,0.1425282987615228,False
ETTm2,2021,h1_48,48,0.14235646829858184,False
ETTm2,2021,h1_48,144,0.1353061458558194,False
ETTm2,2021,h1_48,360,0.13315248314975553,True
ETTm2,2021,h1_48,720,0.13360643903066202,False
ETTm2,2021,h49_96,1,0.2146549856517485,False
ETTm2,2021,h49_96,48,0.21359824629944116,False
ETTm2,2021,h49_96,144,0.2172283968830476,False
ETTm2,2021,h49_96,360,0.20883884064470404,False
ETTm2,2021,h49_96,720,0.20881227730477775,True
ETTm2,2021,h97_144,1,0.26424400818921673,False
ETTm2,2021,h97_144,48,0.2631908477407744,False
ETTm2,2021,h97_144,144,0.2702308559364963,False
ETTm2,2021,h97_144,360,0.2630704582562388,True
ETTm2,2021,h97_144,720,0.2637188179481746,False
ETTm2,2021,h145_192,1,0.2976950996182638,True
ETTm2,2021,h145_192,48,0.29847128836563064,False
ETTm2,2021,h145_192,144,0.30296123601367403,False
ETTm2,2021,h145_192,360,0.2991936520937734,False
ETTm2,2021,h145_192,720,0.298653325991385,False
ETTm2,2021,h193_288,1,0.3382200898979325,False
ETTm2,2021,h193_288,48,0.3384431891652297,False
ETTm2,2021,h193_288,144,0.3376559196033211,True
ETTm2,2021,h193_288,360,0.33941613801244475,False
ETTm2,2021,h193_288,720,0.3387801978077554,False
ETTm2,2021,h289_336,1,0.3681105082946876,False
ETTm2,2021,h289_336,48,0.3683479642464024,False
ETTm2,2021,h289_336,144,0.36740398508382976,False
ETTm2,2021,h289_336,360,0.37112335608867886,False
ETTm2,2021,h289_336,720,0.3672842438036402,True
ETTm2,2021,h337_512,1,0.39372839052802455,False
ETTm2,2021,h337_512,48,0.39336231148515394,False
ETTm2,2021,h337_512,144,0.3929194163735555,False
ETTm2,2021,h337_512,360,0.39023258022485824,True
ETTm2,2021,h337_512,720,0.3932405573349187,False
ETTm2,2021,h513_720,1,0.46186773952746524,False
ETTm2,2021,h513_720,48,0.4601880989731402,False
ETTm2,2021,h513_720,144,0.45967197199874477,False
ETTm2,2021,h513_720,360,0.45438899279936773,True
ETTm2,2021,h513_720,720,0.4627773639814541,False
ETTm2,2022,h1_48,1,0.13678879263085564,False
ETTm2,2022,h1_48,48,0.13833001681196005,False
ETTm2,2022,h1_48,144,0.13301980639417132,False
ETTm2,2022,h1_48,360,0.12669043531389093,False
ETTm2,2022,h1_48,720,0.12584823531205896,True
ETTm2,2022,h49_96,1,0.21019117521230865,False
ETTm2,2022,h49_96,48,0.2136921448383983,False
ETTm2,2022,h49_96,144,0.2084392507515968,False
ETTm2,2022,h49_96,360,0.2069037497346641,False
ETTm2,2022,h49_96,720,0.20554780152969968,True
ETTm2,2022,h97_144,1,0.26038264943021994,False
ETTm2,2022,h97_144,48,0.25944192353637235,True
ETTm2,2022,h97_144,144,0.26432661949239494,False
ETTm2,2022,h97_144,360,0.261395889966529,False
ETTm2,2022,h97_144,720,0.26215771431894136,False
ETTm2,2022,h145_192,1,0.2998560764092654,False
ETTm2,2022,h145_192,48,0.2989469293477769,True
ETTm2,2022,h145_192,144,0.31392860948132867,False
ETTm2,2022,h145_192,360,0.30068782776571,False
ETTm2,2022,h145_192,720,0.30194859246241645,False
ETTm2,2022,h193_288,1,0.3399278345134545,False
ETTm2,2022,h193_288,48,0.34132888820581286,False
ETTm2,2022,h193_288,144,0.34887484764171606,False
ETTm2,2022,h193_288,360,0.33847700185265545,True
ETTm2,2022,h193_288,720,0.34091974298112304,False
ETTm2,2022,h289_336,1,0.3686836790434811,False
ETTm2,2022,h289_336,48,0.3719201583237361,False
ETTm2,2022,h289_336,144,0.3785140590065327,False
ETTm2,2022,h289_336,360,0.36618887909747194,True
ETTm2,2022,h289_336,720,0.367310395947545,False
ETTm2,2022,h337_512,1,0.38828840462022607,False
ETTm2,2022,h337_512,48,0.38948474297977587,False
ETTm2,2022,h337_512,144,0.39450624709878074,False
ETTm2,2022,h337_512,360,0.3857029174380254,True
ETTm2,2022,h337_512,720,0.39787497702972097,False
ETTm2,2022,h513_720,1,0.4459631802655059,False
ETTm2,2022,h513_720,48,0.44776787859197226,False
ETTm2,2022,h513_720,144,0.4495275384188823,False
ETTm2,2022,h513_720,360,0.44279006001673193,True
ETTm2,2022,h513_720,720,0.4662098039113432,False
ETTm2,2023,h1_48,1,0.13852345183282344,False
ETTm2,2023,h1_48,48,0.13953217804430312,False
ETTm2,2023,h1_48,144,0.13328915140840467,False
ETTm2,2023,h1_48,360,0.12652419232231418,False
ETTm2,2023,h1_48,720,0.12233105528514024,True
ETTm2,2023,h49_96,1,0.21299449400183368,False
ETTm2,2023,h49_96,48,0.2163265807300739,False
ETTm2,2023,h49_96,144,0.2140749462493735,False
ETTm2,2023,h49_96,360,0.20509853979899234,False
ETTm2,2023,h49_96,720,0.2029475183768865,True
ETTm2,2023,h97_144,1,0.2688538594230182,False
ETTm2,2023,h97_144,48,0.2694472065059586,False
ETTm2,2023,h97_144,144,0.2739660301028788,False
ETTm2,2023,h97_144,360,0.26473602674361923,False
ETTm2,2023,h97_144,720,0.2617737399797201,True
ETTm2,2023,h145_192,1,0.3037241466812897,False
ETTm2,2023,h145_192,48,0.3117545846582871,False
ETTm2,2023,h145_192,144,0.30435139187044297,False
ETTm2,2023,h145_192,360,0.2983904393667614,True
ETTm2,2023,h145_192,720,0.30058651884886683,False
ETTm2,2023,h193_288,1,0.34527220912470447,False
ETTm2,2023,h193_288,48,0.35799065766503657,False
ETTm2,2023,h193_288,144,0.34123486247959883,False
ETTm2,2023,h193_288,360,0.3377256303132983,True
ETTm2,2023,h193_288,720,0.34287740442091424,False
ETTm2,2023,h289_336,1,0.3670497866098567,False
ETTm2,2023,h289_336,48,0.3779810520342224,False
ETTm2,2023,h289_336,144,0.3693028346634959,False
ETTm2,2023,h289_336,360,0.36431890105918496,True
ETTm2,2023,h289_336,720,0.37174294363206783,False
ETTm2,2023,h337_512,1,0.3892894400956573,False
ETTm2,2023,h337_512,48,0.3988802331581953,False
ETTm2,2023,h337_512,144,0.39056450269742055,False
ETTm2,2023,h337_512,360,0.38381989612094297,True
ETTm2,2023,h337_512,720,0.3915077713052708,False
ETTm2,2023,h513_720,1,0.4449601485560699,False
ETTm2,2023,h513_720,48,0.4515683091652605,False
ETTm2,2023,h513_720,144,0.44707457977865506,False
ETTm2,2023,h513_720,360,0.43877135876983636,True
ETTm2,2023,h513_720,720,0.4496434013535628,False
Weather,2021,h1_48,1,0.11334924651759185,False
Weather,2021,h1_48,48,0.11420781637956637,False
Weather,2021,h1_48,144,0.11364849088222467,False
Weather,2021,h1_48,360,0.11265589225320834,True
Weather,2021,h1_48,720,0.11434031393213126,False
Weather,2021,h49_96,1,0.17297543752207586,False
Weather,2021,h49_96,48,0.17533052486713163,False
Weather,2021,h49_96,144,0.17363485708313645,False
Weather,2021,h49_96,360,0.17171119493368373,True
Weather,2021,h49_96,720,0.17368715055098732,False
Weather,2021,h97_144,1,0.20963682761916005,False
Weather,2021,h97_144,48,0.21140261999998722,False
Weather,2021,h97_144,144,0.20973990981695328,False
Weather,2021,h97_144,360,0.2081001542107845,True
Weather,2021,h97_144,720,0.2092614804778093,False
Weather,2021,h145_192,1,0.24976420801635715,False
Weather,2021,h145_192,48,0.25135526758886473,False
Weather,2021,h145_192,144,0.24949583357968222,False
Weather,2021,h145_192,360,0.24583002698886638,False
Weather,2021,h145_192,720,0.24575659276317316,True
Weather,2021,h193_288,1,0.2962445541027836,False
Weather,2021,h193_288,48,0.298571551032516,False
Weather,2021,h193_288,144,0.29500531700784,False
Weather,2021,h193_288,360,0.2895418801307655,True
Weather,2021,h193_288,720,0.2906408458132763,False
Weather,2021,h289_336,1,0.327505319885525,False
Weather,2021,h289_336,48,0.33328088155655294,False
Weather,2021,h289_336,144,0.3301648213146551,False
Weather,2021,h289_336,360,0.3200489408954843,True
Weather,2021,h289_336,720,0.32098770086525047,False
Weather,2021,h337_512,1,0.3555419424588627,False
Weather,2021,h337_512,48,0.36111034986070706,False
Weather,2021,h337_512,144,0.36530073355167736,False
Weather,2021,h337_512,360,0.353612124847373,False
Weather,2021,h337_512,720,0.35179528686510314,True
Weather,2021,h513_720,1,0.38628696744819074,False
Weather,2021,h513_720,48,0.3879624732429524,False
Weather,2021,h513_720,144,0.3878733383729331,False
Weather,2021,h513_720,360,0.38201667875596335,False
Weather,2021,h513_720,720,0.3803849186713665,True
