dataset,profile_id,run_dir,mode_rank,coordinate_dim,policy_history_dim,policy_hidden_dim,scales,readout_lr_multiplier,readout_weight_decay,best_epoch,validation_mean_mse,artifact_validation_mean_mse,checkpoint_sha256,encoder_initialization_hash,missing_files,effective_config_ok,validation_selector_ok,pass
ETTm1,p12_scopes_short_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm1/p12_scopes_short_lr0p50/seed2021,21,4,32,64,"1,24,72,240,720",0.5,0.0,19,0.6382372843521086,0.638237323625418,ad65770546f447696b6debb09c87b81752438d418806b83d5992f586ab7d7ef3,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm1,p13_scopes_long_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm1/p13_scopes_long_lr0p50/seed2021,21,4,32,64,"1,72,180,360,720",0.5,0.0,19,0.6382418567643663,0.6382419493911873,e948063fb481769a7851b2ebfb601612582546fc2327fc104e47b86627a622d8,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p00_budget30,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p00_budget30/seed2021,21,4,32,64,"1,48,144,360,720",1.0,0.0,17,0.19435423877250055,0.19435422717420836,40316cc7ee8958645b158071246434237da98bae4e2137bb5148c6e950b134b4,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p01_lr0p25,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p01_lr0p25/seed2021,21,4,32,64,"1,48,144,360,720",0.25,0.0,21,0.19553277474432623,0.19553274641608975,68763f0d1d6ae33373e1458c5ecafa4980f78f4c8a39525933cab9e8d203ac20,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p02_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p02_lr0p50/seed2021,21,4,32,64,"1,48,144,360,720",0.5,0.0,21,0.1952248573958752,0.19522486225210336,3ddc9a3c6c48eca7c8609f3e92fdab989511fe734d97fc3ff3774db52768e584,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p03_lr2p00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p03_lr2p00/seed2021,21,4,32,64,"1,48,144,360,720",2.0,0.0,10,0.19407943648421055,0.19407943123794485,fbc489035ea1efc8031403fba12f4de6a3c17551a520e75d38e05883f09c34ee,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p04_lr4p00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p04_lr4p00/seed2021,21,4,32,64,"1,48,144,360,720",4.0,0.0,6,0.19351609736932293,0.19351611961453546,bce5606c0af3e2dbc01b254de6adecfc9759b8595dc4a4d2eef2f11a33040005,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p05_rank0p50_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p05_rank0p50_lr0p50/seed2021,10,4,32,64,"1,48,144,360,720",0.5,0.0,16,0.1975143962482449,0.1975144198806938,3ce1a1cec2896a967af801160377f5a752c281603ec2e5f8e9f910a4489940f9,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p06_rank1p50_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p06_rank1p50_lr0p50/seed2021,32,4,32,64,"1,48,144,360,720",0.5,0.0,26,0.1949406130459725,0.19494059610481757,2b69568827ee96848cea555b8878345d5829d93511e3df8b0d1c5a765492cd67,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p07_rank2p00_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p07_rank2p00_lr0p50/seed2021,42,4,32,64,"1,48,144,360,720",0.5,0.0,17,0.1939738026128099,0.1939737681852421,703821bd90988e829166156ef44d8df135a4e1ee67625352bdc0f2cbff4fa46a,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p08_coord2_capmatch_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p08_coord2_capmatch_lr0p50/seed2021,42,2,32,64,"1,48,144,360,720",0.5,0.0,18,0.19482272830186598,0.19482272017404387,d02b8ca388a9c74fe6ad395df6393fc3ce7365b7097fbae0feb61f7dc2f87897,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p09_coord8_capmatch_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p09_coord8_capmatch_lr0p50/seed2021,10,8,32,64,"1,48,144,360,720",0.5,0.0,14,0.1971312721006735,0.1971312609314549,3ff104c48b820b3343eca956bb222e1b37908e4d304f51f64eb0b1493187eb5f,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p10_policy16x32_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p10_policy16x32_lr0p50/seed2021,21,4,16,32,"1,48,144,360,720",0.5,0.0,17,0.1954120661758925,0.19541206872792885,76658a8a4a13ba8d08aa0c170db2c045f85fcf3b41a399bbbfcbf53690c27946,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p11_policy64x128_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p11_policy64x128_lr0p50/seed2021,21,4,64,128,"1,48,144,360,720",0.5,0.0,13,0.1956264166386857,0.1956264046366818,8d51d928cd693d211705a6186276d599e7358858c1aa478972e13e1be69c99f3,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p12_scopes_short_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p12_scopes_short_lr0p50/seed2021,21,4,32,64,"1,24,72,240,720",0.5,0.0,21,0.19483088788466474,0.19483088662132753,1c831a5c1afe7704b230f3a63efad33a03c5604c5ad457d1c4bdb80763d84450,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTm2,p13_scopes_long_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTm2/p13_scopes_long_lr0p50/seed2021,21,4,32,64,"1,72,180,360,720",0.5,0.0,21,0.19500157392952439,0.19500159165985506,c0209560f471280bba1f956663104a69555acfb71b1203e0e188fd3cf4afd625,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh1,p00_budget30,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p00_budget30/seed2021,30,4,32,64,"1,48,144,360,720",1.0,0.0,4,1.206375424139246,1.2063755208661497,282016ec0ca19be551a6da81601604d59797196d6c5f1e8c4212e1030f9c9ee7,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p01_lr0p25,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p01_lr0p25/seed2021,30,4,32,64,"1,48,144,360,720",0.25,0.0,12,1.248054055675369,1.2480539376335589,c34b5dbb30c5ffb424443f71de940704824d634153ace5527cf8d1d879151d6c,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p02_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p02_lr0p50/seed2021,30,4,32,64,"1,48,144,360,720",0.5,0.0,11,1.2207327542133586,1.2207327315835135,92c19f06932d693fd4eebe7fbfe4749546fe3eb870cf467ecf6ab682f0a1a195,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p03_lr2p00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p03_lr2p00/seed2021,30,4,32,64,"1,48,144,360,720",2.0,0.0,3,1.1902600168523985,1.1902600681621744,5ba20ad7ce79aaafe376db3e02ee2e7ce6e22a637259c779eee9ed4da20cccd1,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p04_lr4p00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p04_lr4p00/seed2021,30,4,32,64,"1,48,144,360,720",4.0,0.0,2,1.1831970556232605,1.1831969272907055,0bbc11c62bffea65a7ce51fc956aee6f5cf3d13e9a8be2d20b96d0a515ed247f,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p05_rank0p50_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p05_rank0p50_lr0p50/seed2021,15,4,32,64,"1,48,144,360,720",0.5,0.0,15,1.2662148540433025,1.2662148008851097,ae1725773bf76f7382b1652248cf29442bc86d9b89ff12e625b7d030d1a43a7a,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p06_rank1p50_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p06_rank1p50_lr0p50/seed2021,45,4,32,64,"1,48,144,360,720",0.5,0.0,6,1.200373729343696,1.2003736488109025,2083f0bddd10cacb6e49e525b97bd3b6898c2aebdc25be74c8c735cbb6edaa7b,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p07_rank2p00_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p07_rank2p00_lr0p50/seed2021,60,4,32,64,"1,48,144,360,720",0.5,0.0,5,1.185999883462431,1.1859999117077447,5f0d669e91c8eb4650b2251f5135cc54e5d7419bddbe4920474d3b99c57a58e2,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p08_coord2_capmatch_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p08_coord2_capmatch_lr0p50/seed2021,60,2,32,64,"1,48,144,360,720",0.5,0.0,5,1.1913132227487893,1.1913132200636605,9ea35045ca93faa2c1e3956ffe7dbab231ef4987a108412452f6918fb83469ea,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p09_coord8_capmatch_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p09_coord8_capmatch_lr0p50/seed2021,15,8,32,64,"1,48,144,360,720",0.5,0.0,15,1.270573279878775,1.27057327391018,bacae45ff46a72eb09d8f5cc8953556cb351557f71c09f2d0ceb9114921aed4a,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p10_policy16x32_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p10_policy16x32_lr0p50/seed2021,30,4,16,32,"1,48,144,360,720",0.5,0.0,7,1.2335997328485568,1.2335997761086752,4ae94ba84976810d585b8e8213d4e3445535a8bdb48f5cbb845892c7b7662ac6,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p11_policy64x128_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p11_policy64x128_lr0p50/seed2021,30,4,64,128,"1,48,144,360,720",0.5,0.0,7,1.2263968600466524,1.226396803919869,a6fe61f45121ab679582e3a0ca4e9430da05e66ab4bc7d517abd979863c457d3,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p12_scopes_short_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p12_scopes_short_lr0p50/seed2021,30,4,32,64,"1,24,72,240,720",0.5,0.0,11,1.220521445956362,1.2205214989279205,80d7243f324036fa109882b40cc8c7bc1ba05ec31de4152422fbaf73c831d0f7,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh1,p13_scopes_long_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh1/p13_scopes_long_lr0p50/seed2021,30,4,32,64,"1,72,180,360,720",0.5,0.0,9,1.2243604056854984,1.2243603603603939,d4f635b98d1a9813134483e734013efb13630e9dc3c826177705f894d1b5a6ff,384d57e712bb5f017d4c0bc7b9207c8c92931e8352c1d8c0af525b8634ff5f2d,,True,True,True
ETTh2,p00_budget30,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p00_budget30/seed2021,21,4,32,64,"1,48,144,360,720",1.0,0.0,6,0.3979261134425917,0.3979261148562063,2b6ef92ef6bbf74390c617c10066805593b239b81d76bf798550c681d2e256c1,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p01_lr0p25,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p01_lr0p25/seed2021,21,4,32,64,"1,48,144,360,720",0.25,0.0,8,0.4138639045442225,0.41386390906640347,2becff1deff8c5c8c5d4eb0a038b849841e7646122979d1943032aa26ca59c77,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
