backbone,arm,dataset,horizon,mse,mae,seed,checkpoint_sha256,checkpoint_selector,test_access_date,test_role,test_tuned,checkpoint_retrained
itransformer_style,itransformer_original,ETTm2,96,0.18183948091531635,0.25843484554515095,2021,5348110340bc9afde9280cbf8389a2d2e1e6948ace2e704d0c52c5258e4e49ed,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTm2,192,0.24980449719120018,0.3020337314022608,2021,5348110340bc9afde9280cbf8389a2d2e1e6948ace2e704d0c52c5258e4e49ed,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTm2,336,0.31266303970431486,0.341336072521807,2021,5348110340bc9afde9280cbf8389a2d2e1e6948ace2e704d0c52c5258e4e49ed,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTm2,720,0.4037280090027764,0.3948283797358844,2021,5348110340bc9afde9280cbf8389a2d2e1e6948ace2e704d0c52c5258e4e49ed,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTm2,96,0.17994356669398243,0.2576475372055311,2021,c27ac49c307e2d7237856abab8656d9c1d9fd1481942d204c52e9a5df4e06469,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTm2,192,0.2476927789177428,0.3005128789822727,2021,c27ac49c307e2d7237856abab8656d9c1d9fd1481942d204c52e9a5df4e06469,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTm2,336,0.3118240916628708,0.34060771901054593,2021,c27ac49c307e2d7237856abab8656d9c1d9fd1481942d204c52e9a5df4e06469,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTm2,720,0.40408764656052043,0.3957115654700305,2021,c27ac49c307e2d7237856abab8656d9c1d9fd1481942d204c52e9a5df4e06469,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTm2,96,0.19089175266545982,0.26927580194799006,2021,943fc3d2bf5f6f3ba860fb15b2620b9ab6dc7422ae55ed9a673a3d0212c8555d,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTm2,192,0.2558941782820834,0.30919346479761567,2021,943fc3d2bf5f6f3ba860fb15b2620b9ab6dc7422ae55ed9a673a3d0212c8555d,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTm2,336,0.31563824184289774,0.3460567949254102,2021,943fc3d2bf5f6f3ba860fb15b2620b9ab6dc7422ae55ed9a673a3d0212c8555d,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTm2,720,0.409515817149199,0.3988823545327106,2021,943fc3d2bf5f6f3ba860fb15b2620b9ab6dc7422ae55ed9a673a3d0212c8555d,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh1,96,0.3740075097417885,0.38920481909557947,2021,62fd68a2d51fc0ef8dc35203b9a6386c3399466dcf9db11f14327fd9ba9493bf,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh1,192,0.4150643030887375,0.4123834665399884,2021,62fd68a2d51fc0ef8dc35203b9a6386c3399466dcf9db11f14327fd9ba9493bf,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh1,336,0.43896908579521343,0.42980722460243737,2021,62fd68a2d51fc0ef8dc35203b9a6386c3399466dcf9db11f14327fd9ba9493bf,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh1,720,0.47005162238992354,0.4627786476306426,2021,62fd68a2d51fc0ef8dc35203b9a6386c3399466dcf9db11f14327fd9ba9493bf,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh1,96,0.3865854541620521,0.4053321763434516,2021,a1d6cdc7898e0039fa5ddc81965eadff49bf2a66a497d257e40799b8c1f822c4,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh1,192,0.43078598810765484,0.43041702725422376,2021,a1d6cdc7898e0039fa5ddc81965eadff49bf2a66a497d257e40799b8c1f822c4,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh1,336,0.455673726923728,0.4486354056156936,2021,a1d6cdc7898e0039fa5ddc81965eadff49bf2a66a497d257e40799b8c1f822c4,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh1,720,0.5078364381621187,0.48749563447299116,2021,a1d6cdc7898e0039fa5ddc81965eadff49bf2a66a497d257e40799b8c1f822c4,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh1,96,0.4012512049743528,0.4168977575101046,2021,fa72a9db7e7f7703d5722a4be08df81a36170e1793edfb208b240af1851891f2,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh1,192,0.4449425166726419,0.4415379207321217,2021,fa72a9db7e7f7703d5722a4be08df81a36170e1793edfb208b240af1851891f2,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh1,336,0.4700461610606601,0.45905947751450843,2021,fa72a9db7e7f7703d5722a4be08df81a36170e1793edfb208b240af1851891f2,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh1,720,0.5142077304088731,0.49380252416253545,2021,fa72a9db7e7f7703d5722a4be08df81a36170e1793edfb208b240af1851891f2,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh2,96,0.25898334943594276,0.3230994595694169,2021,d76ab455325480f5e49810f6712d762ca2ff84af5b0c9682d3f3b6c0244f4d34,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh2,192,0.3144601445599354,0.3584289426294296,2021,d76ab455325480f5e49810f6712d762ca2ff84af5b0c9682d3f3b6c0244f4d34,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh2,336,0.35720666173529153,0.39143017906127603,2021,d76ab455325480f5e49810f6712d762ca2ff84af5b0c9682d3f3b6c0244f4d34,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,ETTh2,720,0.4221861896267004,0.4390573671903619,2021,d76ab455325480f5e49810f6712d762ca2ff84af5b0c9682d3f3b6c0244f4d34,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh2,96,0.25890215680832845,0.32294435483078116,2021,decb7443505f852fbaa4a4ab0581b0b96fbe0ac52a266c8981defba804ec3a41,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh2,192,0.31283694543158663,0.35811095792082953,2021,decb7443505f852fbaa4a4ab0581b0b96fbe0ac52a266c8981defba804ec3a41,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh2,336,0.3522769381559917,0.3898006722513444,2021,decb7443505f852fbaa4a4ab0581b0b96fbe0ac52a266c8981defba804ec3a41,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,ETTh2,720,0.42511037641344906,0.44137808807836654,2021,decb7443505f852fbaa4a4ab0581b0b96fbe0ac52a266c8981defba804ec3a41,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh2,96,0.2573032781487041,0.32265120118008067,2021,d751dc4c7730b8dd21766bb6681265c05241492c6a0b21b2af8b897dbeda27c0,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh2,192,0.31346005200599586,0.3586711506930983,2021,d751dc4c7730b8dd21766bb6681265c05241492c6a0b21b2af8b897dbeda27c0,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh2,336,0.35342379253495887,0.3908178919065926,2021,d751dc4c7730b8dd21766bb6681265c05241492c6a0b21b2af8b897dbeda27c0,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,ETTh2,720,0.42430879144811257,0.4413744910170558,2021,d751dc4c7730b8dd21766bb6681265c05241492c6a0b21b2af8b897dbeda27c0,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,Weather,96,0.16911310379278366,0.20708266427758273,2021,3f319be4fa1a930b00b3f7720072d55115ddeb9eefed4c72d14cf01df4522337,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,Weather,192,0.21550636618954924,0.25035409449209234,2021,3f319be4fa1a930b00b3f7720072d55115ddeb9eefed4c72d14cf01df4522337,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,Weather,336,0.26980064037648593,0.2901720960640262,2021,3f319be4fa1a930b00b3f7720072d55115ddeb9eefed4c72d14cf01df4522337,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_original,Weather,720,0.3524314143286038,0.34205564630252167,2021,3f319be4fa1a930b00b3f7720072d55115ddeb9eefed4c72d14cf01df4522337,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,Weather,96,0.16812033073631916,0.20621312133711855,2021,44319ba9971fa85956d31e0cacb9299aea456e2c0d2cec20c2f4b29e4c86ba74,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,Weather,192,0.2159588678023939,0.2507909602484826,2021,44319ba9971fa85956d31e0cacb9299aea456e2c0d2cec20c2f4b29e4c86ba74,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,Weather,336,0.2697473993652649,0.2910666184661925,2021,44319ba9971fa85956d31e0cacb9299aea456e2c0d2cec20c2f4b29e4c86ba74,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf,Weather,720,0.3522247162945786,0.34331344260466173,2021,44319ba9971fa85956d31e0cacb9299aea456e2c0d2cec20c2f4b29e4c86ba74,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,Weather,96,0.16960103316628458,0.20653832193803123,2021,0457a0d5c69f331f718e1295444d6264895f3f056b8d0cd491c4708755384bd7,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,Weather,192,0.21741064725283474,0.25116954482796616,2021,0457a0d5c69f331f718e1295444d6264895f3f056b8d0cd491c4708755384bd7,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,Weather,336,0.27113992532287823,0.29129410999558364,2021,0457a0d5c69f331f718e1295444d6264895f3f056b8d0cd491c4708755384bd7,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
itransformer_style,itransformer_iscf_bsca,Weather,720,0.35191008719072064,0.3427449471523911,2021,0457a0d5c69f331f718e1295444d6264895f3f056b8d0cd491c4708755384bd7,mean_validation_mse_h96_h192_h336_h720,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,False
