comparison,metric,horizon,macro_gain_percent,dataset_wins
transfer_spec_vs_a6,mse,236,-0.7234577262419029,2
transfer_spec_vs_a6,mse,237,-0.7208136642262564,2
transfer_spec_vs_a6,mse,238,-0.7192946760485541,2
transfer_spec_vs_a6,mse,239,-0.715101424728164,2
transfer_spec_vs_a6,mse,240,-0.7089412908444004,2
transfer_spec_vs_a6,mse,241,-0.7039139562744912,2
transfer_spec_vs_a6,mse,242,-0.6976258504088761,2
transfer_spec_vs_a6,mse,243,-0.6917165554246019,2
transfer_spec_vs_a6,mse,244,-0.6872214535644705,2
transfer_spec_vs_a6,mse,245,-0.6783093779430338,2
transfer_spec_vs_a6,mse,246,-0.6749445647377339,2
transfer_spec_vs_a6,mse,247,-0.6741294044386192,2
transfer_spec_vs_a6,mse,248,-0.6711305306647342,2
transfer_spec_vs_a6,mse,249,-0.6743358154730106,2
transfer_spec_vs_a6,mse,250,-0.670796133140501,2
transfer_spec_vs_a6,mse,251,-0.6643104025859858,2
transfer_spec_vs_a6,mse,252,-0.6602652407015364,2
transfer_spec_vs_a6,mse,253,-0.6558808400261906,2
transfer_spec_vs_a6,mse,254,-0.6525124450350916,2
transfer_spec_vs_a6,mse,255,-0.6500447758341332,2
transfer_spec_vs_a6,mse,256,-0.6585602659217948,2
transfer_spec_vs_a6,mse,257,-0.6692427011526547,2
transfer_spec_vs_a6,mse,258,-0.6719709071618563,2
transfer_spec_vs_a6,mse,259,-0.6722764872278209,2
transfer_spec_vs_a6,mse,260,-0.667728849387279,2
transfer_spec_vs_a6,mse,261,-0.6656103142134384,2
transfer_spec_vs_a6,mse,262,-0.6729377415086257,2
transfer_spec_vs_a6,mse,263,-0.6765552170954958,2
transfer_spec_vs_a6,mse,264,-0.6716253921003679,2
transfer_spec_vs_a6,mse,265,-0.6711912291050215,2
transfer_spec_vs_a6,mse,266,-0.6648244432285999,2
transfer_spec_vs_a6,mse,267,-0.6590559108536898,2
transfer_spec_vs_a6,mse,268,-0.6532519908745815,2
transfer_spec_vs_a6,mse,269,-0.6493566178281784,2
transfer_spec_vs_a6,mse,270,-0.6432374347218661,2
transfer_spec_vs_a6,mse,271,-0.6394671981958089,2
transfer_spec_vs_a6,mse,272,-0.6352794002472129,2
transfer_spec_vs_a6,mse,273,-0.6341748067524011,2
transfer_spec_vs_a6,mse,274,-0.6352105629026639,2
transfer_spec_vs_a6,mse,275,-0.6396509933274253,2
transfer_spec_vs_a6,mse,276,-0.6407681340600968,2
transfer_spec_vs_a6,mse,277,-0.6355547033726183,2
transfer_spec_vs_a6,mse,278,-0.6388679690109078,2
transfer_spec_vs_a6,mse,279,-0.6362717764546533,2
transfer_spec_vs_a6,mse,280,-0.6410828549096581,2
transfer_spec_vs_a6,mse,281,-0.6521984522439195,2
transfer_spec_vs_a6,mse,282,-0.6666921579403162,2
transfer_spec_vs_a6,mse,283,-0.6689720417327716,2
transfer_spec_vs_a6,mse,284,-0.6700945805532843,2
transfer_spec_vs_a6,mse,285,-0.6827639893344761,2
transfer_spec_vs_a6,mse,286,-0.68197142164099,2
transfer_spec_vs_a6,mse,287,-0.677918084755369,2
transfer_spec_vs_a6,mse,288,-0.6786601307707052,2
transfer_spec_vs_a6,mse,289,-0.680193424020934,2
transfer_spec_vs_a6,mse,290,-0.6813015330734551,2
transfer_spec_vs_a6,mse,291,-0.6802905293546457,2
transfer_spec_vs_a6,mse,292,-0.6802859666156991,2
transfer_spec_vs_a6,mse,293,-0.6743519966487854,2
transfer_spec_vs_a6,mse,294,-0.6725207821790025,2
transfer_spec_vs_a6,mse,295,-0.6768531275238021,2
transfer_spec_vs_a6,mse,296,-0.6729285840914434,2
transfer_spec_vs_a6,mse,297,-0.6771452874332784,2
transfer_spec_vs_a6,mse,298,-0.6786222348354287,2
transfer_spec_vs_a6,mse,299,-0.6800332817499877,2
transfer_spec_vs_a6,mse,300,-0.6838727085851515,2
transfer_spec_vs_a6,mse,301,-0.6858897054008195,2
transfer_spec_vs_a6,mse,302,-0.6910292973213106,2
transfer_spec_vs_a6,mse,303,-0.6921391859625592,2
transfer_spec_vs_a6,mse,304,-0.6942599575445207,2
transfer_spec_vs_a6,mse,305,-0.6955926739141183,2
transfer_spec_vs_a6,mse,306,-0.6937369100061641,2
transfer_spec_vs_a6,mse,307,-0.694244012330052,2
transfer_spec_vs_a6,mse,308,-0.6961571416899259,2
transfer_spec_vs_a6,mse,309,-0.6995949918193567,2
transfer_spec_vs_a6,mse,310,-0.7027422323898946,2
transfer_spec_vs_a6,mse,311,-0.7035650878447353,2
transfer_spec_vs_a6,mse,312,-0.7021645120007736,2
transfer_spec_vs_a6,mse,313,-0.7017290011039345,2
transfer_spec_vs_a6,mse,314,-0.7005332428559297,2
transfer_spec_vs_a6,mse,315,-0.7026283938885869,2
transfer_spec_vs_a6,mse,316,-0.7009344738061163,2
transfer_spec_vs_a6,mse,317,-0.6956890039209629,2
transfer_spec_vs_a6,mse,318,-0.6922310058826864,2
transfer_spec_vs_a6,mse,319,-0.6887423829036221,2
transfer_spec_vs_a6,mse,320,-0.6948030277188977,2
transfer_spec_vs_a6,mse,321,-0.6984973078446366,2
transfer_spec_vs_a6,mse,322,-0.7016571751747791,2
transfer_spec_vs_a6,mse,323,-0.7028492468755565,2
transfer_spec_vs_a6,mse,324,-0.7063095757512361,2
transfer_spec_vs_a6,mse,325,-0.7120658380157274,2
transfer_spec_vs_a6,mse,326,-0.7137989377583054,2
transfer_spec_vs_a6,mse,327,-0.7214504043595982,2
transfer_spec_vs_a6,mse,328,-0.7268094003341363,2
transfer_spec_vs_a6,mse,329,-0.7223670761340295,2
transfer_spec_vs_a6,mse,330,-0.7210637400728692,2
transfer_spec_vs_a6,mse,331,-0.7205330865799286,2
transfer_spec_vs_a6,mse,332,-0.7196448584650916,2
transfer_spec_vs_a6,mse,333,-0.7214121481604407,2
transfer_spec_vs_a6,mse,334,-0.7190159307238209,2
transfer_spec_vs_a6,mse,335,-0.7225057728354312,2
transfer_spec_vs_a6,mse,336,-0.7271797039543637,2
transfer_spec_vs_a6,mse,337,-0.729447574881037,2
transfer_spec_vs_a6,mse,338,-0.7289315161572318,2
transfer_spec_vs_a6,mse,339,-0.7270857686768228,2
transfer_spec_vs_a6,mse,340,-0.7209489443253658,2
transfer_spec_vs_a6,mse,341,-0.7143388784612759,2
transfer_spec_vs_a6,mse,342,-0.7113987874542316,2
transfer_spec_vs_a6,mse,343,-0.7079007509068447,2
transfer_spec_vs_a6,mse,344,-0.7044873602831747,2
transfer_spec_vs_a6,mse,345,-0.7078396426017686,2
transfer_spec_vs_a6,mse,346,-0.7139906795359474,2
transfer_spec_vs_a6,mse,347,-0.7113461098133822,2
transfer_spec_vs_a6,mse,348,-0.7087884802085687,2
transfer_spec_vs_a6,mse,349,-0.7094993920927206,2
transfer_spec_vs_a6,mse,350,-0.7073758379059436,2
transfer_spec_vs_a6,mse,351,-0.7072267203061289,2
transfer_spec_vs_a6,mse,352,-0.7079684349542426,2
transfer_spec_vs_a6,mse,353,-0.7144401609978246,2
transfer_spec_vs_a6,mse,354,-0.7147755530780087,2
transfer_spec_vs_a6,mse,355,-0.7079451867918185,2
transfer_spec_vs_a6,mse,356,-0.7080419120093273,2
transfer_spec_vs_a6,mse,357,-0.7095486098958692,2
transfer_spec_vs_a6,mse,358,-0.7114349717025847,2
transfer_spec_vs_a6,mse,359,-0.7106055314677828,2
transfer_spec_vs_a6,mse,360,-0.7076579383065806,2
transfer_spec_vs_a6,mse,361,-0.7032538741290839,2
transfer_spec_vs_a6,mse,362,-0.6936880633693909,2
transfer_spec_vs_a6,mse,363,-0.6887972368643047,2
transfer_spec_vs_a6,mse,364,-0.6842537709936458,2
transfer_spec_vs_a6,mse,365,-0.6767952097529228,2
transfer_spec_vs_a6,mse,366,-0.6723593324057653,2
transfer_spec_vs_a6,mse,367,-0.6641878295949399,2
transfer_spec_vs_a6,mse,368,-0.6633645430514612,2
transfer_spec_vs_a6,mse,369,-0.6639482039037836,2
transfer_spec_vs_a6,mse,370,-0.6625588638948621,2
transfer_spec_vs_a6,mse,371,-0.6645017920913232,2
transfer_spec_vs_a6,mse,372,-0.6642321858652989,2
transfer_spec_vs_a6,mse,373,-0.6605364598961283,2
transfer_spec_vs_a6,mse,374,-0.6623344432658596,2
transfer_spec_vs_a6,mse,375,-0.6629713810841431,2
transfer_spec_vs_a6,mse,376,-0.6659545977674552,2
transfer_spec_vs_a6,mse,377,-0.6713893382341807,2
transfer_spec_vs_a6,mse,378,-0.6767097010011525,2
transfer_spec_vs_a6,mse,379,-0.6778768575961069,2
transfer_spec_vs_a6,mse,380,-0.6840976815323607,2
transfer_spec_vs_a6,mse,381,-0.6827365046231826,2
transfer_spec_vs_a6,mse,382,-0.6803496889738359,2
transfer_spec_vs_a6,mse,383,-0.6816214278674648,2
transfer_spec_vs_a6,mse,384,-0.6819240502991497,2
transfer_spec_vs_a6,mse,385,-0.6799054148636952,2
transfer_spec_vs_a6,mse,386,-0.6788776029244015,2
transfer_spec_vs_a6,mse,387,-0.6736228181396653,2
transfer_spec_vs_a6,mse,388,-0.673149658116059,2
transfer_spec_vs_a6,mse,389,-0.6733846423124024,2
transfer_spec_vs_a6,mse,390,-0.6720754153130803,2
transfer_spec_vs_a6,mse,391,-0.6755702696895272,2
transfer_spec_vs_a6,mse,392,-0.6730219958409811,2
transfer_spec_vs_a6,mse,393,-0.6706527459844147,2
transfer_spec_vs_a6,mse,394,-0.672493890382404,2
transfer_spec_vs_a6,mse,395,-0.675584601143322,2
transfer_spec_vs_a6,mse,396,-0.6819169795556479,2
transfer_spec_vs_a6,mse,397,-0.6803468456978812,2
transfer_spec_vs_a6,mse,398,-0.6849416162613253,2
transfer_spec_vs_a6,mse,399,-0.6863523594160381,2
transfer_spec_vs_a6,mse,400,-0.6910666650004105,2
transfer_spec_vs_a6,mse,401,-0.6922771810480444,2
transfer_spec_vs_a6,mse,402,-0.692893313819003,2
transfer_spec_vs_a6,mse,403,-0.6944245396489812,2
transfer_spec_vs_a6,mse,404,-0.6973593534790545,2
transfer_spec_vs_a6,mse,405,-0.696444430433607,2
transfer_spec_vs_a6,mse,406,-0.6977482652735212,2
transfer_spec_vs_a6,mse,407,-0.7013666489670123,2
transfer_spec_vs_a6,mse,408,-0.6985612536033736,2
transfer_spec_vs_a6,mse,409,-0.6931911054179385,2
transfer_spec_vs_a6,mse,410,-0.6882909959590466,2
transfer_spec_vs_a6,mse,411,-0.6886454522498098,2
transfer_spec_vs_a6,mse,412,-0.6859712202861523,2
transfer_spec_vs_a6,mse,413,-0.6884439042426038,2
transfer_spec_vs_a6,mse,414,-0.6852477045457372,2
transfer_spec_vs_a6,mse,415,-0.6777209348314117,2
transfer_spec_vs_a6,mse,416,-0.6750161530838317,2
transfer_spec_vs_a6,mse,417,-0.6713857019511238,2
transfer_spec_vs_a6,mse,418,-0.6731542540349222,2
transfer_spec_vs_a6,mse,419,-0.6760783144496707,2
transfer_spec_vs_a6,mse,420,-0.6781509313140921,2
transfer_spec_vs_a6,mse,421,-0.6768732776746234,2
transfer_spec_vs_a6,mse,422,-0.6833964501253975,2
transfer_spec_vs_a6,mse,423,-0.6861030385577682,2
transfer_spec_vs_a6,mse,424,-0.6879677687308883,2
transfer_spec_vs_a6,mse,425,-0.689784663848676,2
transfer_spec_vs_a6,mse,426,-0.6930780989627583,2
transfer_spec_vs_a6,mse,427,-0.6938291524457019,2
transfer_spec_vs_a6,mse,428,-0.6957034119974304,2
transfer_spec_vs_a6,mse,429,-0.696823878028745,2
transfer_spec_vs_a6,mse,430,-0.6996070235694773,2
transfer_spec_vs_a6,mse,431,-0.6962450347728044,2
transfer_spec_vs_a6,mse,432,-0.6962629346029625,2
transfer_spec_vs_a6,mse,433,-0.6887879110089079,2
transfer_spec_vs_a6,mse,434,-0.6858321313773197,2
transfer_spec_vs_a6,mse,435,-0.6840027211113453,2
transfer_spec_vs_a6,mse,436,-0.6844691485606402,2
transfer_spec_vs_a6,mse,437,-0.6829723741938132,2
transfer_spec_vs_a6,mse,438,-0.678527336221848,2
transfer_spec_vs_a6,mse,439,-0.6753755582461207,2
transfer_spec_vs_a6,mse,440,-0.6722606769163808,2
transfer_spec_vs_a6,mse,441,-0.6736201594714242,2
transfer_spec_vs_a6,mse,442,-0.6742955773150761,2
transfer_spec_vs_a6,mse,443,-0.6708574789626276,2
transfer_spec_vs_a6,mse,444,-0.6701468260408561,2
transfer_spec_vs_a6,mse,445,-0.6706214639600105,2
transfer_spec_vs_a6,mse,446,-0.6706068041246915,2
transfer_spec_vs_a6,mse,447,-0.6716767398375811,2
transfer_spec_vs_a6,mse,448,-0.6686706418844635,2
transfer_spec_vs_a6,mse,449,-0.6731367551655154,2
transfer_spec_vs_a6,mse,450,-0.671516561803438,2
transfer_spec_vs_a6,mse,451,-0.6742855394971858,2
transfer_spec_vs_a6,mse,452,-0.673329421334774,2
transfer_spec_vs_a6,mse,453,-0.6790193056712024,2
transfer_spec_vs_a6,mse,454,-0.6770634376368934,2
transfer_spec_vs_a6,mse,455,-0.6760657312675544,2
transfer_spec_vs_a6,mse,456,-0.6741262226831424,2
transfer_spec_vs_a6,mse,457,-0.6754174913462285,2
transfer_spec_vs_a6,mse,458,-0.673295165914225,2
transfer_spec_vs_a6,mse,459,-0.6698236279700498,2
transfer_spec_vs_a6,mse,460,-0.6657212112490751,2
transfer_spec_vs_a6,mse,461,-0.6643581740336502,2
transfer_spec_vs_a6,mse,462,-0.6569285052167873,2
transfer_spec_vs_a6,mse,463,-0.6534068472602916,2
transfer_spec_vs_a6,mse,464,-0.6495377720709294,2
transfer_spec_vs_a6,mse,465,-0.6504435435866585,2
transfer_spec_vs_a6,mse,466,-0.6469205162225089,2
