dataset,horizon,scope,mean_abs_scale,mean_abs_shift,max_abs_scale,max_abs_shift
ETTm1,720,segment_8,0.0918646901845932,0.023868901655077934,0.09996228665113449,0.09606419503688812
ETTm1,720,segment_9,0.0911903902888298,0.022930916398763657,0.0999535322189331,0.09569700807332993
ETTm1,720,segment_10,0.09031837433576584,0.02226458117365837,0.0999452993273735,0.09525973349809647
ETTm1,720,segment_11,0.08980024605989456,0.021471116691827774,0.09993712604045868,0.09502018988132477
ETTm1,720,segment_12,0.08995019644498825,0.021906772628426552,0.09994333237409592,0.09521043300628662
ETTm1,720,segment_13,0.08997181802988052,0.02220669575035572,0.09994355589151382,0.09529873728752136
ETTm1,720,segment_14,0.09049618989229202,0.0230513084679842,0.09994896501302719,0.09553570300340652
Weather,96,all,0.0842319205403328,0.028962109237909317,0.09999828785657883,0.0954749807715416
Weather,96,segment_0,0.08268345147371292,0.030310237780213356,0.0999969094991684,0.09492474794387817
Weather,96,segment_1,0.08578040450811386,0.02761397697031498,0.09999828785657883,0.0954749807715416
Weather,192,all,0.08604170382022858,0.027390971779823303,0.09999864548444748,0.09579449892044067
Weather,192,segment_0,0.08266405761241913,0.03030305728316307,0.0999969094991684,0.09492474794387817
Weather,192,segment_1,0.08576356619596481,0.027606995776295662,0.09999828785657883,0.0954749807715416
Weather,192,segment_2,0.08672723919153214,0.02692626602947712,0.09999839961528778,0.095672108232975
Weather,192,segment_3,0.08901195973157883,0.024727575480937958,0.09999864548444748,0.09579449892044067
Weather,336,all,0.08768115937709808,0.02633112296462059,0.09999864548444748,0.09581294655799866
Weather,336,segment_0,0.08260110020637512,0.030301902443170547,0.0999969094991684,0.09492474794387817
Weather,336,segment_1,0.08570981025695801,0.02760690450668335,0.09999828785657883,0.0954749807715416
Weather,336,segment_2,0.0866771787405014,0.026929078623652458,0.09999839961528778,0.095672108232975
Weather,336,segment_3,0.08897306025028229,0.024720214307308197,0.09999864548444748,0.09579449892044067
Weather,336,segment_4,0.08971776813268661,0.024675359949469566,0.09999863803386688,0.09581294655799866
Weather,336,segment_5,0.08959274739027023,0.02480960264801979,0.09999831765890121,0.09561921656131744
Weather,336,segment_6,0.0904965028166771,0.025274809449911118,0.09999851882457733,0.09576903283596039
Weather,720,all,0.08846864849328995,0.025346718728542328,0.09999864548444748,0.09581294655799866
Weather,720,segment_0,0.08269147574901581,0.030255205929279327,0.0999969094991684,0.09492474794387817
Weather,720,segment_1,0.08578605949878693,0.027595913037657738,0.09999828785657883,0.0954749807715416
Weather,720,segment_2,0.08674662560224533,0.026928581297397614,0.09999839961528778,0.095672108232975
Weather,720,segment_3,0.08902756124734879,0.02473873645067215,0.09999864548444748,0.09579449892044067
Weather,720,segment_4,0.089765764772892,0.02469511702656746,0.09999863803386688,0.09581294655799866
Weather,720,segment_5,0.08963984996080399,0.024825401604175568,0.09999831765890121,0.09561921656131744
Weather,720,segment_6,0.09053725749254227,0.025286652147769928,0.09999851882457733,0.09576903283596039
Weather,720,segment_7,0.09010710567235947,0.025159571319818497,0.09999814629554749,0.09553041309118271
Weather,720,segment_8,0.08903095871210098,0.024892522022128105,0.09999743849039078,0.09507012367248535
Weather,720,segment_9,0.08943060040473938,0.02488281950354576,0.0999976396560669,0.09512138366699219
Weather,720,segment_10,0.0888853594660759,0.024588072672486305,0.09999748319387436,0.0949745774269104
Weather,720,segment_11,0.08845377713441849,0.024338170886039734,0.09999725222587585,0.09483286738395691
Weather,720,segment_12,0.08922223746776581,0.024243133142590523,0.0999978557229042,0.09524478763341904
Weather,720,segment_13,0.089352086186409,0.024320071563124657,0.09999797493219376,0.09533397853374481
Weather,720,segment_14,0.08835306763648987,0.023450851440429688,0.0999973863363266,0.09489902853965759
