carrier,dataset,readout_dim,partition,scale,groups,hidden_width,minimum_affine_width,decoder_parameters,target_decoder_parameters,parameter_relative_gap,partition_cover_pass,sharing_topology_pass,affine_witness_max_abs
a6_natural,ETTm1,768,canonical,144,5,486,288,2219310,2218320,0.0004462836741317754,True,True,2.384185791015625e-07
a6_natural,ETTm1,768,canonical,360,2,982,720,2218076,2218320,0.00010999314796783151,True,True,2.384185791015625e-07
a6_natural,ETTm1,768,canonical,720,1,1489,1440,2217841,2218320,0.00021592917162537416,True,True,2.384185791015625e-07
a6_natural,ETTm1,768,random,48,15,181,96,2218875,2218320,0.0002501893324678135,True,True,2.384185791015625e-07
a6_natural,ETTm1,768,random,144,5,486,288,2219310,2218320,0.0004462836741317754,True,True,2.384185791015625e-07
a6_natural,ETTm1,768,random,360,2,982,720,2218076,2218320,0.00010999314796783151,True,True,2.384185791015625e-07
a6_natural,ETTm2,3072,canonical,1,720,4,2,8853840,8853840,0.0,True,True,2.9802322387695312e-08
a6_natural,ETTm2,3072,canonical,48,15,189,96,8848755,8853840,0.0005743270716434903,True,True,1.1920928955078125e-07
a6_natural,ETTm2,3072,canonical,144,5,550,288,8847470,8853840,0.0007194618380273418,True,True,2.384185791015625e-07
a6_natural,ETTm2,3072,canonical,360,2,1289,720,8850994,8853840,0.00032144244757077153,True,True,2.384185791015625e-07
a6_natural,ETTm2,3072,canonical,720,1,2334,1440,8853582,8853840,2.9139898620259682e-05,True,True,2.384185791015625e-07
a6_natural,ETTm2,3072,random,48,15,189,96,8848755,8853840,0.0005743270716434903,True,True,1.1920928955078125e-07
a6_natural,ETTm2,3072,random,144,5,550,288,8847470,8853840,0.0007194618380273418,True,True,2.384185791015625e-07
a6_natural,ETTm2,3072,random,360,2,1289,720,8850994,8853840,0.00032144244757077153,True,True,2.384185791015625e-07
a6_natural,Weather,768,canonical,1,720,4,2,2218320,2218320,0.0,True,True,0.0
a6_natural,Weather,768,canonical,48,15,181,96,2218875,2218320,0.0002501893324678135,True,True,2.384185791015625e-07
a6_natural,Weather,768,canonical,144,5,486,288,2219310,2218320,0.0004462836741317754,True,True,2.384185791015625e-07
a6_natural,Weather,768,canonical,360,2,982,720,2218076,2218320,0.00010999314796783151,True,True,2.384185791015625e-07
a6_natural,Weather,768,canonical,720,1,1489,1440,2217841,2218320,0.00021592917162537416,True,True,2.384185791015625e-07
a6_natural,Weather,768,random,48,15,181,96,2218875,2218320,0.0002501893324678135,True,True,2.384185791015625e-07
a6_natural,Weather,768,random,144,5,486,288,2219310,2218320,0.0004462836741317754,True,True,2.384185791015625e-07
a6_natural,Weather,768,random,360,2,982,720,2218076,2218320,0.00010999314796783151,True,True,2.384185791015625e-07
