backbone,arm_id,dataset,horizon,mse,mae,profile_id,checkpoint_sha256,evidence_role
dlinear_style,dlinear_iscf_bsca,Weather,96,0.15538782517088853,0.1939175317296143,v1_shared_backbone_dataset_profile,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,Weather,192,0.19830120372438081,0.23612212882204836,v1_shared_backbone_dataset_profile,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,Weather,336,0.24860642757396773,0.2758137142379628,v1_shared_backbone_dataset_profile,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,Weather,720,0.32496296531441876,0.3291439939321961,v1_shared_backbone_dataset_profile,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,96,0.2891892797041434,0.3397155443390448,v1_shared_backbone_dataset_profile,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,192,0.32805005890483363,0.36206149109138874,v1_shared_backbone_dataset_profile,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,336,0.36989280979307904,0.3839517672131128,v1_shared_backbone_dataset_profile,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,720,0.4341337434017454,0.4178528817095975,v1_shared_backbone_dataset_profile,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,96,0.18198643236027776,0.27013747137434313,v1_shared_backbone_dataset_profile,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,192,0.24559062404359172,0.3135470435813475,v1_shared_backbone_dataset_profile,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,336,0.30480478572641145,0.3499081337625693,v1_shared_backbone_dataset_profile,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,720,0.38217880942710125,0.39778036313158405,v1_shared_backbone_dataset_profile,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,complete_framework_end_to_end_selected_profile
dlinear_style,dlinear_original,Weather,96,0.1733513100899715,0.21613652742220807,v1_shared_backbone_dataset_profile,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,native_original_reference
dlinear_style,dlinear_original,Weather,192,0.2135975924853503,0.2528639530416881,v1_shared_backbone_dataset_profile,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,native_original_reference
dlinear_style,dlinear_original,Weather,336,0.2620455887433562,0.2894292081137579,v1_shared_backbone_dataset_profile,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,native_original_reference
dlinear_style,dlinear_original,Weather,720,0.3360576406643569,0.339320510601376,v1_shared_backbone_dataset_profile,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,native_original_reference
dlinear_style,dlinear_original,ETTm1,96,0.2876235683940704,0.335804737279607,v1_shared_backbone_dataset_profile,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,native_original_reference
dlinear_style,dlinear_original,ETTm1,192,0.3261718479863596,0.3574610554540516,v1_shared_backbone_dataset_profile,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,native_original_reference
dlinear_style,dlinear_original,ETTm1,336,0.36796823559899294,0.38004049197567696,v1_shared_backbone_dataset_profile,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,native_original_reference
dlinear_style,dlinear_original,ETTm1,720,0.43155488916614604,0.41347711089520683,v1_shared_backbone_dataset_profile,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,native_original_reference
dlinear_style,dlinear_original,ETTm2,96,0.2115510391975325,0.29579389762319164,v1_shared_backbone_dataset_profile,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,native_original_reference
dlinear_style,dlinear_original,ETTm2,192,0.26988915762102234,0.3309785722065065,v1_shared_backbone_dataset_profile,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,native_original_reference
dlinear_style,dlinear_original,ETTm2,336,0.33242197665477696,0.36812279778413337,v1_shared_backbone_dataset_profile,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,native_original_reference
dlinear_style,dlinear_original,ETTm2,720,0.42987050009670597,0.4216154133359953,v1_shared_backbone_dataset_profile,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,native_original_reference
patchtst_style,patchtst_iscf_bsca,ETTm1,96,0.27972151104918774,0.3329059290523631,p10_rank1p50_lr0p50_wd1e4,8db8a02ec092ffc2c4704449168541561665168a550d44219ac1b7bdf0883321,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm1,192,0.3224539862227813,0.359181614853368,p10_rank1p50_lr0p50_wd1e4,8db8a02ec092ffc2c4704449168541561665168a550d44219ac1b7bdf0883321,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm1,336,0.3675339092119604,0.3835347859982571,p10_rank1p50_lr0p50_wd1e4,8db8a02ec092ffc2c4704449168541561665168a550d44219ac1b7bdf0883321,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm1,720,0.42718943115987146,0.4157470024359009,p10_rank1p50_lr0p50_wd1e4,8db8a02ec092ffc2c4704449168541561665168a550d44219ac1b7bdf0883321,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm2,96,0.16898165995646655,0.25631081947076034,p01_lr0p25,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm2,192,0.22452822450424992,0.29417785938919744,p01_lr0p25,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm2,336,0.27569382026485906,0.32815086541323174,p01_lr0p25,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,ETTm2,720,0.3628935999223374,0.3815419703329277,p01_lr0p25,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,Weather,96,0.15283474557984403,0.1879937276883213,p07_wd1e3,cdae6a7bfe2a4ab2ebe1c33737570fdf7a6494d93af6949ab4bdc15d2fa6af46,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,Weather,192,0.19375693982822548,0.2298242993707428,p07_wd1e3,cdae6a7bfe2a4ab2ebe1c33737570fdf7a6494d93af6949ab4bdc15d2fa6af46,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,Weather,336,0.2449284593419305,0.26995604044493227,p07_wd1e3,cdae6a7bfe2a4ab2ebe1c33737570fdf7a6494d93af6949ab4bdc15d2fa6af46,complete_framework_end_to_end_selected_profile
patchtst_style,patchtst_iscf_bsca,Weather,720,0.3208478376801418,0.3228571689126741,p07_wd1e3,cdae6a7bfe2a4ab2ebe1c33737570fdf7a6494d93af6949ab4bdc15d2fa6af46,complete_framework_end_to_end_selected_profile
