split,control,dataset,horizon,ordered_mse,control_mse,mse_gain,ordered_mae,control_mae,mae_gain
test,TARGET_SHUFFLED_QUERY,ETTm2,336,0.3129508118159489,0.32165839664434887,0.027070907892473732,0.3625489164344175,0.37188089491165527,0.025093998118550002
test,TARGET_SHUFFLED_QUERY,ETTm2,720,0.37911393306592694,0.38478943089325357,0.014749619848319313,0.40478699186216716,0.4099879905638827,0.012685734268855694
test,TARGET_SHUFFLED_QUERY,Weather,96,0.16624667468536675,0.20873478526376643,0.20355069484326652,0.2220187590979537,0.28028382966124776,0.20787881567664274
test,TARGET_SHUFFLED_QUERY,Weather,192,0.2052028142835168,0.23822468248404985,0.13861648531211285,0.2576362152217998,0.30218521666697135,0.14742283536082962
test,TARGET_SHUFFLED_QUERY,Weather,336,0.25224829611309263,0.2764612827668963,0.08758183573292366,0.29273695611869394,0.3266664373764611,0.10386583185668913
test,TARGET_SHUFFLED_QUERY,Weather,720,0.3198612862076024,0.3354393293038541,0.04644071739763262,0.33799175371426077,0.36037887815774045,0.06212107812178901
test,GENERIC_MATCHED,ETTh1,96,0.681748669127685,0.6840542290409892,0.0033704344121029133,0.578674225664184,0.5789446082306093,0.0004670266595135269
test,GENERIC_MATCHED,ETTh1,192,0.6871958151313575,0.6879608755699479,0.0011120696914000358,0.5872037076022268,0.586762015867516,-0.000752761294641469
test,GENERIC_MATCHED,ETTh1,336,0.6891284873181923,0.6927585676319248,0.00524003669292935,0.5952226814435952,0.5963882996133265,0.0019544618338203524
test,GENERIC_MATCHED,ETTh1,720,0.7430249753476125,0.7495476528883434,0.008702151912017973,0.6264256829879847,0.62998008411684,0.0056420849142210005
test,GENERIC_MATCHED,ETTh2,96,0.2731311676671975,0.28702041150368773,0.048391136239144275,0.3454105437677966,0.35667531259845703,0.031582698417207865
test,GENERIC_MATCHED,ETTh2,192,0.3110962139131404,0.33233651984366025,0.06391204295125867,0.37167907158875224,0.38552470301886194,0.03591373346945369
test,GENERIC_MATCHED,ETTh2,336,0.34357748217837686,0.366367036789755,0.06220416228236241,0.3975008584371167,0.41230610310264865,0.035908381064749875
test,GENERIC_MATCHED,ETTh2,720,0.4245796452036674,0.4437633381114191,0.04322955787513723,0.45257093854443403,0.4639901319848862,0.02461085409640594
test,GENERIC_MATCHED,ETTm1,96,0.37560666709615775,0.4079982891495059,0.07939156343246002,0.41325169512834964,0.43070713547604395,0.04052739996610802
test,GENERIC_MATCHED,ETTm1,192,0.40120616642339546,0.42563060909825917,0.05738413110516023,0.42769790024218174,0.4423030499233754,0.03302068498899982
test,GENERIC_MATCHED,ETTm1,336,0.433108948558138,0.45361898011936136,0.04521422704981735,0.4449637563798529,0.45810375636225753,0.028683458277547536
test,GENERIC_MATCHED,ETTm1,720,0.4850220241689557,0.49909595791313893,0.02819885338889608,0.47063873941001383,0.4805534628059185,0.020631884198718017
test,GENERIC_MATCHED,ETTm2,96,0.21199570547951488,0.2296832355330397,0.07700836333342446,0.30445911074926496,0.31998162241821404,0.048510634928468646
test,GENERIC_MATCHED,ETTm2,192,0.2668439181952852,0.2729896989180836,0.022512866775396514,0.33530937895062446,0.342697758205628,0.02155946188177365
test,GENERIC_MATCHED,ETTm2,336,0.3129508118159489,0.31393944129474793,0.0031491088686458665,0.3625489164344175,0.3663005399791764,0.010241927421052014
test,GENERIC_MATCHED,ETTm2,720,0.37911393306592694,0.37878947363382,-0.0008565692942687712,0.40478699186216716,0.4072424675210229,0.006029517682187639
test,GENERIC_MATCHED,Weather,96,0.16624667468536675,0.16409736313035408,-0.013097782401934835,0.2220187590979537,0.22142516000423532,-0.0026808114024035943
test,GENERIC_MATCHED,Weather,192,0.2052028142835168,0.2027925794580044,-0.011885221993596262,0.2576362152217998,0.2557196038657154,-0.007494972333411153
test,GENERIC_MATCHED,Weather,336,0.25224829611309263,0.24976279386466854,-0.009951451174792798,0.29273695611869394,0.2916661815277839,-0.003671233275319026
test,GENERIC_MATCHED,Weather,720,0.3198612862076024,0.31711379351937724,-0.008664059225343272,0.33799175371426077,0.33765062060373763,-0.0010103138857354243
