dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_h0_full_pct,beats_h0_full,relative_mae_vs_h0_full_pct,relative_mse_vs_h0b_stochastic_k2_pct,beats_h0b_stochastic_k2,relative_mae_vs_h0b_stochastic_k2_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,relative_mae_vs_h1c_row_gated_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,336,0.2762172222137451,0.3238856792449951,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,2.5660002941424898,False,1.0749878048383454,3.645867813696002,False,1.7113330953037131,3.7197057002064327,False,2.0541546796841725,3.9542912620880166,False,1.9644467036909141,4.905312786257188,False,2.1877590765471577
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,720,0.3543480634689331,0.37795376777648926,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,3.1381726195319315,False,1.7095219404876127,3.86983663535736,False,2.086334189873784,3.622145813991251,False,2.2437551975355685,4.015023719290833,False,2.2214215618117317,3.1381726195319315,False,1.7095219404876127
ETTm2,nested_segment_decoder_multiprefix,96,0.16198797523975372,0.2477836012840271,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-3.3567242010357545,True,-2.091777440278464,-0.43770183411456776,True,-0.24361865093375235,0.48908662663431635,False,0.6397351921656691,0.35396306997304006,False,0.2712335203626459,4.557503491877357,False,2.7583600783951834
ETTm2,nested_segment_decoder_multiprefix,192,0.21553881466388702,0.2842074930667877,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.8132411999549847,True,-1.1422561915533036,-0.264849090283259,True,-0.15285278430994254,-0.008737833137661966,True,0.34455088746712104,0.18411158954820817,False,0.1783297240542936,2.520891962127436,False,1.2650457329116405
ETTm2,nested_segment_decoder_multiprefix,336,0.26596513390541077,0.3180437386035919,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.240843044664619,True,-0.7481063204186289,-0.20105592662638117,True,-0.1232388187304645,-0.12995860975509865,True,0.2133992772314297,0.09592006601346625,False,0.12530936805743575,1.0116434412447584,False,0.34459384554714756
ETTm2,nested_segment_decoder_multiprefix,720,0.3405817449092865,0.37001970410346985,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.8687152015575017,True,-0.42558000061914125,-0.16547611861270628,True,-0.05667785197622788,-0.40354422405977086,True,0.0974385496603336,-0.025929510398525757,True,0.07557374505549053,-0.8687152015575017,True,-0.42558000061914125
Weather,dense_row_initialized_prefix_decoder_multiprefix,96,0.1433858722448349,0.18397830426692963,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.15064546805787504,False,-0.24658451761095934,1.3836591565732137,False,1.2378966654055468,1.2650470861916396,False,1.5807302118089117,1.3867249628089162,False,1.3738447462820158,2.107199335984955,False,3.191611529508287
Weather,dense_row_initialized_prefix_decoder_multiprefix,192,0.18557032942771912,0.22717754542827606,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.38193520554639093,False,0.6278470585634022,1.6294031109331364,False,1.7194924629589714,1.7253027826128253,False,2.129594143837177,1.6328700117755668,False,1.8176559180272278,1.8306502929710922,False,3.2255349632073216
Weather,dense_row_initialized_prefix_decoder_multiprefix,336,0.23541057109832764,0.26776114106178284,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.37968329650193144,False,0.6499934857258971,1.5460670199558324,False,1.5397939068029443,1.5420138517077797,False,1.8764758475510845,1.5515304978514832,False,1.615635323567588,1.1843423477870152,False,2.1182386500157024
Weather,dense_row_initialized_prefix_decoder_multiprefix,720,0.30751490592956543,0.31810805201530457,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.24070036549501683,False,0.46552888495667855,1.2775502788632487,False,1.092945082537966,1.2980717265988595,False,1.387788234822529,1.2286365977485003,False,1.1773382994008763,0.24070036549501683,False,0.46552888495667855
Weather,nested_segment_decoder_multiprefix,96,0.14129404723644257,0.18136288225650787,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.3104303096100556,True,-1.6646717182020487,-0.09540478707611433,True,-0.20129381024608373,-0.21228645200533913,True,0.136666039735589,-0.09238370721444955,True,-0.06727835726515474,0.6175798235185992,False,1.724647187378081
Weather,nested_segment_decoder_multiprefix,192,0.18248096108436584,0.22298313677310944,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.289219735143332,True,-1.230058007967394,-0.06251963174378483,True,-0.1585677950716402,0.03178350556138909,False,0.24396212497723724,-0.059110447745114314,True,-0.062216744679133296,0.13537719425777972,False,1.319668446040545
Weather,nested_segment_decoder_multiprefix,336,0.2316667139530182,0.2634100317955017,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.2167071833314447,True,-0.9855654216281318,-0.06887306883032185,True,-0.1102242265684783,-0.07286177742886757,True,0.22098664430607595,-0.06349647947440085,True,-0.03561523019891544,-0.42484504479600727,True,0.4588208096059532
Weather,nested_segment_decoder_multiprefix,720,0.3033372759819031,0.3142591118812561,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.1210825716789552,True,-0.7500511789994335,-0.09831839908553963,True,-0.1302263874461418,-0.07807573788346511,True,0.16104931775595688,-0.1465675814877443,True,-0.04685428412426473,-1.1210825716789552,True,-0.7500511789994335
