dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds,warm_start_checkpoint
ETTm1,target_conditioned_nested_warm,1,0.4987485468617738,0.37622563822849375,0.427504464379839,0.08097143944453548,0.41551468834913835,multi-prefix,1,0.603198267519474,0.0001,56.54227662086487,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,2,0.4955794923438989,0.37484756051688584,0.4261364433411005,0.07919597320086016,0.4153595830828066,multi-prefix,1,0.6031693369150162,9.755282581475769e-05,56.509894609451294,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,3,0.492309621143295,0.37291185632635726,0.4249094447056299,0.0778901449379486,0.41507620672231477,multi-prefix,1,0.6013482585549355,9.045084971874738e-05,56.313029289245605,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,4,0.49026288178436545,0.37189494706258813,0.4241030706977292,0.07688350262817958,0.4148443253804358,multi-prefix,1,0.5990999564528465,7.938926261462366e-05,56.10784387588501,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,5,0.4886403947378217,0.3710853348424996,0.4234535518069985,0.07610708460010387,0.4144797515857634,multi-prefix,1,0.5999221652746201,6.545084971874738e-05,57.084330558776855,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,6,0.4875357113922425,0.3705969338941758,0.4234111183340945,0.07550201692319974,0.414367613012266,multi-prefix,1,0.5983081832528114,5e-05,56.50765538215637,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,7,0.48630756487832566,0.369820226458509,0.42264593205626866,0.07509019409942812,0.4139714397231124,multi-prefix,1,0.5976992174983025,3.4549150281252636e-05,59.53321814537048,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,8,0.4853300650722732,0.3691928158568139,0.4220356292245931,0.07475933683568677,0.41377912694768093,multi-prefix,1,0.5984888672828674,2.061073738537635e-05,58.79930233955383,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,9,0.4849094663635184,0.368967803979012,0.4218874830306727,0.07458311193496794,0.41358550422210033,multi-prefix,1,0.5975282713770866,9.549150281252633e-06,59.792208433151245,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_warm,10,0.48459605587840543,0.3687977601835166,0.4218809430606117,0.07444653182531416,0.4135176369985098,multi-prefix,1,0.5970329940319061,2.4471741852423237e-06,58.12078070640564,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,target_conditioned_nested_scratch,1,0.655522652229287,0.41137872334267644,0.45759152914451356,0.2009130391331828,0.43230888129546374,multi-prefix,1,0.6385225355625153,0.0001,67.1919252872467,
ETTm1,target_conditioned_nested_scratch,2,0.5463749461134888,0.38873695671328246,0.43669439253889913,0.11526181419383605,0.4237617522650704,multi-prefix,1,0.6176858991384506,9.755282581475769e-05,81.0254876613617,
ETTm1,target_conditioned_nested_scratch,3,0.5246036737064137,0.38280667459527495,0.4322580560524031,0.0997113142464612,0.42085684735227274,multi-prefix,1,0.6139392703771591,9.045084971874738e-05,68.32580161094666,
ETTm1,target_conditioned_nested_scratch,4,0.5139596101227414,0.3800567132798401,0.4300714628519239,0.09204290599407607,0.4185998990096181,multi-prefix,1,0.606040470302105,7.938926261462366e-05,70.12950611114502,
ETTm1,target_conditioned_nested_scratch,5,0.5073390843555273,0.37820462356087786,0.42878335748860275,0.0874421185954082,0.4169234171164542,multi-prefix,1,0.606465570628643,6.545084971874738e-05,70.71737957000732,
ETTm1,target_conditioned_nested_scratch,6,0.5034161840338964,0.3771098004114674,0.42826441686931266,0.08469405750165114,0.41612326207078104,multi-prefix,1,0.6033740788698196,5e-05,68.67943572998047,
ETTm1,target_conditioned_nested_scratch,7,0.5007312132412403,0.3761017016750045,0.4272331928251793,0.0830985509276275,0.41530960861550337,multi-prefix,1,0.602656364440918,3.4549150281252636e-05,70.27696776390076,
ETTm1,target_conditioned_nested_scratch,8,0.49881368941667,0.3752066688648062,0.42660792123051683,0.08212012022330954,0.4148690110813237,multi-prefix,1,0.6036795377731323,2.061073738537635e-05,68.36841177940369,
ETTm1,target_conditioned_nested_scratch,9,0.4979105475268769,0.3748237067783201,0.4263359990877074,0.08162730116699193,0.41459540231692743,multi-prefix,1,0.6021410524845123,9.549150281252633e-06,73.95043349266052,
ETTm1,target_conditioned_nested_scratch,10,0.4974209980960058,0.3746081473284246,0.4262308398096258,0.08136496704402578,0.41447884569296967,multi-prefix,1,0.6014943346381187,2.4471741852423237e-06,65.85433745384216,
Weather,target_conditioned_nested_warm,1,0.4031849597120113,0.35155930251743817,0.4151020831149408,0.005553051231501268,0.4607260562345009,multi-prefix,1,0.49049440771341324,0.0001,125.82892632484436,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,2,0.3826484381345635,0.3323754801108949,0.39380417347277114,0.004740455191219326,0.45532502298535854,multi-prefix,1,0.48912476003170013,9.755282581475769e-05,122.23643112182617,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,3,0.3792717654782512,0.32992741282666205,0.39145136638023365,0.0042298058632488904,0.45114546756021384,multi-prefix,1,0.4883951023221016,9.045084971874738e-05,113.93177032470703,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,4,0.3769753383277556,0.3285417050015625,0.39012144476390487,0.0036236090068234674,0.44810024498279344,multi-prefix,1,0.4905593693256378,7.938926261462366e-05,110.15267825126648,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,5,0.37505021204479333,0.3275065799697642,0.3891598708954529,0.0029410995622434475,0.4460253217913184,multi-prefix,1,0.4903349280357361,6.545084971874738e-05,134.50159811973572,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,6,0.37339030163167614,0.326669295745421,0.38840912699376634,0.0022495555684486543,0.4447145070140973,multi-prefix,1,0.48829998075962067,5e-05,129.39635968208313,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,7,0.37199692097273973,0.3260439548520405,0.38785036911495324,0.0015520645367084172,0.44400901672857335,multi-prefix,1,0.49048787355422974,3.4549150281252636e-05,151.81752967834473,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,8,0.3708220559982617,0.32552525465669185,0.38734705428784505,0.0009274903724465136,0.44369310856080657,multi-prefix,1,0.49034133553504944,2.061073738537635e-05,127.7732036113739,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,9,0.37000869636823985,0.32521305209032464,0.3870798587960457,0.00043663001338327607,0.44359014863787144,multi-prefix,1,0.48860248178243637,9.549150281252633e-06,127.05478715896606,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_warm,10,0.36949823880131066,0.3250148059121108,0.386883166346309,0.0001265918505099112,0.4435684055574104,multi-prefix,1,0.48876943439245224,2.4471741852423237e-06,125.97559690475464,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,target_conditioned_nested_scratch,1,0.49242375056773746,0.3633871156224705,0.41822228771684833,0.07867377567767343,0.5036285900467139,multi-prefix,1,0.49939823150634766,0.0001,126.96080493927002,
Weather,target_conditioned_nested_scratch,2,0.4152592345534249,0.3420899915727467,0.4019248835231423,0.024010640316868087,0.4915860265170624,multi-prefix,1,0.49306681007146835,9.755282581475769e-05,122.82760548591614,
Weather,target_conditioned_nested_scratch,3,0.39427834781498683,0.33702960933158543,0.39755415270905203,0.009215287659115525,0.4803345079671605,multi-prefix,1,0.4914020821452141,9.045084971874738e-05,116.3768789768219,
Weather,target_conditioned_nested_scratch,4,0.38810516283292634,0.3342808551198739,0.3951649542642414,0.006495437678117776,0.4732886943898907,multi-prefix,1,0.4935925230383873,7.938926261462366e-05,117.22536039352417,
Weather,target_conditioned_nested_scratch,5,0.3842119220845966,0.3324869604855238,0.3935541785742402,0.004824110418591742,0.4690085112887169,multi-prefix,1,0.4926773011684418,6.545084971874738e-05,115.77888131141663,
Weather,target_conditioned_nested_scratch,6,0.38140412498036874,0.3311850860553528,0.3924714220344805,0.0035733975779386204,0.46645642063893133,multi-prefix,1,0.49052564054727554,5e-05,116.0038013458252,
Weather,target_conditioned_nested_scratch,7,0.379364890607901,0.33030614800186364,0.39162957229876777,0.0025471414341456814,0.4651160129625014,multi-prefix,1,0.49176276475191116,3.4549150281252636e-05,116.59654760360718,
Weather,target_conditioned_nested_scratch,8,0.37785553862256693,0.32965813171024355,0.39102252244626573,0.0017447252744188472,0.46452681163480564,multi-prefix,1,0.491833820939064,2.061073738537635e-05,116.29618692398071,
Weather,target_conditioned_nested_scratch,9,0.37687825338935166,0.32925224815249876,0.3906844111717565,0.0011924756929364109,0.4643352960206111,multi-prefix,1,0.4904981851577759,9.549150281252633e-06,117.4148759841919,
Weather,target_conditioned_nested_scratch,10,0.37639097148545814,0.3290360164610057,0.39046144525819737,0.0009255512693282452,0.464294037152929,multi-prefix,1,0.4907700791954994,2.4471741852423237e-06,116.84071707725525,
