dataset,width,fold,exponent,true_contrast_mixture_mse,shuffled_contrast_mixture_mse,true_over_shuffled_gain_pct,gain_over_exponent_1_pct
Weather,720,1,8.0,0.3865402175159671,0.3979600099228311,2.8695829033370424,0.12540772007065826
Weather,720,1,hard,0.3865415779142924,0.3984656538265081,2.992497796913629,0.12505621918686982
ETTm1,1,0,0.5,0.3542939185706877,0.35644614475697267,0.6038012243763657,-0.6039690053609936
ETTm1,1,0,1.0,0.3521669394095257,0.35597010631253606,1.0683950240673368,0.0
ETTm1,1,0,2.0,0.35229155952642577,0.355908577201716,1.0162771866102593,-0.03538665983495726
ETTm1,1,0,4.0,0.35550608780384063,0.3590871061158743,0.9972561673874503,-0.9481720231642621
ETTm1,1,0,8.0,0.3582686655870516,0.3661456118023098,2.151315203938897,-1.7326232234509575
ETTm1,1,0,hard,0.36135968815304864,0.37670367203102256,4.073223867249776,-2.6103383693359516
ETTm1,1,1,0.5,0.3178457553626033,0.3184156522368044,0.1789789133158859,0.28791259830959204
ETTm1,1,1,1.0,0.31876351568306943,0.3186976332340206,-0.02067239984817615,0.0
ETTm1,1,1,2.0,0.3227985570848571,0.3206202634220882,-0.6793998730832529,-1.2658416673379635
ETTm1,1,1,4.0,0.3272886210166819,0.32709119256115177,-0.060358841821517295,-2.6744294482209607
ETTm1,1,1,8.0,0.3300344009042465,0.33425977822254127,1.264099838982602,-3.5358140648640513
ETTm1,1,1,hard,0.3327984940026831,0.3386884550257153,1.7390498364005413,-4.402943758961397
ETTm1,48,0,0.5,0.35008106493073915,0.3540991663148605,1.1347390127850465,-0.9701370163736733
ETTm1,48,0,1.0,0.34671743079240225,0.35192858881818434,1.480743023259845,0.0
ETTm1,48,0,2.0,0.34516937266846665,0.349827735054468,1.3316160839208613,0.44648984632748023
ETTm1,48,0,4.0,0.3451382411786978,0.34934595730259804,1.2044553646446188,0.45546876893247656
ETTm1,48,0,8.0,0.3454128389174949,0.35000412719374646,1.31178118185733,0.3762694802870947
ETTm1,48,0,hard,0.34626727113693256,0.35092598922661505,1.327550034111058,0.12983473442360616
ETTm1,48,1,0.5,0.31821382126555575,0.31787630248377025,-0.10617928393787945,0.3313046888167026
ETTm1,48,1,1.0,0.31927158299006114,0.31824996639983094,-0.3210107456686151,0.0
ETTm1,48,1,2.0,0.32160006787450557,0.3203022840430948,-0.4051747040418219,-0.7293116608241723
ETTm1,48,1,4.0,0.3237268796178621,0.3231642919884781,-0.17408718826028569,-1.395456678629503
ETTm1,48,1,8.0,0.32485123189890114,0.3250111262329733,0.04919657241442277,-1.7476183932767064
ETTm1,48,1,hard,0.32599511461540953,0.3265848443998749,0.1805747555582493,-2.105897293577086
ETTm1,144,0,0.5,0.3449423038000895,0.34663754789051876,0.48905379718549025,-0.6707251303495587
ETTm1,144,0,1.0,0.34264410368898646,0.34183116271177816,-0.23781944593908033,0.0
ETTm1,144,0,2.0,0.34258148428159896,0.3392194172613781,-0.9911186828171159,0.018275349469998314
ETTm1,144,0,4.0,0.3431883258320835,0.3385951134387035,-1.3565501128271595,-0.15883014977866594
ETTm1,144,0,8.0,0.3435930250277241,0.33862341280036706,-1.467592623398084,-0.2769408049113631
ETTm1,144,0,hard,0.3439963125895763,0.33920584827375333,-1.4122587626958838,-0.3946394775312445
ETTm1,144,1,0.5,0.3177135319396171,0.3179805581072248,0.08397562706260464,0.49941529683698027
ETTm1,144,1,1.0,0.31930820596425835,0.31959192895010924,0.0887766430094028,0.0
ETTm1,144,1,2.0,0.3211188320965433,0.32192446515890083,0.2502553081698444,-0.5670465395078539
ETTm1,144,1,4.0,0.32216103410834435,0.3236588330120707,0.46277090286317435,-0.8934402845899081
ETTm1,144,1,8.0,0.32267526236073224,0.32467696865754936,0.6165224176798323,-1.0544847685031833
ETTm1,144,1,hard,0.3229957420256483,0.32603942004735176,0.9335306820449585,-1.1548516425546218
ETTm1,360,0,0.5,0.34275544566086846,0.3459440598087331,0.9217138024071203,-0.3154526977393157
ETTm1,360,0,1.0,0.341677614408645,0.34458584721634733,0.8439791799912166,0.0
ETTm1,360,0,2.0,0.3417280630000586,0.34448966438896106,0.8016499983536152,-0.014764968287694913
ETTm1,360,0,4.0,0.3420383249337557,0.344778221765476,0.7946838456589167,-0.10557042952168416
ETTm1,360,0,8.0,0.3422213765261525,0.34506497176231776,0.8240753101198428,-0.15914478870633353
ETTm1,360,0,hard,0.3423476400243956,0.34543776250810004,0.8945525993649839,-0.19609877483786065
ETTm1,360,1,0.5,0.3130068273620952,0.31657852568733125,1.1282187626218354,-0.022393409909771123
ETTm1,360,1,1.0,0.31293675015287514,0.3172980335203741,1.3745069010076105,0.0
ETTm1,360,1,2.0,0.31333723976557454,0.3180235020213018,1.4735584716042083,-0.12797781420805787
ETTm1,360,1,4.0,0.31355851083896563,0.31846836482608964,1.5417085429522026,-0.19868573626675712
ETTm1,360,1,8.0,0.3136275064417957,0.3186697542351483,1.5822800018955974,-0.220733515185767
ETTm1,360,1,hard,0.3136768470889077,0.3187291528681604,1.5851407798089134,-0.23650048633501175
ETTm1,720,0,0.5,0.3524392850112091,0.3508277815399033,-0.45934317522755563,0.18546712503479945
ETTm1,720,0,1.0,0.35309415859582255,0.35131958239570854,-0.5051173601007042,0.0
ETTm1,720,0,2.0,0.35396886626309093,0.35202379642002996,-0.5525393063883,-0.24772646218416128
ETTm1,720,0,4.0,0.35447371963410834,0.35246266885270555,-0.5705712857333012,-0.39070627613098097
ETTm1,720,0,8.0,0.35478159058174463,0.35262469643380673,-0.611668487701289,-0.4778985845114603
ETTm1,720,0,hard,0.3551527114697364,0.35280797020759835,-0.6645941872453598,-0.5830039449251423
ETTm1,720,1,0.5,0.3138523143408304,0.31556486801049743,0.5426946543396816,-0.004254729239372423
ETTm1,720,1,1.0,0.3138389613427776,0.3155930602626437,0.5558103585694529,0.0
ETTm1,720,1,2.0,0.31402418759860773,0.31593558445506226,0.6049957492921809,-0.05901952231730512
ETTm1,720,1,4.0,0.3141979556612524,0.31615987579564514,0.6205468449958618,-0.11438806607657614
ETTm1,720,1,8.0,0.31429235457544263,0.3162409321551583,0.6161686807701572,-0.14446684080433592
ETTm1,720,1,hard,0.3143180755135058,0.3161974246958497,0.5943594209066205,-0.15266242555682652
ETTm2,1,0,0.5,0.10444418080025418,0.10458111799805883,0.1309387396367212,0.6561113230743376
ETTm2,1,0,1.0,0.10513397672595148,0.10501547181288579,-0.11284519416039362,0.0
ETTm2,1,0,2.0,0.10816101692756518,0.10632893186510213,-1.723035330390954,-2.8792216330826736
ETTm2,1,0,4.0,0.11432866770170381,0.11008463240031893,-3.8552477388048123,-8.745689321464333
ETTm2,1,0,8.0,0.12010926696327676,0.11648487230166454,-3.1114724083879386,-14.244006270552067
ETTm2,1,0,hard,0.12660582539889387,0.12665172482660322,0.03624066531442427,-20.423320168809166
ETTm2,1,1,0.5,0.09020968874865473,0.09099649794849986,0.8646587699346675,-0.6250690279447246
ETTm2,1,1,1.0,0.08964931862417155,0.09090626630937025,1.3826854145797651,0.0
ETTm2,1,1,2.0,0.0904032666244771,0.09091581927227244,0.5637661871146449,-0.8409969109372195
ETTm2,1,1,4.0,0.09398280559678306,0.09169813364809663,-2.4915141211642844,-4.833820311315895
ETTm2,1,1,8.0,0.09785760126627872,0.09451715671569087,-3.5342203115948267,-9.155989993095194
ETTm2,1,1,hard,0.10217591752236344,0.10460119655320982,2.3185958772590776,-13.972888015698114
ETTm2,48,0,0.5,0.1028978501218513,0.10255187835775227,-0.33736267890882576,0.1625205980203992
ETTm2,48,0,1.0,0.10306535254916604,0.10195574767186727,-1.088320082620453,0.0
ETTm2,48,0,2.0,0.10376142019766157,0.10193350114105568,-1.7932466128838476,-0.6753653204295551
ETTm2,48,0,4.0,0.10438175619473834,0.10242452529187558,-1.9109006336961887,-1.277251387603151
ETTm2,48,0,8.0,0.10477864460675627,0.10297019423819806,-1.7562852842394117,-1.6623356105757603
ETTm2,48,0,hard,0.10525466607913471,0.10378665682611914,-1.414448926199663,-2.1241993316078567
ETTm2,48,1,0.5,0.08904217947273799,0.08975468748703269,0.793839335018176,-0.6601011284494307
ETTm2,48,1,1.0,0.088458265464202,0.08957329399810082,1.2448225181073025,0.0
ETTm2,48,1,2.0,0.08841775521397771,0.08970912418775705,1.4395068344180473,0.04579589031246112
ETTm2,48,1,4.0,0.08894863029291886,0.09019553665078185,1.382447961577915,-0.5543459688515995
ETTm2,48,1,8.0,0.08942978929536025,0.09082902221423866,1.540513026307877,-1.0982849664301852
ETTm2,48,1,hard,0.09009105142964638,0.09179172204132217,1.8527494351943785,-1.8458263418076548
ETTm2,144,0,0.5,0.10181518634108702,0.10227789263756012,0.45240108545527846,0.3050823566495775
ETTm2,144,0,1.0,0.10212675705829025,0.10242034840489504,0.28665333713194796,0.0
ETTm2,144,0,2.0,0.10283572607391192,0.10314308711514641,0.2979948049173342,-0.694204962580991
ETTm2,144,0,4.0,0.10348834014936939,0.10406609091667082,0.5551767748863123,-1.3332285586058479
ETTm2,144,0,8.0,0.10387200726664354,0.10473792492590753,0.8267470067566673,-1.7089059308494248
ETTm2,144,0,hard,0.10424165892786537,0.10531794388660536,1.021938825447266,-2.0708597144311724
ETTm2,144,1,0.5,0.08886581510462863,0.08980092575666958,1.041315158125189,-0.36348823096834515
ETTm2,144,1,1.0,0.08854396820098569,0.08985661065398358,1.4608190131414678,0.0
ETTm2,144,1,2.0,0.0886641704113174,0.09029050027927929,1.8012192455811649,-0.13575426172323102
ETTm2,144,1,4.0,0.0889857674852621,0.09099138714149269,2.204186263378771,-0.49896033942546936
ETTm2,144,1,8.0,0.0892213000930796,0.09159141883556998,2.5877082947534102,-0.7649667231498292
ETTm2,144,1,hard,0.08949547290076265,0.09233641123785537,3.076725962171689,-1.074612668834929
ETTm2,360,0,0.5,0.10295122675645707,0.10390011874950916,0.9132732517272313,0.7832196988687423
ETTm2,360,0,1.0,0.10376392626730221,0.10485568173137741,1.0411981936010783,0.0
ETTm2,360,0,2.0,0.10443362604788697,0.1060450062100308,1.5195247939845058,-0.6454071320119104
ETTm2,360,0,4.0,0.10482169308334491,0.106987593125865,2.02444038531836,-1.0193974477390455
ETTm2,360,0,8.0,0.10507455255272917,0.10748536342038569,2.2429201436735213,-1.2630847083125119
ETTm2,360,0,hard,0.10541996444792057,0.10808071682833698,2.461819701512935,-1.5959671537026265
ETTm2,360,1,0.5,0.08965282230911994,0.09049424352877299,0.929806346616413,0.19439574138567783
ETTm2,360,1,1.0,0.08982744303297169,0.09081248096559497,1.08469444084065,0.0
ETTm2,360,1,2.0,0.09039025089345876,0.09151923357385536,1.2336015461553496,-0.6265433385212571
ETTm2,360,1,4.0,0.09086790927663202,0.092226381545961,1.4729757869248905,-1.158294401498683
ETTm2,360,1,8.0,0.09115482198278832,0.09264059268738266,1.6038009489081073,-1.477698690955065
ETTm2,360,1,hard,0.09161717092270963,0.09313010128778546,1.6245342205745583,-1.9924065845679406
ETTm2,720,0,0.5,0.10231730073955418,0.10385617811633764,1.481738886115802,0.4833497809008658
ETTm2,720,0,1.0,0.10281425320716588,0.10494010253039764,2.0257740100987354,0.0
ETTm2,720,0,2.0,0.10337470519108014,0.10580722183381898,2.29900814006756,-0.5451111751840321
ETTm2,720,0,4.0,0.10374657689565286,0.1063355991786464,2.434765311891385,-0.9068039298096187
ETTm2,720,0,8.0,0.10392860699323807,0.10658637331753912,2.493532936319265,-1.0838514615544748
ETTm2,720,0,hard,0.10411365472948418,0.10673564118761776,2.456523827429591,-1.2638340325247244
ETTm2,720,1,0.5,0.09061746020553431,0.09085385566318635,0.260193093541794,0.8287404149553534
ETTm2,720,1,1.0,0.09137471943454041,0.09156898093303717,0.21214771259584486,0.0
ETTm2,720,1,2.0,0.09203595493862561,0.09227882960666728,0.26319651980514225,-0.7236525684315875
ETTm2,720,1,4.0,0.09241289116259972,0.0927254225908423,0.3370504221066106,-1.1361695384499049
ETTm2,720,1,8.0,0.09261079149424653,0.09300965373128942,0.428839610773335,-1.3527505937696693
ETTm2,720,1,hard,0.0927342257333715,0.09325437747960791,0.557777297210682,-1.4878363591638966
ETTh1,1,0,0.5,0.3288623747805412,0.3332986736164345,1.3310280499341798,-0.3876476629452119
ETTh1,1,0,1.0,0.3275924702257267,0.33324360518030066,1.6957969685619134,0.0
ETTh1,1,0,2.0,0.3358666882876023,0.335408259017685,-0.1366779909534488,-2.525765642957012
ETTh1,1,0,4.0,0.3505770130899792,0.34599697044141103,-1.3237233385960279,-7.01619999031573
ETTh1,1,0,8.0,0.3604724291184523,0.36193479560124575,0.404041418666079,-10.036848182154422
ETTh1,1,0,hard,0.37104256107637845,0.37926598052704086,2.1682459996108405,-13.263458351381697
ETTh1,1,1,0.5,0.3376893771119056,0.3411594871564797,1.0171518527879786,-0.5503151032737463
ETTh1,1,1,1.0,0.33584119230762216,0.341074606159242,1.534389766084332,0.0
ETTh1,1,1,2.0,0.34036084344631445,0.3424842383753029,0.6199978542257956,-1.3457703349720074
ETTh1,1,1,4.0,0.35376427664018034,0.35015870993674714,-1.0296949929032184,-5.336773672522299
ETTh1,1,1,8.0,0.3655447839922644,0.366237073521541,0.18902770345445852,-8.844534966227279
ETTh1,1,1,hard,0.37897550034544925,0.39134276161155335,3.1602120900807273,-12.843662131331746
ETTh1,48,0,0.5,0.3247995613338871,0.32849341460848236,1.1244832043277975,-0.41913417305503575
ETTh1,48,0,1.0,0.3234438974291007,0.3263082656543367,0.8778105021312155,0.0
ETTh1,48,0,2.0,0.3242634516357549,0.325230762608851,0.2974229637248249,-0.253383728420431
ETTh1,48,0,4.0,0.32653494683598866,0.3262014656261169,-0.10223167122553889,-0.9556678705201271
ETTh1,48,0,8.0,0.3285373682156753,0.328018997124884,-0.158030813865917,-1.5747617522111845
ETTh1,48,0,hard,0.33079020576388884,0.3317244371000365,0.281628735077466,-2.2712774589906948
ETTh1,48,1,0.5,0.3350857218844397,0.337173743927101,0.6192718384124052,-0.4405983510174405
ETTh1,48,1,1.0,0.3336158160999698,0.3360008637888805,0.7098337968587165,0.0
ETTh1,48,1,2.0,0.33412655891370485,0.3357578955993049,0.4858669615760647,-0.15309310562841016
ETTh1,48,1,4.0,0.33612830503506036,0.3370455613398842,0.27214608647490035,-0.7531084600430615
ETTh1,48,1,8.0,0.33803870065351727,0.3387433885972539,0.20803002138425342,-1.3257418683717548
ETTh1,48,1,hard,0.3406470792171769,0.34167697100569056,0.3014226523614605,-2.1075928591767212
ETTh1,144,0,0.5,0.3254602819923476,0.32822528555878605,0.8424102858898164,0.17284098463615782
ETTh1,144,0,1.0,0.3260237847119919,0.32793781836837066,0.5836574951623152,0.0
ETTh1,144,0,2.0,0.328017590055298,0.3297888009431668,0.5370742980972398,-0.6115521126986101
ETTh1,144,0,4.0,0.329830498707048,0.33245711455875476,0.7900615558168678,-1.167618490908251
ETTh1,144,0,8.0,0.3309163029430874,0.33438663390829326,1.0378198807305283,-1.500662976297118
ETTh1,144,0,hard,0.33222332740934785,0.3363688590322255,1.232436211486665,-1.9015614774340994
ETTh1,144,1,0.5,0.3355495789700122,0.33725655916867087,0.5061369904461821,0.07272066556780477
ETTh1,144,1,1.0,0.3357937704348076,0.33715979400106455,0.4051561279138194,0.0
ETTh1,144,1,2.0,0.3373391780210898,0.33829767373176856,0.28332908710413385,-0.46022521033701747
ETTh1,144,1,4.0,0.33909457044640323,0.3399218823710639,0.24338295578086866,-0.9829842904237163
ETTh1,144,1,8.0,0.34032191844092674,0.34132014522119614,0.29246055184422026,-1.3484907716589722
ETTh1,144,1,hard,0.3414616371391803,0.34387064724054134,0.700557061410334,-1.68790108793071
ETTh1,360,0,0.5,0.3282723120097826,0.32945811271440373,0.3599245727632372,0.35910158718370777
ETTh1,360,0,1.0,0.32945539154990056,0.33030666291912203,0.25772152511193136,0.0
ETTh1,360,0,2.0,0.3306856795714639,0.331727027393268,0.3139170871867325,-0.37343083559067125
ETTh1,360,0,4.0,0.33153894357434854,0.33313098418946463,0.477902293894894,-0.6324231073123521
ETTh1,360,0,8.0,0.33217773706496523,0.33420310633552774,0.6060294569880886,-0.8263168807945753
ETTh1,360,0,hard,0.33317866721535605,0.3354337301487441,0.6722826986982122,-1.1301304397962841
ETTh1,360,1,0.5,0.3344864267125964,0.33623796061296896,0.5209209267090231,0.2776098824735951
ETTh1,360,1,1.0,0.33541757905961955,0.33707493556209434,0.4916878496797894,0.0
ETTh1,360,1,2.0,0.33700656838229115,0.33903935392448514,0.5995721495643092,-0.4737346584894331
ETTh1,360,1,4.0,0.337980799616746,0.34111145273112137,0.9177801241528782,-0.7641879010374719
ETTh1,360,1,8.0,0.33857813343150744,0.3425670367900366,1.1644154078297886,-0.9422745166633328
ETTh1,360,1,hard,0.3393061526119968,0.3440929633705848,1.3911388107732514,-1.159323122920175
ETTh1,720,0,0.5,0.33016357736216984,0.3310494866414221,0.26760629905818734,0.8085882408793377
ETTh1,720,0,1.0,0.332855003781929,0.3335952767323579,0.22190750351145372,0.0
ETTh1,720,0,2.0,0.33520685549723417,0.3361912198834566,0.29279895726119776,-0.7065694337123452
ETTh1,720,0,4.0,0.3365223749604852,0.3378955464985274,0.4063893567914034,-1.1017924131790702
ETTh1,720,0,8.0,0.33701618629290614,0.33873183759565084,0.5064924853012243,-1.2501487024973112
ETTh1,720,0,hard,0.3374003967760569,0.33984206258601674,0.7184707482587926,-1.3655774864378412
ETTh1,720,1,0.5,0.33638785467953397,0.3392884193320195,0.8548964501046141,0.7742283438471276
ETTh1,720,1,1.0,0.3390125862111902,0.34193394704078933,0.8543640825608545,0.0
ETTh1,720,1,2.0,0.3408378961149519,0.34482633611530994,1.1566517932737885,-0.5384195094823463
ETTh1,720,1,4.0,0.3418048982061671,0.34674232394433296,1.423946659294617,-0.8236602735561593
ETTh1,720,1,8.0,0.3424023654194316,0.347676525717744,1.5169733669606833,-0.9998977460175196
ETTh1,720,1,hard,0.3428680737198967,0.3484971092943909,1.6152316401968014,-1.1372697255271458
ETTh2,1,0,0.5,0.13221822852437604,0.1327950888052244,0.4343988064908433,-0.024406482053040968
ETTh2,1,0,1.0,0.13218596658016601,0.1325044384120816,0.24034804851227332,0.0
ETTh2,1,0,2.0,0.13539317314527388,0.13225888754153156,-2.369810953353202,-2.4262837032422935
ETTh2,1,0,4.0,0.14244907072459803,0.13324737291331748,-6.905725501445059,-7.764140483254556
ETTh2,1,0,8.0,0.14793182114524334,0.13734957579135534,-7.704607235164129,-11.91189577263334
ETTh2,1,0,hard,0.15371614513582404,0.14893485770865894,-3.2103212778556545,-16.287794470679117
ETTh2,1,1,0.5,0.1274409074464144,0.1282612850077996,0.6396143320529735,-0.2425926933686151
ETTh2,1,1,1.0,0.12713249330675486,0.12773056655073273,0.4682303227241391,0.0
ETTh2,1,1,2.0,0.13015484816164175,0.12692522885974675,-2.5445053996820066,-2.377326815729419
ETTh2,1,1,4.0,0.13683858445995237,0.12684467866300225,-7.878853021104404,-7.634626601539174
ETTh2,1,1,8.0,0.14164525255416469,0.12902630522177908,-9.780135384559996,-11.415460257191956
ETTh2,1,1,hard,0.14614434575354865,0.13594723792381652,-7.5007833814516145,-14.954361353490153
ETTh2,48,0,0.5,0.1294217307680806,0.1301674202789821,0.5728695470059053,-1.0039609877480205
ETTh2,48,0,1.0,0.12813530232124234,0.12875568381961644,0.4818284365941006,0.0
ETTh2,48,0,2.0,0.12856580114191835,0.12841234189995784,-0.11950505667130962,-0.3359720645889741
ETTh2,48,0,4.0,0.12968589821749318,0.12910690435877964,-0.4484608019913239,-1.2101238832397776
ETTh2,48,0,8.0,0.1304993759605066,0.12976245771710918,-0.567897877677348,-1.8449822932772975
ETTh2,48,0,hard,0.1315345036462023,0.13061249056983015,-0.7059149338241921,-2.652821871398081
ETTh2,48,1,0.5,0.12500876428313812,0.12547168693142427,0.3689459029423525,-0.7291418753737178
ETTh2,48,1,1.0,0.12410387099078453,0.12427388802002871,0.13680832872693394,0.0
ETTh2,48,1,2.0,0.12440417689205693,0.12410099971234187,-0.24429874087865677,-0.24197947966886346
ETTh2,48,1,4.0,0.12531773812706198,0.12445794448678109,-0.6908306607716908,-0.9781057807355609
ETTh2,48,1,8.0,0.12617111064102576,0.12480570566565873,-1.094024482362066,-1.6657334164820181
ETTh2,48,1,hard,0.12727528051532486,0.12525225355478428,-1.6151621253311266,-2.555447706200731
ETTh2,144,0,0.5,0.12793670332150825,0.1291650224085096,0.9509688181035258,-0.4344359158694244
ETTh2,144,0,1.0,0.1273833044959565,0.12818819021838954,0.6278938185036997,0.0
ETTh2,144,0,2.0,0.1276747004083684,0.12831123890250012,0.49608943033853103,-0.22875518386409333
ETTh2,144,0,4.0,0.1280961113643287,0.12900406069966663,0.703814539180847,-0.5595763677137322
ETTh2,144,0,8.0,0.1283997440528914,0.1296020966317371,0.9277261788921409,-0.7979378152865868
ETTh2,144,0,hard,0.12877110541426592,0.13030139033741323,1.1744194894503068,-1.0894684541281174
ETTh2,144,1,0.5,0.12467065152253609,0.1250614368738671,0.31247470131430255,-0.1357597670716304
ETTh2,144,1,1.0,0.1245016284018174,0.12428734757619844,-0.17240759401320194,0.0
ETTh2,144,1,2.0,0.12495035475930964,0.12450786681173057,-0.3553895500018278,-0.3604180630023768
ETTh2,144,1,4.0,0.12549720271757606,0.12515493729915997,-0.2734733649364163,-0.799647625929456
ETTh2,144,1,8.0,0.12587148537597992,0.12568579326162105,-0.14774312158920555,-1.1002723351869914
ETTh2,144,1,hard,0.1261169607866375,0.12619295960535665,0.06022429377741112,-1.297438760886549
ETTh2,360,0,0.5,0.12761715609116941,0.12899842849625637,1.070766846688398,-0.07691777590272952
ETTh2,360,0,1.0,0.12751907125770617,0.12874664868085617,0.95348301157957,0.0
ETTh2,360,0,2.0,0.12784780612501073,0.12909615861808393,0.966994298231838,-0.25779270822967604
ETTh2,360,0,4.0,0.12821029644302334,0.1295471086979135,1.0319120730107767,-0.5420563202819029
ETTh2,360,0,8.0,0.128463299475757,0.12980814241520922,1.0360235609493285,-0.7404603944633603
ETTh2,360,0,hard,0.12874019653234525,0.13019314324278472,1.115993265275117,-0.9576020767680049
ETTh2,360,1,0.5,0.12436547694268463,0.12485278376832848,0.39030513452393834,-0.1035282106722768
