dataset,checkpoint_seed,control_family,horizon,structure_seed_count,mse_log_effect,mse_reduction,mae_log_effect,mae_reduction
ETTh1,2022,random_interval_tree,288,3,0.010139728920873869,0.01008849518121191,0.006242190868599705,0.006222748869770034
ETTh1,2022,random_interval_tree,336,3,0.011108344580074344,0.011046874740347268,0.006714758224868456,0.006692264610412835
ETTh1,2022,random_interval_tree,512,3,0.010767895225242505,0.010710128967705734,0.006690181846414502,0.006667852403606123
ETTh1,2022,random_interval_tree,720,3,0.009831993562771583,0.009783817532148631,0.00612187629326501,0.0061031757887750615
ETTh1,2022,random_orthogonal,48,3,0.030117657351694364,0.029668639786134987,0.022484016901068566,0.022233135187020636
ETTh1,2022,random_orthogonal,96,3,0.021183144921035638,0.020960357988974,0.015769806370209496,0.015646114028720515
ETTh1,2022,random_orthogonal,144,3,0.0093032959167142,0.00926015414978909,0.00827929767243222,0.008245118678522956
ETTh1,2022,random_orthogonal,192,3,0.009554917578683061,0.009509414395426963,0.007151599162678016,0.007126087330413089
ETTh1,2022,random_orthogonal,288,3,0.014175068910379271,0.014075075649109037,0.006552473138827696,0.006531052498303214
ETTh1,2022,random_orthogonal,336,3,0.017850707317005107,0.017692327240148353,0.007207595285624868,0.007181682863516059
ETTh1,2022,random_orthogonal,512,3,0.03545436345623287,0.03483321989905519,0.017659513537818045,0.01750449816856614
ETTh1,2022,random_orthogonal,720,3,0.04375899607743378,0.0428153850759283,0.02454703576145681,0.024248207389526377
ETTh1,2023,identity,48,3,0.05438890394489998,0.05293628194344224,0.03795597902800991,0.037244678616586646
ETTh1,2023,identity,96,3,0.0323298115803809,0.03181278993805736,0.024023959209302212,0.023737680995536414
ETTh1,2023,identity,144,3,0.016856095725121024,0.016714826605876643,0.01509735884031975,0.014983965084301887
ETTh1,2023,identity,192,3,0.012939234590679883,0.012855882585805611,0.010942196633070571,0.010882548558051486
ETTh1,2023,identity,288,3,0.01360538489047701,0.013513249958518658,0.007440677586554328,0.007413064274775727
ETTh1,2023,identity,336,3,0.015126827822238509,0.01501299207632445,0.006846779513603789,0.006823393721642201
ETTh1,2023,identity,512,3,0.02950656397271101,0.02907549550167421,0.015268071493113657,0.015152105432416074
ETTh1,2023,identity,720,3,0.039704140561973404,0.03892626016970169,0.02254287516057187,0.02229068314928051
ETTh1,2023,dct2,48,3,0.012069281950967748,0.011996740302720799,0.00758711608950008,0.007558406577572452
ETTh1,2023,dct2,96,3,-0.0026078376764697322,-0.0026112410429759425,-0.0016443083258355325,-0.0016456609420418822
ETTh1,2023,dct2,144,3,-0.009608632628703468,-0.009654943749202172,-0.005879142444409663,-0.0058964585202774256
ETTh1,2023,dct2,192,3,-0.007080379849733395,-0.007105505002679369,-0.004120892583294357,-0.004129395136493574
ETTh1,2023,dct2,288,3,-0.006760729907557152,-0.006783635231807361,-0.004060350033687688,-0.004068604423007827
ETTh1,2023,dct2,336,3,-0.006722863385043291,-0.006745512558408384,-0.004153958807616555,-0.0041625984532727145
ETTh1,2023,dct2,512,3,-0.004114112196494049,-0.004122586773878556,-0.002184123231991663,-0.002186510166608091
ETTh1,2023,dct2,720,3,-0.002726970942522269,-0.0027306925098826706,-0.0007321530362744991,-0.000732421125732241
ETTh1,2023,pca_fit,48,3,0.019591612712389985,0.019400944265751896,0.006820295514158547,0.006797090084641244
ETTh1,2023,pca_fit,96,3,-0.0019417056697750253,-0.0019435920009314156,-0.003307484266779313,-0.0033129600282006955
ETTh1,2023,pca_fit,144,3,-0.013982920143338518,-0.014081138430089402,-0.00985454062457077,-0.009903256502731494
ETTh1,2023,pca_fit,192,3,-0.018928091352819754,-0.019108363278781404,-0.011822276140851252,-0.011892435455757466
ETTh1,2023,pca_fit,288,3,-0.024054832652483666,-0.024346483985518752,-0.014796163953363237,-0.014906169068839903
ETTh1,2023,pca_fit,336,3,-0.026324718817290576,-0.026674274808105025,-0.01597909236083429,-0.016107440776282678
ETTh1,2023,pca_fit,512,3,-0.022381164118778576,-0.022633501390057598,-0.012679898337000034,-0.012760629106377763
ETTh1,2023,pca_fit,720,3,-0.01545271961211799,-0.015572730250560829,-0.007406495378878445,-0.007433991306679433
ETTh1,2023,permuted_interval,48,3,0.034881924414293525,0.0342805625859226,0.02209677408803593,0.021854428674845328
ETTh1,2023,permuted_interval,96,3,0.018386249356869208,0.01821825345462358,0.012943043122759077,0.012859642148684403
ETTh1,2023,permuted_interval,144,3,0.009331502155623643,0.009288098800469657,0.00830138233725989,0.008267021010814335
ETTh1,2023,permuted_interval,192,3,0.0036327268530949937,0.003626136483653064,0.005040038165207546,0.005027358483824074
ETTh1,2023,permuted_interval,288,3,-0.006637801739821897,-0.006659880770832904,-0.0019773746673311704,-0.0019793309618485466
ETTh1,2023,permuted_interval,336,3,-0.009886417714799785,-0.009935449793073037,-0.004554545724323018,-0.004564933432143148
ETTh1,2023,permuted_interval,512,3,-0.0072785422965702925,-0.0073050952687681026,-0.0031962176579978757,-0.0032013310079983537
ETTh1,2023,permuted_interval,720,3,-0.0026771021271030965,-0.002680688764886918,-0.0008379221605583866,-0.0008382733154053135
ETTh1,2023,random_interval_tree,48,3,0.002992497745058826,0.0029880246866665905,0.0015159778163743517,0.0015148293024517256
ETTh1,2023,random_interval_tree,96,3,0.01026118344682387,0.010208717112865529,0.004708928743323214,0.004697859120539438
ETTh1,2023,random_interval_tree,144,3,0.009708157801921967,0.00966118576484476,0.005110636035409713,0.00509759895378159
ETTh1,2023,random_interval_tree,192,3,0.01209860374879449,0.012025709909831206,0.007247303905561278,0.007221105526022176
ETTh1,2023,random_interval_tree,288,3,0.005371605816627952,0.005357204539636284,0.0035642345846115153,0.0035578902403398116
ETTh1,2023,random_interval_tree,336,3,0.004867301408225693,0.004855475291597688,0.0031440477046850057,0.0031391103624689443
ETTh1,2023,random_interval_tree,512,3,0.00482116300368548,0.004809559851716383,0.0030608251306995433,0.0030561455811044524
ETTh1,2023,random_interval_tree,720,3,0.005473764571093464,0.005458810818684823,0.003635645240227499,0.0036290442840724024
ETTh1,2023,random_orthogonal,48,3,0.05733016807987571,0.055717753963733574,0.03965065000414288,0.03887485042428618
ETTh1,2023,random_orthogonal,96,3,0.035998113380795296,0.03535788660625694,0.02615996423478799,0.025820756693037517
ETTh1,2023,random_orthogonal,144,3,0.01662263804646989,0.016485244334014548,0.01564575158058381,0.015523992639764117
ETTh1,2023,random_orthogonal,192,3,0.011446357409991887,0.011381097095967796,0.011057770529183018,0.010996858109900143
ETTh1,2023,random_orthogonal,288,3,0.0075451762813276155,0.0075167828946833826,0.0057039232521668105,0.0056876867671563636
ETTh1,2023,random_orthogonal,336,3,0.007500540845397506,0.007472481984946766,0.0042299228813726724,0.00422098935805848
ETTh1,2023,random_orthogonal,512,3,0.020829014661507286,0.020613589029393142,0.011692199413809981,0.011624111275299831
ETTh1,2023,random_orthogonal,720,3,0.02937993665228006,0.028952542148866334,0.01770957052106123,0.017553677698538106
ETTh2,2021,identity,48,3,0.05788563334941887,0.05624212430781317,0.04108650024772946,0.04025389191896178
ETTh2,2021,identity,96,3,0.027948964548835175,0.027562005653374633,0.031079481480574867,0.03060147921574763
ETTh2,2021,identity,144,3,0.03863936431464918,0.037902386678250966,0.033211708240847716,0.032666254616178336
ETTh2,2021,identity,192,3,0.05370037925435563,0.052283980653038964,0.0377180353500732,0.03701556981804943
ETTh2,2021,identity,288,3,0.06797616846623108,0.06571726129745648,0.04126542678016589,0.04042560060002254
ETTh2,2021,identity,336,3,0.06813017598234257,0.06586113678215244,0.040532578929210174,0.03972212082325344
ETTh2,2021,identity,512,3,0.08507374378042874,0.08155544766932443,0.049609188466683794,0.048398751417524144
ETTh2,2021,identity,720,3,0.08746688027411072,0.08375078292872551,0.05728732703416217,0.05567729905830565
ETTh2,2021,dct2,48,3,-0.06618729742643155,-0.06842681201900458,-0.024400118336514783,-0.024700237231377598
ETTh2,2021,dct2,96,3,-0.040617451726296445,-0.041453623045304644,-0.016287376325951074,-0.016420738696991233
ETTh2,2021,dct2,144,3,-0.020527474177331122,-0.020739611839059036,-0.010030472578954728,-0.010080946386592737
ETTh2,2021,dct2,192,3,-0.003727141612673939,-0.0037340960423382086,-0.003486977218991691,-0.003493063796584206
ETTh2,2021,dct2,288,3,0.004222127423692779,0.004213226774666068,0.00019644830824719077,0.00019642901354177678
ETTh2,2021,dct2,336,3,0.0044348444394086495,0.004425025038010011,6.471345473172098e-05,6.471136086128038e-05
ETTh2,2021,dct2,512,3,0.0009134621674224459,0.0009130450878619412,-0.0017433379228093682,-0.001744858419817641
ETTh2,2021,dct2,720,3,-0.0010533166756029188,-0.0010538716084353972,-0.0018562279383032836,-0.0018579517958419167
ETTh2,2021,pca_fit,48,3,-0.06585068917157562,-0.06806723125669123,-0.030466772468079387,-0.030935634032974724
ETTh2,2021,pca_fit,96,3,-0.058680259589636075,-0.06043612224721295,-0.025073920954679658,-0.025390915598373143
ETTh2,2021,pca_fit,144,3,-0.052276424656903096,-0.05366696178981889,-0.02262774728970492,-0.02288569669380669
ETTh2,2021,pca_fit,192,3,-0.0333849696445186,-0.033948501421753985,-0.01566859749839731,-0.015791993611134147
ETTh2,2021,pca_fit,288,3,-0.007535405204243208,-0.0075638678175644625,-0.00842199346644787,-0.008457558225366313
ETTh2,2021,pca_fit,336,3,-0.0032095822815065432,-0.0032147385056835454,-0.006735262061207763,-0.00675799494738083
ETTh2,2021,pca_fit,512,3,0.002174804655063869,0.002172441480877918,-0.003589290500620599,-0.0035957397174986028
ETTh2,2021,pca_fit,720,3,0.005248910079062575,0.005235158621129332,-0.00020885779355833329,-0.00020887960586590815
ETTh2,2021,permuted_interval,48,3,-0.0026966457587728407,-0.002700284978440548,0.00601063918576876,0.00599261143158436
ETTh2,2021,permuted_interval,96,3,-0.0076068289397214816,-0.0076358343627662695,0.0042061537616162785,0.004197320286208228
ETTh2,2021,permuted_interval,144,3,-0.008117546938355093,-0.00815058355409315,0.0022268763307597725,0.002224398681144546
ETTh2,2021,permuted_interval,192,3,-0.005932995365231564,-0.005950630441257987,0.0017270982212297472,0.0017256076453440183
ETTh2,2021,permuted_interval,288,3,-0.0011145522771109698,-0.0011151736213188546,0.0018862185362704094,0.0018844407440310462
ETTh2,2021,permuted_interval,336,3,0.0008004561987956527,0.000800135919194811,0.0026069486904185327,0.0026035535506405694
ETTh2,2021,permuted_interval,512,3,0.0035886598158411756,0.0035822282720454623,0.004203701706585328,0.0041948785202439165
ETTh2,2021,permuted_interval,720,3,0.005540499908288606,0.00552517964570165,0.005541698473554965,0.0055263715879652064
ETTh2,2021,random_interval_tree,48,3,-0.006027168085880597,-0.0060453680097425355,0.001395541201513937,0.0013945678867109956
ETTh2,2021,random_interval_tree,96,3,0.001602205790895184,0.001600922944416494,0.002661774070321849,0.0026582346907605414
ETTh2,2021,random_interval_tree,144,3,0.009905211602285977,0.009856316565573398,0.005077519780039802,0.00506465096624642
ETTh2,2021,random_interval_tree,192,3,0.012827144419644977,0.01274522723127558,0.006129162943291583,0.006110417940709989
ETTh2,2021,random_interval_tree,288,3,0.0101019690165549,0.010051115511783837,0.004295786806636178,0.00428657311256897
ETTh2,2021,random_interval_tree,336,3,0.008606623370873949,0.008569692414174157,0.0037935943093719104,0.003786407721018903
ETTh2,2021,random_interval_tree,512,3,0.008039841936528113,0.008007608848168868,0.004237159346632665,0.004228195252202971
ETTh2,2021,random_interval_tree,720,3,0.003410109936763538,0.003404302115518454,0.0010555410861773412,0.0010549841986414732
ETTh2,2021,random_orthogonal,48,3,0.05138937947879213,0.05009127645145617,0.030654898907381586,0.030189802108064878
ETTh2,2021,random_orthogonal,96,3,0.015855017068587246,0.015729987937267098,0.021787580980459076,0.021551946045622494
ETTh2,2021,random_orthogonal,144,3,0.013021560157017517,0.012937146439236269,0.018996983327497385,0.01881767785592725
ETTh2,2021,random_orthogonal,192,3,0.022901451584285415,0.022641203811569754,0.02094135859310194,0.020723610969087702
ETTh2,2021,random_orthogonal,288,3,0.0351231838282337,0.03451352338830049,0.02172023388126311,0.021486048188484874
ETTh2,2021,random_orthogonal,336,3,0.0364292600210497,0.03577369916795892,0.020809268315906918,0.020594249535904274
ETTh2,2021,random_orthogonal,512,3,0.05363287888032634,0.052220007308171446,0.027247158483480624,0.026879303236433505
ETTh2,2021,random_orthogonal,720,3,0.04754699024992487,0.046434336209027816,0.02965090421559302,0.029215628866788412
ETTh2,2022,identity,48,3,0.08523248650657415,0.08170123248992878,0.04706510638345598,0.04597471756751825
ETTh2,2022,identity,96,3,0.027970286277928524,0.027582739491808783,0.024532238565502008,0.024233768892223506
ETTh2,2022,identity,144,3,0.02430502580134643,0.024012037160497934,0.02227773262617046,0.022031416453307306
ETTh2,2022,identity,192,3,0.03582478007877965,0.03519066751157873,0.024355424516212046,0.024061224460050545
ETTh2,2022,identity,288,3,0.03631672581885318,0.03566518462477353,0.017541765529799132,0.017388804469120278
ETTh2,2022,identity,336,3,0.035214866714132737,0.034602037917076944,0.014983239680465341,0.014871549467688316
ETTh2,2022,identity,512,3,0.04257693136189139,0.041683261926776516,0.01698309061158471,0.01683969086610415
ETTh2,2022,identity,720,3,0.03832557170202988,0.037600440182759653,0.02151916386380283,0.02128927858953855
ETTh2,2022,dct2,48,3,-0.06133473308761555,-0.0632547611761225,-0.025113936940193368,-0.025431948447377062
ETTh2,2022,dct2,96,3,-0.0301565086711881,-0.030615821644477625,-0.013891165220495568,-0.013988095762102803
ETTh2,2022,dct2,144,3,-0.017794094837355237,-0.01795335295855538,-0.009633656190638154,-0.009680209228334569
ETTh2,2022,dct2,192,3,-0.004467614579982457,-0.004477609248566106,-0.0038531583476871336,-0.0038605913060356656
ETTh2,2022,dct2,288,3,-0.003976654492510954,-0.00398457187440604,-0.004099550779447744,-0.004107965432580851
ETTh2,2022,dct2,336,3,-0.0038816441624237464,-0.0038891875001518805,-0.0043986785306405615,-0.004408366917205919
ETTh2,2022,dct2,512,3,-0.00213550297496437,-0.002137784785424257,-0.0029366566407393554,-0.0029409728408840152
ETTh2,2022,dct2,720,3,-0.0025022027807711958,-0.002505335902839745,-0.002879572962650498,-0.0028837229152818278
ETTh2,2022,pca_fit,48,3,-0.05563572887972151,-0.05721250160317548,-0.025011691182506898,-0.025327107740702237
ETTh2,2022,pca_fit,96,3,-0.06104734997369343,-0.06294924361435994,-0.025654084690478484,-0.025985982824141995
ETTh2,2022,pca_fit,144,3,-0.06132032799469952,-0.06323944500280998,-0.025288474155591285,-0.025610940104137336
ETTh2,2022,pca_fit,192,3,-0.04284893229496745,-0.043780201460130286,-0.01840906611458584,-0.018579557561372306
ETTh2,2022,pca_fit,288,3,-0.020564397665631357,-0.020777301801992554,-0.014231172611421261,-0.014332917826676006
ETTh2,2022,pca_fit,336,3,-0.015347210456746951,-0.015465583682145567,-0.012809898614870559,-0.012892296827812677
ETTh2,2022,pca_fit,512,3,-0.00713035946411798,-0.007155841005340502,-0.007927394717050692,-0.007958899706353328
ETTh2,2022,pca_fit,720,3,-0.0015050643644406961,-0.001506197542241683,-0.0028851937562223984,-0.0028893599335071407
ETTh2,2022,permuted_interval,48,3,0.0021649790281525385,0.002162637151399305,0.007111899300132077,0.007086669590120387
ETTh2,2022,permuted_interval,96,3,-0.007900523552204731,-0.007931815040501222,0.0019092184879069662,0.0019073970896231751
ETTh2,2022,permuted_interval,144,3,-0.014036897690491067,-0.014135877519882989,-0.0024691089258532394,-0.0024721596856664974
ETTh2,2022,permuted_interval,192,3,-0.007136802187270125,-0.007162329852498095,-0.00044837298925075667,-0.00044847352344445923
ETTh2,2022,permuted_interval,288,3,-0.0022071291398486127,-0.0022095666423329607,-0.00046216978498540736,-0.00046227660189579467
ETTh2,2022,permuted_interval,336,3,-0.0008688604961433364,-0.0008692380647676856,-0.00022073135047466873,-0.0002207557134317195
ETTh2,2022,permuted_interval,512,3,0.0006513454117692023,0.0006511333323946378,0.0009328734690196831,0.0009324384778395256
ETTh2,2022,permuted_interval,720,3,0.004493757239526459,0.004483675419866162,0.003088341943750858,0.003083577921342062
ETTh2,2022,random_interval_tree,48,3,-0.01881948470007712,-0.01899768734084395,-0.007224036791277953,-0.007250193091816071
ETTh2,2022,random_interval_tree,96,3,0.00063077379704816,0.0006305749010783179,-0.00016228907491315197,-0.00016230224449742536
ETTh2,2022,random_interval_tree,144,3,0.007162021280494795,0.007136435125385088,0.0024542452083009237,0.002451236010802549
ETTh2,2022,random_interval_tree,192,3,0.01177345788361131,0.011704421924601749,0.004976977754165945,0.004964613121721584
ETTh2,2022,random_interval_tree,288,3,0.005312212596779065,0.0052981277470512955,0.0013676076179473748,0.0013666728688209728
ETTh2,2022,random_interval_tree,336,3,0.004282826610120572,0.0042736683872595105,0.0009817216640612715,0.0009812399330032529
ETTh2,2022,random_interval_tree,512,3,0.007110753104878634,0.007085531516921817,0.0032244149900051196,0.003219222146784495
ETTh2,2022,random_interval_tree,720,3,0.0033779708005819025,0.0033722718759566783,0.0007514803032727292,0.0007511980126659878
ETTh2,2022,random_orthogonal,48,3,0.06920300503565277,0.06686277070738067,0.036491592189268375,0.03583379961082833
ETTh2,2022,random_orthogonal,96,3,0.021978639312658463,0.021738868841807313,0.02194890895880781,0.021709784359875806
ETTh2,2022,random_orthogonal,144,3,0.011850945042676619,0.011780999174348494,0.017348397566752896,0.017198780572099226
ETTh2,2022,random_orthogonal,192,3,0.022571586910891634,0.02231875449208065,0.018679551089036565,0.018506169516291804
ETTh2,2022,random_orthogonal,288,3,0.027374214458275706,0.0270029361808356,0.013079139853819,0.012993979582835102
ETTh2,2022,random_orthogonal,336,3,0.027383794575472856,0.02701225756208947,0.010810167721303457,0.010751947835981879
ETTh2,2022,random_orthogonal,512,3,0.03884723173189324,0.03810235464013689,0.013497731011678123,0.01340704511691393
ETTh2,2022,random_orthogonal,720,3,0.03374214100990425,0.033179224073412006,0.016847720663327303,0.016706591497303913
ETTh2,2023,identity,48,3,0.04483598573801995,0.0438457080862692,0.03635072023779085,0.035697966069287435
ETTh2,2023,identity,96,3,0.026350226292852153,0.026006088409436523,0.02849935028563047,0.028097074394772048
