arm,dataset,region,start,end,mse_base,mse_actual,actual_gain_vs_base_percent,optimal_alpha,clipped_alpha_0_1,mse_oracle_alpha,oracle_gain_vs_base_percent,mse_clipped_alpha,clipped_gain_vs_base_percent,contribution_residual_cosine,contribution_rms,base_residual_rms,reconstruction_max_abs,all_finite
A6_CST_SPEC,ETTh1,H145_192,144,192,0.6656742531303624,0.6172545779647426,7.273779170205874,1.292182490253554,1.0,0.6146455723757135,7.66571344988699,0.6172545779647426,7.273779170205874,0.27687024848991987,0.17481686127893462,0.8158886278962113,0.0,True
A6_CST_SPEC,ETTh1,H193_288,192,288,0.45107872404995614,0.3542887211475311,21.45745248931441,2.1164355222250255,1.0,0.31697148989276386,29.730339075433797,0.3542887211475311,21.45745248931441,0.5452553445444969,0.17302986172459608,0.6716239454113858,0.0,True
A6_CST_SPEC,ETTh1,H289_336,288,336,0.478028395003604,0.3970257461773182,16.94515423621962,1.8082558113082514,1.0,0.3768014123969164,21.17593508350575,0.3970257461773182,16.94515423621962,0.46017317483210346,0.17594959692332152,0.6913959755477349,0.0,True
A6_CST_SPEC,ETTh1,H337_512,336,512,0.3289838734846526,0.290146417543888,11.80527651078812,1.148604001861639,1.0,0.2894852642529727,12.006244808690447,0.290146417543888,11.80527651078812,0.3465002858395712,0.1730296690009557,0.5735711581701547,0.0,True
A6_CST_SPEC,ETTh1,H513_720,512,720,0.4113363937442492,0.3609225470729344,12.256111406145076,1.420931263852058,1.0,0.35607284577430265,13.43512239870197,0.3609225470729344,12.256111406145076,0.36653952581818505,0.1654422058479681,0.6413551229578268,0.0,True
A6_CST_SPEC,ETTh1,H1_720,0,720,0.406321661570046,0.34360582763075787,15.435021036523434,1.5083374000588736,1.0,0.3355697253303086,17.412789652008364,0.34360582763075787,15.435021036523434,0.4172863483509659,0.17634805132646453,0.6374336526808465,0.0,True
A6_CST_SPEC,ETTh2,H1_48,0,48,0.12532398540599632,0.08395191889153308,33.01208972922092,0.9701033338426093,0.9701033338426093,0.08391258839662863,33.04347278393072,0.08391258839662863,33.04347278393072,0.5748345221359856,0.20976930713459865,0.3540112786423567,0.0,True
A6_CST_SPEC,ETTh2,H49_96,48,96,0.10312384961990868,0.07813406624794696,24.232787530787924,0.9923913316450629,0.9923913316450629,0.07813259718837881,24.234212089290697,0.07813259718837881,24.234212089290697,0.49228256204430687,0.15929826602355804,0.3211290233222601,0.0,True
A6_CST_SPEC,ETTh2,H97_144,96,144,0.1321032143733352,0.1106056447350724,16.273313060732043,1.0849875277349041,1.0,0.11047292877478011,16.373776899497695,0.1106056447350724,16.273313060732043,0.4046452384434755,0.13555214084514544,0.36346005884186944,0.0,True
A6_CST_SPEC,ETTh2,H145_192,144,192,0.15320567186225442,0.12834442840054844,16.227364926840604,1.2301239774909385,1.0,0.12744281577738414,16.815863128117993,0.12834442840054844,16.227364926840604,0.4100714953287778,0.13048125341521838,0.3914149612141243,0.0,True
A6_CST_SPEC,ETTh2,H193_288,192,288,0.14615182389790785,0.12152541036242448,16.84988450960816,1.2889181894633193,1.0,0.12022257669696113,17.741309351745894,0.12152541036242448,16.84988450960816,0.42120433701169213,0.12493082315442904,0.38229808251926645,0.0,True
A6_CST_SPEC,ETTh2,H289_336,288,336,0.12157616351383012,0.09816586229676198,19.255667016014243,1.2729730782486084,1.0,0.09703749037089766,20.18378638847328,0.09816586229676198,19.255667016014243,0.4492636908150187,0.12305699877952865,0.34867773590212225,0.0,True
A6_CST_SPEC,ETTh2,H337_512,336,512,0.11754781830693356,0.09776618462127433,16.828584290698323,1.1342974796295031,1.0,0.09748494603990193,17.067838906754275,0.09776618462127433,16.828584290698323,0.41313241105914544,0.12487329945697999,0.34285247309438144,0.0,True
A6_CST_SPEC,ETTh2,H513_720,512,720,0.22260479598910737,0.17965716802348178,19.293217729112687,1.8237118213348076,1.0,0.16865023467057563,24.237825190959438,0.17965716802348178,19.293217729112687,0.49231925811367006,0.12736727864761763,0.4718101270522999,0.0,True
A6_CST_SPEC,ETTh2,H1_720,0,720,0.15488439882106858,0.12528287642287592,19.112010391950484,1.2968536198538867,1.0,0.12364609683635448,20.168785379605847,0.12528287642287592,19.112010391950484,0.4490967087343868,0.13628647251323076,0.39355355267240133,0.0,True
A6_CST_SPEC,ETTm2,H1_48,0,48,0.3315706521301069,0.1048922441943263,68.36503969200295,0.8089935094047955,0.8089935094047955,0.09151005850780529,72.40103793266445,0.09151005850780529,72.40103793266445,0.8508879945836847,0.6056411850831381,0.5758217190503558,0.0,True
A6_CST_SPEC,ETTm2,H49_96,48,96,0.16577198277087965,0.04511398118599951,72.78552115265857,0.8275038116986649,0.8275038116986649,0.039632867892735145,76.09193831775941,0.039632867892735145,76.09193831775941,0.8723069317491374,0.42919523003038385,0.4071510564531052,0.0,True
A6_CST_SPEC,ETTm2,H97_144,96,144,0.10383754624151985,0.04819812861496991,53.58313985688377,0.7806527411229022,0.7806527411229022,0.043428904681966675,58.176106568472186,0.043428904681966675,58.176106568472186,0.7627326305362331,0.31484126292842635,0.32223833763461457,0.0,True
A6_CST_SPEC,ETTm2,H145_192,144,192,0.18560743494561893,0.1202347967239411,35.22091571430387,0.9035332059303223,0.9035332059303223,0.11948102050815197,35.62702887243785,0.11948102050815197,35.62702887243785,0.5968838150966892,0.28460555290274764,0.43082181345147663,0.0,True
A6_CST_SPEC,ETTm2,H193_288,192,288,0.20202426862386447,0.11391004825705463,43.61566111191514,1.355462438715138,1.0,0.10740272330968363,46.83672212191021,0.11391004825705463,43.61566111191514,0.6843735976928844,0.2269381608327591,0.4494710987637186,0.0,True
A6_CST_SPEC,ETTm2,H289_336,288,336,0.20102961885997783,0.10699580624945844,46.776098539000024,1.5659772627218995,1.0,0.09286704531051589,53.80429717911363,0.10699580624945844,46.776098539000024,0.7335141251476596,0.21001632469186302,0.44836326662649095,0.0,True
A6_CST_SPEC,ETTm2,H337_512,336,512,0.20568769825595518,0.1330195667758745,35.32935226376706,1.5280517973049468,1.0,0.12316467064479329,40.12054600779832,0.1330195667758745,35.32935226376706,0.6334078149801938,0.1879963859618265,0.45352805674616775,0.0,True
A6_CST_SPEC,ETTm2,H513_720,512,720,0.22018067135050112,0.15232890332412918,30.8164052776277,1.4455978645431622,1.0,0.1452051168765968,34.05183298517256,0.15232890332412918,30.8164052776277,0.5835394843982074,0.18941411758483795,0.46923413276369946,0.0,True
A6_CST_SPEC,ETTm2,H1_720,0,720,0.2066780161102115,0.12007235862659361,41.90366208926412,1.0583602011060163,1.0,0.1198082178976819,42.03146510086786,0.12007235862659361,41.90366208926412,0.6483167829145554,0.27848442186940975,0.4546185391184696,0.0,True
A6_CST_RANDOM,Weather,H1_48,0,48,0.11626445406834181,0.1285191659617754,-10.540377101181853,-0.49642021822890303,0.0,0.11474904632871265,1.3034144887812293,0.11626445406834181,0.0,-0.11416717955617656,0.0784179147070933,0.34097573824004224,0.0,True
A6_CST_RANDOM,Weather,H49_96,48,96,0.12367690556377109,0.127600264713617,-3.172264968921712,0.03373097801334223,0.03373097801334223,0.1236721187186667,0.0038704437846148743,0.1236721187186667,0.0038704437846148743,0.006221289082356583,0.06486280916447673,0.35167727473320065,0.0,True
A6_CST_RANDOM,Weather,H97_144,96,144,0.34220530383911285,0.34807539851367936,-1.7153722074764621,-3.0108137311906327,0.0,0.33462694618037697,2.214564641084238,0.34220530383911285,0.0,-0.14881413377378613,0.02891369935449951,0.584983165432231,0.0,True
A6_CST_RANDOM,Weather,H145_192,144,192,0.2855403839949653,0.272914809368026,4.42164237867031,3.9718766883664807,1.0,0.2568558116471151,10.045714706454966,0.272914809368026,4.42164237867031,0.3169497547949043,0.04264110327510565,0.5343597889016026,0.0,True
A6_CST_RANDOM,Weather,H193_288,192,288,0.33687807109389084,0.34149160514310983,-1.3694966948243792,-0.9604170559324785,0.0,0.33542111465795993,0.4324877636588176,0.33687807109389084,0.0,-0.0657638018714587,0.03974325370365116,0.5804119839337321,0.0,True
A6_CST_RANDOM,Weather,H289_336,288,336,0.40765693017159266,0.38048496734006026,6.665399462262311,11.101995635524544,1.0,0.24971206930564901,38.74455434854519,0.38048496734006026,6.665399462262311,0.6224512378375129,0.035797417555268635,0.6384801721052836,0.0,True
A6_CST_RANDOM,Weather,H337_512,336,512,0.6028482554252712,0.5999356843247838,0.4831350301300552,1.4254344967881591,1.0,0.5996508670934823,0.5303802910623712,0.5999356843247838,0.4831350301300552,0.07282721270667808,0.03966892467288525,0.7764330334454294,0.0,True
A6_CST_RANDOM,Weather,H513_720,512,720,0.4524601392525298,0.46209704410805724,-2.129890352650232,-2.7509703991669983,0.0,0.44124340591840217,2.4790544759717092,0.4524601392525298,0.0,-0.15745013420037798,0.03849880774450937,0.6726515734409084,0.0,True
A6_CST_RANDOM,Weather,H1_720,0,720,0.40801362176527933,0.40951750110061114,-0.3685855704584684,0.11951463253285563,0.11951463253285563,0.4079853933045199,0.00691850939615879,0.4079853933045199,0.00691850939615879,0.008317757748419745,0.044455194866755116,0.6387594396682365,0.0,True
A6_CST_RANDOM,ETTm1,H1_48,0,48,0.528574468958653,0.4603368219870962,12.909750844756484,2.4030790837873863,1.0,0.42504277074031444,19.58696537543837,0.4603368219870962,12.909750844756484,0.4425716368616313,0.13389630903563354,0.7270312709633975,0.0,True
A6_CST_RANDOM,ETTm1,H49_96,48,96,0.15996974751346757,0.14142416683938647,11.593179937050147,1.3358905580662415,1.0,0.14017259260914172,12.37556176217579,0.14142416683938647,11.593179937050147,0.3517891664360317,0.1053247677922951,0.3999621826041402,0.0,True
A6_CST_RANDOM,ETTm1,H97_144,96,144,0.855752480315715,0.7562049113378103,11.632752608695728,5.0075653901846415,1.0,0.5788595383393605,32.35666250995845,0.7562049113378103,11.632752608695728,0.5688291704014347,0.10508223801368606,0.92506890571228,0.0,True
A6_CST_RANDOM,ETTm1,H145_192,144,192,0.12523111410213153,0.11124226406398947,11.170426885073892,1.0762982286168437,1.0,0.11117161056983517,11.226845367541982,0.11124226406398947,11.170426885073892,0.3350648499550791,0.11016721408007697,0.35388008435362894,0.0,True
A6_CST_RANDOM,ETTm1,H193_288,192,288,0.18074219105662817,0.1593797944162286,11.819263955755932,1.9413411515656998,1.0,0.15281309281571956,15.452450851477273,0.1593797944162286,11.819263955755932,0.3930960550740398,0.08608482406952819,0.4251378494754709,0.0,True
A6_CST_RANDOM,ETTm1,H289_336,288,336,0.2250344351718887,0.19535721514015822,13.187857231299759,2.2256679278698352,1.0,0.18243962093686472,18.928131689040683,0.19535721514015822,13.187857231299759,0.4350647272422886,0.09272951678105518,0.47437794549482243,0.0,True
A6_CST_RANDOM,ETTm1,H337_512,336,512,0.2785487285212966,0.25347890319258237,9.000157876074265,2.1205981788707375,1.0,0.24376607312452936,12.487098965202382,0.25347890319258237,9.000157876074265,0.35337089530976346,0.08794739555550908,0.5277771580139639,0.0,True
A6_CST_RANDOM,ETTm1,H513_720,512,720,0.4943521071908092,0.49033998081902475,0.8115928532364536,0.7725298186148467,0.7725298186148467,0.4899591083960566,0.8886376189870204,0.4899591083960566,0.8886376189870204,0.09426757761749373,0.08579565426475325,0.7031017758410294,0.0,True
A6_CST_RANDOM,ETTm1,H1_720,0,720,0.36130562870533595,0.33583694645263157,7.049068774257994,1.9057786586079764,1.0,0.3284049806713678,9.106043587491508,0.33583694645263157,7.049068774257994,0.3017622174410095,0.0951765080417684,0.6010870392092446,0.0,True
A6_CST_RANDOM,ETTh1,H1_48,0,48,0.34232545367146217,0.29037735580357904,15.175061424949998,2.5448451467235507,1.0,0.2600629447666461,24.03049730090049,0.29037735580357904,15.175061424949998,0.49020911151161295,0.11270407388455936,0.5850858515392952,0.0,True
A6_CST_RANDOM,ETTh1,H49_96,48,96,0.2815590911805166,0.2383880699432408,15.332845782485304,2.6931078389663465,1.0,0.21017362048970187,25.353637274332296,0.2383880699432408,15.332845782485304,0.5035239544880891,0.09920902229839329,0.5306214198282204,0.0,True
A6_CST_RANDOM,ETTh1,H97_144,96,144,0.3351310728019043,0.29602441512905303,11.669063493842957,2.739286488028449,1.0,0.26960925238996897,19.55110275634311,0.29602441512905303,11.669063493842957,0.44216628949234826,0.09344488249497096,0.5789050637210771,0.0,True
A6_CST_RANDOM,ETTh1,H145_192,144,192,0.6369349194177084,0.6224992027210975,2.266435118647314,1.3081440210940687,1.0,0.6216511417407854,2.3995823138250216,0.6224992027210975,2.266435118647314,0.15490585249838115,0.09450608994833283,0.7980820254946909,0.0,True
A6_CST_RANDOM,ETTh1,H193_288,192,288,0.4132722565583009,0.3611463295354076,12.6129751503268,3.388588049354254,1.0,0.3096684444519269,25.0691427895931,0.3611463295354076,12.6129751503268,0.5006909504833605,0.0949880764097599,0.642862548728965,0.0,True
A6_CST_RANDOM,ETTh1,H289_336,288,336,0.4455187303361952,0.40118103552085965,9.951926102383545,3.032505629523339,1.0,0.3650187218485856,18.068826966458428,0.40118103552085965,9.951926102383545,0.42507442838235276,0.09356132149514433,0.6674718947912303,0.0,True
A6_CST_RANDOM,ETTh1,H337_512,336,512,0.31060507130194376,0.2941194127835944,5.307594769540458,1.4796807068776525,1.0,0.2921834533584508,5.93088125260679,0.2941194127835944,5.307594769540458,0.24353400691909163,0.09172672214830797,0.5573195414678582,0.0,True
A6_CST_RANDOM,ETTh1,H513_720,512,720,0.38525443078611016,0.36290947103582955,5.800052631370345,1.9967948849901882,1.0,0.35549297289516885,7.725143570760018,0.36290947103582955,5.800052631370345,0.2779414249578501,0.08639600189905179,0.6206886746075766,0.0,True
A6_CST_RANDOM,ETTh1,H1_720,0,720,0.3784223272469773,0.34812055285891685,8.007396024570179,2.2454548915363213,1.0,0.33465620137221896,11.565418508246307,0.34812055285891685,8.007396024570179,0.3400796746094407,0.09316755909205829,0.6151604077368579,0.0,True
A6_CST_RANDOM,ETTh2,H1_48,0,48,0.09608728094604058,0.08534096760738503,11.183908247638218,0.9863091151390057,0.9863091151390057,0.08533889660723588,11.186063579882777,0.08533889660723588,11.186063579882777,0.33445573070113155,0.10511351205459517,0.30997948471800607,0.0,True
A6_CST_RANDOM,ETTh2,H49_96,48,96,0.08427647130434618,0.08021630219658073,4.8176781074554365,0.7847245908382314,0.7847245908382314,0.07988587331834697,5.209755365935431,0.07988587331834697,5.209755365935431,0.22824888534088056,0.08443929033679085,0.2903041014252919,0.0,True
A6_CST_RANDOM,ETTh2,H97_144,96,144,0.1245347697628929,0.11377218403114601,8.642233612539085,1.494040079575819,1.0,0.11245086679935258,9.703236282162308,0.11377218403114601,8.642233612539085,0.31150018109404526,0.07357687976676515,0.3528948423580216,0.0,True
A6_CST_RANDOM,ETTh2,H145_192,144,192,0.13839899265213268,0.13042228239673478,5.76356092088578,1.2211259824116332,1.0,0.13015184781343317,5.958963053603139,0.13042228239673478,5.76356092088578,0.2441098739011421,0.07436889676019648,0.37202015086838064,0.0,True
A6_CST_RANDOM,ETTh2,H193_288,192,288,0.13339104335015584,0.12447248235376136,6.686026866873629,1.3975317747857363,1.0,0.12368732147233046,7.274642760198525,0.12447248235376136,6.686026866873629,0.26971545673539965,0.07048674882029261,0.365227385816228,0.0,True
A6_CST_RANDOM,ETTh2,H289_336,288,336,0.10708781034524323,0.10140282398611371,5.308714727476027,1.1135585388924547,1.0,0.10134308153749151,5.3645030085414325,0.10140282398611371,5.308714727476027,0.23161396781156002,0.06806466531531401,0.32724273917879865,0.0,True
A6_CST_RANDOM,ETTh2,H337_512,336,512,0.10341650788413505,0.10073177227550442,2.596041641280833,0.7830054974118832,0.7830054974118832,0.10050842836370105,2.8120070769476424,0.10050842836370105,2.8120070769476424,0.16769040154247497,0.0688713074639572,0.3215843713306588,0.0,True
A6_CST_RANDOM,ETTh2,H513_720,512,720,0.19291434438303637,0.18493480393436645,4.136312659480801,1.342859080135949,1.0,0.184378356395006,4.424755460942786,0.18493480393436645,4.136312659480801,0.21035102711759612,0.06880127040857922,0.43922015480056964,0.0,True
A6_CST_RANDOM,ETTh2,H1_720,0,720,0.13548822886306355,0.12872223379897246,4.993788110500286,1.1218976423647609,1.0,0.1286414036493892,5.053446540063911,0.12872223379897246,4.993788110500286,0.22479872197287773,0.07375498606396447,0.3680872571321419,0.0,True
A6_CST_RANDOM,ETTm2,H1_48,0,48,0.11043476257965094,0.10220550350468526,7.451692639833718,0.5930135858877598,0.5930135858877598,0.09487820008787266,14.086653630063385,0.09487820008787266,14.086653630063385,0.3753219102325816,0.2103256190426119,0.33231726193451183,0.0,True
A6_CST_RANDOM,ETTm2,H49_96,48,96,0.04652161591543772,0.04389539450905883,5.64516376892964,0.5563555162279062,0.5563555162279062,0.03930938362871245,15.502970274796413,0.03930938362871245,15.502970274796413,0.39373811442120293,0.15264495474129755,0.21568870140885388,0.0,True
A6_CST_RANDOM,ETTm2,H97_144,96,144,0.050543891780889916,0.04760240164740063,5.819674801142705,0.5947291004798274,0.5947291004798274,0.04505237436085665,10.864848800799209,0.04505237436085665,10.864848800799209,0.3296187009379055,0.1246025681289238,0.2248196872626815,0.0,True
A6_CST_RANDOM,ETTm2,H145_192,144,192,0.15440633935805242,0.11985942538148973,22.374025652179963,1.229540817626014,1.0,0.11861189963932572,23.181975472990835,0.11985942538148973,22.374025652179963,0.48147663985899486,0.15387385477704496,0.3929457206257022,0.0,True
A6_CST_RANDOM,ETTm2,H193_288,192,288,0.1781725798759417,0.11337443905179452,36.36818912835238,1.7989119728483645,1.0,0.09745415950950498,45.30350316678329,0.11337443905179452,36.36818912835238,0.6730787707748869,0.15793428363675277,0.42210493941192123,0.0,True
A6_CST_RANDOM,ETTm2,H289_336,288,336,0.16623902017561998,0.10846680628476778,34.752499040129,1.963523054986243,1.0,0.09014308538385706,45.775014019796835,0.10846680628476778,34.752499040129,0.6765723466104482,0.14048977703601775,0.4077241962106492,0.0,True
A6_CST_RANDOM,ETTm2,H337_512,336,512,0.18374084913036473,0.13563680498826358,26.180375441702232,2.1730613904429537,1.0,0.1158543038943232,36.94689861146544,0.13563680498826358,26.180375441702232,0.6078396055824714,0.11990018641911261,0.4286500310630628,0.0,True
A6_CST_RANDOM,ETTm2,H513_720,512,720,0.19559558480353745,0.15436809376437594,21.077925189656888,1.7358326775826174,1.0,0.14533668754254264,25.69531276049839,0.15436809376437594,21.077925189656888,0.5069054424692875,0.12915125118935392,0.44226189616960837,0.0,True
A6_CST_RANDOM,ETTm2,H1_720,0,720,0.16038587359032447,0.12100278449112802,24.55521064142665,1.4801451311302019,1.0,0.11637114813781786,27.443018806590125,0.12100278449112802,24.55521064142665,0.523860847998685,0.14174074062436973,0.40048205152081967,0.0,True
