origin,channel,accuracy_eligible,min_gain,visibility96,persistent_fraction96,gain_h96,gain_h192,gain_h336,gain_h720,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,fit_eligible,audited_eligible
66,18,True,0.3851238011713438,0.03417994155915835,0.0,0.8403427294693717,0.7581531918897264,0.7263858772533762,0.3851238011713438,0.9638783852164222,0.9839686632517592,1.0313903092202081,0.04546572927683934,0.9433934154698276,0.9746205504606092,1.0292006238432292,0.059269026479784714,0.9288751399361462,0.9660695269639047,1.0227648802976097,0.034652963834032706,True,False
67,18,True,0.3479005833549401,0.03285372490755168,0.0,0.7999292838687203,0.6579393707452967,0.6262396196450126,0.3479005833549401,0.9616992784687857,0.9838559534706472,1.042706785406095,0.05300790781908452,0.9416552346984902,0.974063147085265,1.0369167559990229,0.0565084388182568,0.9276463160509322,0.9657502090899617,1.0300983852199448,0.029773520704095297,True,False
68,18,True,0.3212639910514741,0.031630159430589715,0.0,0.8765404386535962,0.6660071544922881,0.521370426063227,0.3212639910514741,0.9617530673110956,0.9843462025114124,1.0495579901603342,0.054146115642534444,0.9425018143041508,0.9748155667203393,1.0412144995331558,0.05792026016399222,0.9293456376207196,0.966801390685649,1.033277926145067,0.030662055448025458,True,False
69,18,True,0.34264156272553337,0.030929278196826643,0.0,0.8745018910035738,0.6851133446647395,0.5652366518337016,0.34264156272553337,0.9630466318342913,0.9848125257076051,1.0505763745872392,0.04984170078194667,0.9436243112255686,0.9756798543355013,1.0450159941738983,0.05932425004066141,0.9316922748264205,0.9686161319449981,1.0397090879897666,0.03835006960210344,True,False
70,18,True,0.3367986837271979,0.02924652893587961,0.0,0.8431950097488714,0.6778655299359665,0.5734270044385085,0.3367986837271979,0.9631285682301814,0.9847748656546013,1.0451043368103152,0.054893740125155494,0.9433856526616146,0.9754876909024205,1.0388179758565692,0.06465181705217737,0.9316504319334512,0.9686294533104551,1.0361633193265338,0.04507507989989955,True,False
71,18,True,0.29245011221214245,0.028370312336453027,0.0,0.8516607591519586,0.5791322263293248,0.43488741337597914,0.29245011221214245,0.9612955434183097,0.9848478100576368,1.0517257020156787,0.0644749030574059,0.9419841734895036,0.975450557969951,1.042950626048057,0.07045110619313241,0.929656867836445,0.9681510092895447,1.0390656158758094,0.05128964344421306,True,False
72,18,True,0.27511696955704146,0.027047257241882665,0.0,0.8578077832379821,0.5675351497782031,0.4000738175605275,0.27511696955704146,0.9603255230868571,0.9847256669472232,1.0562752727138947,0.06511351605028133,0.9406026039311127,0.975254288209004,1.0483925933917553,0.07189653019397381,0.9265056669726192,0.9674389662837832,1.0492997785733968,0.05226178262268077,True,False
73,18,True,0.2749430638291409,0.025968909688560356,0.0,0.8585337333737532,0.6470997033631927,0.4894914317596293,0.2749430638291409,0.9608412952389098,0.9846778834420478,1.0523535453984039,0.06456968080895514,0.9397746476522008,0.9752115627819643,1.0473354564835617,0.07785299280542265,0.9263639709289166,0.9678544047475202,1.050729154094229,0.0592448629079324,True,False
74,18,True,0.27123441886677724,0.0245263258321646,0.0,0.8671683483563628,0.656927439605605,0.44652216358621244,0.27123441886677724,0.9610334827901167,0.9848038577038724,1.0487105949450513,0.06871014694715108,0.9404658102907769,0.9754318711900429,1.0411483261502463,0.08174883846267074,0.9284737665280847,0.9684255746094954,1.0419843204250547,0.06295584121976712,True,False
75,18,True,0.2674709844475186,0.024748773933395946,0.0,0.8786834397793382,0.6682706766737312,0.4533453613935109,0.2674709844475186,0.9610081502661044,0.9845860745509105,1.0511331860841178,0.06303229235918643,0.9401432419126359,0.9750523784716755,1.043942316819819,0.07640729837538272,0.9281431234517432,0.9680355070839977,1.0447110219634603,0.05541195666639375,True,False
76,18,True,0.28776253803208673,0.023532412357565195,0.0,0.8958270855889041,0.7113494188392705,0.5053589350843231,0.28776253803208673,0.9621394705633592,0.9848287370014941,1.0527977239245865,0.055931989748688765,0.9412650019331629,0.9752379327610956,1.0454359117576202,0.06997333283313176,0.929621982119281,0.968793372172362,1.0498046870809934,0.048742001421668554,True,False
77,18,True,0.2837078030831812,0.02233613485513989,0.0,0.8892348884136982,0.7272464796675551,0.4570834404067742,0.2837078030831812,0.9617954524252426,0.9849257104213829,1.0483108625081656,0.06531098773375452,0.9414630545678647,0.9753091451602238,1.036095504437727,0.07790951540786095,0.9321514350250123,0.9696896195210909,1.035704070075458,0.061551730275852014,True,False
78,18,True,0.26884003026044423,0.021497078889302145,0.0,0.8985953278344864,0.7182829774902587,0.4663058747581884,0.26884003026044423,0.9610661142107962,0.9850160775620466,1.0567550414964044,0.06359308058702895,0.9401740533616602,0.9755726669770167,1.0478241208151262,0.07967247083697278,0.9287759802344949,0.9691641468980051,1.0500281450717113,0.062961712154341,True,False
79,18,True,0.24397413521548483,0.021091699286059615,0.0,0.8849509256454167,0.735547498575169,0.5065508017973411,0.24397413521548483,0.9599654059456942,0.9845593659634629,1.056523546480246,0.06490682462753761,0.9377820177368023,0.9746618110018863,1.0478423153160183,0.08263317661208533,0.924134414102197,0.9674368638948082,1.0527251369293849,0.06727244609201605,True,False
80,18,True,0.24627656265251674,0.01987427292982843,0.0,0.9012147970277558,0.7643809372189035,0.5463802883684059,0.24627656265251674,0.9599630394364963,0.9846508702507359,1.0556764751735126,0.06730275101649819,0.937286463110589,0.9747074569886591,1.0448391546869025,0.08859858112109953,0.9240755362184899,0.9675962437232158,1.0465535030006379,0.07702406024213977,True,False
81,18,True,0.24164255778024113,0.019817682766054546,0.0,0.8989167715109342,0.7537882065356546,0.4790284399506066,0.24164255778024113,0.959519755994742,0.9847466299123866,1.0612499179406794,0.06598042171675603,0.937763765479991,0.9748586198664584,1.0502017480444699,0.08312025195039387,0.9242275131588108,0.9677605427877896,1.053310163498952,0.07081113905511179,True,False
82,18,True,0.19124326585335094,0.019643175589565503,0.0,0.8979322556527073,0.7605300520871661,0.42934480198190517,0.19124326585335094,0.9567027227802057,0.9844649629398491,1.0664991910655135,0.07575569874127981,0.9338127930989768,0.9747005143944097,1.057204958380701,0.09706346575444115,0.9204347492033071,0.9676140772046575,1.0611013532465587,0.08427563360532697,True,False
83,18,True,0.23666638809544793,0.01906680119671331,0.0,0.9023874930697983,0.807311909027687,0.5452965187430101,0.23666638809544793,0.9590475919970749,0.9843198484142829,1.0570953091511368,0.0673921679409461,0.9360302097453457,0.9744085787879904,1.0475020344288135,0.08999564107649262,0.9226545343776593,0.9672591518680903,1.0509303106299515,0.07703810541780719,True,False
84,18,True,0.22663522213970855,0.018815506253894335,0.0,0.8887340237380416,0.8051202485077039,0.5270411454999869,0.22663522213970855,0.9584782765270549,0.9840692950275287,1.0604255571816201,0.0639047894823071,0.9353527067317097,0.9739727965309568,1.0513596946732016,0.085332113805674,0.9200861902214896,0.9659158888452332,1.0538889153066107,0.07188922532210885,True,False
85,18,True,0.27891895975618497,0.018692506051213243,0.0,0.879912649719419,0.8065210630319937,0.5792719343950008,0.27891895975618497,0.9610503155115077,0.9843770010184846,1.0567843510944992,0.052009040344995684,0.9389702616622081,0.9746004689623439,1.0484882830653235,0.07359621842524469,0.9224410812567501,0.9665127621159553,1.0534792352300626,0.06436358155320643,True,False
86,18,True,0.3002573296946235,0.018461270335210726,0.0,0.8825837190089674,0.8202990848941403,0.5956779598565127,0.3002573296946235,0.9620263014804629,0.9846071452381725,1.0529089449197122,0.052533733294555476,0.9403720488936749,0.9750809689850587,1.044191364956337,0.07506397506034197,0.9241370667880372,0.9671880277054338,1.049995301515031,0.06677252094171876,True,False
87,18,True,0.31203539832243454,0.018440685826750708,0.0,0.865577540347618,0.8124451793723564,0.6164349700724533,0.31203539832243454,0.962507623595515,0.9843210434301103,1.0485963865457024,0.04742334036314639,0.9408351775419718,0.9747607725760107,1.0412718367261509,0.06999760393488758,0.9219466956627371,0.9659441730800977,1.0504498497028056,0.06293044146671173,True,False
88,18,True,0.34532968852033685,0.01885828300439454,0.0,0.8545058357311011,0.8150426947735887,0.687292443487987,0.34532968852033685,0.9642614456703812,0.9842823073925585,1.038474988923506,0.04016675545925253,0.9426792435729409,0.9749117586412136,1.0312769667516344,0.06779864953398461,0.9233340322071608,0.9660969794378793,1.043917205095274,0.06287570238546503,True,False
89,18,True,0.3153054039619769,0.01902020982820027,0.0,0.8419391672183945,0.8027084679562563,0.6774795635593364,0.3153054039619769,0.962757970376009,0.9835577223606039,1.0376467307434476,0.04125775092428976,0.9401659549021459,0.9734508630842059,1.029496562374001,0.0655706300744286,0.9169755460626797,0.9635490555168383,1.0471118632679803,0.06684679113807156,True,False
90,18,True,0.34403532176514495,0.01873659075549508,0.0,0.8227509529885173,0.7737606854311831,0.6628023045445032,0.34403532176514495,0.9641733178678334,0.9841487289540162,1.0378223649148106,0.038659327939323834,0.9429469321790145,0.9745350260897377,1.0274830221465865,0.06299281395742976,0.9206711622078035,0.9658437413184859,1.0530198060751188,0.06770010465157626,True,False
91,18,True,0.34065456595857857,0.01846202003129646,0.0,0.8267317916906939,0.7709919561181584,0.6306242378552767,0.34065456595857857,0.9639185650729808,0.9845128416926194,1.0431835877306748,0.04364302858457753,0.9430427836579696,0.9750052483375978,1.0324524772640389,0.06551539144784191,0.9223304393901768,0.9665873977971416,1.0555534727600544,0.06360656959596508,True,False
92,18,True,0.3649102358281803,0.018953043899109782,0.0,0.8311898647008277,0.7368427638851252,0.6369103357832371,0.3649102358281803,0.9651572415545653,0.9846601829982221,1.0404415472544457,0.03587302369805957,0.945183506928912,0.9754090352396642,1.0287062733368362,0.058298229042345905,0.9300457872585284,0.9684988456117279,1.0432032485458922,0.04861562377437664,True,False
93,18,True,0.36615384956445185,0.018827394614261417,0.0,0.8237998362609014,0.7527733539629444,0.649740809825352,0.36615384956445185,0.965115696236913,0.9846600062271618,1.0388790528163634,0.038728886032514495,0.944990915077724,0.9752587908219178,1.0270518992164417,0.05879003249308695,0.9456764860751448,0.9748530968719226,1.0313179813428186,0.03838998863403887,True,False
94,18,True,0.373386547344972,0.018533610192983763,0.0,0.7665062471660059,0.7299168896651399,0.6147254340003101,0.373386547344972,0.9654066181559515,0.9849629484728253,1.0386249347015837,0.043194709656560686,0.9462105125135245,0.9758109034848929,1.0262399916432514,0.05876490376061892,0.9473864165645761,0.976057458686668,1.038842681094295,0.03687495004099062,True,False
95,18,True,0.3802900914600549,0.01866196182302331,0.0,0.7401716708703593,0.7198203702690507,0.628335124191429,0.3802900914600549,0.9656800699935941,0.9850698676335824,1.0409189108202637,0.03954059308080616,0.9465585647421739,0.9757962828142043,1.028226299647077,0.05358091214928333,0.946758324997749,0.9759772527099501,1.0452046824618768,0.031318297837762875,True,False
96,18,True,0.38282811754227974,0.018326246770125953,0.0,0.726247502659223,0.7265742801838799,0.6353546324276054,0.38282811754227974,0.9657348340468143,0.9849536251598336,1.035372686127734,0.04308976630011921,0.9466185585098772,0.975560941735106,1.022349798898933,0.05395734773422726,0.9507338454347459,0.9769078868637663,1.0321246649405127,0.02379666784881686,True,False
97,18,True,0.39386713104182713,0.018137563380838544,0.0,0.7907355340078733,0.764075887766281,0.7068327045832412,0.39386713104182713,0.9660589234718795,0.9846472850656718,1.0274618474166572,0.040475495871105285,0.9459997527685972,0.9749367030926617,1.0132930308365027,0.055051016254005276,0.9638238249782979,0.9825085945415873,1.0180615793470786,0.015339447226300677,True,False
98,18,True,0.41806130169514333,0.018329737024006608,0.0,0.8468732552399363,0.7767773549496518,0.7571098865406161,0.41806130169514333,0.9672539560318099,0.9847442428321103,1.0259219984854413,0.027778772444636887,0.9472477635826196,0.9750958455741492,1.013650648441953,0.0455814836218613,0.9721088097857274,0.986255943574488,1.010450276186948,0.002571131990698386,True,False
99,18,True,0.40090314617686473,0.017729650740627663,0.0,0.7471750038937554,0.7542206718588612,0.7131089516151514,0.40090314617686473,0.9662715737548913,0.9850166756460881,1.036592525196198,0.03641715652221996,0.9465165565954027,0.9751561199782098,1.023096519967634,0.04598499520939509,0.9760561757845342,0.9883338552836831,1.0150362228516565,0.005883645267954672,True,False
100,18,True,0.33055531505176583,0.017082368321724845,0.0,0.6314954710881208,0.6982063123189224,0.6005503665498713,0.33055531505176583,0.9620789493361572,0.9841961215378983,1.0458162038961476,0.05259298208170369,0.9415755212669505,0.9736424044662579,1.0309716232541442,0.05583342351187484,0.9751028724657088,0.9883557516884665,1.029740313216296,0.0056158255950272875,True,False
101,18,True,0.3654662200100166,0.01685623903950792,0.0,0.6803285067996221,0.7216623930466821,0.6893065521722526,0.3654662200100166,0.9639226605727693,0.9845105148112484,1.0439424613098345,0.04249866982070913,0.9431780357939095,0.9742580507404545,1.0306907957779194,0.05306655185912112,0.9849968494151151,0.9929155377667398,1.0224692430448137,0.0033157544896666013,True,False
102,18,True,0.38301954222296364,0.016710128006929795,0.0,0.7347439065645236,0.7723409427797177,0.7235893167419514,0.38301954222296364,0.9646994283539985,0.9845840394588602,1.0354905585941019,0.045987266853566015,0.9440207878109238,0.9742051552483654,1.0217241898875777,0.052885140148486325,0.985997351384996,0.9932211816966124,1.0153643840788895,0.00080185664363903,True,False
104,18,True,0.3748216319679575,0.015455733660174222,0.0,0.6193779628569426,0.7154755196744003,0.6658139658893039,0.3748216319679575,0.9639089216216432,0.9849379956282458,1.0453324823340164,0.05046225902682071,0.944211032634817,0.9750293047750428,1.0330356085462133,0.05573491955760743,0.9862360721956783,0.9940037853425469,1.0365093403679955,0.0008549102945406699,True,False
105,18,True,0.37715572198597125,0.015547422816058303,0.0,0.7325224753228562,0.7741143109184243,0.7324117788911795,0.37715572198597125,0.9639388749528688,0.984331897228023,1.037881089621976,0.045857310666957224,0.942947250794903,0.9741467268551405,1.0274921049967742,0.056292675177208075,0.9879795651159196,0.9946050098590288,1.0300164439120805,0.0023644997494870813,True,False
106,18,True,0.3803400609707558,0.014892598148040477,0.0,0.7383039767445667,0.7718223550875948,0.7183118915031977,0.3803400609707558,0.9640197484937952,0.984560739014795,1.0361560788601778,0.05174960117531159,0.9435818040917802,0.9746186464393135,1.0260244406652659,0.06047434344760108,0.9897445623594682,0.9956728912673716,1.0348951976576333,0.009030765564839432,True,False
107,18,True,0.39773828947107726,0.015080294192111385,0.0,0.7795404792521351,0.7937766548726198,0.7474167219165653,0.39773828947107726,0.9647819002674756,0.9846408023200378,1.0381429263577286,0.043279695579195025,0.9443924587877679,0.9748327689184296,1.0302700677313885,0.053227572457581834,0.98906511385186,0.9957064906624249,1.0441948424362633,0.0038963364431450595,True,False
108,18,True,0.40447837443168855,0.014849456774905463,0.0,0.755792880539898,0.7825345795820602,0.7576494873789227,0.40447837443168855,0.9651948769499464,0.9846980371055662,1.0375872461341227,0.040473187395386356,0.9450038753843476,0.9749954895085127,1.0310079412036597,0.04974871287476383,0.9892979979211534,0.995900666291394,1.0460920579202375,0.0009815318886853672,True,False
109,18,True,0.36922235903765843,0.014198354052777733,0.0,0.7537203196067673,0.778801614970765,0.6526242892545653,0.36922235903765843,0.963207329017354,0.9845441801599432,1.036324310523079,0.05864070061857342,0.9440366773133216,0.9748810173000956,1.024793377545538,0.06216974242729913,0.9903449556218181,0.9961173306957216,1.036100735778739,0.01749594834580149,True,False
110,18,True,0.3779526360569587,0.013831461736746792,0.0,0.701405536824681,0.7698431937250942,0.6829872473093782,0.3779526360569587,0.9635384748960901,0.9846969596953974,1.0433695052168335,0.051450558202066114,0.9440147679542563,0.9749876808737455,1.033778426483237,0.055945135016269514,0.9891182944895968,0.9962424778167404,1.053341694681314,0.010975406611794013,True,False
111,18,True,0.3877378856774516,0.01363659069749479,0.0,0.6750159485758407,0.7663017923241542,0.7038218435898146,0.3877378856774516,0.9640100411573556,0.9848690756243502,1.0406132038539635,0.053382086243675575,0.9444934076174984,0.9752155449704486,1.0321576706945073,0.05752865244846456,0.9897295367023337,0.9963819613004746,1.0495746607735408,0.014765257377202948,True,False
112,18,True,0.37852246737173156,0.01345333470163542,0.0,0.6929789185965991,0.7755927909268887,0.6944277309160657,0.37852246737173156,0.9636379952979229,0.9847184747594071,1.0385628485171616,0.055975554032142535,0.9441535341414643,0.9750068399032441,1.02617528181456,0.062181944879635825,0.9904643039238405,0.9964596863237452,1.0408303140319874,0.022334948877331222,True,False
113,18,True,0.3960467771086039,0.012963667115919581,0.0,0.6374751145676729,0.7525168474098269,0.6573042575192432,0.3960467771086039,0.9640785715318618,0.9851261472777844,1.0458184536281065,0.052071090524280196,0.9458753599578578,0.9758357237395595,1.0339599712644227,0.05478660071696944,0.9891499003969563,0.9964763211261668,1.0558065015759348,0.017178121433409476,True,False
114,18,True,0.3558544683233922,0.012954777656583275,0.0,0.6577998485773906,0.7645797398939087,0.6509782415367394,0.3558544683233922,0.9616195951116133,0.9845362123606475,1.049864424802009,0.05851651901004547,0.9418767429683382,0.9749188844963703,1.039904292127963,0.0660831686154979,0.9874942945922305,0.9963481963213056,1.0629711436796774,0.02787142991975408,True,False
115,18,True,0.3751429178062674,0.012830659693639002,0.0,0.6947236174325386,0.7858121982120992,0.6962651354002267,0.3751429178062674,0.9625349890685165,0.9843257794897204,1.0418680464899501,0.05523711259654401,0.9425116667389585,0.9744382033806002,1.0300459688778978,0.0626571774424172,0.9890648082951472,0.9964178032992471,1.0516873274921452,0.026998335727238535,True,False
116,18,True,0.37420740717027345,0.012475832627926361,0.0,0.6960725778306989,0.7836124367651432,0.6842784135261109,0.37420740717027345,0.9621746456533701,0.9839497908956377,1.045494940718083,0.04684805101102921,0.9422289485821369,0.9740019179287448,1.0351729423261398,0.05204702989518066,0.9877469919230303,0.9961188156616777,1.0608869549336333,0.017629269055788963,True,False
117,18,True,0.4217369343991195,0.01287225676821824,0.0,0.7295510449348248,0.8014403873451411,0.730089885135394,0.4217369343991195,0.9649203831438793,0.9843173542798849,1.0377243616830099,0.03328606845086782,0.9459273241317286,0.9747923151120921,1.02647405106964,0.04027072929905629,0.9885250706535741,0.9961402654408725,1.0564157830202192,0.011714083813082764,True,False
118,18,True,0.4323006597166543,0.012937275264336705,0.0,0.7377279390190753,0.808261769469734,0.7372283284935125,0.4323006597166543,0.9652365264213207,0.9844437212093995,1.0356711125556632,0.03561836861993921,0.9463426427204517,0.9750556980329543,1.024213289865289,0.04443537679963367,0.9890897126952404,0.9962374996017719,1.0527654508875224,0.014284034478596665,True,False
119,18,True,0.45161756619204063,0.013280866600589563,0.0,0.7447252313679347,0.8123717256529761,0.7540313471395941,0.45161756619204063,0.9663313006161602,0.9844455526762427,1.0304960183492275,0.02609789606795687,0.9478426278780855,0.9752076991348286,1.0193479839953026,0.03520033843867252,0.9897878978983079,0.9961435977381413,1.0461186526670632,0.0040820707039109115,True,False
120,18,True,0.4591233590382158,0.013747147514689202,0.0,0.7579622953640296,0.8200474755888244,0.7868232108554953,0.4591233590382158,0.9667421687718447,0.9841169961366829,1.0199519611891597,0.02144641212256397,0.9477966446322174,0.9748045938167254,1.0092099774112313,0.0355474482021962,0.9901196327644634,0.9960155151455982,1.0387420357372525,0.01008553838021595,True,False
121,18,True,0.4585353675603864,0.014490716163277195,0.0,0.7643744302290443,0.8282390975656636,0.7912653742726193,0.4585353675603864,0.9665357603644166,0.9839528556427329,1.0177518189116261,0.022024800680592017,0.9473111604894571,0.9743496277655905,1.0046058458617495,0.03362436473757396,0.9906073024840116,0.9959292815772365,1.0310657217874064,0.005767320720735761,True,False
122,18,True,0.46287109926434855,0.014912692625394616,0.0,0.7491468606680287,0.8191775976454064,0.7838685995697164,0.46287109926434855,0.9666639428783761,0.9840233407403324,1.0201764483243967,0.01819189532191548,0.9476181326688501,0.9744421668603226,1.0074955661317788,0.02875546353638575,0.9906791245490603,0.9960591598857697,1.0341098987210287,0.0026204422098458223,True,False
123,18,True,0.47660189783206974,0.015615486378073438,0.0,0.7517396776503921,0.8280474955843427,0.7728647265720189,0.47660189783206974,0.9674441499206171,0.9846803200393424,1.0248523128764815,0.023181754542257307,0.9491265982119371,0.9754734909031652,1.0136010653773337,0.031116254716580936,0.9907354320636812,0.9964271276933852,1.0425957932478862,0.00020751030001320384,True,False
124,18,True,0.49268986662253633,0.016549925971594822,0.0,0.7557732469342219,0.8317740836728325,0.7873042820908306,0.49268986662253633,0.9683711307234257,0.9848409912211306,1.0205200761966335,0.01636001715476456,0.9502913322808488,0.9756881425162892,1.0079932790315795,0.025147511224100874,0.9919065259012376,0.9967802787133563,1.0372134850714094,0.00543635486759942,True,False
125,18,True,0.4923704167302807,0.016586916781265632,0.0,0.7368414354197507,0.817101655559463,0.7819491211378227,0.4923704167302807,0.9683727107024431,0.9849521479372215,1.0215196593806222,0.02051438837840935,0.9502917952497595,0.9758765809878667,1.0095965897503503,0.030104270126795507,0.9918522421540718,0.9968805956685292,1.0406657872945677,0.0012397018354826496,True,False
126,18,True,0.4903787153271486,0.017013116139300816,0.0,0.7681068936882174,0.8273477366464697,0.7812783880227727,0.4903787153271486,0.9682085758634017,0.9849981997892152,1.0236226173449317,0.022826127421762918,0.9498557184429277,0.9757682211384286,1.0145292123998606,0.02766746278856267,0.9917453349719435,0.9970255089027501,1.0450128462556727,0.0034272269579312628,True,False
127,18,True,0.499584017814684,0.017789170474164447,0.0,0.7962008591599077,0.8286729641768721,0.7868652689622675,0.499584017814684,0.9686266547542682,0.9853327252965512,1.0264716178804365,0.023696335223662147,0.9502609480380688,0.9761036999302007,1.0177002870723428,0.02805724358315792,0.9916950747058031,0.9971449718210774,1.0475931221873596,0.007616051921778376,True,False
128,18,True,0.48889402435356943,0.0182582924851764,0.0,0.7616483042592112,0.7893372100681026,0.7649666127430057,0.48889402435356943,0.9681945395452136,0.9852067166315769,1.0257407545090536,0.028190897894637534,0.9497973242151972,0.9758255754589674,1.0150434903222627,0.030003077482209,0.9922028733432792,0.9972169412081882,1.0441141497684152,0.006277445228313085,True,False
129,18,True,0.48764653536202585,0.018366659732719795,0.0,0.7942047442815707,0.8027873838725805,0.7944627682590788,0.48764653536202585,0.96825021391538,0.9851267273559156,1.0186717844204205,0.03315394670526405,0.9489325061249725,0.975477809747922,1.0097118368957392,0.03811144934102338,0.992576866517664,0.9972159205020009,1.0400158027823068,0.005558386616760204,True,False
130,18,True,0.48010829393608756,0.01909815241078882,0.0,0.8353856732481529,0.8153967689593938,0.8133519045770441,0.48010829393608756,0.9677792556301609,0.9846843671770735,1.0181336048627174,0.02655552354977559,0.9473647582869847,0.9745564745232635,1.0099687758131148,0.03378657522721932,0.9925932254097958,0.9971988595595191,1.0397645427331548,0.0007090225466283725,True,False
131,18,True,0.4687844446212671,0.019550247679430553,0.0,0.7725191300709573,0.7603032369190774,0.7648916682567295,0.4687844446212671,0.9672508179807437,0.9850769201362832,1.0306986383910905,0.03231685980908542,0.947271876911187,0.9749312457911561,1.020568657140141,0.03370880884980268,0.9918376167880852,0.9973252041606279,1.0502547704232486,0.00429034744557548,True,False
132,18,True,0.43315803883988224,0.019883596088734985,0.0,0.736581622773236,0.6952593705612347,0.6794222699279726,0.43315803883988224,0.9651236661730883,0.9849569434494423,1.038993712440531,0.04578801014657888,0.9452785738416831,0.9746807612449939,1.0278251058444232,0.04358544638448769,0.9913352296066235,0.9974041043285469,1.0561626506747974,0.00521065793188947,True,False
134,18,True,0.4324599710693223,0.020544672771937753,0.0,0.7623687128095137,0.6911356025353992,0.6959000195544078,0.4324599710693223,0.9654182365889633,0.9850922203800003,1.035310812891702,0.049664263111209285,0.9446875018793457,0.9745683830630694,1.0229400139123912,0.05249968300662599,0.991471815235474,0.9974228673738543,1.0523610742465332,0.019035612688392597,True,False
140,18,True,0.3839963720814916,0.022293194989291554,0.0,0.8129790401997169,0.6187007240489073,0.6428680603128805,0.3839963720814916,0.9639794613498595,0.9848450135359639,1.048609922907927,0.04329290553403482,0.9406159940615175,0.9732782306882075,1.0406386011372462,0.046011963259769355,0.9868753705775191,0.9970884347975283,1.079989937580736,0.020912127241184516,True,False
