dataset,block_index,block_range,future_region,train_windows,selected_count,selected_rate,best_baseline_mode,selected_best_baseline_mode,mean_novelty_mse,selected_mean_novelty_mse,nonselected_mean_novelty_mse,mean_best_baseline_mse,selected_mean_best_baseline_mse,nonselected_mean_best_baseline_mse,mean_best_gain_over_persistence,selected_mean_best_gain_over_persistence,nonselected_mean_best_gain_over_persistence,mean_local_variation,selected_mean_local_variation,nonselected_mean_local_variation,mean_residual_smoothness,selected_mean_residual_smoothness,nonselected_mean_residual_smoothness,mean_residual_bias_share,selected_mean_residual_bias_share,nonselected_mean_residual_bias_share
ETTh2,10,481-528,late_337_720,7585,2061,0.2717205009887937,seasonal_96,persistence,1.2202223447166796,1.7584925341165494,1.0193941657968517,0.8713694653868518,1.3703400672162673,0.685203931286485,1.8957421836871409,1.803470223802945,1.9301687784230814,0.08469365711573575,0.09649215412367447,0.0802916472798629,0.41211252658320724,0.24243475971841258,0.47541916624800473,0.16342859283964292,0.2313082853742581,0.13810273362279973
ETTh2,11,529-576,late_337_720,7585,2564,0.33803559657218196,seasonal_168,seasonal_168,1.283820725333643,1.8610483041180357,0.9890564329609723,0.9250760172979756,1.3828568896547064,0.691307812413957,1.877903513901684,2.125809700008913,1.7513089189646325,0.08474056425798682,0.09493338691918085,0.07953554587453704,0.3867810645280315,0.24253490515361856,0.46044112281044425,0.1633390770566729,0.221633764536413,0.1335705889670387
ETTh2,12,577-624,late_337_720,7585,3169,0.41779828609096903,seasonal_96,seasonal_96,1.3408804224644078,1.6746336605675787,1.1013731734723455,0.9914990857643599,1.331627913693241,0.7474166003235485,1.7876768033215436,1.8605185373462234,1.7354042817807354,0.08476481346436367,0.09121140533633107,0.0801386246866769,0.36526987639809677,0.23505484946331826,0.45871449151501587,0.16828496772939372,0.21527086258582573,0.13456705541054564
ETTh2,13,625-672,late_337_720,7585,3449,0.45471324983520106,seasonal_48,seasonal_48,1.415001434494316,1.8106204803406243,1.0850957069498475,1.1630245962400065,1.5568916707054272,0.8345798332247171,1.456125593904475,1.3951461150916546,1.5069762279531738,0.08453528869162212,0.09318360161913065,0.07732348228761414,0.3200464257246626,0.1928752721891652,0.4260941308851874,0.18406598126832407,0.2356332969381042,0.14106412639765875
ETTh2,14,673-720,late_337_720,7585,3483,0.45919578114700066,seasonal_168,seasonal_168,1.4489890207722516,1.838979566931615,1.1178488276291354,1.0371987348561,1.4150393985328122,0.7163749826410859,1.9571972456422113,1.977216195008261,1.9401991957538776,0.08436415035937012,0.09195096842892941,0.0779221983027453,0.3663591320197828,0.24063535369240902,0.4731109408725967,0.16646309785711472,0.20285518078237796,0.13556265299395243
Weather,0,1-48,early_1_96,35832,2045,0.057071891047108726,persistence,persistence,0.7487088885712218,3.218088109104152,0.5992466543986159,0.5520114388186961,3.0233040585760578,0.4024333937894304,1.237819939918475,1.1616038746174706,1.2424330116188491,0.22191863608843823,2.493322708421738,0.08443909283447662,0.2831629166948228,0.3922916435698177,0.2765577654100278,0.05772321417163363,0.06114626905481406,0.0575160295374221
Weather,1,49-96,early_1_96,35832,9587,0.267554141549453,seasonal_168,seasonal_168,1.3165055103347456,2.174423189780874,1.0031179396412782,0.7167516063278421,1.4018758345050712,0.46648351810017535,2.566515600416795,2.508158065905203,2.5878329440389165,0.22191345121461936,0.6375676984683278,0.07007968217589595,0.25052391730227486,0.27300016915095254,0.2423135981377378,0.06413194056612287,0.06256648731071202,0.06470378283549322
Weather,2,97-144,middle_97_336,35832,4086,0.11403215003348961,seasonal_48,seasonal_48,0.9848428410229636,2.7385509459088584,0.7591245988329617,0.5374488631522905,2.087811917955324,0.33790298518576917,2.4621295230615727,1.8990387285976564,2.534604448601151,0.2218732855432884,1.348436990241562,0.0768742526762453,0.35991322004217713,0.3534193341299516,0.3607490424398762,0.05663728696919022,0.04953723093152971,0.05755112899558347
Weather,3,145-192,middle_97_336,35832,5202,0.14517749497655727,persistence,persistence,1.0532224583536718,2.4061254028054364,0.8234542207748905,0.8500042993080995,2.1799374723004865,0.6241370983317234,1.1433297709039771,1.1495104705926606,1.1422800810645863,0.22188501205592098,1.0817162795999995,0.07585686142698538,0.18352108019115573,0.21943056991075624,0.17742244599196003,0.07114762956475083,0.06513963735198763,0.07216798788962175
Weather,4,193-240,middle_97_336,35832,14080,0.39294485376200045,seasonal_96,seasonal_96,1.4658211122888223,2.059492348612272,1.0815396205899355,0.6685585035439005,1.0533210419876566,0.4195029435361729,4.25599104206859,3.744847827648508,4.586852409254814,0.22183071457518558,0.46347891160202664,0.06541260984284279,0.28778047385055117,0.31571747437064585,0.2696969428040756,0.07010886659018992,0.07057763944569162,0.06980543142075883
Weather,5,241-288,middle_97_336,35832,6675,0.18628600133958473,seasonal_48,seasonal_48,1.1262124236173072,2.242800718717276,0.8705884955797076,0.6716647685599866,1.6728254250125378,0.44246603817548985,2.3893841627223855,1.749826199265567,2.5358000973546972,0.22183942267704687,0.8591457257203391,0.07593896745826671,0.27063459172422705,0.25682946402908,0.2737950412685937,0.0682508965918338,0.06582004539782231,0.068807398691502
Weather,6,289-336,middle_97_336,35832,7339,0.20481692342040633,persistence,persistence,1.1669776981300626,2.5174374377295883,0.8191370344961557,0.843601644315102,1.7987029153413558,0.5975942660796869,1.4743022941860824,1.6333522669460492,1.433335468997952,0.221987562204228,0.7998833385478412,0.07313777093669631,0.17477973773334493,0.20184933414341044,0.16780736669296764,0.07375110997155333,0.07338092726714378,0.07384645868413747
Weather,7,337-384,late_337_720,35832,16125,0.4500167448091092,seasonal_48,seasonal_48,1.5429681538389275,2.2052918830451125,1.0010302569774223,1.1051534097649323,1.6059602953478793,0.6953745986813064,1.5260450804098908,1.6240952523269951,1.445816784770612,0.2220958138691527,0.4152623691725146,0.06403975742896836,0.15656769712863855,0.15410874413740216,0.1585797038766818,0.08269447664751627,0.091259684559555,0.07568610512563959
Weather,8,385-432,late_337_720,35832,7535,0.21028689439607054,seasonal_48,seasonal_48,1.1873964157833554,2.27513375049507,0.8977508414449888,0.7153842693057706,1.6181251926304776,0.4750000286706625,2.1015064971571347,1.8267083001699933,2.174680487838059,0.22221594356998486,0.7655874942530936,0.07752552994319677,0.25729374138615946,0.24092131512798662,0.2616534343520334,0.0690152326636451,0.07186542706318932,0.06825627536073083
Weather,9,433-480,late_337_720,35832,8159,0.22770149586961375,persistence,persistence,1.2128307058704206,2.469947389359302,0.842187298195582,0.9485894165519074,1.8943413702015706,0.6697475783042437,1.2572918109574311,1.387237331966528,1.21897917749112,0.22223006714548824,0.7107854329405391,0.07818629778467358,0.15623583724248827,0.1661376690682985,0.1533164195477394,0.07720849120728844,0.07912514204621061,0.07664339330699693
Weather,10,481-528,late_337_720,35832,17483,0.4879158294262112,seasonal_96,seasonal_96,1.59066718470876,2.076123870029236,1.1281221288769514,0.766331522808961,1.0792440048152192,0.46818726846728476,3.3897159439518303,3.508773983441199,3.2762769715613618,0.22238321491186297,0.3863771021119928,0.06612918853877044,0.26573291930913767,0.27440892854083065,0.25746638329095206,0.07131457795233147,0.07332257557657168,0.06940134984918732
Weather,11,529-576,late_337_720,35832,8492,0.23699486492520652,seasonal_48,seasonal_48,1.217534982477986,2.1166288763038557,0.938269973466673,0.7428659932869621,1.5733354969904438,0.4849162118147609,1.9875151525025017,1.6406211897008844,2.0952629042256685,0.22254077906427966,0.6917936961307594,0.07678745895716393,0.25283256681981475,0.2324844808568605,0.2591528281949942,0.06946205900802208,0.0709355016106468,0.06900439717256159
Weather,12,577-624,late_337_720,35832,9230,0.25759098012949316,persistence,seasonal_96,1.2329285835539283,2.1095451549647777,0.9287720932854475,0.9046101958468216,1.6969718141082493,0.6296873428074646,1.6928160917068023,1.3621476532091288,1.8075469272580196,0.22252588023594622,0.6507262962293725,0.0739547262016884,0.16598370800097578,0.18174966968929318,0.16051344913385432,0.07432375584988588,0.07378958829105861,0.07450909404129921
Weather,13,625-672,late_337_720,35832,17898,0.4994976557267247,seasonal_48,seasonal_48,1.6004865190157747,2.021262193868157,1.1805554925572073,1.260959327346717,1.6791269765458738,0.8436310912941621,1.2490304590320085,1.2495148761429253,1.2485470143207784,0.2225301129696557,0.37495884295602044,0.07040736236767323,0.1365758030650822,0.13105530174177688,0.14208522275307806,0.08457555247631232,0.08840642625827107,0.08075236863837884
Weather,14,673-720,late_337_720,35832,9392,0.26211207858897073,seasonal_48,seasonal_48,1.2299979429046946,2.3730732888376935,0.8239554448334876,0.7104016434317243,1.4488716757329305,0.4480827877822182,2.180161043537046,2.4548749789737863,2.082577333944691,0.22264761379393966,0.6396559440827253,0.07451817967622877,0.2664583395177649,0.24234462583419036,0.2750239975705687,0.0710220022861763,0.0745233926768,0.06977824061640563
