dataset,checkpoint_seed,structure_seed,tt_mse,tr_mse,rt_mse,rr_mse,tt_mae,tr_mae,rt_mae,rr_mae,mse_basis_true_group_log_effect,mse_basis_random_group_log_effect,mse_basis_main_log_effect,mse_group_true_basis_log_effect,mse_group_random_basis_log_effect,mse_group_main_log_effect,mse_interaction_log_effect,mse_basis_true_group_reduction,mse_basis_random_group_reduction,mse_basis_main_reduction,mse_group_main_reduction,mae_basis_true_group_log_effect,mae_basis_random_group_log_effect,mae_basis_main_log_effect,mae_group_true_basis_log_effect,mae_group_random_basis_log_effect,mae_group_main_log_effect,mae_interaction_log_effect,mae_basis_true_group_reduction,mae_basis_random_group_reduction,mae_basis_main_reduction,mae_group_main_reduction
ETTh2,2021,3102,0.7490493047805059,0.7405756390283978,0.7812217349097842,0.7732819572327629,0.6060756380595859,0.6034464760432168,0.6237743801540798,0.619222901359437,0.04205421225265064,0.04321596479549503,0.04263508852407283,-0.01137703445092946,-0.010215281908084997,-0.010796158179507229,-0.0011617525428443895,0.04118220050930044,0.042295462733162204,0.041738993288129134,-0.010854646990539063,0.028783939160860594,0.025807959627453404,0.027295949394157,-0.004347446196651684,-0.0073234257300587285,-0.005835435963355206,0.00297597953340719,0.028373627801324908,0.02547778075000906,0.026926781523162857,-0.005852495286516435
ETTh2,2021,3103,0.7490493047805059,0.7416849772135417,0.7734410846044146,0.7831405881851439,0.6060756380595859,0.6025441245427208,0.6200563703264509,0.6253582424587674,0.032044690998424046,0.05438763655167478,0.043216163775049415,-0.009880214822710303,0.012462730730540416,0.0012912579539150568,-0.022342945553250733,0.031536700479758206,0.052935081640541504,0.04229565329676532,0.0012904246390766927,0.022805600227167523,0.03716377502221479,0.029984687624691156,-0.00584389512162396,0.008514279673423244,0.001335192275899642,-0.014358174795047265,0.02254751815468703,0.03648167780814182,0.02953960651149512,0.0013343013032768303
ETTh2,2022,3101,0.7441474309043279,0.7429675874255952,0.7644168672107515,0.7647440350244916,0.6080050756060887,0.6092259482731894,0.6165580144004216,0.6169276161799355,0.026874103051126308,0.028888763254274585,0.027881433152700447,-0.0015867551759482258,0.00042790502720009836,-0.0005794250743740637,-0.0020146602031482774,0.026516207550971505,0.02847547231695502,0.02749633334051549,-0.0005795929735092908,0.013969191048640996,0.012562487141926697,0.013265839095283847,0.0020059841600261795,0.0005992802533119247,0.001302632206669052,0.0014067039067142996,0.013872074637859222,0.012483908492272544,0.013178235657398285,0.0013017841496115734
ETTh2,2022,3102,0.7441474309043279,0.7362478589254712,0.7680195641896082,0.7672053019205729,0.6080050756060887,0.6057642861018105,0.6191849481491816,0.618250020345052,0.03157603200875546,0.04118760740573682,0.03638181970724614,-0.010672348138959651,-0.0010607727419783422,-0.005866560440468996,-0.009611575396981362,0.031082715074412737,0.040350924214945905,0.035727954884616775,-0.0058838024066920624,0.018220783467803935,0.0204019957356091,0.019311389601706516,-0.00369228639425243,-0.0015110741264473867,-0.0026016802603499086,-0.0021812122678051653,0.018055788624240288,0.020195283190242552,0.019126119243657813,-0.0026050675673647827
ETTh2,2022,3103,0.7441474309043279,0.7437185620504713,0.763964359343998,0.7672500852554563,0.6080050756060887,0.6086250184074281,0.6169876340835814,0.619418480282738,0.026281962985397377,0.03115011816357497,0.028716040574486172,-0.0005764885651864296,0.004291666612991133,0.0018575890239023517,-0.004868155178177593,0.025939598094191885,0.030669951893391167,0.02830765350441311,0.0018558647732264122,0.014665751732971683,0.017578758127853058,0.01612225493041237,0.0010191147794972443,0.003932121174378567,0.002475617976937906,-0.002913006394881375,0.014558733402873725,0.017425153137799798,0.01599298700752949,0.0024725561619033387
ETTh2,2023,3101,0.7461430140904017,0.7333725702194941,0.8096831790984623,0.8147116282629588,0.6056223793635293,0.6017086452907986,0.6379947965107267,0.6406861804780506,0.08172574451087888,0.10518036618420683,0.09345305534754286,-0.017263435634402212,0.006191186038925647,-0.0055361247977382825,-0.023454621673327944,0.07847534276160828,0.09983785086864072,0.08921922729053511,-0.0055514774549598744,0.052073471896884896,0.06276640876940763,0.05741994033314626,-0.006483305243902137,0.004209631628620535,-0.001136836807640801,-0.010692936872522735,0.050740879587492294,0.06083717173073533,0.05580252050378509,-0.001137483251548277
ETTh2,2023,3102,0.7461430140904017,0.7381048293340774,0.8220707242451016,0.7945592002263144,0.6056223793635293,0.6025849115280878,0.6440890599810888,0.6311095949203249,0.09690914085650418,0.07370163607642917,0.08530538846646668,-0.010831430044991807,-0.03403893482506689,-0.022435182435029347,0.02320750478007501,0.09236153035911043,0.07105118268866206,0.08176817582966722,-0.022688743821982493,0.06158035296366624,0.046250944529458306,0.053915648746562274,-0.0050280680436898765,-0.02035747647789771,-0.012692772260793794,0.015329408434207936,0.059722611370994216,0.045197670296611814,0.05248797304182318,-0.012773667393465082
ETTh2,2023,3103,0.7461430140904017,0.7317982022724454,0.8181077260819692,0.8079705374581473,0.6056223793635293,0.5997483268616691,0.642095947265625,0.6368786282009549,0.09207673268239452,0.09902079831545575,0.09554876549892513,-0.01941249372719964,-0.012468428094138439,-0.01594046091066904,-0.006944065633061228,0.08796483604453476,0.0942761297031176,0.09112596112299709,-0.01606818783052577,0.058481087617501384,0.06006898885191286,0.059275038234707124,-0.00974654348570336,-0.008158642251291977,-0.008952592868497668,-0.001587901234411479,0.056803921684008385,0.05830043542860097,0.0575524755957918,-0.008992787186279383
ETTm1,2021,3101,1.0184980119977678,1.014073253813244,1.0214914473276289,1.019271947467138,0.6720573546394469,0.6773517184787327,0.6794633411225819,0.6796806214347718,0.0029347577897189613,0.0051134504640907835,0.004024104126904873,-0.004353859811586174,-0.0021751671372144377,-0.0032645134744003056,-0.002178692674371822,0.0029304555977363034,0.005100399031693681,0.0040160182696394875,-0.003269847801594228,0.010959596306087992,0.003432350392759659,0.007195973349423825,0.007846977038252217,0.000319731124923769,0.004083354081587993,0.007527245913328333,0.010899758728556308,0.00342646661180801,0.007170144325325034,0.004075028527227298
ETTm1,2021,3102,1.0184980119977678,1.0265706380208333,1.0204669286334325,1.0181706988622272,0.6720573546394469,0.6804845416356646,0.6791294400654142,0.678976319328187,0.0019312909294469127,-0.008216184864732967,-0.0031424469676430275,0.007894764756874261,-0.0022527110373055685,0.0028210268597843465,0.01014747579417988,0.0019294271871224122,-0.008250030341663495,-0.0031473896301106308,0.0028170515025875975,0.010468056724082325,-0.002218854502653474,0.004124601110714426,0.012461419600893142,-0.0002254916258426612,0.00611796398752524,0.012686911226735799,0.010413457300991191,-0.0022213179820025353,0.004116106626352756,0.0060992873529185365
ETTm1,2021,3103,1.0184980119977678,1.004404510013641,1.021169704861111,1.0211491176060268,0.6720573546394469,0.6719598679315476,0.6799479408869668,0.6799603901212178,0.002619734939420053,0.01653374051505248,0.009576737727236268,-0.013934166242868444,-2.016066723620664e-05,-0.0069771634550523254,-0.013914005575632429,0.00261630642842714,0.01639780841376215,0.009531026811351428,-0.007001560567866605,0.011672551673349107,0.011835928251967024,0.011754239962658066,-0.0001450676471002076,1.8308931517746512e-05,-6.337935779123054e-05,-0.00016337657861791727,0.011604691731585959,0.01176615918501367,0.01168542875579981,-6.338136630512636e-05
ETTm1,2022,3101,1.01863771468874,1.0205750480530753,1.0259199354383681,1.02493165031312,0.6722062852647569,0.6792005266462053,0.6805626278831846,0.6802084786551339,0.007123547280552684,0.004259686708474705,0.0056916169945136945,0.0019000802491978424,-0.0009637803228800694,0.00046814996315888653,0.00286386057207798,0.007098234957795713,0.004250627111294425,0.0056754504283503815,0.0004680403980631409,0.012354584477307898,0.0014829270509626468,0.006918755764135273,0.010351144851754297,-0.0005205125745908999,0.0049153161385816985,0.01087165742634525,0.012278579922055277,0.0014818280579527165,0.006894876277323658,0.00490325574052497
ETTm1,2022,3102,1.01863771468874,1.0294656420510913,1.0227635459294395,1.020594714936756,0.6722062852647569,0.6808341616675967,0.6789908030676464,0.6788979908776662,0.004042161566154546,-0.008654362250271929,-0.0023061003420586914,0.010573712708188318,-0.002122811108238201,0.004225450799975059,0.012696523816426475,0.004034003027503452,-0.008691919509778101,-0.0023087614366430476,0.0042165361433113,0.010042317110569876,-0.002847872788616501,0.0035972221609766875,0.012753489175918698,-0.00013670072326761866,0.006308394226325539,0.012890189899186378,0.009992061412669062,-0.0028519318306237107,0.0035907599083806474,0.006288538082869
ETTm1,2022,3103,1.01863771468874,1.0090145534939237,1.02501705109127,1.0244330027746775,0.6722062852647569,0.6727255684988839,0.6802943638392858,0.6811346871512277,0.0062430868750352085,0.015165126563541246,0.010704106719288228,-0.009491995839719585,-0.0005699561512137384,-0.005030975995466661,-0.008922039688506037,0.006223639300183548,0.015050715116550428,0.010647021632136933,-0.005043652604856952,0.011960326963101096,0.012422592005034747,0.012191459484067921,0.0007722075411895428,0.0012344725831232033,0.001003340062156373,-0.0004622650419336509,0.011889086554948358,0.01234575012985184,0.012117444729850768,0.0010028368848162827
ETTm1,2023,3101,1.0218433198474703,1.0204926021515377,1.0314669654482886,1.030575173998636,0.671560305640811,0.6789017450241815,0.6822141617063492,0.6821056789822049,0.009373854636677873,0.00983161373783263,0.009602734187255251,-0.0013227186363578521,-0.0008649595352030466,-0.0010938390857804492,-0.00045775910115475674,0.009330057018971827,0.00978344142327614,0.009556775163728548,-0.0010944375459396305,0.015739809358031903,0.00470818868433153,0.010223999021181717,0.010872592385556127,-0.0001590282881442002,0.005356782048705964,0.011031620673700372,0.015616585910340541,0.004697122537968057,0.01017191160821418,0.005342460076387168
ETTm1,2023,3102,1.0218433198474703,1.0314064146980406,1.0281597803509424,1.0317767915271578,0.671560305640811,0.6815629262772818,0.6813777136424232,0.681689719548301,0.006162410673402836,0.00035903436202683,0.003260722517714833,0.0093151493852085,0.003511773073832736,0.006413461229520618,0.005803376311376006,0.006143461963972308,0.0003589699169032068,0.0032554121355083954,0.006392938883577504,0.014512978685365215,0.00018601580825550862,0.007349497246810362,0.014784762548248153,0.00045779967113842234,0.007621281109693288,0.014326962877109706,0.01440817303684827,0.00018599850838774135,0.0073225557345137915,0.0075923127854459205
ETTm1,2023,3103,1.0218433198474703,1.0102139427548362,1.033708021375868,1.0295477488684275,0.671560305640811,0.6724739680214534,0.6835000174386161,0.6816238645523314,0.01154418579171761,0.01895749411845591,0.01525083995508676,-0.01144603970751977,-0.004032731380781637,-0.007739385544150703,-0.0074133083267383,0.01147780735280124,0.018778930977063513,0.015135134842255926,-0.007769412000574016,0.017622862388982127,0.013514585984623496,0.015568724186802812,0.001359582176267173,-0.0027486942280915646,-0.0006945560259121958,0.004108276404358631,0.017468487919793385,0.013423673974336747,0.015448158098046227,-0.0006947972858017959
ETTm2,2021,3101,0.3069621373736669,0.31088479662698415,0.3262816656203497,0.32679942297557046,0.38067594255719867,0.386402832515656,0.4011540004185268,0.4014227488684276,0.061036604348767245,0.0499241826022821,0.05548039347552467,0.01269800575047877,0.0015855840039935285,0.007141794877236149,0.011112421746485149,0.05921119781570072,0.04869845302565301,0.05396942813983718,0.007116352863445807,0.05239692578645187,0.03813467573050758,0.045265800758479725,0.014931964099328668,0.000669714043384416,0.007800839071356542,0.014262250055944295,0.05104787149065759,0.03741670444714784,0.04425658925503617,0.007770491489719866
ETTm2,2021,3102,0.3069621373736669,0.31448535010928197,0.32687187800331724,0.32586807977585563,0.38067594255719867,0.388768320234995,0.40146705990745907,0.4004908728221106,0.06284387478119963,0.035555142677160596,0.04919950872918011,0.024213084576127725,-0.0030756475279114575,0.010568718524108133,0.02728873210403903,0.0609099221115873,0.03493048375404895,0.04800881979970906,0.010513065850188519,0.053177018710205984,0.029707388401362438,0.04144220355578421,0.02103511965024046,-0.0024345106586029434,0.009300304495818758,0.023469630308843546,0.0517878536661337,0.029270461282952742,0.04059521607583416,0.009257190425479456
ETTm2,2021,3103,0.3069621373736669,0.31059813726515995,0.3242993672688802,0.32590093461294023,0.38067594255719867,0.3849752880278088,0.39993438720703123,0.40060538640097965,0.054942653293186844,0.048093540147903034,0.05151809672054494,0.011775504531151395,0.004926391385867426,0.00835094795850941,0.00684911314528381,0.05346057268387694,0.04695536502819431,0.05021353821350116,0.00831617565383136,0.049352032931616864,0.03979772368806409,0.04457487830984048,0.011230676547731938,0.0016763673041789136,0.0064535219259554254,0.009554309243552772,0.04815401042237244,0.03901619624636343,0.04359601650141964,0.006432742677139225
ETTm2,2022,3101,0.3107876247829861,0.313137454078311,0.32414013090587795,0.3224744039868552,0.38336752028692334,0.38681009686182416,0.39784342447916665,0.3965002029661148,0.0420661246856706,0.029381521051669843,0.03572382286867022,0.007532444151569358,-0.005152159482431527,0.0011901423345689155,0.012684603634000757,0.04119362229408441,0.02895408067464722,0.035093258136076555,0.0011894343960576759,0.037064409979044435,0.02474268615823606,0.03090354806864025,0.008939754741120026,-0.0033819690796882164,0.0027788928307159047,0.012321723820808376,0.03638593301169768,0.02443909494068719,0.030430914622896266,0.002775035282098992
ETTm2,2022,3102,0.3107876247829861,0.3192955622597346,0.32265723092215404,0.32175349886455235,0.38336752028692334,0.389989507765997,0.3965891399080791,0.3952573503766741,0.037480754770825915,0.007668519615809203,0.022574637193317558,0.02700740088300008,-0.002804834272016482,0.0121012833054918,0.029812235155016714,0.036787045203495405,0.007639191534798084,0.022321736691453653,0.012028357239410203,0.03390672065582039,0.013417237097407187,0.02366197887661379,0.017125723527907078,-0.003363760030506061,0.006880981748700508,0.020489483558413207,0.03333833000122055,0.013327627191896285,0.023384229269084678,0.006857362000523781
ETTm2,2022,3103,0.3107876247829861,0.3146144079783606,0.32163865831163196,0.3207655528235057,0.38336752028692334,0.38662961929563494,0.3959284948924231,0.3956298101515997,0.03431893587330824,0.019362703902494297,0.02684081988790127,0.012237986945029661,-0.0027182450257840886,0.004759870959622787,0.014956231970813944,0.03373672053479482,0.01917645080963426,0.02648380639180692,0.004748560726046569,0.03223951442677942,0.023011772510041415,0.02762564346841042,0.008473066605782302,-0.000754675310955708,0.003859195647413297,0.009227741916738006,0.031725361441622635,0.022749020991406188,0.027247545117275673,0.003851758522073978
ETTm2,2023,3101,0.307641117156498,0.31369647071475076,0.33139906383696055,0.3230281042674231,0.3784466213650174,0.3866612025669643,0.39863157726469495,0.3942772274925595,0.07438938055687648,0.029313464930848035,0.05185142274386226,0.019491965064297,-0.025583950561731607,-0.0030459927487173043,0.045075915626028445,0.07168984246784349,0.028887992807421714,0.05053007400007081,-0.0030506364983755585,0.05196258891858712,0.01950542090871577,0.035734004913651446,0.021473827884531067,-0.01098334012534031,0.005245243879595378,0.03245716800987135,0.050635617073241934,0.019316421021903785,0.03510308280990715,0.005231511608112527
ETTm2,2023,3102,0.307641117156498,0.31692383781312006,0.3212832617381262,0.32046937488374255,0.3784466213650174,0.38746341523670014,0.39300848340231276,0.3926136804005456,0.043389269775918254,0.011125231864447822,0.027257250820183036,0.029727586187582086,-0.002536451723888036,0.013595567231847025,0.032264037911470436,0.042461423317931124,0.011063575331991315,0.026889124248598795,0.013503564920821609,0.037756161746119864,0.013204694837182939,0.0254804282916514,0.023546395888305816,-0.0010050710206311849,0.011270662433837316,0.024551466908936927,0.037052284243922484,0.013117895328026208,0.025158541908261167,0.011207386461800084
ETTm2,2023,3103,0.307641117156498,0.3156552027142237,0.3221073695591518,0.32156243702721976,0.3784466213650174,0.38662961929563494,0.3938330271887401,0.39318942115420386,0.045951036241363825,0.018541242975334084,0.032246139608348955,0.025716587661084537,-0.0016932056049452123,0.012011691028069663,0.02740979326602974,0.04491127422031005,0.018370411567990574,0.03173177641566205,0.011939838644674738,0.039851994457402076,0.016824304744684156,0.028338149601043118,0.021392142519972214,-0.0016355471927455645,0.009878297663613325,0.02302768971271792,0.03906834816153937,0.016683566509273495,0.027940390349363575,0.009829667540586895
Weather,2021,3101,0.5954286444124091,0.599183263223638,0.6026036943708147,0.6058471942074084,0.4151119898235987,0.41929621015276225,0.4252239328212839,0.4267917411037223,0.011978200444147968,0.011060299556556073,0.01151925000035202,0.006285942991639128,0.005368042104047395,0.005826992547843262,0.0009179008875918951,0.011906747378801374,0.010999359322755198,0.011453157462314234,0.005810048553584468,0.024067592093905344,0.017718552873444073,0.02089307248367471,0.010029276802870638,0.0036802375824095523,0.006854757192640095,0.0063490392204612715,0.02378027720733944,0.017562502337969077,0.020676324380573874,0.006831316934228893
Weather,2021,3102,0.5954286444124091,0.5985973459072214,0.6028524550180586,0.6027815803648934,0.4151119898235987,0.41879024808368986,0.4254021235874721,0.4249771441101397,0.012390924956609374,0.006965747916804299,0.009678336436706837,0.005307604623687359,-0.00011757241611771086,0.002595016103784824,0.005425177039805076,0.012314473539677628,0.006941543328412791,0.009631652069013397,0.002591651960126895,0.024486555908738335,0.014665195566656616,0.019575875737697476,0.008821854524252973,-0.00099950581782871,0.003911174353212131,0.009821360342081718,0.02418919228022498,0.014558185333483298,0.019385512481803868,0.0039035356727835646
Weather,2021,3103,0.5954286444124091,0.5988687787737165,0.605877366646257,0.6032673104099495,0.4151119898235987,0.42185390613697193,0.4284289728396784,0.4243816194080171,0.01739604336899169,0.007317892383078899,0.012356967876035295,0.005760950009497165,-0.004317200976415543,0.0007218745165408109,0.010078150985912793,0.01724560580911827,0.007291181803376734,0.0122809340532255,0.0007216140278157868,0.031576627808474644,0.005974036098437932,0.01877533195345629,0.01611072128580963,-0.009491870424226981,0.003309425430791325,0.02560259171003671,0.03108329235488705,0.005956227026446492,0.018600173341842496,0.003303955318423757
Weather,2022,3101,0.5971696258221985,0.5990631184249958,0.6050851105382202,0.6004446100305628,0.41630601025132274,0.41894727434430806,0.42787705880624277,0.42311592303886614,0.013167923321450907,0.002303431955660824,0.007735677638555866,0.0031657621701010564,-0.007698729195689219,-0.002266483512794081,0.010864491365790083,0.013081605509976835,0.0023007810920255833,0.007705834286723112,-0.002269053928118714,0.027415317134300878,0.009901116121860771,0.018658216628080825,0.00632448371220109,-0.011189717300239073,-0.0024326167940189915,0.017514201012440105,0.027042928142029243,0.009852261443195953,0.01848522965111754,-0.0024355780069309496
Weather,2022,3102,0.5971696258221985,0.5985292081479673,0.6053041649873925,0.6043501253481265,0.41630601025132274,0.4195985259202422,0.4277280050610739,0.42719118229295844,0.013529880347993087,0.009678381655787872,0.01160413100189048,0.0022741226688210345,-0.001577376023383841,0.00034837332271859677,0.003851498692205215,0.013438762915770619,0.009631696852558935,0.011537062747343785,0.0003483126477786813,0.02706689996621392,0.01793328327646778,0.02250009162134085,0.007877772051772806,-0.0012558446379731228,0.0033109637068998417,0.00913361668974614,0.026703874131693284,0.01777343888973182,0.022248852389538887,0.003305488510957577
Weather,2022,3103,0.5971696258221985,0.5982825021895152,0.6059333034293362,0.6047367701454768,0.41630601025132274,0.4190467430800988,0.4283462322578228,0.42702522883339533,0.014568716273941495,0.010730218595285982,0.012649467434613738,0.0018618506968551122,-0.0019766469818004837,-5.739814247268573e-05,0.0038384976786555135,0.014463106017673533,0.010672855157143779,0.012569799195491616,-5.739978977747917e-05,0.028511231023665966,0.018860623038544043,0.023685927031105003,0.006561880958934574,-0.0030887270261872888,0.0017365769663736427,0.009650607985121924,0.02810862125023439,0.01868387442843411,0.023407617134391434,0.0017350699890471555
Weather,2023,3101,0.5958898211282397,0.599673276225095,0.6051017074988633,0.6018458169604105,0.4148277383632761,0.42193222853241774,0.4274883250080088,0.42302455599345856,0.015340769372919838,0.0036163272232823595,0.0094785482981011,0.0063291811786339944,-0.005395260971003599,0.00046696010381519753,0.011724442149637478,0.015223699183894324,0.0036097961871492945,0.009433768453504854,0.000466851094914178,0.030063632304657743,0.002585524110952502,0.016324578207805123,0.016981359467917526,-0.010496748725787734,0.003242305371064896,0.02747810819370524,0.029616216172676957,0.0025821845223040762,0.01619205439271365,0.003237054775216519
Weather,2023,3102,0.5958898211282397,0.6008196311022239,0.6020374600849454,0.6038182334294395,0.4148277383632761,0.421351562984406,0.423211924235026,0.42647198672017095,0.010263883330462572,0.004978439759915156,0.007621161545188864,0.008238988756110299,0.002953545185562756,0.005596266970836527,0.005285443570547416,0.010211389430548445,0.004966067868114488,0.007592194128705487,0.005580637038848368,0.020009710729452478,0.012079131313411127,0.016044421021431804,0.015604205903186664,0.007673626487145282,0.011638916195165973,0.00793057941604135,0.019810845091155493,0.012006471456997847,0.015916394914551657,0.011571446023643905
Weather,2023,3103,0.5958898211282397,0.5982730926029266,0.6025666635503214,0.6022605209754257,0.4148277383632761,0.42091695795614253,0.42374309559978507,0.4229612118352658,0.01114251804378957,0.006642784491866936,0.008892651267828252,0.003991540202010958,-0.0005081933499116656,0.0017416734260496463,0.004499733551922634,0.011080670116633606,0.006620769971840357,0.00885322858846882,0.0017401575930445778,0.02126401921564152,0.004844912337020911,0.013054465776331216,0.01457221893933974,-0.0018468879392806688,0.006362665500029535,0.01641910687862061,0.02103953392772051,0.004833194680554764,0.012969625819354347,0.006342466606203412
