dataset,reference,horizon_bin,start_horizon,end_horizon,pcc_mse_gain_percent,pcc_mae_gain_percent
ETTh2,equal_skill,h193_288,193,288,0.6861875345524626,0.46812777282144724
ETTh2,equal_skill,h289_336,289,336,0.6868592042949095,0.4428086047929658
ETTh2,equal_skill,h337_512,337,512,0.5266147393517273,0.36887323819354556
ETTh2,equal_skill,h513_720,513,720,0.36154207079379663,0.2978230124038306
ETTh2,pointwise_prior_composed,h1_48,1,48,0.7727640367776845,0.36676104746007354
ETTh2,pointwise_prior_composed,h49_96,49,96,0.7300961812015005,0.38794348764493725
ETTh2,pointwise_prior_composed,h97_144,97,144,0.6545395646915253,0.3343141190707333
ETTh2,pointwise_prior_composed,h145_192,145,192,0.5891349077886243,0.2737100517486324
ETTh2,pointwise_prior_composed,h193_288,193,288,0.48885587185902857,0.2179209206053634
ETTh2,pointwise_prior_composed,h289_336,289,336,0.4097538573002324,0.1613338763474692
ETTh2,pointwise_prior_composed,h337_512,337,512,0.19647307822954208,0.08242926856012467
ETTh2,pointwise_prior_composed,h513_720,513,720,0.07773560730280904,0.05972402663411147
ETTh2,pointwise_pcc_v0,h1_48,1,48,-0.7070256397461838,-0.4828157626797003
ETTh2,pointwise_pcc_v0,h49_96,49,96,0.625025139693347,0.3807018927476591
ETTh2,pointwise_pcc_v0,h97_144,97,144,0.9202204853333673,0.4993728283384402
ETTh2,pointwise_pcc_v0,h145_192,145,192,1.36039090519402,0.6164529555795939
ETTh2,pointwise_pcc_v0,h193_288,193,288,1.987416917416851,0.8923377874950678
ETTh2,pointwise_pcc_v0,h289_336,289,336,2.1704958855393364,1.0229469305403027
ETTh2,pointwise_pcc_v0,h337_512,337,512,1.4377452877776586,0.7186412966882494
ETTh2,pointwise_pcc_v0,h513_720,513,720,0.7110788000494139,0.3754033794712952
ETTm1,a6,h1_48,1,48,13.742202419795069,7.576004529264912
ETTm1,a6,h49_96,49,96,8.900253847028006,4.843395808291473
ETTm1,a6,h97_144,97,144,5.138381743144627,3.043912385139569
ETTm1,a6,h145_192,145,192,4.737530623990982,2.872519837006704
ETTm1,a6,h193_288,193,288,4.02781272910302,2.474821314665898
ETTm1,a6,h289_336,289,336,3.343898974766346,2.122891607848798
ETTm1,a6,h337_512,337,512,2.4291176108297674,1.7652902486370747
ETTm1,a6,h513_720,513,720,1.3553253049704672,1.3585117243621658
ETTm1,pcsd_direct,h1_48,1,48,19.38406118448608,11.273877964904244
ETTm1,pcsd_direct,h49_96,49,96,12.818840996181535,7.144127805678025
ETTm1,pcsd_direct,h97_144,97,144,8.924824720549552,5.14045648462631
ETTm1,pcsd_direct,h145_192,145,192,7.762244618087244,4.5603794846029615
ETTm1,pcsd_direct,h193_288,193,288,6.643064764461403,3.976562880198675
ETTm1,pcsd_direct,h289_336,289,336,5.579237315214525,3.4477927343302572
ETTm1,pcsd_direct,h337_512,337,512,4.277974674453455,2.8766012195928448
ETTm1,pcsd_direct,h513_720,513,720,2.947722334106162,2.235851920201881
ETTm1,equal_skill,h1_48,1,48,-0.4744013613259712,-0.04211262831270712
ETTm1,equal_skill,h49_96,49,96,-0.0041012525503703046,-0.01812007120369774
ETTm1,equal_skill,h97_144,97,144,-0.08605421750824682,-0.13082120573790768
ETTm1,equal_skill,h145_192,145,192,-0.05548053903043915,-0.11191086715469645
ETTm1,equal_skill,h193_288,193,288,0.002305674610170172,-0.0705224688059225
ETTm1,equal_skill,h289_336,289,336,0.08827349013701413,-0.0003710457791239463
ETTm1,equal_skill,h337_512,337,512,0.12558779695990285,0.05120692289816153
ETTm1,equal_skill,h513_720,513,720,0.1431722657231349,0.11366463665758442
ETTm1,pointwise_prior_composed,h1_48,1,48,-0.7132728560730328,-0.468707153393888
ETTm1,pointwise_prior_composed,h49_96,49,96,-0.17424802162782083,-0.1515722212245718
ETTm1,pointwise_prior_composed,h97_144,97,144,-0.21444930071730095,-0.18839758216220304
ETTm1,pointwise_prior_composed,h145_192,145,192,-0.12386880956625212,-0.11898747719281122
ETTm1,pointwise_prior_composed,h193_288,193,288,-0.07446718891437332,-0.060766809574341885
ETTm1,pointwise_prior_composed,h289_336,289,336,-0.032166480846607115,-0.012966427443394934
ETTm1,pointwise_prior_composed,h337_512,337,512,0.009980255932184878,0.030699348566254336
ETTm1,pointwise_prior_composed,h513_720,513,720,0.017772842052021787,0.0966463833986353
ETTm1,pointwise_pcc_v0,h1_48,1,48,1.1326109492900693,0.8815325308058952
ETTm1,pointwise_pcc_v0,h49_96,49,96,0.5578690821551158,0.4926368404080228
ETTm1,pointwise_pcc_v0,h97_144,97,144,0.6533006211074999,0.546909710810195
ETTm1,pointwise_pcc_v0,h145_192,145,192,0.6068739074493346,0.4981312357655532
ETTm1,pointwise_pcc_v0,h193_288,193,288,0.6553853671798615,0.5345713184798262
ETTm1,pointwise_pcc_v0,h289_336,289,336,0.6520973002868025,0.5384531305976825
ETTm1,pointwise_pcc_v0,h337_512,337,512,0.7331487930607894,0.5387384740856538
ETTm1,pointwise_pcc_v0,h513_720,513,720,0.7438464557065871,0.5270186967921697
ETTm2,a6,h1_48,1,48,-6.737601330440812,-4.108212120670851
ETTm2,a6,h49_96,49,96,-3.454411578076666,-1.7192138647524668
ETTm2,a6,h97_144,97,144,-3.36735296949191,-1.1807985565875034
ETTm2,a6,h145_192,145,192,-2.5272540286503276,-0.5538293666615068
ETTm2,a6,h193_288,193,288,-1.204500426805044,0.3148019645598743
ETTm2,a6,h289_336,289,336,-0.44858242587522135,0.7476032699479607
ETTm2,a6,h337_512,337,512,0.1903352762431254,1.0134001397330783
ETTm2,a6,h513_720,513,720,0.9403223665580329,1.3112295179274147
ETTm2,pcsd_direct,h1_48,1,48,1.5519370786504338,0.744603669466104
ETTm2,pcsd_direct,h49_96,49,96,2.151815121396028,1.1686258374404401
ETTm2,pcsd_direct,h97_144,97,144,0.8913645319327035,0.5739387545460772
ETTm2,pcsd_direct,h145_192,145,192,0.9652163997622698,0.4228456872710451
ETTm2,pcsd_direct,h193_288,193,288,0.30648964307600224,0.21455724755464756
ETTm2,pcsd_direct,h289_336,289,336,-0.07310532214117593,0.13147710035791293
ETTm2,pcsd_direct,h337_512,337,512,0.48653675065126745,0.34860633022102405
ETTm2,pcsd_direct,h513_720,513,720,3.076737064768975,0.8906644365143102
ETTm2,equal_skill,h1_48,1,48,-0.5905506574248154,-0.6054706896165163
ETTm2,equal_skill,h49_96,49,96,-0.03510174521459408,-0.14655677086006236
ETTm2,equal_skill,h97_144,97,144,-0.07228562327019628,-0.10882655798387653
ETTm2,equal_skill,h145_192,145,192,-0.057833726543354835,-0.07820138371124052
ETTm2,equal_skill,h193_288,193,288,-0.13387418357539982,-0.08892273978156062
ETTm2,equal_skill,h289_336,289,336,-0.17470819241716118,-0.10228959103995017
ETTm2,equal_skill,h337_512,337,512,-0.18313820517312784,-0.09753853037774984
ETTm2,equal_skill,h513_720,513,720,-0.2170627160059002,-0.1013421095158451
ETTm2,pointwise_prior_composed,h1_48,1,48,0.2399526961368692,0.414764703871795
ETTm2,pointwise_prior_composed,h49_96,49,96,0.16551368436421576,0.1494514776605671
ETTm2,pointwise_prior_composed,h97_144,97,144,0.13509371899461664,0.11510058908484888
ETTm2,pointwise_prior_composed,h145_192,145,192,0.10306988308885767,0.10065230603827358
ETTm2,pointwise_prior_composed,h193_288,193,288,0.0041937898962451925,0.05448498995159756
ETTm2,pointwise_prior_composed,h289_336,289,336,-0.061128395086740284,0.01986060571539383
ETTm2,pointwise_prior_composed,h337_512,337,512,-0.07027939682253681,0.012187287876286312
ETTm2,pointwise_prior_composed,h513_720,513,720,-0.020117586494539097,0.02965545146363935
ETTm2,pointwise_pcc_v0,h1_48,1,48,0.14390636085227504,0.16855330882904473
ETTm2,pointwise_pcc_v0,h49_96,49,96,0.1485370884603654,0.139022405957967
ETTm2,pointwise_pcc_v0,h97_144,97,144,0.09900344288107377,0.09140803763205696
ETTm2,pointwise_pcc_v0,h145_192,145,192,0.1604511765158967,0.10073899791473995
ETTm2,pointwise_pcc_v0,h193_288,193,288,0.3148458033865764,0.1426812937307398
ETTm2,pointwise_pcc_v0,h289_336,289,336,0.34967938044973,0.14962382397355478
ETTm2,pointwise_pcc_v0,h337_512,337,512,0.34905580296663574,0.15163776392373984
ETTm2,pointwise_pcc_v0,h513_720,513,720,0.40426080429027955,0.16994124641627195
Weather,a6,h1_48,1,48,5.2077902061152255,8.565132004959219
Weather,a6,h49_96,49,96,1.7766385179704303,4.393476418846742
Weather,a6,h97_144,97,144,1.6738415437612786,3.1048320959223386
Weather,a6,h145_192,145,192,1.7240116142761996,2.7279179193940295
Weather,a6,h193_288,193,288,1.8262729127199062,2.3901855619073986
Weather,a6,h289_336,289,336,1.4865201094058977,1.77579151785765
Weather,a6,h337_512,337,512,0.9466469581465575,0.977482557897924
Weather,a6,h513_720,513,720,0.3312205493621767,0.11983384918496931
Weather,pcsd_direct,h1_48,1,48,7.60684638574255,8.415806039771024
Weather,pcsd_direct,h49_96,49,96,2.7230321127459045,3.729392433287193
Weather,pcsd_direct,h97_144,97,144,1.9468322430398755,2.59926057283254
Weather,pcsd_direct,h145_192,145,192,1.7848616365843117,2.5415876220925004
Weather,pcsd_direct,h193_288,193,288,1.7469339072728296,2.4927213251796143
Weather,pcsd_direct,h289_336,289,336,1.334031563374738,2.0071071501294058
Weather,pcsd_direct,h337_512,337,512,0.8970125229196824,1.322412888822222
Weather,pcsd_direct,h513_720,513,720,0.5498762063417373,0.7394917802221346
Weather,equal_skill,h1_48,1,48,0.5618607452196445,1.2032156342107636
Weather,equal_skill,h49_96,49,96,0.08476393203269428,0.6500859840494533
Weather,equal_skill,h97_144,97,144,0.12366298013118948,0.5731466789207773
Weather,equal_skill,h145_192,145,192,0.22182884868198194,0.6219891821528711
Weather,equal_skill,h193_288,193,288,0.2926149750327123,0.7079736759196265
Weather,equal_skill,h289_336,289,336,0.30225484413607395,0.7895809661668141
Weather,equal_skill,h337_512,337,512,0.34241425436106754,0.7219100456133942
Weather,equal_skill,h513_720,513,720,0.20589681854101816,0.4588140059556878
Weather,pointwise_prior_composed,h1_48,1,48,-0.37324142389165704,0.3753737044813743
Weather,pointwise_prior_composed,h49_96,49,96,-0.04786950844715143,0.10612342049638457
Weather,pointwise_prior_composed,h97_144,97,144,0.010268628963061577,0.14878438742560451
Weather,pointwise_prior_composed,h145_192,145,192,0.11198594158117192,0.25782786081951503
Weather,pointwise_prior_composed,h193_288,193,288,0.12842160774998446,0.34912394351971354
Weather,pointwise_prior_composed,h289_336,289,336,0.14158232879712962,0.42840174666535225
Weather,pointwise_prior_composed,h337_512,337,512,0.12654486083735206,0.3431319273892286
Weather,pointwise_prior_composed,h513_720,513,720,0.05832392124327512,0.24314643492628907
Weather,pointwise_pcc_v0,h1_48,1,48,-1.192358247987646,0.33139107381791044
Weather,pointwise_pcc_v0,h49_96,49,96,0.1592520945615683,0.3362019185557785
Weather,pointwise_pcc_v0,h97_144,97,144,0.003579445692991623,0.17588820268908956
Weather,pointwise_pcc_v0,h145_192,145,192,-0.030197741697635117,0.23093757536652992
Weather,pointwise_pcc_v0,h193_288,193,288,-0.032568783954323166,0.3762236811191144
Weather,pointwise_pcc_v0,h289_336,289,336,-0.05197013351252444,0.4201388245102744
Weather,pointwise_pcc_v0,h337_512,337,512,-0.10321035080649299,0.3240114003169037
Weather,pointwise_pcc_v0,h513_720,513,720,-0.20320726675699952,0.24108091303169932
macro,a6,h1_48,1,48,7.3512315967442525,4.7253438878197835
macro,a6,h49_96,49,96,3.5578469456346706,2.1627035517546944
macro,a6,h97_144,97,144,1.8223665130627897,1.1791582553559588
macro,a6,h145_192,145,192,1.3886293016629714,0.9246445444435736
macro,a6,h193_288,193,288,1.0243944912961944,0.7311359510711823
macro,a6,h289_336,289,336,0.7737318039101071,0.5702287249554638
macro,a6,h337_512,337,512,0.5236250801007225,0.4028003893462384
macro,a6,h513_720,513,720,0.3965844360571569,0.27044849472594557
macro,pcsd_direct,h1_48,1,48,11.57873555583074,7.12598310661908
macro,pcsd_direct,h49_96,49,96,6.674529825247313,3.788896854105792
macro,pcsd_direct,h97_144,97,144,4.4681188119138175,2.5490066703048853
macro,pcsd_direct,h145_192,145,192,3.6716679797036345,2.145840511524617
macro,pcsd_direct,h193_288,193,288,2.88246315378053,1.8580821313901708
macro,pcsd_direct,h289_336,289,336,2.2238295095925964,1.5711219369618634
macro,pcsd_direct,h337_512,337,512,1.620062029310807,1.2012146740782326
macro,pcsd_direct,h513_720,513,720,1.5278441942987309,0.8886428228429044
macro,equal_skill,h1_48,1,48,0.22759721444399306,0.36456626929502134
macro,equal_skill,h49_96,49,96,0.1411670811467025,0.19657261736510945
macro,equal_skill,h97_144,97,144,0.1053105880478733,0.15532272433865346
macro,equal_skill,h145_192,145,192,0.11689386435641991,0.16076043176496135
macro,equal_skill,h193_288,193,288,0.12427396870955842,0.17837018671345906
macro,equal_skill,h289_336,289,336,0.13967454043083416,0.2024113143043249
macro,equal_skill,h337_512,337,512,0.12433542587285018,0.18731223111920992
macro,equal_skill,h513_720,513,720,0.08056219037968493,0.14294540451868842
macro,pointwise_prior_composed,h1_48,1,48,0.018273780180486643,0.18517527443587367
macro,pointwise_prior_composed,h49_96,49,96,0.19497560370050904,0.11886036116369292
macro,pointwise_prior_composed,h97_144,97,144,0.20022252078760294,0.12204265380604928
macro,pointwise_prior_composed,h145_192,145,192,0.21236780918111098,0.14443390034480919
macro,pointwise_prior_composed,h193_288,193,288,0.16805783762068316,0.14633214932820549
macro,pointwise_prior_composed,h289_336,289,336,0.14074011311501877,0.14839939340117514
macro,pointwise_prior_composed,h337_512,337,512,0.09046737656451587,0.11402385501920964
macro,pointwise_prior_composed,h513_720,513,720,0.06738032416338635,0.10356923013265407
macro,pointwise_pcc_v0,h1_48,1,48,0.10677290005553841,0.2889717132059122
macro,pointwise_pcc_v0,h49_96,49,96,0.4674223793821586,0.34266025524454014
macro,pointwise_pcc_v0,h97_144,97,144,0.47446366891746417,0.32800226580056435
macro,pointwise_pcc_v0,h145_192,145,192,0.5297311862245468,0.34527311189778587
macro,pointwise_pcc_v0,h193_288,193,288,0.6978818650146223,0.4575701638302343
macro,pointwise_pcc_v0,h289_336,289,336,0.7389220554764853,0.5021909583060702
macro,pointwise_pcc_v0,h337_512,337,512,0.5851134796326862,0.4182784927838479
macro,pointwise_pcc_v0,h513_720,513,720,0.4052038111235645,0.31898446108765244
