dataset,reference,target_horizon,pcc_mse,reference_mse,pcc_mse_gain_percent,pcc_mae_gain_percent
ETTh1,a6,136,0.9409342965878108,0.9269673574496718,-1.5067347329862368,-1.9173431527628626
ETTh1,a6,137,0.9438677622671545,0.9293279138794781,-1.5645552200169943,-1.957256031387966
ETTh1,a6,138,0.9469636260815288,0.931952780139619,-1.610687393374266,-1.9751909289255742
ETTh1,a6,139,0.9495062670476145,0.9345004614308584,-1.6057568975172076,-1.976732772708778
ETTh1,a6,140,0.9517517614577498,0.936984172463417,-1.5760766753943445,-1.9529583046082877
ETTh1,a6,141,0.9543545462772356,0.9394942171184729,-1.5817371611227982,-1.9533359161423958
ETTh1,a6,142,0.9567707681529959,0.942049931052705,-1.562638732305932,-1.93534464574443
ETTh1,a6,143,0.9590701920377624,0.9443947214346665,-1.5539551704399468,-1.91495588121684
ETTh1,a6,144,0.9611662871514758,0.946836958742804,-1.5133892140942518,-1.8885144949189359
ETTh1,a6,145,0.9633694366134447,0.9494447704019218,-1.4666115023866277,-1.863885209868421
ETTh1,a6,146,0.9656619524506673,0.9519944031761117,-1.4356753809640965,-1.8486745247442204
ETTh1,a6,147,0.9680339119264058,0.9545583875000883,-1.411702479678456,-1.8311578241972715
ETTh1,a6,148,0.9703798862929279,0.9570627885090338,-1.3914549749280525,-1.8236046569181097
ETTh1,a6,149,0.9729495181533314,0.9594324159142155,-1.4088644509927084,-1.8299153475050511
ETTh1,a6,150,0.975512254734834,0.961964735587438,-1.4083176488920879,-1.8257439329619096
ETTh1,a6,151,0.9780454956340474,0.9642338590906155,-1.4323948918842033,-1.8371393655522983
ETTh1,a6,152,0.9809162472619822,0.9665999667424905,-1.4810967320574742,-1.8750415632258433
ETTh1,a6,153,0.9832699054401685,0.9692016999705945,-1.451525050977609,-1.848160751164718
ETTh1,a6,154,0.9859282936562191,0.9717659164558757,-1.45738566876219,-1.8569617249245107
ETTh1,a6,155,0.9884659033629202,0.9740248730105738,-1.482614125418702,-1.8741866081981362
ETTh1,a6,156,0.9909332666832668,0.9764818453635925,-1.479947772535728,-1.8754839801408574
ETTh1,a6,157,0.9932962182410963,0.9786691396099747,-1.4945887265793267,-1.8844882698342946
ETTh1,a6,158,0.995460337947441,0.9810093365892579,-1.4730748035921781,-1.8744068403030667
ETTh1,a6,159,0.9978228767150603,0.9832620144640125,-1.480873056912002,-1.881566661685774
ETTh1,a6,160,0.9999758471734822,0.9856733556836843,-1.4510376492704813,-1.8622472217289632
