dataset,unit_size,unit_count,batch_idx,left_unit,right_unit,unit_distance,pair_kind,gradient_cosine
ETTh2,120,6,4,1,5,4,far,0.05878542736172676
ETTh2,120,6,4,2,3,1,adjacent,0.1777968406677246
ETTh2,120,6,4,2,4,2,middle,0.07090462744235992
ETTh2,120,6,4,2,5,3,far,0.042845796793699265
ETTh2,120,6,4,3,4,1,adjacent,0.36250898241996765
ETTh2,120,6,4,3,5,2,middle,0.1633347123861313
ETTh2,120,6,4,4,5,1,adjacent,0.4064011871814728
ETTh2,144,5,4,0,1,1,adjacent,0.01930706389248371
ETTh2,144,5,4,0,2,2,middle,-0.005124940071254969
ETTh2,144,5,4,0,3,3,far,0.023113224655389786
ETTh2,144,5,4,0,4,4,far,0.044617217034101486
ETTh2,144,5,4,1,2,1,adjacent,0.11689336597919464
ETTh2,144,5,4,1,3,2,middle,0.04301070794463158
ETTh2,144,5,4,1,4,3,far,0.030731506645679474
ETTh2,144,5,4,2,3,1,adjacent,0.348442941904068
ETTh2,144,5,4,2,4,2,middle,0.1530476212501526
ETTh2,144,5,4,3,4,1,adjacent,0.36919352412223816
ETTh2,180,4,4,0,1,1,adjacent,0.06990806013345718
ETTh2,180,4,4,0,2,2,far,0.00813190545886755
ETTh2,180,4,4,0,3,3,far,0.05003347247838974
ETTh2,180,4,4,1,2,1,adjacent,0.15077543258666992
ETTh2,180,4,4,1,3,2,far,0.06859727203845978
ETTh2,180,4,4,2,3,1,adjacent,0.31607505679130554
ETTh2,240,3,4,0,1,1,adjacent,0.03850988671183586
ETTh2,240,3,4,0,2,2,far,0.05617668107151985
ETTh2,240,3,4,1,2,1,adjacent,0.2509114444255829
ETTh2,360,2,4,0,1,1,adjacent,0.11243491619825363
ETTh2,120,6,5,0,1,1,adjacent,0.07977619767189026
ETTh2,120,6,5,0,2,2,middle,0.045346759259700775
ETTh2,120,6,5,0,3,3,far,0.03741481900215149
ETTh2,120,6,5,0,4,4,far,0.031390875577926636
ETTh2,120,6,5,0,5,5,far,0.025695452466607094
ETTh2,120,6,5,1,2,1,adjacent,0.14000463485717773
ETTh2,120,6,5,1,3,2,middle,0.06553203612565994
ETTh2,120,6,5,1,4,3,far,0.06557247042655945
ETTh2,120,6,5,1,5,4,far,0.05031043663620949
ETTh2,120,6,5,2,3,1,adjacent,0.2018258273601532
ETTh2,120,6,5,2,4,2,middle,0.13658422231674194
ETTh2,120,6,5,2,5,3,far,0.10660769045352936
ETTh2,120,6,5,3,4,1,adjacent,0.34046080708503723
ETTh2,120,6,5,3,5,2,middle,0.08866015076637268
ETTh2,120,6,5,4,5,1,adjacent,0.2529256343841553
ETTh2,144,5,5,0,1,1,adjacent,0.09420321136713028
ETTh2,144,5,5,0,2,2,middle,0.07592537999153137
ETTh2,144,5,5,0,3,3,far,0.034084104001522064
ETTh2,144,5,5,0,4,4,far,0.04145796597003937
ETTh2,144,5,5,1,2,1,adjacent,0.15057136118412018
ETTh2,144,5,5,1,3,2,middle,0.080425925552845
ETTh2,144,5,5,1,4,3,far,0.08403770625591278
ETTh2,144,5,5,2,3,1,adjacent,0.23060943186283112
ETTh2,144,5,5,2,4,2,middle,0.11123387515544891
ETTh2,144,5,5,3,4,1,adjacent,0.19573503732681274
ETTh2,180,4,5,0,1,1,adjacent,0.11804378777742386
ETTh2,180,4,5,0,2,2,far,0.061518531292676926
ETTh2,180,4,5,0,3,3,far,0.05193619057536125
ETTh2,180,4,5,1,2,1,adjacent,0.18966856598854065
ETTh2,180,4,5,1,3,2,far,0.13344994187355042
ETTh2,180,4,5,2,3,1,adjacent,0.2540551424026489
ETTh2,240,3,5,0,1,1,adjacent,0.1228974387049675
ETTh2,240,3,5,0,2,2,far,0.07656171172857285
ETTh2,240,3,5,1,2,1,adjacent,0.26525405049324036
ETTh2,360,2,5,0,1,1,adjacent,0.19368265569210052
ETTh2,120,6,6,0,1,1,adjacent,0.1237068623304367
ETTh2,120,6,6,0,2,2,middle,0.029176171869039536
ETTh2,120,6,6,0,3,3,far,0.002893240423873067
ETTh2,120,6,6,0,4,4,far,0.03321328014135361
ETTh2,120,6,6,0,5,5,far,0.01268706750124693
ETTh2,120,6,6,1,2,1,adjacent,0.1418311595916748
ETTh2,120,6,6,1,3,2,middle,0.030007416382431984
ETTh2,120,6,6,1,4,3,far,0.06256002932786942
ETTh2,120,6,6,1,5,4,far,0.03555961325764656
ETTh2,120,6,6,2,3,1,adjacent,0.23303896188735962
ETTh2,120,6,6,2,4,2,middle,0.14168024063110352
ETTh2,120,6,6,2,5,3,far,0.10987797379493713
ETTh2,120,6,6,3,4,1,adjacent,0.373492032289505
ETTh2,120,6,6,3,5,2,middle,0.15683875977993011
ETTh2,120,6,6,4,5,1,adjacent,0.47703301906585693
ETTh2,144,5,6,0,1,1,adjacent,0.10915403813123703
ETTh2,144,5,6,0,2,2,middle,0.034219201654195786
ETTh2,144,5,6,0,3,3,far,-0.01778416521847248
ETTh2,144,5,6,0,4,4,far,0.011394079774618149
ETTh2,144,5,6,1,2,1,adjacent,0.18434004485607147
ETTh2,144,5,6,1,3,2,middle,0.11611570417881012
ETTh2,144,5,6,1,4,3,far,0.07400009036064148
ETTh2,144,5,6,2,3,1,adjacent,0.28311797976493835
ETTh2,144,5,6,2,4,2,middle,0.17176972329616547
ETTh2,144,5,6,3,4,1,adjacent,0.3802579939365387
ETTh2,180,4,6,0,1,1,adjacent,0.048340924084186554
ETTh2,180,4,6,0,2,2,far,7.326534978346899e-05
ETTh2,180,4,6,0,3,3,far,0.017121383920311928
ETTh2,180,4,6,1,2,1,adjacent,0.241302490234375
ETTh2,180,4,6,1,3,2,far,0.13185182213783264
ETTh2,180,4,6,2,3,1,adjacent,0.3199169933795929
ETTh2,240,3,6,0,1,1,adjacent,0.09053004533052444
ETTh2,240,3,6,0,2,2,far,0.05768221244215965
ETTh2,240,3,6,1,2,1,adjacent,0.2912631630897522
ETTh2,360,2,6,0,1,1,adjacent,0.16087381541728973
ETTh2,120,6,7,0,1,1,adjacent,0.08145925402641296
ETTh2,120,6,7,0,2,2,middle,0.030985485762357712
ETTh2,120,6,7,0,3,3,far,0.03999277949333191
ETTh2,120,6,7,0,4,4,far,0.019120018929243088
ETTh2,120,6,7,0,5,5,far,0.01513476949185133
ETTh2,120,6,7,1,2,1,adjacent,0.1657848060131073
ETTh2,120,6,7,1,3,2,middle,0.11690414696931839
ETTh2,120,6,7,1,4,3,far,0.0857291892170906
ETTh2,120,6,7,1,5,4,far,0.04281700775027275
ETTh2,120,6,7,2,3,1,adjacent,0.2793816924095154
ETTh2,120,6,7,2,4,2,middle,0.10128678381443024
ETTh2,120,6,7,2,5,3,far,0.07308049499988556
ETTh2,120,6,7,3,4,1,adjacent,0.41785553097724915
ETTh2,120,6,7,3,5,2,middle,0.1939561516046524
ETTh2,120,6,7,4,5,1,adjacent,0.4137190282344818
ETTh2,144,5,7,0,1,1,adjacent,0.07943183183670044
ETTh2,144,5,7,0,2,2,middle,0.06677612662315369
ETTh2,144,5,7,0,3,3,far,0.035528555512428284
ETTh2,144,5,7,0,4,4,far,0.0215031486004591
ETTh2,144,5,7,1,2,1,adjacent,0.17966683208942413
ETTh2,144,5,7,1,3,2,middle,0.11881817877292633
ETTh2,144,5,7,1,4,3,far,0.05919552221894264
ETTh2,144,5,7,2,3,1,adjacent,0.2886282205581665
ETTh2,144,5,7,2,4,2,middle,0.14914309978485107
ETTh2,144,5,7,3,4,1,adjacent,0.3875713050365448
ETTh2,180,4,7,0,1,1,adjacent,0.09576138854026794
ETTh2,180,4,7,0,2,2,far,0.08131825178861618
ETTh2,180,4,7,0,3,3,far,0.03511446714401245
ETTh2,180,4,7,1,2,1,adjacent,0.23698115348815918
ETTh2,180,4,7,1,3,2,far,0.0947059839963913
ETTh2,180,4,7,2,3,1,adjacent,0.3697373867034912
ETTh2,240,3,7,0,1,1,adjacent,0.14919856190681458
ETTh2,240,3,7,0,2,2,far,0.06657900661230087
ETTh2,240,3,7,1,2,1,adjacent,0.3171444535255432
ETTh2,360,2,7,0,1,1,adjacent,0.1883746236562729
ETTm1,120,6,0,0,1,1,adjacent,0.11552942544221878
ETTm1,120,6,0,0,2,2,middle,-0.009270303882658482
ETTm1,120,6,0,0,3,3,far,0.07240591198205948
ETTm1,120,6,0,0,4,4,far,0.0072721135802567005
ETTm1,120,6,0,0,5,5,far,-0.04277485981583595
ETTm1,120,6,0,1,2,1,adjacent,0.14061692357063293
ETTm1,120,6,0,1,3,2,middle,0.13723045587539673
ETTm1,120,6,0,1,4,3,far,0.12872998416423798
ETTm1,120,6,0,1,5,4,far,0.12716607749462128
ETTm1,120,6,0,2,3,1,adjacent,0.16884571313858032
ETTm1,120,6,0,2,4,2,middle,0.22149303555488586
ETTm1,120,6,0,2,5,3,far,0.19640791416168213
ETTm1,120,6,0,3,4,1,adjacent,0.14364956319332123
ETTm1,120,6,0,3,5,2,middle,0.14203476905822754
ETTm1,120,6,0,4,5,1,adjacent,0.3125162422657013
ETTm1,144,5,0,0,1,1,adjacent,0.11428772658109665
ETTm1,144,5,0,0,2,2,middle,0.04517950490117073
ETTm1,144,5,0,0,3,3,far,0.01029095146805048
ETTm1,144,5,0,0,4,4,far,-0.013680306263267994
ETTm1,144,5,0,1,2,1,adjacent,0.1899309754371643
ETTm1,144,5,0,1,3,2,middle,0.15353548526763916
ETTm1,144,5,0,1,4,3,far,0.1584804654121399
ETTm1,144,5,0,2,3,1,adjacent,0.21365539729595184
ETTm1,144,5,0,2,4,2,middle,0.2182297259569168
ETTm1,144,5,0,3,4,1,adjacent,0.2506445050239563
ETTm1,180,4,0,0,1,1,adjacent,0.11664189398288727
ETTm1,180,4,0,0,2,2,far,0.08055874705314636
ETTm1,180,4,0,0,3,3,far,0.048483651131391525
ETTm1,180,4,0,1,2,1,adjacent,0.25281840562820435
ETTm1,180,4,0,1,3,2,far,0.2483433037996292
ETTm1,180,4,0,2,3,1,adjacent,0.23487776517868042
ETTm1,240,3,0,0,1,1,adjacent,0.16044242680072784
ETTm1,240,3,0,0,2,2,far,0.10340499132871628
ETTm1,240,3,0,1,2,1,adjacent,0.28038865327835083
ETTm1,360,2,0,0,1,1,adjacent,0.2707592844963074
ETTm1,120,6,1,0,1,1,adjacent,0.10014878958463669
ETTm1,120,6,1,0,2,2,middle,0.2083345353603363
ETTm1,120,6,1,0,3,3,far,0.0689409002661705
ETTm1,120,6,1,0,4,4,far,0.07150121033191681
ETTm1,120,6,1,0,5,5,far,0.03443309664726257
ETTm1,120,6,1,1,2,1,adjacent,0.17893856763839722
ETTm1,120,6,1,1,3,2,middle,0.1417854130268097
ETTm1,120,6,1,1,4,3,far,0.013298192992806435
ETTm1,120,6,1,1,5,4,far,0.14229531586170197
ETTm1,120,6,1,2,3,1,adjacent,0.2625712752342224
ETTm1,120,6,1,2,4,2,middle,0.11606784164905548
ETTm1,120,6,1,2,5,3,far,0.17287003993988037
ETTm1,120,6,1,3,4,1,adjacent,0.3115711510181427
ETTm1,120,6,1,3,5,2,middle,0.27601414918899536
ETTm1,120,6,1,4,5,1,adjacent,0.2188846915960312
ETTm1,144,5,1,0,1,1,adjacent,0.19563652575016022
ETTm1,144,5,1,0,2,2,middle,0.21812042593955994
ETTm1,144,5,1,0,3,3,far,0.036462996155023575
ETTm1,144,5,1,0,4,4,far,0.13972194492816925
ETTm1,144,5,1,1,2,1,adjacent,0.16544443368911743
ETTm1,144,5,1,1,3,2,middle,0.04042759910225868
ETTm1,144,5,1,1,4,3,far,0.08205510675907135
ETTm1,144,5,1,2,3,1,adjacent,0.2563434839248657
ETTm1,144,5,1,2,4,2,middle,0.3352125287055969
ETTm1,144,5,1,3,4,1,adjacent,0.2631029188632965
ETTm1,180,4,1,0,1,1,adjacent,0.28119444847106934
ETTm1,180,4,1,0,2,2,far,0.1304650902748108
ETTm1,180,4,1,0,3,3,far,0.10144046694040298
ETTm1,180,4,1,1,2,1,adjacent,0.25482234358787537
ETTm1,180,4,1,1,3,2,far,0.14951035380363464
ETTm1,180,4,1,2,3,1,adjacent,0.4184384346008301
ETTm1,240,3,1,0,1,1,adjacent,0.24480308592319489
ETTm1,240,3,1,0,2,2,far,0.10986680537462234
ETTm1,240,3,1,1,2,1,adjacent,0.3646971881389618
ETTm1,360,2,1,0,1,1,adjacent,0.25134900212287903
ETTm1,120,6,2,0,1,1,adjacent,0.1533377319574356
ETTm1,120,6,2,0,2,2,middle,0.1593741625547409
ETTm1,120,6,2,0,3,3,far,0.15539060533046722
ETTm1,120,6,2,0,4,4,far,0.1561259925365448
ETTm1,120,6,2,0,5,5,far,0.06397678703069687
ETTm1,120,6,2,1,2,1,adjacent,0.09320725500583649
ETTm1,120,6,2,1,3,2,middle,0.12270087003707886
ETTm1,120,6,2,1,4,3,far,0.07615095376968384
ETTm1,120,6,2,1,5,4,far,0.13205693662166595
ETTm1,120,6,2,2,3,1,adjacent,0.22698354721069336
ETTm1,120,6,2,2,4,2,middle,0.23874109983444214
ETTm1,120,6,2,2,5,3,far,0.1581108570098877
ETTm1,120,6,2,3,4,1,adjacent,0.24873721599578857
ETTm1,120,6,2,3,5,2,middle,0.19274356961250305
ETTm1,120,6,2,4,5,1,adjacent,0.24651966989040375
ETTm1,144,5,2,0,1,1,adjacent,0.13612255454063416
ETTm1,144,5,2,0,2,2,middle,0.23907051980495453
ETTm1,144,5,2,0,3,3,far,0.14468543231487274
ETTm1,144,5,2,0,4,4,far,0.0980105921626091
ETTm1,144,5,2,1,2,1,adjacent,0.07777395844459534
ETTm1,144,5,2,1,3,2,middle,0.20439766347408295
ETTm1,144,5,2,1,4,3,far,0.1127961128950119
ETTm1,144,5,2,2,3,1,adjacent,0.24054642021656036
ETTm1,144,5,2,2,4,2,middle,0.2541135549545288
ETTm1,144,5,2,3,4,1,adjacent,0.2243492752313614
ETTm1,180,4,2,0,1,1,adjacent,0.22854779660701752
ETTm1,180,4,2,0,2,2,far,0.2104693204164505
ETTm1,180,4,2,0,3,3,far,0.11450426280498505
ETTm1,180,4,2,1,2,1,adjacent,0.27048882842063904
ETTm1,180,4,2,1,3,2,far,0.21953339874744415
ETTm1,180,4,2,2,3,1,adjacent,0.30928805470466614
ETTm1,240,3,2,0,1,1,adjacent,0.22033944725990295
ETTm1,240,3,2,0,2,2,far,0.17653484642505646
ETTm1,240,3,2,1,2,1,adjacent,0.33318838477134705
ETTm1,360,2,2,0,1,1,adjacent,0.32140424847602844
ETTm1,120,6,3,0,1,1,adjacent,0.12704728543758392
ETTm1,120,6,3,0,2,2,middle,0.15169969201087952
ETTm1,120,6,3,0,3,3,far,0.08076627552509308
ETTm1,120,6,3,0,4,4,far,0.053546492010354996
ETTm1,120,6,3,0,5,5,far,0.08677835762500763
ETTm1,120,6,3,1,2,1,adjacent,0.07991039752960205
ETTm1,120,6,3,1,3,2,middle,0.1865994930267334
ETTm1,120,6,3,1,4,3,far,0.0642714574933052
ETTm1,120,6,3,1,5,4,far,0.17281971871852875
ETTm1,120,6,3,2,3,1,adjacent,0.18025818467140198
ETTm1,120,6,3,2,4,2,middle,0.06574486196041107
ETTm1,120,6,3,2,5,3,far,0.08888006955385208
ETTm1,120,6,3,3,4,1,adjacent,0.13724763691425323
ETTm1,120,6,3,3,5,2,middle,0.16831278800964355
ETTm1,120,6,3,4,5,1,adjacent,0.24472077190876007
ETTm1,144,5,3,0,1,1,adjacent,0.22096605598926544
ETTm1,144,5,3,0,2,2,middle,0.10362528264522552
ETTm1,144,5,3,0,3,3,far,0.0912151038646698
ETTm1,144,5,3,0,4,4,far,0.1089206412434578
ETTm1,144,5,3,1,2,1,adjacent,0.17149551212787628
ETTm1,144,5,3,1,3,2,middle,0.18153400719165802
ETTm1,144,5,3,1,4,3,far,0.12175031751394272
ETTm1,144,5,3,2,3,1,adjacent,0.1317521035671234
ETTm1,144,5,3,2,4,2,middle,0.12036997079849243
ETTm1,144,5,3,3,4,1,adjacent,0.2834758758544922
ETTm1,180,4,3,0,1,1,adjacent,0.22224538028240204
ETTm1,180,4,3,0,2,2,far,0.17722399532794952
ETTm1,180,4,3,0,3,3,far,0.15433911979198456
ETTm1,180,4,3,1,2,1,adjacent,0.2170543521642685
ETTm1,180,4,3,1,3,2,far,0.0963754951953888
ETTm1,180,4,3,2,3,1,adjacent,0.28794682025909424
ETTm1,240,3,3,0,1,1,adjacent,0.21652908623218536
ETTm1,240,3,3,0,2,2,far,0.1629248559474945
ETTm1,240,3,3,1,2,1,adjacent,0.1895958036184311
ETTm1,360,2,3,0,1,1,adjacent,0.25570860505104065
ETTm1,120,6,4,0,1,1,adjacent,0.14215712249279022
ETTm1,120,6,4,0,2,2,middle,0.1638668328523636
ETTm1,120,6,4,0,3,3,far,0.19320639967918396
ETTm1,120,6,4,0,4,4,far,0.12138975411653519
ETTm1,120,6,4,0,5,5,far,0.11157171428203583
ETTm1,120,6,4,1,2,1,adjacent,0.12366758286952972
ETTm1,120,6,4,1,3,2,middle,0.2657008469104767
ETTm1,120,6,4,1,4,3,far,0.10305628180503845
ETTm1,120,6,4,1,5,4,far,0.1746644377708435
ETTm1,120,6,4,2,3,1,adjacent,0.1852337121963501
ETTm1,120,6,4,2,4,2,middle,0.12101862579584122
ETTm1,120,6,4,2,5,3,far,0.07050874829292297
ETTm1,120,6,4,3,4,1,adjacent,0.14732792973518372
ETTm1,120,6,4,3,5,2,middle,0.16699494421482086
ETTm1,120,6,4,4,5,1,adjacent,0.20627830922603607
ETTm1,144,5,4,0,1,1,adjacent,0.17483946681022644
ETTm1,144,5,4,0,2,2,middle,0.1621912121772766
ETTm1,144,5,4,0,3,3,far,0.15378782153129578
ETTm1,144,5,4,0,4,4,far,0.14616788923740387
ETTm1,144,5,4,1,2,1,adjacent,0.25277766585350037
ETTm1,144,5,4,1,3,2,middle,0.24190998077392578
ETTm1,144,5,4,1,4,3,far,0.15097880363464355
ETTm1,144,5,4,2,3,1,adjacent,0.08434435725212097
ETTm1,144,5,4,2,4,2,middle,0.12207715958356857
ETTm1,144,5,4,3,4,1,adjacent,0.19558215141296387
ETTm1,180,4,4,0,1,1,adjacent,0.19531120359897614
ETTm1,180,4,4,0,2,2,far,0.2396271824836731
ETTm1,180,4,4,0,3,3,far,0.17721399664878845
ETTm1,180,4,4,1,2,1,adjacent,0.25128448009490967
ETTm1,180,4,4,1,3,2,far,0.1598159521818161
ETTm1,180,4,4,2,3,1,adjacent,0.25481194257736206
ETTm1,240,3,4,0,1,1,adjacent,0.32193201780319214
ETTm1,240,3,4,0,2,2,far,0.21874196827411652
ETTm1,240,3,4,1,2,1,adjacent,0.2115815132856369
ETTm1,360,2,4,0,1,1,adjacent,0.3362238109111786
