family,value,source_run_count,fit_macro_gain_l1_percent,fit_macro_gain_mse_percent,heldout_dataset,selected
temperature,1.1,12,-0.011254585729690106,-0.011219783960280302,ETTh2,False
temperature,1.25,12,-0.031144141265759817,-0.0315797489850167,ETTh2,False
temperature,1.5,12,-0.06720012015873263,-0.06771750323136631,ETTh2,False
temperature,2.0,12,-0.13671536103581997,-0.12866702535950605,ETTh2,False
temperature,3.0,12,-0.2401989951415079,-0.20028639335355944,ETTh2,False
temperature,5.0,12,-0.3560095741212262,-0.27039235217384366,ETTh2,False
temperature,1000000.0,12,-0.6182046503563604,-0.45905021330275386,ETTh2,False
convex_uniform,0.0,12,0.0,0.0,ETTm1,False
convex_uniform,0.05,12,0.012918083851869619,0.02917969569662578,ETTm1,False
convex_uniform,0.1,12,0.022940158866270138,0.0536446429993546,ETTm1,False
convex_uniform,0.2,12,0.034038831383120804,0.08843029242318334,ETTm1,True
convex_uniform,0.3,12,0.03335209785904162,0.10435694827146864,ETTm1,False
convex_uniform,0.5,12,-0.004555450498625047,0.07963327924142005,ETTm1,False
convex_uniform,0.75,12,-0.11516265280122988,-0.05735314590855726,ETTm1,False
convex_uniform,1.0,12,-0.29091390811384804,-0.31220828090564867,ETTm1,False
convex_scope_marginal,0.0,12,0.0,0.0,ETTm1,False
convex_scope_marginal,0.05,12,0.01214953319934505,0.029133303598029753,ETTm1,False
convex_scope_marginal,0.1,12,0.02136354694578328,0.053575455562099306,ETTm1,False
convex_scope_marginal,0.2,12,0.03068983435391137,0.0883863045883504,ETTm1,True
convex_scope_marginal,0.3,12,0.02801245021127885,0.10443254707876992,ETTm1,False
convex_scope_marginal,0.5,12,-0.01406649991043396,0.08023121245207913,ETTm1,False
convex_scope_marginal,0.75,12,-0.13043409612156961,-0.05557136759539542,ETTm1,False
convex_scope_marginal,1.0,12,-0.3125784826270933,-0.3086527384918639,ETTm1,False
temperature,1.0,12,1.2943858947641236e-09,8.784031835240569e-09,ETTm1,False
temperature,1.1,12,0.012699980299678745,0.00467150189510009,ETTm1,False
temperature,1.25,12,0.02397298528430125,0.0032495765959456024,ETTm1,False
temperature,1.5,12,0.029770785230912034,-0.010097447372695023,ETTm1,True
temperature,2.0,12,0.018014399851296048,-0.04372569285042982,ETTm1,False
temperature,3.0,12,-0.024524789992958856,-0.09131856293751184,ETTm1,False
temperature,5.0,12,-0.09360066272404155,-0.14611609584206653,ETTm1,False
temperature,1000000.0,12,-0.29091249309048567,-0.3122070445322256,ETTm1,False
convex_uniform,0.0,12,0.0,0.0,ETTm2,False
convex_uniform,0.05,12,0.01686126851381531,0.035634351561347755,ETTm2,False
convex_uniform,0.1,12,0.0320647265962426,0.0681255033365737,ETTm2,False
convex_uniform,0.2,12,0.05710759676878322,0.1236782075287481,ETTm2,False
convex_uniform,0.3,12,0.07487002002246335,0.16665811257651486,ETTm2,False
convex_uniform,0.5,12,0.08759473634837867,0.21489952523881992,ETTm2,True
convex_uniform,0.75,12,0.06158211674556491,0.2044792958793895,ETTm2,False
convex_uniform,1.0,12,-0.008821779287127981,0.1154790718674229,ETTm2,False
convex_scope_marginal,0.0,12,0.0,0.0,ETTm2,False
convex_scope_marginal,0.05,12,0.012433714405583421,0.029350015626972148,ETTm2,False
convex_scope_marginal,0.1,12,0.023273082380654658,0.05582366573450385,ETTm2,False
convex_scope_marginal,0.2,12,0.039800210717862626,0.10014186939129033,ETTm2,False
convex_scope_marginal,0.3,12,0.0494161053631185,0.13295461097037423,ETTm2,True
convex_scope_marginal,0.5,12,0.047282770815372986,0.1640637078953918,ETTm2,False
convex_scope_marginal,0.75,12,0.005300786519137531,0.13823185486455206,ETTm2,False
convex_scope_marginal,1.0,12,-0.07747694645201808,0.04049086384801115,ETTm2,False
temperature,1.0,12,3.3183243190274916e-09,1.8561744733839685e-09,ETTm2,False
temperature,1.1,12,0.015779041658393427,0.006708355667682982,ETTm2,False
temperature,1.25,12,0.034377980804444395,0.013785744564116334,ETTm2,False
temperature,1.5,12,0.05589168317088703,0.02245919894487784,ETTm2,False
temperature,2.0,12,0.07887969194543265,0.039655175770652216,ETTm2,False
temperature,3.0,12,0.09119864712557695,0.07476945070974221,ETTm2,True
temperature,5.0,12,0.08068419892052574,0.11110025155328569,ETTm2,False
temperature,1000000.0,12,-0.008820942741015969,0.11547938495787562,ETTm2,False
convex_uniform,0.0,12,0.0,0.0,Weather,False
convex_uniform,0.05,12,0.026341772445189388,0.020533111521085317,Weather,False
convex_uniform,0.1,12,0.050512588428193915,0.03797776233075515,Weather,False
convex_uniform,0.2,12,0.09235623183128372,0.06360168181593351,Weather,False
convex_uniform,0.3,12,0.12583709683430164,0.07687175845554246,Weather,False
convex_uniform,0.5,12,0.1671154209781265,0.06635038319799946,Weather,False
convex_uniform,0.75,12,0.17461485789132072,-0.01629170188031844,Weather,True
convex_uniform,1.0,12,0.13436312109745177,-0.17614530474349785,Weather,False
convex_scope_marginal,0.0,12,0.0,0.0,Weather,False
convex_scope_marginal,0.05,12,0.024864380806680075,0.018535306128454148,Weather,False
convex_scope_marginal,0.1,12,0.04757002325566732,0.0339994863701241,Weather,False
convex_scope_marginal,0.2,12,0.08652070769312088,0.05571446919314845,Weather,False
convex_scope_marginal,0.3,12,0.11718485939537504,0.06514494846908969,Weather,False
convex_scope_marginal,0.5,12,0.15299960648832064,0.04715239637966551,Weather,False
convex_scope_marginal,0.75,12,0.15412900396971999,-0.044438626184520325,Weather,True
convex_scope_marginal,1.0,12,0.10804845598608821,-0.21280779591805377,Weather,False
temperature,1.0,12,-1.2812001459749922e-09,4.650196894218084e-09,Weather,False
temperature,1.1,12,0.029403495360985632,0.0257641857993642,Weather,False
temperature,1.25,12,0.06461344121784045,0.05219804235043757,Weather,False
temperature,1.5,12,0.10669321590751346,0.07502240735760372,Weather,False
temperature,2.0,12,0.15341011727964446,0.08203886782501928,Weather,False
temperature,3.0,12,0.1854848621757684,0.053718283242656005,Weather,False
temperature,5.0,12,0.19042934100754658,-0.004988173549843229,Weather,True
temperature,1000000.0,12,0.13436363962183448,-0.1761441614140361,Weather,False
