dataset,batch_idx,unit_size,unit_count,left_unit,right_unit,unit_distance,pair_kind,demand_cosine,sensitivity_cosine,delta_cosine,demand_js,sensitivity_js,delta_js,label_dependence_cosine,label_dependence_js,delta_label_cosine,delta_label_js,coeff_gradient_cosine
ETTh2,4,240,3,0,1,1,adjacent,0.9934607744216919,0.9945403933525085,0.0010796189308166504,0.0011556388344615698,0.0008012992329895496,0.00035433960147202015,0.9892644882202148,0.022293614223599434,0.005275905132293701,0.021492314990609884,0.03850989788770676
ETTh2,4,240,3,0,2,2,far,0.9849897623062134,0.9890939593315125,0.004104197025299072,0.002930315211415291,0.001679580775089562,0.001250734436325729,0.9829229116439819,0.030208256095647812,0.006171047687530518,0.02852867532055825,0.056176695972681046
ETTh2,4,240,3,1,2,1,adjacent,0.9962093234062195,0.9981875419616699,0.0019782185554504395,0.0010467888787388802,0.0003722422698047012,0.000674546608934179,0.9984642863273621,0.003637849586084485,-0.00027674436569213867,0.003265607316279784,0.2509114742279053
ETTh2,5,180,4,0,1,1,adjacent,0.970278799533844,0.9879767894744873,0.01769798994064331,0.0060073393397033215,0.0018042989540845156,0.004203040385618806,0.6845057606697083,0.07468470931053162,0.30347102880477905,0.0728804103564471,0.11804383993148804
ETTh2,5,180,4,0,2,2,far,0.9609431624412537,0.9818993806838989,0.020956218242645264,0.00553028704598546,0.0024580119643360376,0.0030722750816494226,0.6540278792381287,0.07913541048765182,0.32787150144577026,0.07667739852331579,0.06151857227087021
ETTh2,5,180,4,0,3,3,far,0.9499161839485168,0.9817948937416077,0.03187870979309082,0.008174444548785686,0.0026581957936286926,0.005516248755156994,0.6091078519821167,0.0895194262266159,0.37268704175949097,0.08686123043298721,0.05193623527884483
ETTh2,5,180,4,1,2,1,adjacent,0.9922361373901367,0.9980634450912476,0.00582730770111084,0.0020697261206805706,0.0004266739124432206,0.00164305220823735,0.9360233545303345,0.010107512585818768,0.062040090560913086,0.009680838673375547,0.18966856598854065
ETTh2,5,180,4,1,3,2,far,0.9939461350440979,0.9987204074859619,0.004774272441864014,0.0012202949728816748,0.00027243344811722636,0.0009478615247644484,0.9011331796646118,0.016543660312891006,0.0975872278213501,0.01627122686477378,0.1334499567747116
ETTh2,5,180,4,2,3,1,adjacent,0.9953097105026245,0.9984476566314697,0.003137946128845215,0.0013881834456697106,0.00043042018660344183,0.0009577632590662688,0.9845161437988281,0.005187833681702614,0.013931512832641602,0.004757413495099172,0.2540551424026489
ETTh2,5,240,3,0,1,1,adjacent,0.9844599962234497,0.9936849474906921,0.009224951267242432,0.00237901508808136,0.000892388285137713,0.001486626802943647,0.8925691843032837,0.02928341180086136,0.10111576318740845,0.028391023515723646,0.12289747595787048
ETTh2,5,240,3,0,2,2,far,0.9726230502128601,0.9893004298210144,0.016677379608154297,0.004304305650293827,0.001577239134348929,0.002727066515944898,0.8175420761108398,0.041967228055000305,0.17175835371017456,0.040389988920651376,0.07656173408031464
ETTh2,5,240,3,1,2,1,adjacent,0.9955154657363892,0.9983516335487366,0.002836167812347412,0.001187505666166544,0.0004131841997150332,0.0007743214664515108,0.9852012395858765,0.003137710504233837,0.013150393962860107,0.002724526304518804,0.26525411009788513
ETTh2,6,180,4,0,1,1,adjacent,0.9856553673744202,0.991944432258606,0.006289064884185791,0.004427808802574873,0.0013148791622370481,0.003112929640337825,0.9999822378158569,0.00037520224577747285,-0.008037805557250977,-0.0009396769164595753,0.04834091663360596
ETTh2,6,180,4,0,2,2,far,0.9827653169631958,0.9862074255943298,0.003442108631134033,0.0033901631832122803,0.0019283909350633621,0.0014617722481489182,0.9999136924743652,0.0018809553002938628,-0.0137062668800354,-4.74356347694993e-05,7.326924242079258e-05
ETTh2,6,180,4,0,3,3,far,0.9703282117843628,0.9816379547119141,0.01130974292755127,0.0065957484766840935,0.002814730629324913,0.0037810178473591805,0.9999628663063049,0.0005779661005362868,-0.01832491159439087,-0.002236764528788626,0.017121389508247375
ETTh2,6,180,4,1,2,1,adjacent,0.9918099641799927,0.9978899955749512,0.006080031394958496,0.001850897679105401,0.0004382221377454698,0.0014126755413599312,0.9998915791511536,0.002621132181957364,-0.0020015835762023926,0.0021829100442118943,0.2413025200366974
ETTh2,6,180,4,1,3,2,far,0.991795003414154,0.9971193075180054,0.005324304103851318,0.0014912490732967854,0.0005143368034623563,0.000976912269834429,0.9999480843544006,0.0009049632935784757,-0.0028287768363952637,0.0003906264901161194,0.13185182213783264
ETTh2,6,180,4,2,3,1,adjacent,0.9952890872955322,0.998045802116394,0.0027567148208618164,0.001328342710621655,0.0005002366378903389,0.0008281060727313161,0.9999368190765381,0.0010570004815235734,-0.001891016960144043,0.0005567638436332345,0.3199169635772705
ETTh2,6,240,3,0,1,1,adjacent,0.994853138923645,0.9942228198051453,-0.0006303191184997559,0.001272844965569675,0.0007695733802393079,0.0005032715853303671,0.999966025352478,0.0006822813884355128,-0.005743205547332764,-8.72919918037951e-05,0.09053002297878265
ETTh2,6,240,3,0,2,2,far,0.9812872409820557,0.9898872375488281,0.008599996566772461,0.003754014614969492,0.001474404358305037,0.002279610256664455,0.9999609589576721,0.0006837603868916631,-0.010073721408843994,-0.000790643971413374,0.057682231068611145
ETTh2,6,240,3,1,2,1,adjacent,0.9930831789970398,0.9984303712844849,0.005347192287445068,0.0015321708051487803,0.00036963282036595047,0.0011625379847828299,0.999981701374054,0.0002377510245423764,-0.0015513300895690918,-0.00013188179582357407,0.29126307368278503
ETTh2,7,180,4,0,1,1,adjacent,0.9649562835693359,0.9870443344116211,0.022088050842285156,0.006399056874215603,0.002070680260658264,0.004328376613557339,0.9789071679115295,0.007611121516674757,0.008137166500091553,0.005540441256016493,0.09576138108968735
ETTh2,7,180,4,0,2,2,far,0.9546586871147156,0.9834387302398682,0.028780043125152588,0.006458255462348461,0.0023456490598618984,0.004112606402486563,0.9486729502677917,0.0169058870524168,0.034765779972076416,0.014560237992554903,0.08131825178861618
ETTh2,7,180,4,0,3,3,far,0.9460132122039795,0.9804612994194031,0.034448087215423584,0.008407168090343475,0.002952889772132039,0.005454278318211436,0.9698598384857178,0.01301122922450304,0.010601460933685303,0.010058339452371001,0.03511446714401245
ETTh2,7,180,4,1,2,1,adjacent,0.9942347407341003,0.9981907606124878,0.003956019878387451,0.0015151225961744785,0.00045392796164378524,0.0010611946345306933,0.9883727431297302,0.004263983108103275,0.009818017482757568,0.00381005514645949,0.23698113858699799
ETTh2,7,180,4,1,3,2,far,0.9936920404434204,0.9984181523323059,0.004726111888885498,0.0014004523400217295,0.0003496629069559276,0.0010507894330658019,0.9868929386138916,0.007155274040997028,0.011525213718414307,0.006805611134041101,0.09470595419406891
ETTh2,7,180,4,2,3,1,adjacent,0.9959306716918945,0.998428463935852,0.0024977922439575195,0.0012114881537854671,0.0004470901330932975,0.0007643980206921697,0.9799141883850098,0.007504972163587809,0.018514275550842285,0.007057882030494511,0.3697373867034912
ETTh2,7,240,3,0,1,1,adjacent,0.9811326861381531,0.9910417795181274,0.009909093379974365,0.002937226789072156,0.0012066317722201347,0.0017305950168520212,0.9540656208992004,0.014440302737057209,0.036976158618927,0.013233670964837074,0.14919856190681458
ETTh2,7,240,3,0,2,2,far,0.9709343314170837,0.9877026081085205,0.016768276691436768,0.004380015656352043,0.0016493755392730236,0.0027306401170790195,0.9719316959381104,0.011189248412847519,0.015770912170410156,0.009539872873574495,0.06657898426055908
ETTh2,7,240,3,1,2,1,adjacent,0.9950566291809082,0.9988274574279785,0.0037708282470703125,0.0013761806767433882,0.0002912535856012255,0.0010849270911421627,0.9774713516235352,0.01000775583088398,0.02135610580444336,0.009716502245282754,0.3171444237232208
ETTm1,0,180,4,0,1,1,adjacent,0.9898240566253662,0.9933984279632568,0.003574371337890625,0.0017038558144122362,0.0009103185730054975,0.0007935372414067388,0.9878178238868713,0.0030692031141370535,0.005580604076385498,0.002158884541131556,0.194227933883667
ETTm1,0,180,4,0,2,2,far,0.992891788482666,0.9934843182563782,0.0005925297737121582,0.001653003040701151,0.0009249683935195208,0.0007280346471816301,0.9837815761566162,0.004636676982045174,0.009702742099761963,0.003711708588525653,0.10069970786571503
ETTm1,0,180,4,0,3,3,far,0.9954735636711121,0.9912602305412292,-0.0042133331298828125,0.0010416762670502067,0.001218154444359243,-0.00017647817730903625,0.98273766040802,0.004799318965524435,0.008522570133209229,0.003581164521165192,0.050367631018161774
ETTm1,0,180,4,1,2,1,adjacent,0.9982648491859436,0.9999169111251831,0.001652061939239502,0.0003895599802490324,2.2384163457900286e-05,0.0003671758167911321,0.9786565899848938,0.0055927312932908535,0.021260321140289307,0.005570347129832953,0.3426521420478821
ETTm1,0,180,4,1,3,2,far,0.9972181916236877,0.9996077418327332,0.00238955020904541,0.0005362138617783785,8.834176696836948e-05,0.000447872094810009,0.9812999367713928,0.00506008742377162,0.018307805061340332,0.00497174565680325,0.2517111301422119
ETTm1,0,180,4,2,3,1,adjacent,0.9992713332176208,0.9997262358665466,0.00045490264892578125,0.00021846150048077106,5.14759449288249e-05,0.00016698555555194616,0.9792149066925049,0.006303854286670685,0.020511329174041748,0.00625237834174186,0.4011487364768982
ETTm1,0,240,3,0,1,1,adjacent,0.9953729510307312,0.9918076395988464,-0.0035653114318847656,0.001072690705768764,0.001219252240844071,-0.0001465615350753069,0.9829763174057007,0.004556107800453901,0.008831322193145752,0.0033368555596098304,0.21175308525562286
ETTm1,0,240,3,0,2,2,far,0.9946911334991455,0.9879760146141052,-0.006715118885040283,0.000999639043584466,0.0015267800772562623,-0.0005271410336717963,0.9875794649124146,0.0034037395380437374,0.00039654970169067383,0.0018769594607874751,0.15020424127578735
ETTm1,0,240,3,1,2,1,adjacent,0.9988679885864258,0.9981264472007751,-0.0007415413856506348,0.00035528975422494113,0.0004215366789139807,-6.624692468903959e-05,0.9771245718002319,0.0063161603175103664,0.021001875400543213,0.005894623638596386,0.3926093578338623
ETTm1,1,180,4,0,1,1,adjacent,0.996054470539093,0.9909992218017578,-0.005055248737335205,0.0012336720246821642,0.0011954486835747957,3.822334110736847e-05,0.9516941905021667,0.01168082281947136,0.039305031299591064,0.010485374135896564,0.2836993932723999
ETTm1,1,180,4,0,2,2,far,0.9970378875732422,0.9888479113578796,-0.008189976215362549,0.0010325851617380977,0.0015241412911564112,-0.0004915561294183135,0.9591279625892639,0.009800688363611698,0.029719948768615723,0.008276547072455287,0.21277642250061035
ETTm1,1,180,4,0,3,3,far,0.9973829388618469,0.9867532253265381,-0.010629713535308838,0.0009508524090051651,0.0018099986482411623,-0.0008591462392359972,0.9364263415336609,0.015329565852880478,0.0503268837928772,0.013519567204639316,0.19420453906059265
ETTm1,1,180,4,1,2,1,adjacent,0.9970853328704834,0.99971604347229,0.0026307106018066406,0.0006988213863223791,6.0388396377675235e-05,0.0006384329899447039,0.9777164459228516,0.0060012442991137505,0.021999597549438477,0.005940855902736075,0.3698887228965759
ETTm1,1,180,4,1,3,2,far,0.9980920553207397,0.9993027448654175,0.0012106895446777344,0.0005896445363759995,0.0001378418819513172,0.00045180265442468226,0.949974000453949,0.012593680992722511,0.049328744411468506,0.012455839110771194,0.3011126220226288
ETTm1,1,180,4,2,3,1,adjacent,0.9994179010391235,0.9997421503067017,0.000324249267578125,0.00018334871856495738,6.038015999365598e-05,0.0001229685585713014,0.9727807641029358,0.0066460813395679,0.02696138620376587,0.006585701179574244,0.4004027843475342
ETTm1,1,240,3,0,1,1,adjacent,0.9986789226531982,0.9931396245956421,-0.005539298057556152,0.0005529164336621761,0.0010488727129995823,-0.0004959562793374062,0.9551528692245483,0.01152539812028408,0.03798675537109375,0.010476525407284498,0.35224607586860657
ETTm1,1,240,3,0,2,2,far,0.9964318871498108,0.9879356622695923,-0.008496224880218506,0.0009057190036401153,0.001568882609717548,-0.0006631636060774326,0.9526860117912292,0.011945944279432297,0.03524965047836304,0.010377061669714749,0.2861810028553009
ETTm1,1,240,3,1,2,1,adjacent,0.9977254867553711,0.9975429177284241,-0.00018256902694702148,0.0004709213972091675,0.0005076548550277948,-3.673345781862736e-05,0.963588535785675,0.009470805525779724,0.03395438194274902,0.00896315067075193,0.4178198575973511
ETTm1,2,180,4,0,1,1,adjacent,0.9944508075714111,0.9912680387496948,-0.0031827688217163086,0.0015444816090166569,0.0011689715320244431,0.0003755100769922137,0.9735856652259827,0.007303839549422264,0.017682373523712158,0.006134868017397821,0.09043234586715698
ETTm1,2,180,4,0,2,2,far,0.9930554032325745,0.9905116558074951,-0.0025437474250793457,0.001864742604084313,0.001312516164034605,0.0005522264400497079,0.9522384405136108,0.012814776971936226,0.03827321529388428,0.01150226080790162,-0.08726541697978973
ETTm1,2,180,4,0,3,3,far,0.9916378855705261,0.9877007007598877,-0.003937184810638428,0.0018312996253371239,0.0016914790030568838,0.00013982062228024006,0.965060293674469,0.011344225145876408,0.0226404070854187,0.009652746142819524,0.06684049218893051
ETTm1,2,180,4,1,2,1,adjacent,0.9980531930923462,0.9998289346694946,0.0017757415771484375,0.0006384657463058829,4.570011515170336e-05,0.0005927656311541796,0.9890285134315491,0.0027483184821903706,0.010800421237945557,0.002702618367038667,0.21629145741462708
ETTm1,2,180,4,1,3,2,far,0.9963170289993286,0.9994484186172485,0.003131389617919922,0.0008826073608361185,0.00011396891204640269,0.0007686384487897158,0.9745937585830688,0.008825957775115967,0.024854660034179688,0.008711988863069564,-0.013454342260956764
ETTm1,2,180,4,2,3,1,adjacent,0.9987078309059143,0.9997444152832031,0.0010365843772888184,0.0002186416822951287,4.548720607999712e-05,0.00017315447621513158,0.9617695212364197,0.01128486730158329,0.03797489404678345,0.011239380095503293,0.055523619055747986
ETTm1,2,240,3,0,1,1,adjacent,0.99749356508255,0.9947201013565063,-0.002773463726043701,0.0008078358368948102,0.0008784094243310392,-7.057358743622899e-05,0.9663354754447937,0.008948134258389473,0.028384625911712646,0.008069724834058434,0.031939875334501266
ETTm1,2,240,3,0,2,2,far,0.993022620677948,0.9889663457870483,-0.004056274890899658,0.0013464975636452436,0.0014282194897532463,-8.172192610800266e-05,0.9748445749282837,0.008662737905979156,0.014121770858764648,0.00723451841622591,0.03684209659695625
ETTm1,2,240,3,1,2,1,adjacent,0.9959019422531128,0.99692702293396,0.001025080680847168,0.0007292474620044231,0.000586329959332943,0.00014291750267148018,0.9587656259536743,0.01353942509740591,0.038161396980285645,0.012953095138072968,0.11124738305807114
ETTm1,3,180,4,0,1,1,adjacent,0.9965939521789551,0.9909129738807678,-0.005680978298187256,0.0006764401914551854,0.001209918991662562,-0.0005334788002073765,0.9683056473731995,0.006718623451888561,0.02260732650756836,0.005508704460225999,0.23217269778251648
ETTm1,3,180,4,0,2,2,far,0.9942082166671753,0.9893713593482971,-0.004836857318878174,0.0012296162312850356,0.001435142126865685,-0.00020552589558064938,0.9512507319450378,0.011639628559350967,0.03812062740325928,0.010204486432485282,0.17101441323757172
ETTm1,3,180,4,0,3,3,far,0.992569088935852,0.9867709875106812,-0.0057981014251708984,0.0014766859821975231,0.001793562201783061,-0.0003168762195855379,0.9652814269065857,0.009663145989179611,0.02148956060409546,0.00786958378739655,0.20675921440124512
ETTm1,3,180,4,1,2,1,adjacent,0.9993638396263123,0.9998212456703186,0.00045740604400634766,0.00020492187468335032,4.108229768462479e-05,0.00016383957699872553,0.979677677154541,0.0054151564836502075,0.020143568515777588,0.005374074185965583,0.316505491733551
ETTm1,3,180,4,1,3,2,far,0.9987788796424866,0.9993305802345276,0.0005517005920410156,0.0003287365543656051,0.00013306323671713471,0.0001956733176484704,0.9664881229400635,0.008657362312078476,0.03284245729446411,0.008524299075361341,0.21442732214927673
ETTm1,3,180,4,2,3,1,adjacent,0.9992115497589111,0.9997546672821045,0.0005431175231933594,0.00024494287208653986,4.809894016943872e-05,0.00019684393191710114,0.9573735594749451,0.012009065598249435,0.042381107807159424,0.011960966658079997,0.2726243734359741
ETTm1,3,240,3,0,1,1,adjacent,0.9969740509986877,0.9923214316368103,-0.004652619361877441,0.0007507023401558399,0.0012292354367673397,-0.0004785330966114998,0.9834338426589966,0.004226674325764179,0.00888758897781372,0.0029974388889968395,0.22446319460868835
ETTm1,3,240,3,0,2,2,far,0.9919921159744263,0.9880348443984985,-0.003957271575927734,0.001309188548475504,0.001540092984214425,-0.00023090443573892117,0.9759010076522827,0.006834505125880241,0.01213383674621582,0.005294412141665816,0.2518457770347595
ETTm1,3,240,3,1,2,1,adjacent,0.9952580332756042,0.9973894953727722,0.0021314620971679688,0.0011285175569355488,0.0005770539282821119,0.0005514636286534369,0.986396312713623,0.003861122764647007,0.01099318265914917,0.003284068836364895,0.23742200434207916
ETTm1,4,180,4,0,1,1,adjacent,0.9928593039512634,0.9918211102485657,-0.001038193702697754,0.0014622851740568876,0.001118332613259554,0.0003439525607973337,0.9650234580039978,0.009450193494558334,0.02679765224456787,0.00833186088129878,0.1596323549747467
ETTm1,4,180,4,0,2,2,far,0.9935634732246399,0.990276038646698,-0.0032874345779418945,0.001726446789689362,0.0013414535205811262,0.00038499326910823584,0.9589591026306152,0.009924449026584625,0.031316936016082764,0.008582995506003499,0.18628016114234924
