dataset,batch_idx,unit_size,unit_count,loss_mean,mean_demand_cosine,mean_sensitivity_cosine,delta_cosine,mean_demand_js,mean_sensitivity_js,delta_js,mean_label_dependence_cosine,mean_label_dependence_js,mean_label_shuffle_gap,delta_label_cosine,delta_label_js,pair_matrix_spearman,demand_distance_spearman,sensitivity_distance_spearman,mean_unit_demand_sensitivity_cosine,mean_unit_label_sensitivity_cosine,mean_coeff_gradient_cosine,mean_demand_entropy,mean_sensitivity_entropy,mean_demand_centroid,mean_sensitivity_centroid,max_patch_mass_conservation_error,evidence_mass_conservation_error
ETTh2,5,180,4,0.4934708811342716,0.9771050214767456,0.9911504288514456,0.014045407374699947,0.004065045912284404,0.0013416723765355225,0.0027233735357488813,0.7948856949806213,0.04586309210086862,0.0038305066991597414,0.19626473387082422,0.0445214197243331,0.9428571428571428,-0.6172133998483675,-0.46291004988627565,0.9934945851564407,0.8461374640464783,0.1347787187745174,0.9746894486947579,0.9851145835628387,0.5333438390485103,0.5297185290340588,1.1920928955078125e-07,1.1920928955078125e-07
ETTh2,5,240,3,0.49347088237603504,0.9841995040575663,0.9937790036201477,0.009579499562581417,0.0026236088015139103,0.0009609372064005584,0.001662671595113352,0.8984375,0.0247961167866985,-0.013133936251203219,0.0953415036201477,0.023835179580297943,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9942671457926432,0.8175512949625651,0.15490444004535675,0.975249975789783,0.9848849833475869,0.5320431174754434,0.5262355530322788,1.1920928955078125e-07,1.1920928955078125e-07
ETTh2,6,180,4,0.48170866817235947,0.9862738251686096,0.9921408196290334,0.0058669944604238244,0.0031807016542491815,0.0012517993842872481,0.0019289022699619334,0.9999392131964365,0.0012362032672778394,-0.011087555903941393,-0.0077983935674030835,-1.5596117009408772e-05,1.0,-0.7715167498104595,-0.7715167498104595,0.9942586421966553,0.23655368760228157,0.12643448018934578,0.9777415508545607,0.9855808290080421,0.531047911239433,0.5351485357165171,1.1920928955078125e-07,0.0
ETTh2,6,240,3,0.48170867562294006,0.9897411863009135,0.9941801428794861,0.004438956578572628,0.0021863434618959823,0.0008712035196367651,0.0013151399422592172,0.9999695618947347,0.0005345975999565175,-0.010911399809022745,-0.0057894190152486535,-0.00033660591968024767,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9928973714510599,0.24198339879512787,0.1464917759100596,0.9774488936275031,0.9863823734903828,0.5317911529187311,0.533868866603464,1.1920928955078125e-07,0.0
ETTh2,7,180,4,0.3609914146363735,0.9749142726262411,0.9909969568252563,0.016082684199015262,0.0042319239194815355,0.001436650015724202,0.0027952739037573338,0.9754366377989451,0.009408744517713785,0.026872102171182632,0.015560319026311276,0.007972094501989583,0.9428571428571428,-0.7715167498104595,-0.6172133998483675,0.9924842268228531,0.7674620002508163,0.1522697632511457,0.9735833636858577,0.984510712516403,0.532606366280886,0.5324949070873446,5.960464477539063e-08,0.0
ETTh2,7,240,3,0.36099140842755634,0.9823745489120483,0.9925239483515421,0.010149399439493778,0.002897807707389196,0.0010490869656981279,0.001848720741691068,0.9678228894869486,0.01187910232692957,0.028849012528856594,0.024701058864593506,0.01083001536123144,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9929640491803488,0.7618807752927145,0.17764065663019815,0.9743525801652337,0.9846560734729713,0.5311100888594908,0.5325417834738642,1.1920928955078125e-07,0.0
ETTm1,0,180,4,0.40101535618305206,0.9954906304677328,0.9962323109308878,0.0007416804631550367,0.000923795077445296,0.0005359405477065593,0.0003878545297387367,0.9822514156500498,0.004910312010906637,0.14257467724382877,0.013980895280838013,0.004374371463200077,0.7714285714285715,-0.2777460299317654,-0.6172133998483675,0.966180220246315,0.9141695499420166,0.22346788023908934,0.9596779384529829,0.9864263546793037,0.5893176507220315,0.5512472797335438,1.1920928955078125e-07,0.0
ETTm1,0,240,3,0.40101534128189087,0.9963106910387675,0.9926367004712423,-0.003673990567525154,0.0008092065011927237,0.0010558563323381047,-0.00024664983114538097,0.9825601180394491,0.004758669218669335,0.1391203651825587,0.010076582431793213,0.0037028128863312304,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9677236874898275,0.911261777083079,0.2515222281217575,0.9576716846562933,0.9846277046030582,0.5901969446315775,0.553728382179568,0.0,0.0
ETTm1,1,180,4,0.41573117673397064,0.9975117643674215,0.9942268828550974,-0.0032848815123240893,0.0007814873727814605,0.000798033176882503,-1.654580410104245e-05,0.9579532841841379,0.010342013944561282,0.1223533395677805,0.03627359867095947,0.009543980767678779,0.4857142857142857,0.12344267996967351,-0.7715167498104595,0.9522101879119873,0.9247739464044571,0.29368074735005695,0.9527451483592704,0.9853419711478456,0.5887062168253977,0.5534488959173167,5.960464477539063e-08,0.0
ETTm1,1,240,3,0.4157312015692393,0.9976120988527933,0.9928727348645529,-0.004739363988240486,0.0006431856115038196,0.0010418033925816417,-0.0003986177810778221,0.9571424722671509,0.010980715975165367,0.13105210910240808,0.035730262597401974,0.009938912582583725,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9515732328097025,0.9316873749097189,0.3520823121070862,0.9534841609607168,0.9862801322720268,0.5881260645074539,0.5515048151277092,5.960464477539063e-08,0.0
ETTm1,2,180,4,0.2900666296482086,0.9953703582286835,0.9947503606478373,-0.0006199975808461877,0.0011633731046458706,0.0007296871553990059,0.00043368594924686477,0.9693793654441833,0.009053664204354087,0.1495075263082981,0.025370995203653934,0.008323977048955081,0.9428571428571428,-0.7715167498104595,-0.7715167498104595,0.9706376641988754,0.9250187873840332,0.05472802588095268,0.9597838968901502,0.9848882049372234,0.5898135401443247,0.5538641196132866,1.1920928955078125e-07,0.0
ETTm1,2,240,3,0.29006663461526233,0.9954727093378702,0.9935378233591715,-0.0019348859786987305,0.000961193620848159,0.0009643196244724095,-3.1260036242505276e-06,0.9666485587755839,0.010383432420591513,0.15391641855239868,0.026889264583587646,0.009419112796119103,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9680678447087606,0.9266313314437866,0.06000978499650955,0.9596346830067821,0.9856134402276782,0.5893904712944048,0.552360368427105,1.1920928955078125e-07,0.0
ETTm1,3,180,4,0.27712661027908325,0.9967875878016154,0.9943269689877828,-0.002460618813832527,0.0006935572843455399,0.0007768112991470844,-8.325401480154448e-05,0.9647295276323954,0.009017163732399544,0.10315935499966145,0.029597441355387444,0.00824035243325246,1.0,-0.7715167498104595,-0.7715167498104595,0.9581159353256226,0.9484685361385345,0.23558391879002252,0.9560899549489094,0.9858553013646603,0.5898443760560186,0.5517007565133595,1.1920928955078125e-07,0.0
ETTm1,3,240,3,0.27712663014729816,0.9947414000829061,0.9925819238026937,-0.0021594762802124023,0.0010628028151889641,0.0011154607830879588,-5.2657967898994684e-05,0.9819103876749674,0.004974100738763809,0.10329258193572362,0.010671536127726311,0.0038586399556758506,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9606541196505228,0.9546299576759338,0.237910325328509,0.9565763677812514,0.9854648930835571,0.5888285205825148,0.5522485272332812,1.1920928955078125e-07,0.0
ETTm1,4,180,4,0.3943759500980377,0.9951332608858744,0.9949547747770945,-0.00017848610877990723,0.0011824858277880896,0.0007038092808215879,0.00047867654696650175,0.967820018529892,0.008706386045863232,0.08094869181513786,0.02713475624720252,0.008002576765041644,0.8857142857142857,-0.6172133998483675,-0.7715167498104595,0.9674125164747238,0.9342490881681442,0.2075502723455429,0.9557953742086256,0.9839834692806084,0.5927325316364145,0.5547841036269994,1.1920928955078125e-07,0.0
ETTm1,4,240,3,0.3943759500980377,0.9955617984135946,0.9934014876683553,-0.002160310745239258,0.0010060772959453363,0.0010669077164493501,-6.083042050401377e-05,0.9723807374636332,0.007279899592200915,0.08467007180054982,0.02102075020472216,0.006212991875751565,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9615744153658549,0.9420033097267151,0.24805350601673126,0.9553310168745645,0.9851429701337938,0.593272570387655,0.5532831254799055,5.960464477539063e-08,0.0
ETTm1,5,180,4,0.336249940097332,0.9972644547621409,0.9942500988642374,-0.0030143558979034424,0.0007782049263672283,0.0007867346891240837,-8.529762756855465e-06,0.9697503844896952,0.008062015287578106,0.08414514176547527,0.024499714374542236,0.007275280598454022,0.7714285714285715,-0.46291004988627565,-0.7715167498104595,0.9679026752710342,0.9010642766952515,0.2203325405716896,0.9563198737829166,0.9835154714322509,0.5888217082441434,0.5554035595295659,1.1920928955078125e-07,5.960464477539063e-08
ETTm1,5,240,3,0.3362499574820201,0.9962848226229349,0.9936752915382385,-0.002609531084696415,0.0008611255519402524,0.0008923208612638215,-3.1195309323569067e-05,0.9495757818222046,0.012703991495072842,0.08571232110261917,0.044099509716033936,0.01181167063380902,0.9999999999999998,-0.8660254037844387,-0.8660254037844387,0.9608359336853027,0.9109593629837036,0.2717688977718353,0.9556750307246927,0.9851719526398282,0.5889092075310761,0.5534499747144109,5.960464477539063e-08,5.960464477539063e-08
ETTm1,6,180,4,0.528800755739212,0.9981275200843811,0.9935079912344614,-0.004619528849919674,0.0006291087289961675,0.0008537481541376716,-0.00022463942514150403,0.9568175176779429,0.011085766678055128,0.05877777561545372,0.036690473556518555,0.010232018523917457,0.6571428571428571,-0.3703280399090205,-0.7715167498104595,0.9449658244848251,0.9055956602096558,0.12654120909670988,0.9480664797528013,0.9848130463130649,0.5938631994170505,0.553392678209074,1.1920928955078125e-07,0.0
ETTm1,6,240,3,0.5288007259368896,0.9968864321708679,0.992822508017222,-0.00406392415364587,0.000798570845896999,0.0010325397500613083,-0.00023396890416430927,0.950821061929067,0.011970319164295992,0.058431136111418404,0.04200144608815504,0.010937779414234683,-0.4999999999999999,0.0,-0.8660254037844387,0.9450515906016032,0.9026270508766174,0.15719416240851083,0.9470321547680035,0.9842736837638756,0.5939984558133765,0.5547494406384011,5.960464477539063e-08,0.0
ETTm1,7,180,4,0.3285442031919956,0.996836910645167,0.9938316643238068,-0.003005246321360233,0.0008658655181837579,0.0008368875423911959,2.8977975792562004e-05,0.9718875686327616,0.007649977187005182,0.11703917570412159,0.021944095691045162,0.006813089644613986,0.8857142857142857,-0.9258200997725513,-0.7715167498104595,0.9607452601194382,0.9019615650177002,0.15536566637456417,0.9584590624047192,0.9862931897406452,0.5864569461063814,0.5513232659564065,1.1920928955078125e-07,0.0
ETTm1,7,240,3,0.32854418953259784,0.994808554649353,0.9924402236938477,-0.002368330955505371,0.0011742885302131374,0.0011119803724189599,6.230815779417753e-05,0.9774395227432251,0.006297186172256867,0.12138839066028595,0.015000700950622559,0.005185205799837908,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9631569782892863,0.9016545216242472,0.22267310818036398,0.9590467723998461,0.9861826585343051,0.586197189451314,0.5519934925261504,1.1920928955078125e-07,0.0
Weather,0,180,4,0.6927224770188332,0.9746487239996592,0.9460073808828989,-0.028641343116760254,0.012210554986571273,0.011654547338063518,0.0005560076485077552,0.7709041833877563,0.0743833277374506,0.020671539299655706,0.17510319749514258,0.06272878039938708,0.9428571428571428,-0.9258200997725513,-0.9258200997725513,0.9612322896718979,0.6564242094755173,0.0778307889898618,0.8685915804198998,0.9359744908665552,0.6439740495323638,0.5948062626144982,1.1920928955078125e-07,0.0
Weather,0,240,3,0.6927223801612854,0.9738133947054545,0.939449409643809,-0.03436398506164551,0.012812197208404541,0.01248698060711225,0.0003252166012922917,0.7428442637125651,0.08414310247947772,0.025874362094327807,0.1966051459312439,0.07165612187236547,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9605752031008402,0.6370103359222412,0.08794756109515826,0.8646842642185363,0.9346097759335903,0.6474746470656946,0.595555814372537,5.960464477539063e-08,0.0
Weather,1,180,4,0.4512940123677254,0.9791261851787567,0.9492629567782084,-0.029863228400548336,0.010117668968935808,0.012318604819787046,-0.0022009358508512378,0.8936533133188883,0.02981781493872404,-0.000996825867332518,0.05560964345932007,0.017499210118936993,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9617321342229843,0.8304190039634705,0.09074852677683036,0.8638719870044211,0.9315997137484404,0.649517924132367,0.5988952254718467,1.1920928955078125e-07,0.0
Weather,1,240,3,0.4512940247853597,0.9761805931727091,0.9421908060709635,-0.033989787101745605,0.011124332435429096,0.011488901761670908,-0.0003645693262418117,0.923913578192393,0.022480716307957966,-0.0013242007698863745,0.018277227878570557,0.010991814546287058,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9551700353622437,0.8463587959607443,0.09980600948135059,0.8599370571776014,0.9356733017372734,0.6523534980812833,0.5965436529549505,5.960464477539063e-08,0.0
Weather,2,180,4,0.42351653426885605,0.9726731876532236,0.9474358757336935,-0.02523731191953016,0.011909086218414208,0.011206597303195545,0.0007024889152186624,0.9080436925093333,0.02470913017168641,-0.0009270828450098634,0.03939218322436022,0.013502532868490865,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9641831815242767,0.7102732807397842,0.09927030590673287,0.8731547143255016,0.9365632275221158,0.6431007968865449,0.5968681197504672,1.1920928955078125e-07,0.0
Weather,2,240,3,0.42351652185122174,0.9722632964452108,0.940276304880778,-0.031986991564432854,0.0120925921946764,0.011914194406320652,0.00017839778835574728,0.9377041260401408,0.016762574824194115,-0.003121573788424333,0.002572178840637207,0.004848380417873463,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9632100661595663,0.7221819559733073,0.11088363826274872,0.872320021691919,0.936526373952757,0.644122721920093,0.5965015338867641,1.1920928955078125e-07,0.0
Weather,3,180,4,0.5476999282836914,0.9782249629497528,0.9521768093109131,-0.02604815363883972,0.010459249373525381,0.01171671028714627,-0.0012574609136208892,0.834283192952474,0.04476271569728851,0.01577660022303462,0.11789361635843909,0.03304600541014224,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9780133366584778,0.6706438660621643,0.05157568817958236,0.8654068974558231,0.9195895390781293,0.6480578659970173,0.6117819307245034,1.1920928955078125e-07,1.1920928955078125e-07
Weather,3,240,3,0.5476999084154764,0.9767005642255148,0.9459980130195618,-0.030702551205953,0.011285144525269667,0.01434389284501473,-0.0030587483197450638,0.8745165268580118,0.035475275168816246,0.009587582355986038,0.07148148616154992,0.021131382323801517,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9829144477844238,0.6614529093106588,0.05486828461289406,0.8629073392211218,0.9101329403222317,0.6506063136780322,0.6194897449618973,1.1920928955078125e-07,1.1920928955078125e-07
Weather,4,180,4,0.7428896315395832,0.9815042813618978,0.9536686440308889,-0.02783563733100891,0.009873556128392616,0.012486113895041248,-0.0026125577666486315,0.6776609818140665,0.09871640180548032,0.05479664634913206,0.2760076622168224,0.08623028791043907,0.7714285714285715,-0.9258200997725513,-0.9258200997725513,0.9790606796741486,0.6280344128608704,0.06126020957405368,0.8540698403080919,0.9098090053540323,0.6576623823778686,0.6190675780570889,1.1920928955078125e-07,0.0
Weather,4,240,3,0.7428896824518839,0.97959965467453,0.9519386490186056,-0.027661005655924442,0.010501400412370762,0.012905327137559652,-0.0024039267251888905,0.645800252755483,0.10847930982708931,0.06647243288656075,0.30613839626312256,0.09557398268952966,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9794593453407288,0.6725421647230784,0.07120750192552805,0.8546880373978197,0.9106085319175895,0.6574150442690224,0.6185655447969185,1.1920928955078125e-07,0.0
Weather,5,180,4,0.45545847713947296,0.972699890534083,0.9541846513748169,-0.018515239159266117,0.012297382345423102,0.010553255580210438,0.0017441267652126644,0.9300843179225922,0.018916454631835222,0.06753691891208291,0.02410033345222473,0.008363199051624784,0.7142857142857143,-0.9258200997725513,-0.9258200997725513,0.9642042368650436,0.7724161297082901,0.07284155650995672,0.8649922505479305,0.9355072010598761,0.6447707747882531,0.5959689971966273,5.960464477539063e-08,0.0
Weather,5,240,3,0.45545849204063416,0.9685842990875244,0.9396062890688578,-0.028978010018666622,0.013869832269847393,0.012541998022546371,0.0013278342473010216,0.9307813247044882,0.018445129816730816,0.06978954002261162,0.008824964364369636,0.005903131794184445,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9615175326665243,0.776300291220347,0.08391543912390868,0.8629900856919334,0.9355678271285862,0.6467771145498306,0.5961582146698975,0.0,0.0
Weather,6,180,4,0.4052667170763016,0.9748092691103617,0.9488334059715271,-0.0259758631388346,0.012384173731940487,0.01079798493689547,0.0015861887950450182,0.9281460543473562,0.01961814270665248,0.003671842743642628,0.020687351624170902,0.008820157769757012,0.8285714285714286,-0.9258200997725513,-0.9258200997725513,0.955178901553154,0.7993351370096207,0.09430838748812675,0.8607633300155588,0.9389805880183063,0.6495192399111179,0.5898212119833318,1.1920928955078125e-07,0.0
Weather,6,240,3,0.4052666922410329,0.9741295377413431,0.9447254737218221,-0.029404064019521003,0.012805796849230925,0.011830751473704973,0.0009750453755259514,0.964454193909963,0.010233531550814709,-0.0029245465993881226,-0.01972872018814087,-0.0015972199228902646,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9625552892684937,0.7943478425343832,0.1016472006837527,0.8596495450534065,0.9329001148956205,0.6506477960790812,0.5953486994786235,1.1920928955078125e-07,0.0
Weather,7,180,4,0.49817490577697754,0.9718158642450968,0.9460888206958771,-0.02572704354921973,0.012192894549419483,0.011118025441343585,0.001074869108075898,0.830525795618693,0.04217889284094175,-0.003015930997207761,0.11556302507718408,0.031060867399598166,0.4857142857142857,-0.9258200997725513,-0.7715167498104595,0.9574009329080582,0.7981681525707245,0.06888378939280908,0.8720058458981864,0.9408407197136233,0.6461772573839806,0.5893728497628542,1.1920928955078125e-07,0.0
Weather,7,240,3,0.49817490577697754,0.9674906730651855,0.939063568909963,-0.028427104155222538,0.013690175178150335,0.011474386944125095,0.00221578823402524,0.8395513693491617,0.040741220116615295,-0.0035773005026082196,0.09951219956080126,0.0292668331724902,0.4999999999999999,-0.8660254037844387,-0.8660254037844387,0.9516098697980245,0.8200751940409342,0.08404655754566193,0.8714159468742038,0.9449734055812105,0.6468400172630172,0.5841255170303082,1.1920928955078125e-07,0.0
