dataset,family,split,future_group_index,history_group_index,replicate_count,mean_r2
Weather,history_perm,holdout,0,2,9,-0.0021470602421652294
Weather,history_perm,holdout,0,3,9,-0.0023567069967626894
Weather,history_perm,holdout,0,4,9,-0.0022815310791333143
Weather,history_perm,holdout,0,5,9,-0.0022823646382815876
Weather,history_perm,holdout,0,6,9,-0.0025105742215951496
Weather,history_perm,holdout,1,0,9,-0.0018200745808964777
Weather,history_perm,holdout,1,1,9,-0.0011729486580103938
Weather,history_perm,holdout,1,2,9,-0.0013441611337824276
Weather,history_perm,holdout,1,3,9,-0.0018077933370780957
Weather,history_perm,holdout,1,4,9,-0.0014428641873687692
Weather,history_perm,holdout,1,5,9,-0.0015489656758071765
Weather,history_perm,holdout,1,6,9,-0.0015710473429237678
Weather,history_perm,holdout,2,0,9,-0.00029702366021913364
Weather,history_perm,holdout,2,1,9,-0.0002354496912070224
Weather,history_perm,holdout,2,2,9,-0.0003420213576128539
Weather,history_perm,holdout,2,3,9,-0.00021469704715928708
Weather,history_perm,holdout,2,4,9,-0.0003140346431649288
Weather,history_perm,holdout,2,5,9,-0.00031079710946720535
Weather,history_perm,holdout,2,6,9,-0.000313403636009192
Weather,history_perm,holdout,3,0,9,-0.0009128935979424805
Weather,history_perm,holdout,3,1,9,-0.001401339655689609
Weather,history_perm,holdout,3,2,9,-0.0013132627197937434
Weather,history_perm,holdout,3,3,9,-0.001184543703999304
Weather,history_perm,holdout,3,4,9,-0.0010006100677169005
Weather,history_perm,holdout,3,5,9,-0.0009757579316095456
Weather,history_perm,holdout,3,6,9,-0.0011966530161167358
Weather,history_perm,holdout,4,0,9,-7.247769015165477e-05
Weather,history_perm,holdout,4,1,9,-8.019576261266949e-05
Weather,history_perm,holdout,4,2,9,-8.328746417632062e-05
Weather,history_perm,holdout,4,3,9,-5.740434718654658e-05
Weather,history_perm,holdout,4,4,9,-7.250581447736259e-05
Weather,history_perm,holdout,4,5,9,-4.685243428934369e-05
Weather,history_perm,holdout,4,6,9,-8.769501190202749e-05
Weather,history_perm,holdout,5,0,9,-0.00020677581181565644
Weather,history_perm,holdout,5,1,9,-0.0001583776409575953
Weather,history_perm,holdout,5,2,9,-0.00017175101439984944
Weather,history_perm,holdout,5,3,9,-0.00019240116331221814
Weather,history_perm,holdout,5,4,9,-0.00016344787208488754
Weather,history_perm,holdout,5,5,9,-0.00016630526405170265
Weather,history_perm,holdout,5,6,9,-0.00022297141199723036
Weather,history_perm,holdout,6,0,9,-0.00019033220592337387
Weather,history_perm,holdout,6,1,9,-0.00014819963360329029
Weather,history_perm,holdout,6,2,9,-0.00018252574794372676
Weather,history_perm,holdout,6,3,9,-0.00016591199728072722
Weather,history_perm,holdout,6,4,9,-0.00018764185179947427
Weather,history_perm,holdout,6,5,9,-0.00013484188743700324
Weather,history_perm,holdout,6,6,9,-0.0001491649863998301
Weather,history_perm,validation,0,0,9,-4.522963495657962e-05
Weather,history_perm,validation,0,1,9,-3.284645541248546e-05
Weather,history_perm,validation,0,2,9,-3.866931077976964e-05
Weather,history_perm,validation,0,3,9,-4.473245479566204e-05
Weather,history_perm,validation,0,4,9,-3.8372486221257183e-05
Weather,history_perm,validation,0,5,9,-3.9764410882048296e-05
Weather,history_perm,validation,0,6,9,-4.411041807375307e-05
Weather,history_perm,validation,1,0,9,-3.787329495310823e-05
Weather,history_perm,validation,1,1,9,-2.1895340190184836e-05
Weather,history_perm,validation,1,2,9,-2.561384752406168e-05
Weather,history_perm,validation,1,3,9,-2.775558101873897e-05
Weather,history_perm,validation,1,4,9,-2.5388335685747362e-05
Weather,history_perm,validation,1,5,9,-2.5417861183744488e-05
Weather,history_perm,validation,1,6,9,-2.781079756096637e-05
Weather,history_perm,validation,2,0,9,-1.229253210347873e-05
Weather,history_perm,validation,2,1,9,-8.363506686956709e-06
Weather,history_perm,validation,2,2,9,-1.0225997637287105e-05
Weather,history_perm,validation,2,3,9,-1.1955229600661236e-05
Weather,history_perm,validation,2,4,9,-1.0999204388431297e-05
Weather,history_perm,validation,2,5,9,-1.1114313674756263e-05
Weather,history_perm,validation,2,6,9,-1.2910824427509522e-05
Weather,history_perm,validation,3,0,9,-5.185964134297234e-06
Weather,history_perm,validation,3,1,9,-2.8410784784746764e-05
Weather,history_perm,validation,3,2,9,-6.935995341591135e-05
Weather,history_perm,validation,3,3,9,-3.202134849298075e-05
Weather,history_perm,validation,3,4,9,-5.048584515418872e-06
Weather,history_perm,validation,3,5,9,-2.231832620527532e-05
Weather,history_perm,validation,3,6,9,-3.182977512978308e-05
Weather,history_perm,validation,4,0,9,-1.4655195943063464e-05
Weather,history_perm,validation,4,1,9,-1.4455742870832387e-05
Weather,history_perm,validation,4,2,9,-1.6487171289794292e-05
Weather,history_perm,validation,4,3,9,-1.5885979327112665e-05
Weather,history_perm,validation,4,4,9,-1.4746058511964458e-05
Weather,history_perm,validation,4,5,9,-1.4825969176297033e-05
Weather,history_perm,validation,4,6,9,-1.6080368309949005e-05
Weather,history_perm,validation,5,0,9,-2.3156212168368777e-05
Weather,history_perm,validation,5,1,9,-2.0109982860012148e-05
Weather,history_perm,validation,5,2,9,-1.876632357222796e-05
Weather,history_perm,validation,5,3,9,-2.2018569455766685e-05
Weather,history_perm,validation,5,4,9,-2.0040322537366134e-05
Weather,history_perm,validation,5,5,9,-1.9875144450429457e-05
Weather,history_perm,validation,5,6,9,-2.3867263930604172e-05
Weather,history_perm,validation,6,0,9,-3.7965490627684455e-05
Weather,history_perm,validation,6,1,9,-3.276041704543727e-05
Weather,history_perm,validation,6,2,9,-4.070328630150715e-05
Weather,history_perm,validation,6,3,9,-3.488616780196926e-05
Weather,history_perm,validation,6,4,9,-4.0330669177339e-05
Weather,history_perm,validation,6,5,9,-2.5134789501723986e-05
Weather,history_perm,validation,6,6,9,-3.1445023270422943e-05
