dataset,horizon,is_specialist_gap,residual_mse,residual_mae,matrix_family,matrix_source,normalized_quadratic_loss,ratio_to_residual_mse
Weather,336,False,0.2447934502866627,0.2804331720794901,static_train_target_offdiag,analysis/phase2_offdiag_block_quadratic_gate_20260623/raw/PatchEncoderOffdiagBlockQuadratic/Weather/mixed_h96_h192_h336_h720/seed2021/offdiag_block_matrix.csv,0.03318654874503707,0.1355695943097102
Weather,336,False,0.2447934502866627,0.2804331720794901,qdf_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h336/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.24467564432984518,0.9995187536403464
Weather,336,False,0.2447934502866627,0.2804331720794901,qdf_off_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h336/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.12936916881938518,0.5284829666312102
Weather,336,False,0.2447934502866627,0.2804331720794901,qdf_all_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h336/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.1320291102896887,0.539349031336735
Weather,720,False,0.3208470092970583,0.3337559024644412,identity,identity,0.3208470092970583,1.0
Weather,720,False,0.3208470092970583,0.3337559024644412,prefix_risk,analytic_prefix_risk_alpha_0.5,0.2582786999185879,0.80499020540802
Weather,720,False,0.3208470092970583,0.3337559024644412,static_train_target_offdiag,analysis/phase2_offdiag_block_quadratic_gate_20260623/raw/PatchEncoderOffdiagBlockQuadratic/Weather/mixed_h96_h192_h336_h720/seed2021/offdiag_block_matrix.csv,0.06602244498229529,0.2057754726370785
Weather,720,False,0.3208470092970583,0.3337559024644412,qdf_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h720/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.3204397655954895,0.9987307230868038
Weather,720,False,0.3208470092970583,0.3337559024644412,qdf_off_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h720/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.12293962125836666,0.38317209665664115
Weather,720,False,0.3208470092970583,0.3337559024644412,qdf_all_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h720/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.12594554526415988,0.3925408110865462
