carrier,dataset,readout,comparison,candidate_mse,control_mse,relative_gain
neutral_raw,ETTm1,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.4193669333445541,0.42284629165542353,0.008228423376371361
neutral_raw,ETTm1,hist_gradient_boosting,oracle_vs_region_fixed,0.39665107072398764,0.4259302105432994,0.06874163676242746
neutral_raw,ETTm2,ridge,evs_interaction_vs_global_fixed,0.3509248508138496,0.3501123238600084,-0.002320760791516997
neutral_raw,ETTm2,ridge,evs_interaction_vs_region_fixed,0.3509248508138496,0.3501123238600084,-0.002320760791516997
neutral_raw,ETTm2,ridge,evs_interaction_vs_history_global,0.3509248508138496,0.35041167318229327,-0.0014644992471166056
neutral_raw,ETTm2,ridge,evs_interaction_vs_additive_history_region,0.3509248508138496,0.34986135724922,-0.003039757156924374
neutral_raw,ETTm2,ridge,evs_interaction_vs_permuted_history,0.3509248508138496,0.35179460737628476,0.0024723419410032305
neutral_raw,ETTm2,ridge,oracle_vs_region_fixed,0.3198436386799861,0.3501123238600084,0.08645421231194694
neutral_raw,ETTm2,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.3549786290268224,0.3501123238600084,-0.013899268420953395
neutral_raw,ETTm2,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.3549786290268224,0.3501123238600084,-0.013899268420953395
neutral_raw,ETTm2,hist_gradient_boosting,evs_interaction_vs_history_global,0.3549786290268224,0.352939160008062,-0.005778528567682349
neutral_raw,ETTm2,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.3549786290268224,0.3525317201159643,-0.006940960972400535
neutral_raw,ETTm2,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.3549786290268224,0.35130790780500887,-0.010448729277824753
neutral_raw,ETTm2,hist_gradient_boosting,oracle_vs_region_fixed,0.3198436386799861,0.3501123238600084,0.08645421231194694
neutral_raw,Weather,ridge,evs_interaction_vs_global_fixed,0.3234318875951444,0.32279076350346186,-0.0019861909452550596
neutral_raw,Weather,ridge,evs_interaction_vs_region_fixed,0.3234318875951444,0.32162796091172696,-0.00560873712069003
neutral_raw,Weather,ridge,evs_interaction_vs_history_global,0.3234318875951444,0.3236888540643132,0.0007938687598978254
neutral_raw,Weather,ridge,evs_interaction_vs_additive_history_region,0.3234318875951444,0.32282794323139785,-0.0018707933325141505
neutral_raw,Weather,ridge,evs_interaction_vs_permuted_history,0.3234318875951444,0.32459471021751024,0.003582383155864211
neutral_raw,Weather,ridge,oracle_vs_region_fixed,0.29854170487048787,0.32162796091172696,0.07177938129444933
neutral_raw,Weather,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.32232488741959364,0.32279076350346186,0.0014432757579918344
neutral_raw,Weather,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.32232488741959364,0.32162796091172696,-0.002166871642288452
neutral_raw,Weather,hist_gradient_boosting,evs_interaction_vs_history_global,0.32232488741959364,0.3233835934132151,0.0032738395366540937
neutral_raw,Weather,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.32232488741959364,0.3227868999194135,0.001431323575818006
neutral_raw,Weather,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.32232488741959364,0.3231071273977931,0.002420992642593209
neutral_raw,Weather,hist_gradient_boosting,oracle_vs_region_fixed,0.29854170487048787,0.32162796091172696,0.07177938129444933
a6_natural,ETTh1,ridge,evs_interaction_vs_global_fixed,0.46797754369574707,0.47577276334257024,0.01638433354624461
a6_natural,ETTh1,ridge,evs_interaction_vs_region_fixed,0.46797754369574707,0.4768514291900601,0.018609329764168892
a6_natural,ETTh1,ridge,evs_interaction_vs_history_global,0.46797754369574707,0.47313352585022134,0.010897520198360423
a6_natural,ETTh1,ridge,evs_interaction_vs_additive_history_region,0.46797754369574707,0.47207334692318453,0.008676200963542076
a6_natural,ETTh1,ridge,evs_interaction_vs_permuted_history,0.46797754369574707,0.46936865857778687,0.002963800110248001
a6_natural,ETTh1,ridge,oracle_vs_region_fixed,0.4212389512252003,0.4768514291900601,0.11662432900603559
a6_natural,ETTh1,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.45911968052853347,0.47577276334257024,0.03500217771408252
a6_natural,ETTh1,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.45911968052853347,0.4768514291900601,0.03718505927861917
a6_natural,ETTh1,hist_gradient_boosting,evs_interaction_vs_history_global,0.45911968052853347,0.46420549504682646,0.01095595500820161
a6_natural,ETTh1,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.45911968052853347,0.4607122299722505,0.003456711891092903
a6_natural,ETTh1,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.45911968052853347,0.4680941835177918,0.019172430047760303
a6_natural,ETTh1,hist_gradient_boosting,oracle_vs_region_fixed,0.4212389512252003,0.4768514291900601,0.11662432900603559
a6_natural,ETTh2,ridge,evs_interaction_vs_global_fixed,0.40880972135231564,0.41307545842191756,0.010326774400731596
a6_natural,ETTh2,ridge,evs_interaction_vs_region_fixed,0.40880972135231564,0.414945186169723,0.014786205556552197
a6_natural,ETTh2,ridge,evs_interaction_vs_history_global,0.40880972135231564,0.40854001878978463,-0.0006601619183597794
a6_natural,ETTh2,ridge,evs_interaction_vs_additive_history_region,0.40880972135231564,0.40961200781333107,0.001958649760534004
a6_natural,ETTh2,ridge,evs_interaction_vs_permuted_history,0.40880972135231564,0.4097976005979717,0.00241065161000107
a6_natural,ETTh2,ridge,oracle_vs_region_fixed,0.3785973567776864,0.414945186169723,0.08759670097044914
a6_natural,ETTh2,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.40870048830477684,0.41307545842191756,0.010591212883608547
a6_natural,ETTh2,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.40870048830477684,0.414945186169723,0.015049452489350962
a6_natural,ETTh2,hist_gradient_boosting,evs_interaction_vs_history_global,0.40870048830477684,0.4086339868134701,-0.00016274096979878889
a6_natural,ETTh2,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.40870048830477684,0.40986636506718244,0.0028445290020675173
a6_natural,ETTh2,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.40870048830477684,0.4097538060044599,0.002570611143198429
a6_natural,ETTh2,hist_gradient_boosting,oracle_vs_region_fixed,0.3785973567776864,0.414945186169723,0.08759670097044914
a6_natural,ETTm1,ridge,evs_interaction_vs_global_fixed,0.43182765479164686,0.43518256770580016,0.007709207958029569
a6_natural,ETTm1,ridge,evs_interaction_vs_region_fixed,0.43182765479164686,0.4340992919381335,0.005232989752976597
a6_natural,ETTm1,ridge,evs_interaction_vs_history_global,0.43182765479164686,0.43378095882657697,0.004502973206140712
a6_natural,ETTm1,ridge,evs_interaction_vs_additive_history_region,0.43182765479164686,0.43361503751456776,0.004122049671445827
a6_natural,ETTm1,ridge,evs_interaction_vs_permuted_history,0.43182765479164686,0.4356502942523434,0.008774559574800495
a6_natural,ETTm1,ridge,oracle_vs_region_fixed,0.4011850373694415,0.4340992919381335,0.07582194944787621
a6_natural,ETTm1,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.4293106193391679,0.43518256770580016,0.013493068891955017
a6_natural,ETTm1,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.4293106193391679,0.4340992919381335,0.011031284058505352
a6_natural,ETTm1,hist_gradient_boosting,evs_interaction_vs_history_global,0.4293106193391679,0.429454471364761,0.00033496455430056767
a6_natural,ETTm1,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.4293106193391679,0.4285329372608999,-0.0018147545046100753
a6_natural,ETTm1,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.4293106193391679,0.43597156982654606,0.015278405630964047
a6_natural,ETTm1,hist_gradient_boosting,oracle_vs_region_fixed,0.4011850373694415,0.4340992919381335,0.07582194944787621
a6_natural,ETTm2,ridge,evs_interaction_vs_global_fixed,0.3623270637741651,0.3595674125854337,-0.007674920173906895
a6_natural,ETTm2,ridge,evs_interaction_vs_region_fixed,0.3623270637741651,0.3612528299474828,-0.002973634356964015
a6_natural,ETTm2,ridge,evs_interaction_vs_history_global,0.3623270637741651,0.36066332164317405,-0.004613006178202715
a6_natural,ETTm2,ridge,evs_interaction_vs_additive_history_region,0.3623270637741651,0.36093295859052255,-0.0038625045190849097
a6_natural,ETTm2,ridge,evs_interaction_vs_permuted_history,0.3623270637741651,0.3632532364022283,0.0025496610497851534
a6_natural,ETTm2,ridge,oracle_vs_region_fixed,0.30915067171093324,0.3612528299474828,0.1442262978095533
a6_natural,ETTm2,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.3619638496739363,0.3595674125854337,-0.006664778299210378
a6_natural,ETTm2,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.3619638496739363,0.3612528299474828,-0.0019682052776080743
a6_natural,ETTm2,hist_gradient_boosting,evs_interaction_vs_history_global,0.3619638496739363,0.36099042825023214,-0.002696529734659332
a6_natural,ETTm2,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.3619638496739363,0.36073424969248324,-0.0034086033763116707
a6_natural,ETTm2,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.3619638496739363,0.3629319052590464,0.0026673201531266177
a6_natural,ETTm2,hist_gradient_boosting,oracle_vs_region_fixed,0.30915067171093324,0.3612528299474828,0.1442262978095533
a6_natural,Weather,ridge,evs_interaction_vs_global_fixed,0.3126154742721824,0.3135442228628589,0.002962097602042926
a6_natural,Weather,ridge,evs_interaction_vs_region_fixed,0.3126154742721824,0.3117507261599858,-0.002773844740790871
a6_natural,Weather,ridge,evs_interaction_vs_history_global,0.3126154742721824,0.31488739498253515,0.007215025899905484
a6_natural,Weather,ridge,evs_interaction_vs_additive_history_region,0.3126154742721824,0.31266311514588374,0.00015237126284985828
a6_natural,Weather,ridge,evs_interaction_vs_permuted_history,0.3126154742721824,0.31695116544882485,0.013679366568988044
a6_natural,Weather,ridge,oracle_vs_region_fixed,0.28182446391408095,0.3117507261599858,0.0959942022093226
a6_natural,Weather,hist_gradient_boosting,evs_interaction_vs_global_fixed,0.3128627483254834,0.3135442228628589,0.0021734558881461607
a6_natural,Weather,hist_gradient_boosting,evs_interaction_vs_region_fixed,0.3128627483254834,0.3117507261599858,-0.003567023497250598
a6_natural,Weather,hist_gradient_boosting,evs_interaction_vs_history_global,0.3128627483254834,0.31302233665094986,0.0005098304714415054
a6_natural,Weather,hist_gradient_boosting,evs_interaction_vs_additive_history_region,0.3128627483254834,0.31241828740327093,-0.0014226469452434478
a6_natural,Weather,hist_gradient_boosting,evs_interaction_vs_permuted_history,0.3128627483254834,0.3159544592186682,0.009785305454559494
a6_natural,Weather,hist_gradient_boosting,oracle_vs_region_fixed,0.28182446391408095,0.3117507261599858,0.0959942022093226
