dataset,seed,bin,scope_index,scale,mean_loo_gain_l1,mean_loo_gain_mse,mean_coalition_credit,mean_policy,positive_fraction
ETTm2,2022,h337_512,0,1,-0.0015955403912584281,-0.001479878327239105,0.13001135605614358,0.14446984500006527,0.4864834872159091
ETTm2,2022,h337_512,1,48,0.0015175333199733034,0.0013088828338000643,0.1599870024688673,0.16791231119273933,0.5575284090909091
ETTm2,2022,h337_512,2,144,0.0034858624088519655,0.003162820099415613,0.2376275388179643,0.1440278699279092,0.5971457741477273
ETTm2,2022,h337_512,3,360,0.001767977852350538,0.001277957760164482,0.1838713012441113,0.13485850544764783,0.5571954900568182
ETTm2,2022,h337_512,4,720,8.69205569351516e-05,0.0003644594005872783,0.2885028014129135,0.4087314685564045,0.46888316761363635
ETTm2,2022,h513_720,0,1,-0.0009465066526037329,-0.0006754031455410768,0.14661168489396162,0.14163908916013776,0.5095027043269231
ETTm2,2022,h513_720,1,48,-0.005716009267662777,-0.005157199607975212,0.12212939602270399,0.15788290203372612,0.47036508413461536
ETTm2,2022,h513_720,2,144,-0.00309253848320188,-0.0018069926638997454,0.18338363221812415,0.1407804563009799,0.5048264723557693
ETTm2,2022,h513_720,3,360,0.000563391569157701,0.0010873264951882587,0.16911181193852048,0.13466166805916985,0.5567908653846154
ETTm2,2022,h513_720,4,720,0.03059614044514279,0.02906436185955232,0.37876347492668966,0.4250358846206487,0.5966796875
ETTm2,2023,h1_48,0,1,0.0001046494411010839,-0.00011474579308012444,0.15695229502482547,0.1309677826922666,0.5008138020833334
ETTm2,2023,h1_48,1,48,-0.00020995403874185048,-0.00015615752371031383,0.06769824328567346,0.05366748730592893,0.48291015625
ETTm2,2023,h1_48,2,144,-0.00047857562530246857,-0.00016965359922730666,0.24074404111901582,0.18467011874266367,0.491943359375
ETTm2,2023,h1_48,3,360,-0.0006094583398783524,-0.0002876465848600085,0.12852810195043274,0.12990989608063805,0.4370930989583333
ETTm2,2023,h1_48,4,720,0.007672597936360145,0.004693992381851778,0.40607731862005253,0.500784715116121,0.5699869791666666
ETTm2,2023,h49_96,0,1,-0.0006834009898583826,-0.0004231020628097649,0.1500553150986709,0.13847512649888452,0.5172526041666666
ETTm2,2023,h49_96,1,48,0.0001067709845318779,-0.0001910168622441031,0.07796649515264918,0.059977287275919,0.5179036458333334
ETTm2,2023,h49_96,2,144,-0.00023623065349078496,8.126914250813069e-05,0.2696259361199938,0.194119961793452,0.5116373697916666
ETTm2,2023,h49_96,3,360,4.986357633537101e-05,0.00018117777928649116,0.12890264373937452,0.12277840804040352,0.4979654947916667
ETTm2,2023,h49_96,4,720,0.004843534417985813,0.0024982785225675834,0.3734496098893116,0.4846492164445711,0.5555826822916666
ETTm2,2023,h97_144,0,1,-0.0016330135654104465,-0.0013165138705527248,0.1199919910344097,0.15063900452532172,0.4440104166666667
ETTm2,2023,h97_144,1,48,-2.6160674558055617e-05,-2.3910659213249576e-05,0.07392544938970129,0.07148829582966483,0.4249674479166667
ETTm2,2023,h97_144,2,144,-0.0003659895745145524,-0.00015063873857659463,0.28696453120514803,0.20925921712660056,0.4920247395833333
ETTm2,2023,h97_144,3,360,-0.00038550474318539116,-0.00011633813871780696,0.11909719297876774,0.1108876108402607,0.4776204427083333
ETTm2,2023,h97_144,4,720,0.00993475426739999,0.007581465569498271,0.40002083539197325,0.4577258711160539,0.585205078125
ETTm2,2023,h145_192,0,1,-0.0025659813880125225,-0.0020821166472880744,0.11668358708004978,0.16340130121889254,0.4353841145833333
ETTm2,2023,h145_192,1,48,-0.0019995177704985874,-0.001614183308794489,0.060261899267591734,0.08540781417010386,0.3487955729166667
ETTm2,2023,h145_192,2,144,-0.0007568514232584268,9.56229615675152e-05,0.29418625804227744,0.22477873207814505,0.4740397135416667
ETTm2,2023,h145_192,3,360,0.0012292784160331917,0.0008662325974744118,0.13328922952503516,0.09829710258941304,0.5680338541666666
ETTm2,2023,h145_192,4,720,0.005285453070424614,0.003003745474615524,0.3955790260850458,0.4281150489978245,0.6300455729166666
ETTm2,2023,h193_288,0,1,-0.0010763388715577724,-0.0009213492651785898,0.16503662179778814,0.17693216768422815,0.4771728515625
ETTm2,2023,h193_288,1,48,-0.0053182133627425465,-0.00564778429156722,0.05625805932808717,0.10093618116653413,0.3350830078125
ETTm2,2023,h193_288,2,144,0.0007620952815703395,0.001732941996950588,0.2785061045042573,0.24004810408814592,0.4852294921875
ETTm2,2023,h193_288,3,360,0.0016858438533814942,0.0016174353377987245,0.12629775668843393,0.08698426982433223,0.5923258463541666
ETTm2,2023,h193_288,4,720,0.0053698303106686504,0.004371904472551573,0.3739014576814335,0.39509927684336316,0.6538492838541666
ETTm2,2023,h289_336,0,1,-0.00233000681179108,-0.002604208956085154,0.1446657581096206,0.18271238142394472,0.459228515625
ETTm2,2023,h289_336,1,48,-0.006021067346960379,-0.006007433834867193,0.04744163786560971,0.10418838458720463,0.3285319010416667
ETTm2,2023,h289_336,2,144,-0.0019483959273515316,-0.002696649445990042,0.2600913104932853,0.24485299532989302,0.43115234375
ETTm2,2023,h289_336,3,360,0.003413766331300848,0.0036269937046943222,0.14575367540439196,0.08684793790613791,0.674072265625
ETTm2,2023,h289_336,4,720,0.006887318217261997,0.009650853984613362,0.4020476181270925,0.38139830084825616,0.7230631510416666
ETTm2,2023,h337_512,0,1,-0.00030360762268288015,-0.0003230392946311284,0.16407270765555343,0.17429636839837445,0.499755859375
ETTm2,2023,h337_512,1,48,-0.0009131433088139435,-0.0010054143905709534,0.08077238902796094,0.08864513449957911,0.4557439630681818
ETTm2,2023,h337_512,2,144,-0.0017530745186084612,-0.0019990900567692428,0.22623921429027982,0.23278895545494874,0.4590509588068182
ETTm2,2023,h337_512,3,360,0.001539081502574463,0.0013007183386024616,0.15100988065600965,0.10365820262412936,0.555908203125
ETTm2,2023,h337_512,4,720,0.004156560542920459,0.0032321059905545627,0.37790580837019616,0.4006113391737513,0.617431640625
ETTm2,2023,h513_720,0,1,0.0018510864957677494,0.001878339185084835,0.1756096076332856,0.1602979124598632,0.5234375
ETTm2,2023,h513_720,1,48,-0.0015962528316623944,-0.0015899284617509877,0.07802723518279729,0.08215642541049727,0.46923828125
ETTm2,2023,h513_720,2,144,-0.002098967047594665,-0.0018577916604021318,0.26612022775393857,0.22058353345850124,0.48959585336538464
ETTm2,2023,h513_720,3,360,0.002267691806669018,0.002664557874908339,0.18010670649824745,0.10495407863020144,0.5821439302884616
ETTm2,2023,h513_720,4,720,0.0006490456153957594,0.001040849113289483,0.3001362229317311,0.43200805052975527,0.5190805288461539
Weather,2021,h1_48,0,1,-0.011609655191156918,-0.00990484146805026,0.26449295383275584,0.2060645742215906,0.4957682291666667
Weather,2021,h1_48,1,48,-0.012011494766002065,-0.012952599019619149,0.13897935569849,0.24579755173032983,0.4715169270833333
Weather,2021,h1_48,2,144,0.004301349827474506,0.004097340638174646,0.18457254373785817,0.2325606445591312,0.5653483072916666
Weather,2021,h1_48,3,360,0.0017214204515534294,0.00181910821093631,0.2021899232235825,0.09027347847073212,0.5838216145833334
Weather,2021,h1_48,4,720,0.0034704259037482525,0.0036203695431576526,0.20976522350731353,0.22530375392377375,0.5936686197916666
Weather,2021,h49_96,0,1,-0.0023645621792528094,-0.004152315393775774,0.2609835906643471,0.20325138428224154,0.5126139322916666
Weather,2021,h49_96,1,48,-0.004264817644843038,-0.006969458066918567,0.1521479360329262,0.24552623393148612,0.408935546875
Weather,2021,h49_96,2,144,0.02215152093606478,0.02635540286838171,0.24624988680377713,0.23333751589454285,0.6272786458333334
Weather,2021,h49_96,3,360,0.001581091392246211,0.0010682693516677595,0.1725623229814356,0.08781864523996565,0.4521484375
Weather,2021,h49_96,4,720,0.0015998636835592632,0.002474648573026914,0.168056263517514,0.23006622124331946,0.4171549479166667
Weather,2021,h97_144,0,1,-0.0008872824716549618,-7.006413178772927e-05,0.23609957499223888,0.19867431863436913,0.4754231770833333
Weather,2021,h97_144,1,48,0.003272263495458677,0.0010401395187190484,0.1785775360169601,0.24516665852620645,0.4932454427083333
Weather,2021,h97_144,2,144,0.02765674629985984,0.02138549050170567,0.25606518273145934,0.23463407042226622,0.6333821614583334
Weather,2021,h97_144,3,360,0.000897529607442729,0.0001908134552774861,0.16136963903648333,0.0843851695450785,0.4935709635416667
Weather,2021,h97_144,4,720,-3.327649883221275e-05,-0.0003016831694881995,0.16788806722285834,0.2371397848509417,0.4361979166666667
Weather,2021,h145_192,0,1,-0.0023811021308661933,-0.0010547993432360764,0.21544100025392074,0.19414654521055855,0.4330240885416667
Weather,2021,h145_192,1,48,-0.0007048442551978525,-0.004223230337461643,0.14935628384018806,0.2449638348551972,0.4935709635416667
Weather,2021,h145_192,2,144,0.04872052315380294,0.04965408060780493,0.28302459836916233,0.23606715235818507,0.6797688802083334
Weather,2021,h145_192,3,360,0.0005907442936542933,-9.84971480359408e-05,0.1473228831493553,0.08230915634501289,0.421875
Weather,2021,h145_192,4,720,0.0029407889514810777,0.0025867783203751098,0.2048552343873736,0.24251331251465638,0.4158528645833333
Weather,2021,h193_288,0,1,0.004234483809996607,0.0017367150981599992,0.2508722144845264,0.19107118944561793,0.495849609375
Weather,2021,h193_288,1,48,-0.016868432054787583,-0.03849637679652928,0.12811419758073028,0.24541659399160617,0.483154296875
Weather,2021,h193_288,2,144,0.03925592418575884,0.047102105623676706,0.2799664518427427,0.23771249697171123,0.6412353515625
Weather,2021,h193_288,3,360,0.00044733747744199687,0.00012372251903497024,0.14839163962709576,0.08714600138757027,0.4629720052083333
Weather,2021,h193_288,4,720,0.0020495364181747273,0.001354721940963478,0.19265549646490485,0.2386537190002689,0.4207763671875
Weather,2021,h289_336,0,1,0.001819185010428339,0.0019901223303159534,0.2342997406606552,0.19160938706434605,0.4962565104166667
Weather,2021,h289_336,1,48,-0.03157553327152978,-0.06171115688314899,0.11802348719896162,0.2466905205674653,0.4137369791666667
Weather,2021,h289_336,2,144,0.03168844402948981,0.05805074037566597,0.2539891354902024,0.23849661238038303,0.6234537760416666
Weather,2021,h289_336,3,360,0.002985658987127236,0.0012346351570966941,0.22480292364232288,0.10173054072681993,0.5482584635416666
Weather,2021,h289_336,4,720,0.001741255018321896,0.0006924597115126728,0.1688847130078579,0.221472940676264,0.506591796875
Weather,2021,h337_512,0,1,0.0017790223531384804,0.0019439124141166298,0.2385560860939604,0.1920839219179644,0.5102761008522727
Weather,2021,h337_512,1,48,-0.025282385447111297,-0.04790228252761439,0.1184929330870228,0.2483906855697018,0.3937322443181818
Weather,2021,h337_512,2,144,0.022712674405529775,0.028195359223472664,0.2666649437163684,0.2378561658025525,0.6272416548295454
Weather,2021,h337_512,3,360,0.0006504510078928421,0.00042984941936337925,0.20720449990843273,0.12811226703492495,0.49116654829545453
Weather,2021,h337_512,4,720,-0.0002840218990404945,-0.000526845984040821,0.1690815371942156,0.19355696163010602,0.5441228693181818
Weather,2021,h513_720,0,1,-0.0018930657481146763,-0.0036825739998523825,0.29295046367081234,0.18362568176788183,0.5202824519230769
Weather,2021,h513_720,1,48,-0.0026350536143111536,-0.002472458289942155,0.14888428212236648,0.24521480602075554,0.4435471754807692
Weather,2021,h513_720,2,144,0.00315429859197852,0.0029356619541402317,0.18489682231492946,0.23597886898651133,0.5483022836538461
Weather,2021,h513_720,3,360,0.0003855218776411127,-0.0006354261774542624,0.18250892621019357,0.11426618359744418,0.49442232572115385
Weather,2021,h513_720,4,720,0.001673387684724736,0.0031823653387484463,0.19075950568169817,0.22091446076839338,0.5093149038461539
Weather,2022,h1_48,0,1,-0.0032383748029498794,-0.0035883945130913697,0.28634322356236347,0.14863463081145714,0.5171712239583334
Weather,2022,h1_48,1,48,0.001853926739784897,0.0004055716601419204,0.26539928371497873,0.36391422552848923,0.5738932291666666
Weather,2022,h1_48,2,144,0.0012272819744767384,6.340960567430098e-05,0.14397572973404946,0.16171340132689271,0.5322265625
Weather,2022,h1_48,3,360,0.002216519620577263,0.0015671184762960314,0.1436530883082684,0.10522039189286948,0.5489095052083334
Weather,2022,h1_48,4,720,0.0015752208820818136,0.0023402521738508128,0.16062867468034,0.22051735131911734,0.5110677083333334
Weather,2022,h49_96,0,1,-0.0012135375676261201,-0.006090594638433844,0.2851936212199759,0.15003822478131326,0.4813639322916667
Weather,2022,h49_96,1,48,-0.008063866283431587,-0.006432043877017265,0.19263548609786674,0.362736811278785,0.476318359375
Weather,2022,h49_96,2,144,0.004891041366046647,0.004349752348493709,0.20489362782237408,0.16331216455138095,0.5835774739583334
Weather,2022,h49_96,3,360,0.00152995772699638,0.0025976130608587407,0.1363607144540779,0.10318905163991932,0.560302734375
Weather,2022,h49_96,4,720,0.0012284931835417439,0.0034244610098697428,0.18091655040570542,0.22072374786574134,0.5128580729166666
Weather,2022,h97_144,0,1,0.0003582327558095866,7.758271858795767e-05,0.2988810233596677,0.15218608185685298,0.4917805989583333
Weather,2022,h97_144,1,48,0.01888820681913502,0.014030172001361895,0.3404310608001962,0.3609451696296784,0.628662109375
Weather,2022,h97_144,2,144,-0.008866654384529776,-0.004302505298952733,0.06458955547554827,0.16584844904176474,0.4602864583333333
Weather,2022,h97_144,3,360,0.0007602798051604707,0.00023061642527876818,0.13045050219243903,0.10051548279673318,0.4798990885416667
Weather,2022,h97_144,4,720,0.00021599096453314131,0.00012955442347393692,0.16564785817214872,0.22050481693568438,0.469482421875
Weather,2022,h145_192,0,1,-0.0016527366150616406,-0.002427775727510604,0.2128742048486505,0.1541624543858986,0.3538411458333333
Weather,2022,h145_192,1,48,0.054399433247498984,0.0608357372075756,0.3859875142367624,0.35918924241535494,0.6581217447916666
Weather,2022,h145_192,2,144,-0.009253502370511767,-0.009164895361281199,0.09705291907758921,0.16854726083417834,0.4374186197916667
Weather,2022,h145_192,3,360,0.0017560923148128764,0.000949033147698045,0.14202193290414442,0.09930836548520693,0.412841796875
Weather,2022,h145_192,4,720,0.0005125702991708164,0.0009649556014802192,0.16206342893285344,0.21879267801637048,0.39013671875
Weather,2022,h193_288,0,1,2.495274666660776e-05,7.504505670435986e-05,0.23228240516712018,0.15480028145588737,0.3910725911458333
Weather,2022,h193_288,1,48,0.05096663759959097,0.061498265341847935,0.3862159056401589,0.35725897400871726,0.6372884114583334
Weather,2022,h193_288,2,144,-0.018406072194515573,-0.018099163995398817,0.07600230018216454,0.17196195271454162,0.3976643880208333
Weather,2022,h193_288,3,360,0.0006173568962561059,0.00039382460196376456,0.12251667373088625,0.10473072259528367,0.3914794921875
Weather,2022,h193_288,4,720,0.0010242371228890122,0.0001146771320340255,0.18298271527967014,0.21124806964039047,0.412109375
Weather,2022,h289_336,0,1,0.0016606106736199288,0.0015519501489567016,0.3226609719907871,0.15153880512978532,0.4910481770833333
Weather,2022,h289_336,1,48,0.01413206302029824,0.02131771345525933,0.3381669414456838,0.35641362709549845,0.6123046875
Weather,2022,h289_336,2,144,-0.013780404017974103,-0.014895856145618008,0.05414307629340443,0.17394670488406683,0.42822265625
Weather,2022,h289_336,3,360,0.0007684366928099092,0.0003354036393439135,0.1438347170510895,0.11837163565018004,0.4994303385416667
Weather,2022,h289_336,4,720,0.0002838712160062281,1.1441413161021149e-05,0.14119429321903518,0.1997292288919351,0.4668782552083333
Weather,2022,h337_512,0,1,0.002457854673462296,0.0028037927597834296,0.2845144586720057,0.1404296691547027,0.4790926846590909
Weather,2022,h337_512,1,48,0.010707132648161711,0.0157331692826952,0.3461345015981101,0.36110806982915694,0.601806640625
Weather,2022,h337_512,2,144,-0.010692151667338399,-0.012146262279643922,0.05455713919917691,0.169284908057679,0.3953302556818182
Weather,2022,h337_512,3,360,0.0005492882235496836,-0.0005685587706627777,0.156027308988144,0.1418389462555244,0.4847079190340909
Weather,2022,h337_512,4,720,-0.00014257513998978442,-0.000576620477774556,0.15876659154256323,0.18733840832763515,0.5745738636363636
Weather,2022,h513_720,0,1,0.00023372179198624072,-0.0008960540501169775,0.24218231171900464,0.13928486505197155,0.46762319711538464
Weather,2022,h513_720,1,48,0.009325080330680975,0.014332681149436456,0.28588871550304645,0.3746719356398075,0.5282076322115384
Weather,2022,h513_720,2,144,0.0008332691076861626,0.0009450418781678159,0.13525383438451993,0.15469110501469796,0.5147235576923077
Weather,2022,h513_720,3,360,-0.0001125108696123719,-0.00229891728094816,0.1445971497707601,0.13186978721630077,0.5144794170673077
Weather,2022,h513_720,4,720,0.002247984487739306,0.0029298352183755694,0.19207798862266884,0.19948230770798364,0.5260479266826923
Weather,2023,h1_48,0,1,-0.003981827964836673,-0.0036466496942469426,0.20957146321630823,0.19928281149409907,0.49560546875
Weather,2023,h1_48,1,48,-0.011698529308239067,-0.008683024995225145,0.19874012027478463,0.278099121603489,0.512939453125
Weather,2023,h1_48,2,144,0.0026391826480187896,0.0025394137370332082,0.15486499161519005,0.19750236349267047,0.6439615885416666
Weather,2023,h1_48,3,360,0.001101137201083586,0.0008236140161068858,0.17246664416705967,0.08398168966779022,0.5371907552083334
Weather,2023,h1_48,4,720,0.00377006390720591,0.003935375587970948,0.26435678072665747,0.24113401325737116,0.6146647135416666
Weather,2023,h49_96,0,1,-0.0019878165986593715,-0.004113738491007155,0.23064859811024827,0.1955881700183264,0.5047200520833334
Weather,2023,h49_96,1,48,0.005485493750533164,-0.00030684054076056817,0.2146178671319414,0.27834266277315417,0.486083984375
Weather,2023,h49_96,2,144,0.005847030084782395,0.008140367736960507,0.1844600509595172,0.19938829745473785,0.5734049479166666
Weather,2023,h49_96,3,360,0.0008078311812365957,0.0011184675639302468,0.13186587259252028,0.08385559247296748,0.4181315104166667
Weather,2023,h49_96,4,720,0.0031490536270956672,0.003903853829973034,0.23840761120577292,0.24282527837560744,0.4921875
Weather,2023,h97_144,0,1,-0.0006293760455959731,-4.3350332839278196e-05,0.2510831023142495,0.18984803385894855,0.5302734375
Weather,2023,h97_144,1,48,0.002414149023363198,0.00116383178231308,0.2767707624915307,0.27891903393332623,0.5823567708333334
Weather,2023,h97_144,2,144,-0.0026845945935759226,-0.0017008864847329616,0.10531468442326412,0.2022645997121452,0.555419921875
Weather,2023,h97_144,3,360,0.0009759706234723321,0.00012904521321918075,0.18093709306603115,0.08379862729158656,0.5528157552083334
Weather,2023,h97_144,4,720,0.0005894900870326726,0.000120006177119934,0.18589435770492457,0.24516970420875714,0.4764811197916667
Weather,2023,h145_192,0,1,0.00024916304269149346,-0.0006309657865907037,0.19136965240356685,0.18433309248878724,0.3661295572916667
Weather,2023,h145_192,1,48,0.023066462122316684,0.02430515628251174,0.3314240892711036,0.2798228110885925,0.6337890625
Weather,2023,h145_192,2,144,0.004279654864503734,0.004072859568213608,0.1475497632440492,0.20515580868407257,0.489013671875
Weather,2023,h145_192,3,360,-0.0008034149064042145,-0.0006943586839781098,0.10360275294931649,0.08428287746684893,0.3531087239583333
Weather,2023,h145_192,4,720,0.003039743384647437,0.002734192059345322,0.2260537421319638,0.2464054118050305,0.3946940104166667
Weather,2023,h193_288,0,1,0.0022986159681017315,0.0005123165386709381,0.23369334314825144,0.1805956089024637,0.4547119140625
Weather,2023,h193_288,1,48,0.005118596157897994,0.004255128192331899,0.2856781247390572,0.2814577858597673,0.5684000651041666
Weather,2023,h193_288,2,144,0.0017920500632825692,-0.0002670293323467565,0.1229805340278492,0.20811153784669859,0.500244140625
Weather,2023,h193_288,3,360,0.0006498153289106554,0.00040290161131473196,0.1511163293941913,0.08765477082034578,0.4248046875
Weather,2023,h193_288,4,720,0.0010640936541778227,0.00047397051866369786,0.20653166869065084,0.2421802978978863,0.4267171223958333
Weather,2023,h289_336,0,1,-6.77189512530084e-05,7.568587894820436e-05,0.22871764880099285,0.18245100766783673,0.4439290364583333
Weather,2023,h289_336,1,48,-0.007618759985449328,-0.018523289517040933,0.2499205618390806,0.2830523768963908,0.5481770833333334
Weather,2023,h289_336,2,144,-0.0004376838520074515,0.005217026841587233,0.13028394159455267,0.20883841933034156,0.481689453125
Weather,2023,h289_336,3,360,6.79785473932875e-05,8.89452521284648e-06,0.19102521093087507,0.09421971397379829,0.4803873697916667
Weather,2023,h289_336,4,720,0.001425853318831114,0.0005091798499505779,0.2000526368344989,0.23143848374395284,0.4814453125
Weather,2023,h337_512,0,1,0.002243637175520265,0.001888697640606568,0.23315466557041126,0.190215814972401,0.4564763849431818
Weather,2023,h337_512,1,48,-0.004545717616984297,-0.009722431252491838,0.2062796510712098,0.2854437266827794,0.4659756747159091
Weather,2023,h337_512,2,144,0.006968306470898308,0.009848527681531737,0.1760467759020663,0.20406242790574672,0.4810236150568182
Weather,2023,h337_512,3,360,-0.0003690331530563601,-0.0006347673755624074,0.1720022188177167,0.10500329999021094,0.44593394886363635
Weather,2023,h337_512,4,720,0.0008400259251706229,-0.0001553668339855698,0.21251668863859588,0.2152747310502881,0.5327592329545454
Weather,2023,h513_720,0,1,-0.0012280346274557913,-0.003176416892023744,0.2159349911716488,0.18475732941092715,0.46182016225961536
Weather,2023,h513_720,1,48,-0.0031492525147318244,-0.0009607557991624412,0.20426190858423482,0.29027522019993124,0.4612567608173077
Weather,2023,h513_720,2,144,0.0058042273063994,0.006934586385665173,0.16263770938340774,0.1947661448377035,0.5648662860576923
Weather,2023,h513_720,3,360,0.0008400343405505824,0.00035547086597549214,0.19065303215221385,0.10322370243514203,0.4944411057692308
Weather,2023,h513_720,4,720,0.002025691474860734,0.0016476177570494599,0.2265123587084948,0.22697760369494607,0.5118314302884616
