dataset,profile_id,checkpoint_sha256,metrics_sha256,invariants_sha256,diagnostics_sha256,formal_invariant_pass
Weather,p13_scopes_long_lr0p50,beb3141433118fe677afcded061985ad6e134a3e8e0448fd553083e115f4242d,df8fece7457e6d6f5744ce71537356f3f5664ed23c39f807416cbc8ba925d87c,f4afae3fc896be2ea920dd7237dc6349b33bdb275694e5099b8f23f1d88ecf09,bd916ec4a316765ee4dd6a43958ff68ea5634dc547a26d0d9323c55561cfd15e,True
ETTm1,p00_budget30,0fe506d97565244839e82b2fbd4ca1de1564118829122d1c68940adcce619cc4,f893b196c96cf1f8c0472cea5f71ae2a20c443baeef8f45255040c0ef94ae989,7974131bc4d17a172531fe1be9d1bcd06aab04921a8e48335b46abf218de29c1,e36072a1122a85157486704fd643710ffdd49b0b9c6087e10504afd9bb08761a,True
ETTm1,p01_lr0p25,31bc13cc3488013ad67254988e32dd0721ded8700f87dc2db5abbbcf0a667f24,9877610b078a5f9f2e52e57d5d5cbf75cd8af39aa3608105a779c2a4b1d3e675,9562ad4de65d08db38edf02f1c8405e0b2848d4b9a3a9cb0e3d190dcce922d69,12e1e0ecc05e60906527ce518c2fef5c2d9f107398acdc29ec9bdb174024f700,True
ETTm1,p02_lr0p50,66791ff86ae9115fa4fba4d459cf073fde254be67a060e8e183dfd5f57ec61b5,62cdd9367d06f8b233d29a86921485eec24533e656d6633d9a0856c62a7238c3,05e72ea3fc542153aafa47e71cb40e419e2c27c92f0e74964905f904035e7c85,ab123984fe2f4223b120d0ac70f510c7cf3afa1113a2b05a7896eff92573d69f,True
ETTm1,p03_lr2p00,3f15ce26355e652297285b13c9bd5f4844a3a399701c03867e845b5ef2ded4c7,ba9d0fefc221b667e0049285cc65c2b4eecf2759a0597f998daa286fd8e80b91,670bcde97131b068df82a090d5cba6d700ded692781f3d8b446893f4169c842e,b12ad4d031f749e2a13e24a7f457ed216a200ead9504df1d2d137a93d7556e1b,True
ETTm1,p04_lr4p00,cbf457122e0e945adffdd9d95fbb61d3c1733f1fb18a0b616e80b11bb897d293,08eb7a42cf9f4ac2eb2dfdf0d7fe07cbece2b66e673262d53f9ebb8f1182206a,c4ff9130fdb874963b7d82eab1c597861363d540bae35d3e79aa862687565eb4,7cfaf5c657a9ee35248d8c686a7e66e14982f1d66b1b6a0167d19f8e37aae1a1,True
ETTm1,p05_rank0p50_lr0p50,add4befae59cbb924f8aac33d364a87072ce8867875c22c4b4e470630bf82c26,c3b415d633227035d63a20c82a506421d316d64da7a97ee29e7f180499623720,a9127b2346d9547111c0955b8f4ae8a158fd537858107f9123e84f411100f7e4,1ec955da9f1868bfae6e666894c8537d6e3b88dd184056b951de1bd9bc04bdfb,True
ETTm1,p06_rank1p50_lr0p50,6d144d1c30ac1a7eab5bbf0853ddf000106329d13164e423389ee58542f24644,5c99d07d3ead5b25d8f56b009d21741ca62d9269f0eeb5608ee110cfa43e7c40,36aae2dab320f006938ed833c6c7a51ec1b0ad6ec065fe0da59f360271347fd3,afaa341bc6fb0a77218c610d779909cd3c0fd854f4096856ac29d02f5943a0bd,True
ETTm1,p07_rank2p00_lr0p50,b0398865577f5d14e5542fb2dca6f1081409eec3479bc08bcee24ad4a4ecceb4,7231a79746ac23a8d3b7038f96a33104f739ac746ecb162cd4d3db778d4d2a61,1706532d50a16a47630ff272807357f4369d68bcd6c080f08e07595878c371cf,3694fa4309692221bfc0b70b88915595cb9c76d4002472d10cb55c72ae45b088,True
ETTm1,p08_coord2_capmatch_lr0p50,16ce909df8bd704b5373fcf3b0b9d17bfe25ea66ab9a4409ccbd6284ec97b612,883b25c163443efe476c49b48fd43f23d9b31ffc7e438de0af8bbfc07ab05feb,632a553838be1fe20d63433e425bc750693191a71baedee144f9934e9300271d,12c45513cba32e50309e682f994f1d1c55041f1403cee8754b256f45ea1270aa,True
ETTm1,p09_coord8_capmatch_lr0p50,877c0fb1d4f05debc5b3f2cccc6178d60e6642b18f936cde512deb350d5817ed,aa73282e27b7f1fbf576f2c1f95d56c4097562c4235fd09c386ad32481c86b75,99d72c5901d91b62a4a9a6fa42d8bfd2ce4d9f02f6c703f6fbdfa319bc007e53,dac0b3d59b29621979fbce910dc4f06e34b1a82907881d1c0e3eecd08e0ac2b9,True
ETTm1,p10_policy16x32_lr0p50,0137dd5e12ea09747112de86c09348146ead4df8993431c84573a50dda83672c,908b1e36b2f845c941ae0b293fdad9fb812e6802933a25919cad01bc42df2c0f,a730b663b86f00d7fd4c68ce1eb6d0b33fb9e7124450f625cfca6c706d334a55,1430ff96f7436595a789d5ef237b6cc5c2ab41f8db7ca73140a21de0aeb9b688,True
ETTm1,p11_policy64x128_lr0p50,57cbbb52158f4b104be77e075fae2a953ea87a49f1343f2bb725edb421da7aad,d3f11d495fa8cae25afdce15471e989d0e26e6cf144e7a626dff14daf5b5d419,be7525547764142d52bddfb0fa410e25881e446d42d8a92dd23266d1189fda54,58b32eb0916575e355276d2c0938ac1268e40455d36accaab8adb3dab98a25d6,True
ETTm1,p12_scopes_short_lr0p50,ad65770546f447696b6debb09c87b81752438d418806b83d5992f586ab7d7ef3,703f74e764672b68fbb5c0f67ac84709f724771da368e50578b7b69698479d5d,07f5371aa9f70226963f083b5805b90e2a67eef355b697ffd53692ce8a11e534,81b2ebecb9c8dec3b8d3bdb8e63808f568a97f2ef32e7b760fa3b22a9413dd89,True
ETTm1,p13_scopes_long_lr0p50,e948063fb481769a7851b2ebfb601612582546fc2327fc104e47b86627a622d8,78cb94a3b0b971ab8a701a40495b6d5d50b5d6e2bf7109f510b6c98916e4319d,4bfe2fec83bde80c50b5f606a0c383daf2e875b1e61fa53f58810a93c1018921,8af1326cdac117aad567d2eb4782250935c4e3f760db3967362e97fbcbe34eeb,True
ETTm2,p00_budget30,40316cc7ee8958645b158071246434237da98bae4e2137bb5148c6e950b134b4,b22fd6c89999e7679de888ee5a16cac66c741962112fbd841c83372a4506809c,e6b435f6a4739261c24e75587c9924b4bd50f3d86d459df3d83be4aa742cd604,49b623b5409c84b88562cd4d663e258ca018351fe5d1fb312b0ac0683e93aae4,True
ETTm2,p01_lr0p25,68763f0d1d6ae33373e1458c5ecafa4980f78f4c8a39525933cab9e8d203ac20,faf73fc66711c03584b672176b4aece5e8f1f510082cea15f19d51b5f262fa8f,3e5e5df8538572826e324e63d322819f6e3f8862cc3b8d4f51a5d46cc1b78562,73d67598cd1fede69c76f64ec7cc3fe9bab2c59a08c4b03432bd423166ab1540,True
ETTm2,p02_lr0p50,3ddc9a3c6c48eca7c8609f3e92fdab989511fe734d97fc3ff3774db52768e584,c397542139239ff407073346bba69362c4d5f9d3398eefc297d4671d76717ff0,c22bb9344b67132c55c3efd7dd8ebcb2acbef6fe2e6b4a12a59af48557397cd4,71aad7ef9639215271085b6985531cad42815746d61a834738c2f8238f86f0fd,True
ETTm2,p03_lr2p00,fbc489035ea1efc8031403fba12f4de6a3c17551a520e75d38e05883f09c34ee,6b179be2a7e4838340f5838e8b4754408fd60be28825c9c0600d0946e597e5de,98b74acc79f7cb9381d6535e7e31e46881da716bbfee135802967694286cb182,df932bb2716f7815103491e8ab314d3e896a4c44fd8d1804b09bc01d1ecf350c,True
ETTm2,p04_lr4p00,bce5606c0af3e2dbc01b254de6adecfc9759b8595dc4a4d2eef2f11a33040005,e3f1b967e8def142fa9ed26a0e7d2578f18fa572c8e7e94744e2a228738a7744,2e3025811b6d01ad7cfc01e52bce847116e4591190a17dfbe529b6d70a4d7e00,f13df14ce8cbef175b2eeb91cd8d15e965b5acab245c090a07f8f5a93da2284a,True
ETTm2,p05_rank0p50_lr0p50,3ce1a1cec2896a967af801160377f5a752c281603ec2e5f8e9f910a4489940f9,5b7cd971a18a7c9753363dfda264ef6c724343b04e8297424a05631bc0ccfe2c,0f924fdedd9f5fb838de658ebed6316b102d5a780f27fb4edad0d5612bb600e8,b9f6606d55b8ade4f6d3c31daa390b8768724d013dba16de71e31575725d3c01,True
ETTm2,p06_rank1p50_lr0p50,2b69568827ee96848cea555b8878345d5829d93511e3df8b0d1c5a765492cd67,e63e8f5140aec39400ea4913b972ba1cab1af8fc1838f1bbabe6efb82777690f,92380f51b51c9f8ab5feb0e489f7dc3265ce177264a6d15246246d2c277f6cbf,1ecaba09c50df456d222efdf19ccffcc9c2c8a4e11d3a326a1ce7f483d6674a3,True
ETTm2,p07_rank2p00_lr0p50,703821bd90988e829166156ef44d8df135a4e1ee67625352bdc0f2cbff4fa46a,cebb4793563f7ab515a53dc553613522fb0f620c2a9b7ae91213f9830968a7fb,f1f867a0d1ae30fcbc4e09f8f035bb70e674d78fe55c631e51e68bd5ac6a471e,5213eccd5db59f6490054aa8559db2ceaaab37fd70745e8be17f685c08e18eab,True
ETTm2,p08_coord2_capmatch_lr0p50,d02b8ca388a9c74fe6ad395df6393fc3ce7365b7097fbae0feb61f7dc2f87897,9c920de314be46649fb125d4a19ebd753691baddc0c71a6e0dcee61d742ada7b,8daacf8c7e73a03ff72683c2bcbf582a56035a17b6faebb25733ab89827623a5,2e082cbb5125df6066eba172ab221cb817aeb64a32f20d3bbb9d7421c1a02cf9,True
ETTm2,p09_coord8_capmatch_lr0p50,3ff104c48b820b3343eca956bb222e1b37908e4d304f51f64eb0b1493187eb5f,7cce29221d07e9b5c172acfbe70aa043e72ded0fe4381d8a677968920be18f5e,4db036d32fcec4f636cbff40c3da15718350094b8bc6761c6bdb0a52ccdd538c,77a612acc4a96cfb223e95397aee0048355a0101cf8a52ce2e048dcf89afbb95,True
ETTm2,p10_policy16x32_lr0p50,76658a8a4a13ba8d08aa0c170db2c045f85fcf3b41a399bbbfcbf53690c27946,d22c8444c9f9334fea61187798e9f92cb23601ab26165f3465e17a7e81be445e,c85d9088da91865d48ab3027951b40ffccffbff93240d172d6faa94b364a4f63,086581086b3447a75d721c45c1b9eebbdc1f94941741c94a912b3762a0fec6fc,True
ETTm2,p11_policy64x128_lr0p50,8d51d928cd693d211705a6186276d599e7358858c1aa478972e13e1be69c99f3,6a5e63792f4e4c16df58f8a27413cec4a85c444e6c51db15e0ce7629c27ccfc7,96adc9cb1153244c713ad826d280d1e357eac542b1c9e81f89f88a7add1137ec,ba11ad5e6db3444915a5b83aa67b0d31ef4927c7140033e936fdd9e01de8adca,True
ETTm2,p12_scopes_short_lr0p50,1c831a5c1afe7704b230f3a63efad33a03c5604c5ad457d1c4bdb80763d84450,19484391ddeea1169bb86c72c2486126f9910e5501550b9eb4cfa1b063d01448,c86c464cb1020b53cd94e86e787fa037ab5f362e858fe5f96938e0a51eee2590,340632a4a9b61306581af1392041c8e52ce50c64401286671ae39e2bc939d425,True
ETTm2,p13_scopes_long_lr0p50,c0209560f471280bba1f956663104a69555acfb71b1203e0e188fd3cf4afd625,1bf11f6aad91a61581f8923b6bb6b412b95cb3c0d0f5ebf741606d25bfbeba41,3f67bd484377a40c7c4c40b2c5b1474914fc762051cc7a0d7f7754df56fff814,36f7f4f3f86e2e52671573b4e852e91a96f9479202d06e8c128ff4b65b7efe97,True
ETTh1,p00_budget30,282016ec0ca19be551a6da81601604d59797196d6c5f1e8c4212e1030f9c9ee7,7431939e0fed499cd4668d78d2bd067f1cf8b9ab56c2cb99988f3e1fc97595ac,e5df01abb4a128af836df60d5137e9e955dc675f0d3ddf36a4acc2d67db2063d,9e264eca54e476b503aaedd6fcbe9c24098f1ed685e84d417991b3d639854bb9,True
ETTh1,p01_lr0p25,c34b5dbb30c5ffb424443f71de940704824d634153ace5527cf8d1d879151d6c,aa44d20b527824439e4b47804e22c7088668bb84cd722490c98b70d06ee96a3c,659c50de74a6075ec3ba79e93fe28fa3acc77fd15d06bc87ae0ec36c7e715aff,1450260f67b0828416b3ea5efa1cfc36f2ed7e30fd39e5bee0a7632e6afe2bc8,True
ETTh1,p02_lr0p50,92c19f06932d693fd4eebe7fbfe4749546fe3eb870cf467ecf6ab682f0a1a195,d9782d3d94751887e409b56526b10aa288597ab1b381d1805b2c5e031bdde60d,243f42553f2bbac508f2fbbfe8299535ac726d007154be96279656f485549631,fa81d5607c305c63a01446f2b577c4a381fa0a2beb43ddaee2d8a33a66df8b72,True
ETTh1,p03_lr2p00,5ba20ad7ce79aaafe376db3e02ee2e7ce6e22a637259c779eee9ed4da20cccd1,9d3e0fa3ede5db3f88793c04045d4264d73710a4abcdd62909454481fb8c69ab,82bea2dfcb99a6d080f9b443705f4371a7c70ba7c4bde7e7fa171965e39f026d,6af4c36ca6b5688c0cca5fac27065dbaccfedaaa267f341ff5032d1e097796ea,True
ETTh1,p04_lr4p00,0bbc11c62bffea65a7ce51fc956aee6f5cf3d13e9a8be2d20b96d0a515ed247f,748f629e18513452c6ec7c1ac8cefe8f0306c3c130764e6864ae7003b3f0c91a,2ec50e7ebc9928bc454aced6d752cf9262920ae96ad58885b741c7e133d7f9aa,23d9dab265e4c7cf9ed10d4dc5a11435497be600c095cc5c067d030b2c9e2408,True
ETTh1,p05_rank0p50_lr0p50,ae1725773bf76f7382b1652248cf29442bc86d9b89ff12e625b7d030d1a43a7a,4a7a9d8d11d82bb15d13f507fad59da50c99313161418fdde1dc91901f85b959,1254f5ef40c3fb7bbf7e0610dc27870b0045f1b7e11901a451f9a4809c593340,fb384d423ffc1e056add68a91490174f4430aefc42f612c0e16a022a09234c77,True
ETTh1,p06_rank1p50_lr0p50,2083f0bddd10cacb6e49e525b97bd3b6898c2aebdc25be74c8c735cbb6edaa7b,aaf114e22e11343cf8a74fb201b6812f3e3d23e8f1fbceb7351305a0ca61c198,cb6f202b28a5c6f50a6be4c83139e412becb1b5fc8eb158260e3d588b867a64c,b386bde90ccf28b60e7acb763de697e483ec079f5370fcf2f196672dbd5be0ef,True
ETTh1,p07_rank2p00_lr0p50,5f0d669e91c8eb4650b2251f5135cc54e5d7419bddbe4920474d3b99c57a58e2,152fac665e883e422e0e01b56c0744545a41567a840f4603042dfd961f852069,5645e82a4bf8528d9fe56525f66c1e3d15f7a9eec3cb11ffd65cd50aa532dbf9,2cd349e746306900114d4e6060c1642018c13679fd62a5c2013ea0ee1e49fca1,True
ETTh1,p08_coord2_capmatch_lr0p50,9ea35045ca93faa2c1e3956ffe7dbab231ef4987a108412452f6918fb83469ea,a3da11338c47222e405ca102f848a394fb8e74dd71501150c8fa4d792061ab6f,45dc151de86cc08fd3964c445797f9b5c980dce512838474b4a96ac86dc86cac,d33284d968d7591328a488b0e5a5c69572027c6c242ba8e7c3715e208ad2d5fc,True
ETTh1,p09_coord8_capmatch_lr0p50,bacae45ff46a72eb09d8f5cc8953556cb351557f71c09f2d0ceb9114921aed4a,b9fece7f3c8519da5faf73e36e3a458edd6bc5c11af77d0d7a2d4f07fbbce171,ba453d409123bf50c001acf663ff32c672c7e938d8bef251d7b4b8c8b1a3f82d,77502195b78027f5ce2450d35e8260dbce4c01df355dc3bae3310e244779af21,True
ETTh1,p10_policy16x32_lr0p50,4ae94ba84976810d585b8e8213d4e3445535a8bdb48f5cbb845892c7b7662ac6,be30f5e1fc9bbb0b9ce3d9bdfe40a46e0fd9115e16afedb4ab5eafe103caae5b,f59742f740b399203a1271963d8caa0bc2e9ba585a47738df1096d9cd1d79f59,4627cf09d48d5c1ab5803d6a8799c36d212c7584a6ed2519742a1b719ace3557,True
ETTh1,p11_policy64x128_lr0p50,a6fe61f45121ab679582e3a0ca4e9430da05e66ab4bc7d517abd979863c457d3,544fd21f33988c665e282e13c867793fc91af9ee9b8804a0fd38b3770a5dd3a5,0a5d32d4c45c039dd7fc31fe9ff8516071d057c18b8ba21b7e91efb0ceb1db04,ff2d1427601be23c11033167773cd47cbb018f8be0243c99e9193b597af1dcb5,True
ETTh1,p12_scopes_short_lr0p50,80d7243f324036fa109882b40cc8c7bc1ba05ec31de4152422fbaf73c831d0f7,1242a0354343b98ee98fbf698456368a8643d3c6ae1e73f2bd3629bf00b4cd3a,11dbcd393a5bd1b6782d7d8820549ba39b8de19e02007693fe2b60dcdae28a56,2162daab0fa9e38ed1290e2afa656c7e7f30cd0232875277420d64d7f9b2b781,True
ETTh1,p13_scopes_long_lr0p50,d4f635b98d1a9813134483e734013efb13630e9dc3c826177705f894d1b5a6ff,7e7f163e20f46d73bd21416e17520e69484d313c767152581615eb3f490ccf70,0f31ddd7dbe55ecbe531b95ede9c744c2304b6e3a74ba085240ae3c40377907f,8405410bc4fddfc8b81c7644fbbad0aeaa85fa68c30e75c0af97b036cf8cf555,True
ETTh2,p00_budget30,2b6ef92ef6bbf74390c617c10066805593b239b81d76bf798550c681d2e256c1,1751d6a225b86385bed5451ca5ec190e2c2dc5478581d8b8c83a135f584811f2,54859de1d32462654df40b8523b91a50affdb5d3dfd30652d7404bc3a6b2a544,57b113da8b38f29d154cfa48df1dba5c478e57af72000a9e39d5f5897a4950e6,True
ETTh2,p01_lr0p25,2becff1deff8c5c8c5d4eb0a038b849841e7646122979d1943032aa26ca59c77,dced4d1becbc44c3b6b58717d22c993a9c230b95d26ef005aece50c0b5481bb8,73e243b960f1c30b4d363738530f4517758a4e21774f66330a42c37694d2d799,ffc90779cbc0d81a0dbd205b79c68f684308924bfae243ef0f3b94bfddc05ab2,True
ETTh2,p02_lr0p50,d4443e032690ef6990e976dd8fa65c57cbc8394590e61c839a9706acb4e64ea0,347660c64e63bbc130cb165cc68de22e856fa67e96b380d451aa8217afb0b866,7d8bf2eef387f87013c03d0ca246043aea86dd38360a7cdf2d8f434f418963e5,8588102f6ee5656feaf85b5c9bda8d74d08c098927330d63e62b6ebab78479f1,True
ETTh2,p03_lr2p00,630080e58cc3e640c7bcb8f18e207414410a879e628aa2fe6eeea2fc7fb1f09a,e2274b729e8bb16a5a7d7fbdb730e5363faf9375e82d64aca5a13c9560e1982e,a1ef40e63dcdcab24bf32bde71620f611c6c3e0d6bd757c2d2d310fb6f6b4f5e,06efa73844d6711dc097c0569fbd18fa68f5d9d775e46080f8a8281ec90cd1c7,True
ETTh2,p04_lr4p00,aac22e30ef18596bf6cca1389adbed06a2f9f942eafeae3d8328d8e8704bea99,8970329728602250109b01f36593709b996e5804abd7bd17781c4b119da408ec,51de39fcc0a4dc139ce911089e2089db841034ab0c26c3717e773aff67993073,7be581bc8b6d946e7e131513dbf7fde2fe6f31fe224476444287b2df4bb9abe6,True
ETTh2,p05_rank0p50_lr0p50,98a6cfb2d2c4ad5aa73e8a53931b02ff8a1a27db893ef29410966acae677406a,b4a33aaee16b3afdce892d36ecc837f1ba4f154ba9b70292956cbc9ce374397f,1b1a8885d437b432b291139fc12eecd91d4f12c1fdcb2145d0f5a768e6baf06a,5262b3a6e74067eecf2b0d0b1cde5eb42e67c82b59dfacc96460467b9086cb6f,True
ETTh2,p06_rank1p50_lr0p50,10f2f145edb056554c7d741190d8f90ce1a77bc2f0721f901f0cde433b76c896,0da4a408a1860650aec0264d641af36451f59841dcc928474a1e34e569e49a5b,83a89e40c3046d100f18ccad0320e84592f99125d3c2754fd54f7bfc8a8693f4,e54f8210ad4e5b2d53cbfd63d8ed5457b4a862f53e0e777763663a845f239641,True
ETTh2,p07_rank2p00_lr0p50,5ce801c2ea7afc9bb680b96b59d7d6ed5e8a8b6f5a009e824b78b64e2715ca66,d7508c0401be9435a0a553e0561ff4f9e94471e0974e33aebcdf0cd120067ce3,eb4072120f286c47c181eb8c77e6fe4b212c5919578958e703bf1b48f25d74dd,2ab38092a6fcade639cbb2d69fd6987fd1c3d288b4474c72a9c0fd2d70038f72,True
ETTh2,p08_coord2_capmatch_lr0p50,677e4b03334fc9567e87c294de4c8ecde698b7090cc6bdfc5c792319f93b7d85,94bdf48d4273194b50dcf744b43cdb9ee87d0e3ae7a0daf4a2d3d81d5aa2fbfb,99cfa307f3b13cf3cee43fb98cc72888619610c44f6a00337b5b7eff49c7a2f1,17c9a46b380c22289213b446c127647862052d51c39611b7e0d65b09bc213b4f,True
ETTh2,p09_coord8_capmatch_lr0p50,b379639c15537e653e3b070984dcabc28bee707bb400f9b47eceee81f6d7b8d4,0a6282c80f7eeca949ba3edc844c8652a8aed07da4acadd88ebab8f16b48fd67,91f3efed3ce69a1c18efbf313601182b3b048a5142e5cd76ae3cf944eb49dc73,939505f6ee208e17a1488e8c2c1ae7f5e0214c0b94af9935a8f64b2d288e5d6e,True
ETTh2,p10_policy16x32_lr0p50,da81a66b1b3d906834806314e706a3b3c73c64a0139a7aa50762e5c5b36ac627,a5897ffa5f5576621480b3c4b5f18608de5e169b527f031be33ede47d3d40f0f,b54e5b241a055e30db25112e09417d22d3e316af6a9eade2bac6a862717050ce,a6b6bc8ebb6df5c3f69de7943ccbb5eb7f8dea8abe9ca4fcc270deb9350049dd,True
ETTh2,p11_policy64x128_lr0p50,63e9867cfe366d5616e73130ac581747675e0376ca43ad06207231eac59296cd,ff1f1f447a04315abea8ad1ccaef7396beb78d02226dcf3284110f69635dcade,6ecd11df0356b0f3e8500b72d066eda02acc686cc0dff3351187908360fb5ccc,63ebf42c7cd867f60c6aa9ee905cc83031e7785a7ea2f7c45e5b7924348905f2,True
ETTh2,p12_scopes_short_lr0p50,5f7e4dc1fca30c5428b9e4dbd45b89a71745b1d2fa58d5f4076900473acafaae,9248031d0ab333ed4cfc720ca6136a5e31a16909deb3fbf448614d71d57014c0,e587305aae1665cce64dfa044cb9cf16e28656f520c0f1cde12815c6e48f2517,d2d35a3272ef129e8a524fa14ae854cf441658b8cefaf7af588157cc2f90a5ba,True
ETTh2,p13_scopes_long_lr0p50,0b5bb9e82770148fffb592204f6ce912c79a10d5f72c13d3f32ff553162cd9cb,84a7ac7a1f52b249f8789345d370fb2634314d7bf42e1e9b77940cefaaaf4eec,07f6057cd02e7cb4b37297127adba3256318b56f711e9afaecb473d0d2d7efa2,5eeab1e79ef8f4109a16dc4885233a4d65fb275c9ca64ddb46774c44f4cf1aef,True
