dataset,arm,readout_mode,encoder_hash,expert_bank_hash,basis_hash,descriptor_hash,expert_pair_max_abs_difference,initial_gate_entropy,initial_expert_usage_min,initial_expert_usage_max,total_parameters
ETTh2,joint_perm,japo-joint-perm,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,6ff3e9e14b2cdaf35008a1a45148a7dd9b92ea8cf69b3cb3c5415367b6d56d2d,0.07202354818582535,0.9999849796295166,0.4997224807739258,0.5002775192260742,1379760
ETTh2,joint_random,japo-joint-random,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bd8c0f6cc708d92d0aeb243c8d32c8630cace5018a2cd5c3191c082afb376b20,0.07202354818582535,0.9999845027923584,0.4997134208679199,0.5002865791320801,1379760
ETTm1,a6,learned-basis-forecast-operator,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,,,,,,,,945088
ETTm1,joint_geo,japo-joint-geo,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,2f4a31bcc753f09eb6c540c852c113974d507b5e1c36e7dc20e79a2803756260,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07209189236164093,0.9999687075614929,0.49987947940826416,0.5001205205917358,1351952
ETTm1,uniform,japo-uniform,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,2f4a31bcc753f09eb6c540c852c113974d507b5e1c36e7dc20e79a2803756260,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07209189236164093,0.9999999403953552,0.5,0.5,1351952
ETTm1,history,japo-history,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,2f4a31bcc753f09eb6c540c852c113974d507b5e1c36e7dc20e79a2803756260,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07209189236164093,0.9999858736991882,0.49993687868118286,0.5000631213188171,1351952
ETTm1,atom,japo-atom,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,2f4a31bcc753f09eb6c540c852c113974d507b5e1c36e7dc20e79a2803756260,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07209189236164093,0.9999852180480957,0.4978099465370178,0.5021899938583374,1351952
ETTm1,joint_perm,japo-joint-perm,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,2f4a31bcc753f09eb6c540c852c113974d507b5e1c36e7dc20e79a2803756260,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,6ff3e9e14b2cdaf35008a1a45148a7dd9b92ea8cf69b3cb3c5415367b6d56d2d,0.07209189236164093,0.9999687671661377,0.49987947940826416,0.5001205205917358,1351952
ETTm1,joint_random,japo-joint-random,f397bbeafcff0c40675715a3b2238c7276e2536376937aa4cfbd102b5ca6b57c,2f4a31bcc753f09eb6c540c852c113974d507b5e1c36e7dc20e79a2803756260,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bd8c0f6cc708d92d0aeb243c8d32c8630cace5018a2cd5c3191c082afb376b20,0.07209189236164093,0.9999683499336243,0.49986839294433594,0.5001316070556641,1351952
ETTm2,a6,learned-basis-forecast-operator,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,,,,,,,,3218720
ETTm2,joint_geo,japo-joint-geo,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,c1594e7b3a39b0d71d08ec2d2767d7578112f38e6aba76b4fcbb64f16067b65a,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.036073893308639526,0.9999738335609436,0.4979044497013092,0.5020955204963684,4289136
ETTm2,uniform,japo-uniform,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,c1594e7b3a39b0d71d08ec2d2767d7578112f38e6aba76b4fcbb64f16067b65a,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.036073893308639526,0.9999999403953552,0.5,0.5,4289136
ETTm2,history,japo-history,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,c1594e7b3a39b0d71d08ec2d2767d7578112f38e6aba76b4fcbb64f16067b65a,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.036073893308639526,0.999997615814209,0.4997641444206238,0.5002357959747314,4289136
ETTm2,atom,japo-atom,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,c1594e7b3a39b0d71d08ec2d2767d7578112f38e6aba76b4fcbb64f16067b65a,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.036073893308639526,0.999978244304657,0.4974052309989929,0.5025947690010071,4289136
ETTm2,joint_perm,japo-joint-perm,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,c1594e7b3a39b0d71d08ec2d2767d7578112f38e6aba76b4fcbb64f16067b65a,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,6ff3e9e14b2cdaf35008a1a45148a7dd9b92ea8cf69b3cb3c5415367b6d56d2d,0.036073893308639526,0.9999738335609436,0.4979044497013092,0.5020955204963684,4289136
ETTm2,joint_random,japo-joint-random,3ba05e4231cbd9dcd084ca443f4d727659c352d9e91eb00b2d82803236a161b5,c1594e7b3a39b0d71d08ec2d2767d7578112f38e6aba76b4fcbb64f16067b65a,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bd8c0f6cc708d92d0aeb243c8d32c8630cace5018a2cd5c3191c082afb376b20,0.036073893308639526,0.9999743700027466,0.49791502952575684,0.5020849108695984,4289136
Weather,a6,learned-basis-forecast-operator,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,,,,,,,,972896
Weather,joint_geo,japo-joint-geo,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999470114707947,0.49913349747657776,0.5008665323257446,1379760
Weather,uniform,japo-uniform,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,1.0000001192092896,0.5,0.5,1379760
Weather,history,japo-history,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999672174453735,0.49978601932525635,0.5002139210700989,1379760
Weather,atom,japo-atom,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bee2dd0d77fb20e12c7dfce1b0d34fd720fc6cc20aca6523bb746d02dfc77d18,0.07202354818582535,0.9999730587005615,0.4971652626991272,0.5028347373008728,1379760
Weather,joint_perm,japo-joint-perm,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,6ff3e9e14b2cdaf35008a1a45148a7dd9b92ea8cf69b3cb3c5415367b6d56d2d,0.07202354818582535,0.9999469518661499,0.49913346767425537,0.5008665323257446,1379760
Weather,joint_random,japo-joint-random,d7d24edefc85732339ba6f9c42c7353ef91d6e5610fb0b2ad3b30bce6491514f,546a7d80a9d4dc296271e318f84a3b91258ebf5a526d3d3342afbdc3a2426308,d4b9830f64b769fa973ee5a3fd521e93cdbca23d7a1449d4742a7482c187c55b,bd8c0f6cc708d92d0aeb243c8d32c8630cace5018a2cd5c3191c082afb376b20,0.07202354818582535,0.9999479651451111,0.49914491176605225,0.5008550882339478,1379760
