system,dataset,repeat,checkpoint_sha256,horizon,origin_count,drop_last,non_increasing_as_h_grows
PatchTST,ETTm2,0,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,96,11392,True,True
PatchTST,ETTm2,0,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,192,11264,True,True
PatchTST,ETTm2,0,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,336,11136,True,True
PatchTST,ETTm2,0,455c7ce03d593cb492c0b54ff872dfbfa54515bc2f242edb37300907bc9d394c,720,10752,True,True
PatchTST,Solar,0,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,96,10400,True,True
PatchTST,Solar,0,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,192,10304,True,True
PatchTST,Solar,0,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,336,10176,True,True
PatchTST,Solar,0,4f2447a399e37606c213d074b057687022ac7c72a078fc2091675f99cd48bf4e,720,9792,True,True
PatchTST,Weather,0,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,96,10368,True,True
PatchTST,Weather,0,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,192,10240,True,True
PatchTST,Weather,0,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,336,10112,True,True
PatchTST,Weather,0,6551cdbb7a98d2be0587cae76952f3b30e54861e615ffbb3043e6c4f60ca846c,720,9728,True,True
QDF,ECL,0,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,96,5165,True,True
QDF,ECL,0,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,192,5069,True,True
QDF,ECL,0,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,336,4925,True,True
QDF,ECL,0,369e8dc1c469404a4e557a38f141edceba3da331f077447c01da2aec90f944a3,720,4541,True,True
QDF,ETTh1,0,9d4c48a095ef806e1ef6ab5f9fbe484625e09bbd131c97475efe26d5692232c5,96,2785,True,True
QDF,ETTh1,0,9d4c48a095ef806e1ef6ab5f9fbe484625e09bbd131c97475efe26d5692232c5,192,2689,True,True
QDF,ETTh1,0,9d4c48a095ef806e1ef6ab5f9fbe484625e09bbd131c97475efe26d5692232c5,336,2545,True,True
QDF,ETTh1,0,9d4c48a095ef806e1ef6ab5f9fbe484625e09bbd131c97475efe26d5692232c5,720,2161,True,True
QDF,ETTh2,0,53ececae0548f4f44af4620eaedefc16102dbfbe38dfa669f85f28873e2ab406,96,2785,True,True
QDF,ETTh2,0,53ececae0548f4f44af4620eaedefc16102dbfbe38dfa669f85f28873e2ab406,192,2689,True,True
QDF,ETTh2,0,53ececae0548f4f44af4620eaedefc16102dbfbe38dfa669f85f28873e2ab406,336,2545,True,True
QDF,ETTh2,0,53ececae0548f4f44af4620eaedefc16102dbfbe38dfa669f85f28873e2ab406,720,2161,True,True
QDF,ETTm1,0,c5acb4ad7649ba077d8dde972b3cede1bdb495806ad87c9109224cf07523a9b3,96,11425,True,True
QDF,ETTm1,0,c5acb4ad7649ba077d8dde972b3cede1bdb495806ad87c9109224cf07523a9b3,192,11329,True,True
QDF,ETTm1,0,c5acb4ad7649ba077d8dde972b3cede1bdb495806ad87c9109224cf07523a9b3,336,11185,True,True
QDF,ETTm1,0,c5acb4ad7649ba077d8dde972b3cede1bdb495806ad87c9109224cf07523a9b3,720,10801,True,True
QDF,ETTm2,0,21a9c9f4230e1706a60f77311d2e3ac71d2aa9aab75ece3b792afa32c1e96ef0,96,11425,True,True
QDF,ETTm2,0,21a9c9f4230e1706a60f77311d2e3ac71d2aa9aab75ece3b792afa32c1e96ef0,192,11329,True,True
QDF,ETTm2,0,21a9c9f4230e1706a60f77311d2e3ac71d2aa9aab75ece3b792afa32c1e96ef0,336,11185,True,True
QDF,ETTm2,0,21a9c9f4230e1706a60f77311d2e3ac71d2aa9aab75ece3b792afa32c1e96ef0,720,10801,True,True
QDF,Solar,0,a982c55d5947c9b4cd20d53889f98625dd0be3130eb54ecfb83cc18d19e892e7,96,10417,True,True
QDF,Solar,0,a982c55d5947c9b4cd20d53889f98625dd0be3130eb54ecfb83cc18d19e892e7,192,10321,True,True
QDF,Solar,0,a982c55d5947c9b4cd20d53889f98625dd0be3130eb54ecfb83cc18d19e892e7,336,10177,True,True
QDF,Solar,0,a982c55d5947c9b4cd20d53889f98625dd0be3130eb54ecfb83cc18d19e892e7,720,9793,True,True
QDF,Weather,0,1ca5ab292ce26ae2361cb115873c796518bc6aa48bb9d2d20eca1143d7990c1e,96,10444,True,True
QDF,Weather,0,1ca5ab292ce26ae2361cb115873c796518bc6aa48bb9d2d20eca1143d7990c1e,192,10348,True,True
QDF,Weather,0,1ca5ab292ce26ae2361cb115873c796518bc6aa48bb9d2d20eca1143d7990c1e,336,10204,True,True
QDF,Weather,0,1ca5ab292ce26ae2361cb115873c796518bc6aa48bb9d2d20eca1143d7990c1e,720,9820,True,True
SimpleTM,ECL,0,fdf81406ae4201ca011bfac8a6d41656bce7a741283296377fc066c3eb24e681,96,5120,True,True
SimpleTM,ECL,0,fdf81406ae4201ca011bfac8a6d41656bce7a741283296377fc066c3eb24e681,192,4864,True,True
SimpleTM,ECL,0,fdf81406ae4201ca011bfac8a6d41656bce7a741283296377fc066c3eb24e681,336,4864,True,True
SimpleTM,ECL,0,fdf81406ae4201ca011bfac8a6d41656bce7a741283296377fc066c3eb24e681,720,4352,True,True
SimpleTM,ECL,1,5270458eed0d9585f610c6c5da15772b6c7ca2b9a59481ce3f7a8236a86ab54a,96,5120,True,True
SimpleTM,ECL,1,5270458eed0d9585f610c6c5da15772b6c7ca2b9a59481ce3f7a8236a86ab54a,192,4864,True,True
SimpleTM,ECL,1,5270458eed0d9585f610c6c5da15772b6c7ca2b9a59481ce3f7a8236a86ab54a,336,4864,True,True
SimpleTM,ECL,1,5270458eed0d9585f610c6c5da15772b6c7ca2b9a59481ce3f7a8236a86ab54a,720,4352,True,True
SimpleTM,ECL,2,ba15c8dacee597e84e15bb46583e8b6887cbb31b04fd97277cc1efa3837b343a,96,5120,True,True
SimpleTM,ECL,2,ba15c8dacee597e84e15bb46583e8b6887cbb31b04fd97277cc1efa3837b343a,192,4864,True,True
SimpleTM,ECL,2,ba15c8dacee597e84e15bb46583e8b6887cbb31b04fd97277cc1efa3837b343a,336,4864,True,True
SimpleTM,ECL,2,ba15c8dacee597e84e15bb46583e8b6887cbb31b04fd97277cc1efa3837b343a,720,4352,True,True
SimpleTM,ETTh1,0,aa62819f515a2062aa81faa5f0908281b3557681163e5bf3c4380272af0267c9,96,2560,True,True
SimpleTM,ETTh1,0,aa62819f515a2062aa81faa5f0908281b3557681163e5bf3c4380272af0267c9,192,2560,True,True
SimpleTM,ETTh1,0,aa62819f515a2062aa81faa5f0908281b3557681163e5bf3c4380272af0267c9,336,2304,True,True
SimpleTM,ETTh1,0,aa62819f515a2062aa81faa5f0908281b3557681163e5bf3c4380272af0267c9,720,2048,True,True
SimpleTM,ETTh1,1,9c31020db6ece0fbc48e4345c3b8d77badd2e03be903a32a7315c8158128e4c4,96,2560,True,True
SimpleTM,ETTh1,1,9c31020db6ece0fbc48e4345c3b8d77badd2e03be903a32a7315c8158128e4c4,192,2560,True,True
SimpleTM,ETTh1,1,9c31020db6ece0fbc48e4345c3b8d77badd2e03be903a32a7315c8158128e4c4,336,2304,True,True
SimpleTM,ETTh1,1,9c31020db6ece0fbc48e4345c3b8d77badd2e03be903a32a7315c8158128e4c4,720,2048,True,True
SimpleTM,ETTh1,2,77f551f656438004080af28521b6e43eb0fc2f80f7308d6cda294f298b393d3d,96,2560,True,True
SimpleTM,ETTh1,2,77f551f656438004080af28521b6e43eb0fc2f80f7308d6cda294f298b393d3d,192,2560,True,True
SimpleTM,ETTh1,2,77f551f656438004080af28521b6e43eb0fc2f80f7308d6cda294f298b393d3d,336,2304,True,True
SimpleTM,ETTh1,2,77f551f656438004080af28521b6e43eb0fc2f80f7308d6cda294f298b393d3d,720,2048,True,True
SimpleTM,ETTh2,0,ca766bffb2459641d2bd0af1e4ec8bd7700f4f43e4936fbd0dbb0d80c280b136,96,2560,True,True
SimpleTM,ETTh2,0,ca766bffb2459641d2bd0af1e4ec8bd7700f4f43e4936fbd0dbb0d80c280b136,192,2560,True,True
SimpleTM,ETTh2,0,ca766bffb2459641d2bd0af1e4ec8bd7700f4f43e4936fbd0dbb0d80c280b136,336,2304,True,True
SimpleTM,ETTh2,0,ca766bffb2459641d2bd0af1e4ec8bd7700f4f43e4936fbd0dbb0d80c280b136,720,2048,True,True
SimpleTM,ETTh2,1,fbd01078197fe73d2872ad768e678b802d48a104c6d327a917b361a0552147b5,96,2560,True,True
SimpleTM,ETTh2,1,fbd01078197fe73d2872ad768e678b802d48a104c6d327a917b361a0552147b5,192,2560,True,True
SimpleTM,ETTh2,1,fbd01078197fe73d2872ad768e678b802d48a104c6d327a917b361a0552147b5,336,2304,True,True
SimpleTM,ETTh2,1,fbd01078197fe73d2872ad768e678b802d48a104c6d327a917b361a0552147b5,720,2048,True,True
SimpleTM,ETTh2,2,0b63447b4a81a43e603403ec406a3246163f2daaba9c0d5841ce6e253d4e8a24,96,2560,True,True
SimpleTM,ETTh2,2,0b63447b4a81a43e603403ec406a3246163f2daaba9c0d5841ce6e253d4e8a24,192,2560,True,True
SimpleTM,ETTh2,2,0b63447b4a81a43e603403ec406a3246163f2daaba9c0d5841ce6e253d4e8a24,336,2304,True,True
SimpleTM,ETTh2,2,0b63447b4a81a43e603403ec406a3246163f2daaba9c0d5841ce6e253d4e8a24,720,2048,True,True
SimpleTM,ETTm1,0,581f8e18d298b0885324a016e1ee7ebcdb9c13f65246af2dc16f046f72190840,96,11264,True,True
SimpleTM,ETTm1,0,581f8e18d298b0885324a016e1ee7ebcdb9c13f65246af2dc16f046f72190840,192,11264,True,True
SimpleTM,ETTm1,0,581f8e18d298b0885324a016e1ee7ebcdb9c13f65246af2dc16f046f72190840,336,11008,True,True
SimpleTM,ETTm1,0,581f8e18d298b0885324a016e1ee7ebcdb9c13f65246af2dc16f046f72190840,720,10752,True,True
SimpleTM,ETTm1,1,d8dd64369682cc48d873b2db4fb6e2fbfd3739d6b99a4bd926df093422218019,96,11264,True,True
SimpleTM,ETTm1,1,d8dd64369682cc48d873b2db4fb6e2fbfd3739d6b99a4bd926df093422218019,192,11264,True,True
SimpleTM,ETTm1,1,d8dd64369682cc48d873b2db4fb6e2fbfd3739d6b99a4bd926df093422218019,336,11008,True,True
SimpleTM,ETTm1,1,d8dd64369682cc48d873b2db4fb6e2fbfd3739d6b99a4bd926df093422218019,720,10752,True,True
SimpleTM,ETTm1,2,8a266493553f2137586da57e28d8ffa242351ccdf4fae56746feacd2f4c30fcc,96,11264,True,True
SimpleTM,ETTm1,2,8a266493553f2137586da57e28d8ffa242351ccdf4fae56746feacd2f4c30fcc,192,11264,True,True
SimpleTM,ETTm1,2,8a266493553f2137586da57e28d8ffa242351ccdf4fae56746feacd2f4c30fcc,336,11008,True,True
SimpleTM,ETTm1,2,8a266493553f2137586da57e28d8ffa242351ccdf4fae56746feacd2f4c30fcc,720,10752,True,True
SimpleTM,ETTm2,0,78ec2827c8e7944968321f988f0c9e8ab90d0d6054eaad0ff84415bbc3e34375,96,11264,True,True
SimpleTM,ETTm2,0,78ec2827c8e7944968321f988f0c9e8ab90d0d6054eaad0ff84415bbc3e34375,192,11264,True,True
SimpleTM,ETTm2,0,78ec2827c8e7944968321f988f0c9e8ab90d0d6054eaad0ff84415bbc3e34375,336,11136,True,True
SimpleTM,ETTm2,0,78ec2827c8e7944968321f988f0c9e8ab90d0d6054eaad0ff84415bbc3e34375,720,10752,True,True
SimpleTM,ETTm2,1,d9e2d0a0448c1e2879978d0580944f1efce3c90385d730433aebcd880a570a60,96,11264,True,True
SimpleTM,ETTm2,1,d9e2d0a0448c1e2879978d0580944f1efce3c90385d730433aebcd880a570a60,192,11264,True,True
SimpleTM,ETTm2,1,d9e2d0a0448c1e2879978d0580944f1efce3c90385d730433aebcd880a570a60,336,11136,True,True
SimpleTM,ETTm2,1,d9e2d0a0448c1e2879978d0580944f1efce3c90385d730433aebcd880a570a60,720,10752,True,True
SimpleTM,ETTm2,2,dea7380504d45c8e1063d66f23db9c1dad45ef5130eea04d13fb2b76339a709e,96,11264,True,True
SimpleTM,ETTm2,2,dea7380504d45c8e1063d66f23db9c1dad45ef5130eea04d13fb2b76339a709e,192,11264,True,True
SimpleTM,ETTm2,2,dea7380504d45c8e1063d66f23db9c1dad45ef5130eea04d13fb2b76339a709e,336,11136,True,True
SimpleTM,ETTm2,2,dea7380504d45c8e1063d66f23db9c1dad45ef5130eea04d13fb2b76339a709e,720,10752,True,True
SimpleTM,Solar,0,e670781f52ced4525bd382088db09f12f93bdc05a204863e79f81cb986c10bf6,96,10240,True,True
SimpleTM,Solar,0,e670781f52ced4525bd382088db09f12f93bdc05a204863e79f81cb986c10bf6,192,10240,True,True
SimpleTM,Solar,0,e670781f52ced4525bd382088db09f12f93bdc05a204863e79f81cb986c10bf6,336,9984,True,True
SimpleTM,Solar,0,e670781f52ced4525bd382088db09f12f93bdc05a204863e79f81cb986c10bf6,720,9728,True,True
SimpleTM,Solar,1,f28d018ee62caea3d5a0264a0b8b777f25b620813411820ebb0f8f8f62aa6c7d,96,10240,True,True
SimpleTM,Solar,1,f28d018ee62caea3d5a0264a0b8b777f25b620813411820ebb0f8f8f62aa6c7d,192,10240,True,True
SimpleTM,Solar,1,f28d018ee62caea3d5a0264a0b8b777f25b620813411820ebb0f8f8f62aa6c7d,336,9984,True,True
SimpleTM,Solar,1,f28d018ee62caea3d5a0264a0b8b777f25b620813411820ebb0f8f8f62aa6c7d,720,9728,True,True
SimpleTM,Solar,2,96c6142842575ca2a445519c55aea131c5863b4709ef95694211d507dd09d656,96,10240,True,True
SimpleTM,Solar,2,96c6142842575ca2a445519c55aea131c5863b4709ef95694211d507dd09d656,192,10240,True,True
SimpleTM,Solar,2,96c6142842575ca2a445519c55aea131c5863b4709ef95694211d507dd09d656,336,9984,True,True
SimpleTM,Solar,2,96c6142842575ca2a445519c55aea131c5863b4709ef95694211d507dd09d656,720,9728,True,True
SimpleTM,Weather,0,23ac68dba87eee87b5acfff90abf5b8a7855ff4b03071133f9349c2520df4937,96,10240,True,True
SimpleTM,Weather,0,23ac68dba87eee87b5acfff90abf5b8a7855ff4b03071133f9349c2520df4937,192,10240,True,True
SimpleTM,Weather,0,23ac68dba87eee87b5acfff90abf5b8a7855ff4b03071133f9349c2520df4937,336,9984,True,True
SimpleTM,Weather,0,23ac68dba87eee87b5acfff90abf5b8a7855ff4b03071133f9349c2520df4937,720,9728,True,True
SimpleTM,Weather,1,6d2660d913173af246366de3e3530e16da411bb9699346712427f2d5b0111499,96,10240,True,True
SimpleTM,Weather,1,6d2660d913173af246366de3e3530e16da411bb9699346712427f2d5b0111499,192,10240,True,True
SimpleTM,Weather,1,6d2660d913173af246366de3e3530e16da411bb9699346712427f2d5b0111499,336,9984,True,True
SimpleTM,Weather,1,6d2660d913173af246366de3e3530e16da411bb9699346712427f2d5b0111499,720,9728,True,True
SimpleTM,Weather,2,280af0bf1153211b29b687c6b585de0fecfc6dc659b8aa3db495eec922c69643,96,10240,True,True
SimpleTM,Weather,2,280af0bf1153211b29b687c6b585de0fecfc6dc659b8aa3db495eec922c69643,192,10240,True,True
SimpleTM,Weather,2,280af0bf1153211b29b687c6b585de0fecfc6dc659b8aa3db495eec922c69643,336,9984,True,True
SimpleTM,Weather,2,280af0bf1153211b29b687c6b585de0fecfc6dc659b8aa3db495eec922c69643,720,9728,True,True
TimeAlign,ECL,0,6d35248ed4b73d1004e0110e4377d5b9f3a3e24ba7ceea4df4a878711f0d3778,96,5165,False,True
TimeAlign,ECL,0,6d35248ed4b73d1004e0110e4377d5b9f3a3e24ba7ceea4df4a878711f0d3778,192,5069,False,True
TimeAlign,ECL,0,6d35248ed4b73d1004e0110e4377d5b9f3a3e24ba7ceea4df4a878711f0d3778,336,4925,False,True
TimeAlign,ECL,0,6d35248ed4b73d1004e0110e4377d5b9f3a3e24ba7ceea4df4a878711f0d3778,720,4541,False,True
TimeAlign,ETTh1,0,921ac2865fa61b34a2a69dc79d8c09ec9e6a48b80276ac7125f622dcb2058fd7,96,2785,False,True
TimeAlign,ETTh1,0,921ac2865fa61b34a2a69dc79d8c09ec9e6a48b80276ac7125f622dcb2058fd7,192,2689,False,True
TimeAlign,ETTh1,0,921ac2865fa61b34a2a69dc79d8c09ec9e6a48b80276ac7125f622dcb2058fd7,336,2545,False,True
TimeAlign,ETTh1,0,921ac2865fa61b34a2a69dc79d8c09ec9e6a48b80276ac7125f622dcb2058fd7,720,2161,False,True
TimeAlign,ETTh2,0,84770002fb819ac65ba3769ef168ced5d8cf2d69f7e4b9a3a939280ab5a8d468,96,2785,False,True
TimeAlign,ETTh2,0,84770002fb819ac65ba3769ef168ced5d8cf2d69f7e4b9a3a939280ab5a8d468,192,2689,False,True
TimeAlign,ETTh2,0,84770002fb819ac65ba3769ef168ced5d8cf2d69f7e4b9a3a939280ab5a8d468,336,2545,False,True
TimeAlign,ETTh2,0,84770002fb819ac65ba3769ef168ced5d8cf2d69f7e4b9a3a939280ab5a8d468,720,2161,False,True
TimeAlign,ETTm1,0,f2bb0a8081f0cca11c14f44211987f4dcdbf86f91b1c15b7b350d2defa01dbf7,96,11425,False,True
TimeAlign,ETTm1,0,f2bb0a8081f0cca11c14f44211987f4dcdbf86f91b1c15b7b350d2defa01dbf7,192,11329,False,True
TimeAlign,ETTm1,0,f2bb0a8081f0cca11c14f44211987f4dcdbf86f91b1c15b7b350d2defa01dbf7,336,11185,False,True
TimeAlign,ETTm1,0,f2bb0a8081f0cca11c14f44211987f4dcdbf86f91b1c15b7b350d2defa01dbf7,720,10801,False,True
TimeAlign,ETTm2,0,9739c9511b727adbcb5b0689c704d1ee4c8f60249f56f7dc1cfe60d28c960dc9,96,11425,False,True
TimeAlign,ETTm2,0,9739c9511b727adbcb5b0689c704d1ee4c8f60249f56f7dc1cfe60d28c960dc9,192,11329,False,True
TimeAlign,ETTm2,0,9739c9511b727adbcb5b0689c704d1ee4c8f60249f56f7dc1cfe60d28c960dc9,336,11185,False,True
