dataset,batch_idx,rank,coeff_vectors,coeff_norm_mean,projection_share_mean,projection_share_min,projection_share_max,projection_pair_cosine_mean,output_energy_entropy_mean,output_energy_max_stage_share_mean,projection_cos_early_0_96_vs_mid_96_192,projection_cos_early_0_96_vs_late_192_336,projection_cos_early_0_96_vs_tail_336_720,projection_cos_mid_96_192_vs_late_192_336,projection_cos_mid_96_192_vs_tail_336_720,projection_cos_late_192_336_vs_tail_336_720
ETTm1,4,64,112,9.06299114227295,0.5048410147428513,0.4663742482662201,0.5827217698097229,0.4791642228762309,0.8908334374427795,0.495170533657074,0.3575007915496826,0.4452114403247833,0.4862714409828186,0.4271508753299713,0.5781233906745911,0.5807273983955383
ETTm1,5,32,112,9.114359855651855,0.38011324405670166,0.30949077010154724,0.48221227526664734,0.35401440411806107,0.8865289688110352,0.5083490014076233,0.24409256875514984,0.3016051650047302,0.36571004986763,0.30815666913986206,0.47429585456848145,0.4302261173725128
ETTm1,5,64,112,9.114359855651855,0.4968080371618271,0.42413774132728577,0.5709733366966248,0.46976689000924426,0.8865289688110352,0.5083490014076233,0.36947259306907654,0.43151333928108215,0.49178409576416016,0.4004581868648529,0.5869439244270325,0.5384292006492615
ETTm1,6,32,112,9.114116668701172,0.3842037171125412,0.3524863123893738,0.47280555963516235,0.36228393763303757,0.8957186341285706,0.49548619985580444,0.24385641515254974,0.3104126453399658,0.35628947615623474,0.33599039912223816,0.46148091554641724,0.4656737744808197
ETTm1,6,64,112,9.114116668701172,0.499101459980011,0.46292394399642944,0.5554203391075134,0.4710920552412669,0.8957186341285706,0.49548619985580444,0.35830602049827576,0.436063289642334,0.49142712354660034,0.4208501875400543,0.5625513792037964,0.5573543310165405
ETTm1,7,32,112,9.298371315002441,0.39369582384824753,0.35276857018470764,0.4671061933040619,0.3653566340605418,0.9043204188346863,0.4764762818813324,0.22625985741615295,0.3209948241710663,0.34399178624153137,0.3532768785953522,0.45773082971572876,0.4898856282234192
ETTm1,7,64,112,9.298371315002441,0.5000497400760651,0.46563810110092163,0.5401201844215393,0.47110066811243695,0.9043204188346863,0.4764762818813324,0.35015806555747986,0.4507002830505371,0.4649259150028229,0.4330955147743225,0.5521774291992188,0.5755468010902405
Weather,0,32,336,15.507246017456055,0.1475796289741993,0.12893173098564148,0.15498825907707214,0.05512680858373642,0.9031640291213989,0.4443763494491577,0.0417453907430172,0.07292072474956512,0.025803854689002037,-0.01934502087533474,0.04086730256676674,0.16876859962940216
Weather,0,64,336,15.507246017456055,0.282803688198328,0.1857433021068573,0.44825971126556396,0.17058763156334558,0.9031640291213989,0.4443763494491577,0.1579723358154297,0.1337757110595703,0.09692562371492386,0.19677339494228363,0.12340223044157028,0.3146764934062958
Weather,1,32,336,16.636152267456055,0.14175942353904247,0.12315575033426285,0.17468897998332977,0.054362977078805365,0.8907264471054077,0.4581435024738312,0.042478665709495544,0.060787297785282135,0.009504811838269234,0.010057906620204449,0.037178702652454376,0.16617047786712646
Weather,1,64,336,16.636152267456055,0.2744818218052387,0.16432203352451324,0.49557676911354065,0.15893248716990152,0.8907264471054077,0.4581435024738312,0.16973593831062317,0.11978597939014435,0.09674221277236938,0.17573630809783936,0.10968352854251862,0.2819109559059143
Weather,2,32,336,16.80831527709961,0.1452910639345646,0.1359037160873413,0.1527218222618103,0.06226405065293269,0.9089680910110474,0.43286922574043274,0.02855631522834301,0.08960997313261032,-0.00039892838685773313,0.03830060362815857,0.04752141982316971,0.16999492049217224
Weather,2,64,336,16.80831527709961,0.2814776040613651,0.17139174044132233,0.46911635994911194,0.15880688031514487,0.9089680910110474,0.43286922574043274,0.18633677065372467,0.12913744151592255,0.09792525321245193,0.17535972595214844,0.10959207266569138,0.2544900178909302
Weather,3,32,336,16.75545883178711,0.14925352483987808,0.12661875784397125,0.18463560938835144,0.06588758900761604,0.9181086421012878,0.4202148914337158,0.028526918962597847,0.10719787329435349,0.01886095479130745,0.0266216229647398,0.04274093732237816,0.17137722671031952
Weather,3,64,336,16.75545883178711,0.28352902829647064,0.18263313174247742,0.4107251763343811,0.1630582188566526,0.9181086421012878,0.4202148914337158,0.18121059238910675,0.12634366750717163,0.09909927099943161,0.18891482055187225,0.11482241004705429,0.26795855164527893
Weather,4,32,336,16.70383071899414,0.14378962479531765,0.10866525024175644,0.1873759627342224,0.05655013304203749,0.9277376532554626,0.4186527729034424,0.02787856012582779,0.09327007830142975,0.025784065946936607,0.0122884102165699,0.034774020314216614,0.14530566334724426
Weather,4,64,336,16.70383071899414,0.27643320336937904,0.1705707162618637,0.38155972957611084,0.15759229163328806,0.9277376532554626,0.4186527729034424,0.16275179386138916,0.1284715086221695,0.07990922033786774,0.19193299114704132,0.12190507352352142,0.26058316230773926
Weather,5,32,336,13.315352439880371,0.13475842587649822,0.11548181623220444,0.15841281414031982,0.04888901056256145,0.9109199047088623,0.4353536069393158,0.021434767171740532,0.056726012378931046,0.0020352185238152742,0.00908863078802824,0.054995935410261154,0.14905349910259247
Weather,5,64,336,13.315352439880371,0.266531266272068,0.17537029087543488,0.39776748418807983,0.16927278166015944,0.9109199047088623,0.4353536069393158,0.14775285124778748,0.12083365768194199,0.0834541916847229,0.2055165022611618,0.16369038820266724,0.29438909888267517
Weather,6,32,336,14.228313446044922,0.13766071945428848,0.1094149649143219,0.15815474092960358,0.058419642659525074,0.8852137327194214,0.46627581119537354,0.026770543307065964,0.06275399774312973,-0.023859115317463875,0.032613083720207214,0.07502284646034241,0.17721650004386902
Weather,6,64,336,14.228313446044922,0.26834288239479065,0.1666085571050644,0.4266282916069031,0.16855798910061517,0.8852137327194214,0.46627581119537354,0.15859214961528778,0.08804325014352798,0.07550863176584244,0.20107494294643402,0.17384222149848938,0.3142867386341095
Weather,7,32,336,13.487205505371094,0.15511169470846653,0.12483898550271988,0.20258204638957977,0.06983956694602966,0.8884102702140808,0.4568237066268921,0.027497395873069763,0.07302814722061157,-0.006391257047653198,0.04702383279800415,0.08893577754497528,0.1889435052871704
Weather,7,64,336,13.487205505371094,0.27770811691880226,0.19475224614143372,0.36674776673316956,0.16440410539507866,0.8884102702140808,0.4568237066268921,0.15142899751663208,0.09430869668722153,0.072573721408844,0.1982620805501938,0.1677420437335968,0.30210909247398376
