arm_id,table_label,dataset,horizon,seed,mse,mae,source,checkpoint_sha256,test_role,test_tuned
fixed_scope_s144,Fixed Scope ($s=144$),ETTm2,96,2021,0.16892364147984687,0.25373286780006654,new_end_to_end_training,647ab9284b1a2b5eba41934a00a75ca6add1d583f9a7f7b432595b7768b2a4f2,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm2,192,2021,0.22694338523164917,0.29215927168890393,new_end_to_end_training,647ab9284b1a2b5eba41934a00a75ca6add1d583f9a7f7b432595b7768b2a4f2,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm2,336,2021,0.2800779664624955,0.32778868211066514,new_end_to_end_training,647ab9284b1a2b5eba41934a00a75ca6add1d583f9a7f7b432595b7768b2a4f2,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTm2,720,2021,0.3532828394115038,0.38078564070162835,new_end_to_end_training,647ab9284b1a2b5eba41934a00a75ca6add1d583f9a7f7b432595b7768b2a4f2,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh1,96,2021,0.38077681325770385,0.4086398547028763,new_end_to_end_training,0706d799d96f1f517e2d17a14e898fd3a90c6df92515ff8a234fedfe1c82a03d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh1,192,2021,0.40897277956904055,0.4257098021697093,new_end_to_end_training,0706d799d96f1f517e2d17a14e898fd3a90c6df92515ff8a234fedfe1c82a03d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh1,336,2021,0.42784376233625315,0.4402498298367105,new_end_to_end_training,0706d799d96f1f517e2d17a14e898fd3a90c6df92515ff8a234fedfe1c82a03d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh1,720,2021,0.4943778889037885,0.4908792192363311,new_end_to_end_training,0706d799d96f1f517e2d17a14e898fd3a90c6df92515ff8a234fedfe1c82a03d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh2,96,2021,0.24696897336761564,0.31915452526423843,new_end_to_end_training,6bd094a03aef10b9fbfbbe47846efedac851dfadad07de197b2c07f76f1f5ec1,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh2,192,2021,0.29056265023765515,0.3520025825337339,new_end_to_end_training,6bd094a03aef10b9fbfbbe47846efedac851dfadad07de197b2c07f76f1f5ec1,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh2,336,2021,0.3242691496426437,0.38076840156435715,new_end_to_end_training,6bd094a03aef10b9fbfbbe47846efedac851dfadad07de197b2c07f76f1f5ec1,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),ETTh2,720,2021,0.4077800513008985,0.4397301332731955,new_end_to_end_training,6bd094a03aef10b9fbfbbe47846efedac851dfadad07de197b2c07f76f1f5ec1,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),Weather,96,2021,0.14144959873797922,0.1832742247560065,new_end_to_end_training,717888b77070965c87f78eb9f8fa84968b66a2843b382706911ffb974f4cfc7d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),Weather,192,2021,0.1845999005636331,0.22704596623028592,new_end_to_end_training,717888b77070965c87f78eb9f8fa84968b66a2843b382706911ffb974f4cfc7d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),Weather,336,2021,0.23560523704204578,0.26842085891383005,new_end_to_end_training,717888b77070965c87f78eb9f8fa84968b66a2843b382706911ffb974f4cfc7d,primary-mechanism-effectiveness-and-paper-benchmark,False
fixed_scope_s144,Fixed Scope ($s=144$),Weather,720,2021,0.3077104667305476,0.3189170445857385,new_end_to_end_training,717888b77070965c87f78eb9f8fa84968b66a2843b382706911ffb974f4cfc7d,primary-mechanism-effectiveness-and-paper-benchmark,False
