origin,channel,timemixer_full_r2_h96,timemixer_prefix_r2_h96,timemixer_full_r2_h192,timemixer_prefix_r2_h192,timemixer_full_r2_h336,timemixer_prefix_r2_h336,timemixer_full_r2_h720,timemixer_prefix_r2_h720,timemixer_tail_r2_h720,timemixer_last192_r2_h720,baseline_competent,balanced_gain,balanced_prefix,balanced_eligible
20,0,0.591326117132593,0.591326117132593,0.7251329732321969,0.6760369576133174,0.5333485773833173,0.6280053319938642,0.5346135980099428,0.626810488807777,-0.024567469030853717,0.3427811921173598,False,True,False,False
21,0,0.5597922841721084,0.5597922841721084,0.7529713133708866,0.6571338346006126,0.4701555758935475,0.5952356326923935,0.5197846601999556,0.6016910541634543,-0.39527281976174744,0.2739671047728012,False,False,False,False
22,0,0.5843070486381674,0.5843070486381674,0.731241081129799,0.7173899706350781,0.5309791334913159,0.5990511570666128,0.5409476878700108,0.6429044319535274,-0.2377137945695298,0.32708100312224275,False,True,False,False
23,0,0.5933784823717816,0.5933784823717816,0.6521130103120812,0.6522314363718242,0.556923315715191,0.601505381340186,0.5072381297742385,0.6054639038581815,-0.4734096921746447,0.2487904576391704,False,True,False,False
24,0,0.6003258313709167,0.6003258313709167,0.7171848989644912,0.6052853302401568,0.6611838784987862,0.680105819134653,0.5410958209939927,0.6205948429779844,-0.20912325226978878,0.3551731483068673,False,True,False,False
25,0,0.6634218905455962,0.6634218905455962,0.6707960064598278,0.6423634282641402,0.571583621587975,0.6690320786749775,0.5307447890872558,0.5812669250633504,-0.28921516854829,0.34733803937337693,False,True,False,False
26,0,0.6314690241253094,0.6314690241253094,0.6124827475618504,0.6339880880345733,0.5524692728591784,0.6523858780514715,0.5361246814500404,0.6225444620357947,-0.33729252309574353,0.31965333570284726,False,True,False,False
27,0,0.6608151097814472,0.6608151097814472,0.7016230480016437,0.6839405342798393,0.5840455058954934,0.6628533299726389,0.5794401459358262,0.6327627882417433,0.0008194618423348343,0.42663444356451374,False,True,False,False
28,0,0.6555727701721299,0.6555727701721299,0.6347554447315665,0.6674564195630079,0.5955557047837718,0.6563149915289366,0.5435375602052975,0.6566586499893599,-0.14137995518081303,0.3645848153267611,False,True,False,False
29,0,0.6445766760639942,0.6445766760639942,0.69756233880402,0.6170806518949223,0.5983836419289599,0.6443293499112333,0.5234836067469031,0.6691466832787408,-0.5266745991658259,0.2115385981846989,False,True,False,False
30,0,0.7200834121698573,0.7200834121698573,0.6533214519799142,0.6316170942880153,0.5626885721369492,0.6475603656096338,0.5722919223877379,0.7320685252982141,-0.2810867200677505,0.318393233502563,False,True,False,False
31,0,0.7855263494674318,0.7855263494674318,0.6817688008262718,0.6747355093820164,0.6634156456230531,0.6057969178542014,0.47759100543978317,0.6338966613515257,-0.8195933105837763,0.15971719440214938,False,True,False,False
32,0,0.7398771279465743,0.7398771279465743,0.6466118730215371,0.6550516687427588,0.7026898849008135,0.6493248987429882,0.49502783559332275,0.5858949444565644,-0.7065472054025796,0.20070562769925382,False,True,False,False
33,0,0.6679062016493539,0.6679062016493539,0.647297132703118,0.6303762129296826,0.6459721727182713,0.638940374676219,0.5471212802861094,0.6393316423859288,-0.3934062597362935,0.2928376553413169,False,True,False,False
34,0,0.6703153266088879,0.6703153266088879,0.6656924527270125,0.6427701662977385,0.6863250226044637,0.6698199047895248,0.5449631962976731,0.6673462602458825,-0.42670003404654877,0.30178915761922176,False,True,False,False
35,0,0.6860952069975155,0.6860952069975155,0.6865309891857747,0.6679935527387919,0.6459031729219313,0.634160530924375,0.5759206695495075,0.7487335465607831,-0.244760602842653,0.34693830251707225,False,True,False,False
36,0,0.6633563881178934,0.6633563881178934,0.6962746857488019,0.6758523575003312,0.5869958850291133,0.6172863668028731,0.5734310580301378,0.7475735242979273,-0.366804879198694,0.3042012651494552,False,True,False,False
37,0,0.6705369080229189,0.6705369080229189,0.654237372707297,0.6431336509006447,0.6273489796433421,0.7165399004965769,0.584475523057119,0.7725620041779515,-0.24462905114184808,0.36265272967932694,False,True,False,False
38,0,0.6890075014531206,0.6890075014531206,0.7482650015496661,0.6939632906918793,0.5755974835746576,0.7531326881104947,0.5846924019004358,0.7793288434114383,-0.21227053034735732,0.3796236998840592,False,True,False,False
39,0,0.7036706005091026,0.7036706005091026,0.7595933698326636,0.6918916200177572,0.6931204177772923,0.7169469793372181,0.5839118497646345,0.7797273281121438,-0.09042826938742343,0.41548593825602353,False,True,False,False
40,0,0.677399036466924,0.677399036466924,0.7305927252453694,0.7101799826474877,0.6514265073783385,0.7360754449622615,0.5979771950659203,0.7844745978729722,-0.11181188862094649,0.40372518025453963,False,True,False,False
41,0,0.6860909349592961,0.6860909349592961,0.7245895916286638,0.6623400593706323,0.6413726287317232,0.6715140691765744,0.577071659555809,0.7841085479837604,0.020477402753722784,0.4599334986782031,False,True,False,False
42,0,0.6672366724858064,0.6672366724858064,0.6835543697726477,0.40611016194282645,0.6826183339306391,0.6574575258944448,0.5621432599983575,0.7773420762049461,-0.1869225083705628,0.35959784360717983,False,True,False,False
43,0,0.6294334372164649,0.6294334372164649,0.7164176824653821,0.5821938208573182,0.6505537203014924,0.6620034045758023,0.5607098201742824,0.7524725604787654,-0.1339368030491317,0.4171111551759975,False,True,False,False
44,0,0.5646854370206951,0.5646854370206951,0.6361601504171064,0.2616604721708998,0.7919695074208309,0.6560378087855414,0.5018196798872914,0.7181854412659283,-0.8504109502577579,0.10696102465541191,False,True,False,False
45,0,0.5961492085400051,0.5961492085400051,0.669430587768985,0.3000423041727761,0.7495503816636713,0.4632805423654459,0.4137824203062095,0.365626884946326,-1.0616041858924459,0.004168226584010726,False,True,False,False
46,0,0.5000663505330538,0.5000663505330538,0.5824178730847898,0.015008693251380323,0.7155213040375074,0.33199865742121737,0.3926980722912281,0.2891430338084491,-1.0622877452313695,0.015773486527766112,False,True,False,False
47,0,0.6312452177721526,0.6312452177721526,0.712544192803081,0.40732558924235984,0.7148419364866181,0.4598348346160803,0.5103374909062016,0.5153007793535089,-0.5257477878776275,0.2286332368981624,False,True,False,False
48,0,0.5814755120541634,0.5814755120541634,0.7121616719787949,0.5429065845779457,0.7591347272976099,0.5487473465979014,0.5147388779468103,0.6291629055491024,-0.5646687980085523,0.24635588648596096,False,True,False,False
49,0,0.6723335247425923,0.6723335247425923,0.7494784374463519,0.6873624931161226,0.73108134382397,0.7141351028446505,0.5651788738570804,0.6634773467516932,-0.023043954610890705,0.4322204151765796,False,True,False,False
50,0,0.6280138463177192,0.6280138463177192,0.7125877146408851,0.6036077629090311,0.7483050288645561,0.787967141345255,0.5329150324208163,0.7303569066084754,-0.28418699223056776,0.3202932343080007,False,True,False,False
51,0,0.6896659593647599,0.6896659593647599,0.7266374936170649,0.7074411016801136,0.7112298279438063,0.7665525504754499,0.45634935188772885,0.6947135432478139,-0.8573564520239689,0.17216841564239038,False,True,False,False
52,0,0.6543416856785769,0.6543416856785769,0.7044303569491333,0.6287548051524765,0.699212168697964,0.6822512712448847,0.47065527766935467,0.7335104639574217,-0.7411203425419197,0.21079161406652624,False,True,False,False
53,0,0.6459109750788261,0.6459109750788261,0.7169196686836583,0.6831577753649578,0.6795939960498307,0.7006366457988412,0.5383818755741352,0.7526434659290443,-0.391259134807582,0.3405525272243325,False,True,False,False
54,0,0.6844751573839936,0.6844751573839936,0.7492300164024888,0.7100978818954052,0.7270436620808756,0.715276140298257,0.41229864249825743,0.7972572507916723,-1.1948190058431516,0.05961262157839875,False,True,False,False
55,0,0.6101909180900333,0.6101909180900333,0.7918015203397695,0.704778646319164,0.7932280976947407,0.7060347205451137,0.46107790829606377,0.7502445965032059,-0.8027013169848984,0.16125179115599297,False,True,False,False
56,0,0.6580977123124774,0.6580977123124774,0.7548424010239811,0.7270367212145731,0.7614955131758974,0.7044372146506206,0.3973268758405357,0.7921824446421496,-1.0642200493898222,-0.009556679476041996,False,True,False,False
57,0,0.6598271832712601,0.6598271832712601,0.6693092496292814,0.6542946948917049,0.724379656743408,0.6835518844616918,0.45936093538810385,0.7680436417379395,-0.7055860794889677,0.16758077491133394,False,True,False,False
58,0,0.704941609510501,0.704941609510501,0.7584912410144957,0.7542938131148167,0.830032150601615,0.8150692225513714,0.41881293155383004,0.8054808895190344,-1.0057693546319446,0.05782980664706372,False,True,False,False
59,0,0.7035336344165821,0.7035336344165821,0.7388685703111411,0.7100006224655425,0.8436097898647376,0.8543223454698645,0.33167883327951053,0.8646025372764784,-1.6771740581522647,-0.24643357900728668,False,True,False,False
60,0,0.6869922321125879,0.6869922321125879,0.6832348394230416,0.67810725615823,0.816075834877445,0.8250267621774716,0.4590791067362978,0.7737199026351406,-0.6666077348022528,0.15558601165728803,False,True,False,False
61,0,0.7026203616369301,0.7026203616369301,0.724030430144623,0.7076905632250167,0.8047187816650716,0.8079615668297166,0.4705814188477869,0.723139744984937,-0.43278397173064187,0.24403775208437584,False,True,False,False
62,0,0.6473160269271454,0.6473160269271454,0.6335662891855974,0.6071318981100084,0.7959703017880069,0.7817267190839434,0.4971661009776219,0.7055935051792144,-0.27453119960730876,0.32305057783494306,False,True,False,False
63,0,0.6360157488201461,0.6360157488201461,0.6730313433066684,0.6423478337294074,0.8170733748726092,0.8142177488996681,0.4403460096048949,0.7118859392004466,-0.7198498107405431,0.17513512398380127,False,True,False,False
64,0,0.6332704280006298,0.6332704280006298,0.673440901605384,0.6487669315247386,0.8604673004861861,0.8623692347839153,0.4805308659805292,0.7282930170548514,-0.6242958509176526,0.2685830157033473,False,True,False,False
65,0,0.6209264358779529,0.6209264358779529,0.6466737615037765,0.6079956636188162,0.8500281957795311,0.8229441994627005,0.49894632413371964,0.7302624225234892,-0.5164466303283965,0.2908968584555084,False,True,False,False
66,0,0.6153836800991852,0.6153836800991852,0.7197857494539481,0.6851196554156659,0.8365733211853246,0.7813048609460211,0.47381859744556154,0.7283438229330161,-0.6798599875966558,0.2448802636096521,False,True,False,False
67,0,0.6209545339140035,0.6209545339140035,0.7621391764886252,0.7293686482734194,0.8066491247037945,0.7414236173545099,0.46863407304799976,0.6613652363377227,-0.5612055650718379,0.2906041617891286,False,True,False,False
68,0,0.638062224410314,0.638062224410314,0.6970956156912179,0.6737704372193354,0.7785214796674801,0.7238673925520198,0.49947994909549964,0.7199543526786529,-0.5392726935944032,0.29739527732617843,False,True,False,False
69,0,0.6562615260331002,0.6562615260331002,0.6735973450168673,0.6476089756946508,0.7336082587169293,0.6718199365341143,0.4711824687982201,0.6764359403759475,-0.580801172376769,0.2829901267213416,False,True,False,False
70,0,0.5835567698836499,0.5835567698836499,0.6386154959163858,0.6115001057323177,0.796165669557542,0.7253643217668584,0.3710694058667158,0.6207943615903434,-1.0049154842854362,0.12674205301732466,False,True,False,False
71,0,0.5943005837994675,0.5943005837994675,0.6294374174709574,0.6061328895641936,0.7792943727063348,0.7280939399483155,0.3639106719398405,0.6512972032906903,-1.0326677712539931,0.06398506483624378,False,True,False,False
72,0,0.5817441998858619,0.5817441998858619,0.7297695193614436,0.7180253843649573,0.7870689656274268,0.7228048742654922,0.4046092264773611,0.7239825669647952,-1.009333191471402,0.10290430734155931,False,True,False,False
73,0,0.6059967358262461,0.6059967358262461,0.669526532733518,0.6783898787490239,0.6938973304601386,0.6436677212006615,0.38534116302202504,0.6829337585177404,-1.0262425270375153,0.08653015743395742,False,True,False,False
74,0,0.6504814425265173,0.6504814425265173,0.6708827356633671,0.6581992211709461,0.7204271844499455,0.6636667351263713,0.38326807913921723,0.678614426334176,-0.903893966750013,0.07195032591235073,False,True,False,False
75,0,0.6229637007720452,0.6229637007720452,0.6551849895385509,0.6337260289030899,0.7134666390211556,0.6657780757782281,0.406521397532409,0.7594990216996589,-1.0292841114776192,0.08586014666950936,False,True,False,False
76,0,0.5695438752863573,0.5695438752863573,0.6981970532277593,0.6672409750189615,0.7405541001718626,0.6805373741263621,0.3660783596156699,0.7289070375191933,-1.2034591736003901,0.006581041592926384,False,True,False,False
77,0,0.604664890669904,0.604664890669904,0.706889891924864,0.6698192152996238,0.7652564429230024,0.7088958192207304,0.3885917615808654,0.7482523697092932,-1.1497168743666215,0.03223477483283188,False,True,False,False
78,0,0.6467672001618265,0.6467672001618265,0.6890706940106852,0.6629782549256921,0.7870574678770155,0.7448525185921937,0.40372534059228427,0.7286429373711591,-1.0040104879154779,0.06552355201351867,False,True,False,False
79,0,0.6542089760476126,0.6542089760476126,0.7082666211429383,0.6896915736055869,0.73124672493592,0.6863224246427054,0.386338036360902,0.7138317273325216,-0.9067914369396588,0.04638557351045891,False,True,False,False
80,0,0.6548345613324538,0.6548345613324538,0.6999696866062463,0.6800307239808119,0.7344083912930104,0.6964088439673628,0.4128554597564601,0.704961343027668,-0.7901441307048089,0.11849237994615325,False,True,False,False
81,0,0.6596261178979345,0.6596261178979345,0.6487161251946414,0.6200234720423092,0.7852402594587556,0.7215228036562925,0.4155483545608313,0.6437727612918736,-0.6600914387774504,0.18576733836292558,False,True,False,False
82,0,0.6507192886962441,0.6507192886962441,0.7515766196226734,0.726419978485422,0.793579132084129,0.7317712456010663,0.38298582234972267,0.690361230603656,-0.9314232229975947,0.08372794099429737,False,True,False,False
83,0,0.625410397248123,0.625410397248123,0.7407163385583557,0.6941804610975177,0.7016768991051673,0.6261740374160152,0.3646697130976392,0.6629370991207508,-0.8666399824184856,0.10324313847938205,False,True,False,False
84,0,0.6352597186218096,0.6352597186218096,0.6878063642234626,0.6591739105465533,0.7788587612136626,0.7044470364188153,0.35319301437211437,0.6352580510048911,-0.7770007392235712,0.11371224295198457,False,True,False,False
85,0,0.6493322024736585,0.6493322024736585,0.6506258977008011,0.6163902666700236,0.7489046184725379,0.6692052024368521,0.36700523588588574,0.6820121131969258,-0.8298255653077264,0.09426256876393235,False,True,False,False
86,0,0.6367597962070939,0.6367597962070939,0.6952524579836123,0.6694931941222912,0.6888457167964028,0.6091018175937077,0.3885989767566739,0.7287007797874732,-0.8479581897723989,0.13801355326529186,False,True,False,False
87,0,0.6758440693771958,0.6758440693771958,0.7161943776939166,0.679692729645579,0.6262984635644203,0.5739203893819821,0.41604591436150085,0.6823020473621338,-0.5976367566627394,0.26043119988474905,False,True,False,False
88,0,0.6863758091799517,0.6863758091799517,0.6849122846871952,0.6471459152174664,0.7015271414335917,0.6437569052441162,0.41091363642858214,0.6117389635449719,-0.39576556881381464,0.305408582896601,False,True,False,False
89,0,0.6131853297052441,0.6131853297052441,0.6472466668035386,0.5949284971880944,0.6907945444973707,0.6256784900458576,0.42355944411888335,0.5279204479961119,-0.12315531916036448,0.3779187821899399,False,True,False,False
90,0,0.6236435764254296,0.6236435764254296,0.6227446888589354,0.5944257732742542,0.6836290334229218,0.6352750502583199,0.4011838049234021,0.5046576918792957,-0.19128589806938456,0.38669826849363065,False,True,False,False
91,0,0.6811742787111938,0.6811742787111938,0.6393572259867686,0.6079680660655986,0.6839209895237215,0.6417734933384336,0.34805238817920814,0.5521483383671419,-0.4041703199055213,0.2723180402431673,False,True,False,False
92,0,0.6607050215796465,0.6607050215796465,0.6210437703573466,0.5854186081228359,0.6684711019736724,0.6376055079854497,0.4049293708225853,0.6431816704151382,-0.3394073104294184,0.4011281320797181,False,True,False,False
93,0,0.6164339429426454,0.6164339429426454,0.588504563525661,0.546490250574712,0.6655811074409861,0.6452049993569522,0.3847051087793538,0.6588616270882186,-0.41370170885812585,0.4286408326045207,False,True,False,False
94,0,0.5916865431202775,0.5916865431202775,0.601587130802069,0.5632652719209725,0.7006914552763166,0.7147558538981591,0.3783406689950011,0.5703194745783549,-0.2685270451979924,0.42909340760554204,False,True,False,False
95,0,0.617530227000502,0.617530227000502,0.6814689495397055,0.6469401290714946,0.6819104892304921,0.7058619555757608,0.3616777153190458,0.5946991301916587,-0.2791260091192178,0.44809286972664497,False,True,False,False
96,0,0.5752489886434493,0.5752489886434493,0.6447972662002475,0.6011819011501729,0.6645024315552437,0.744510292910898,0.37619228404456384,0.641638974338259,-0.22678626402097524,0.45464342874689745,False,True,False,False
97,0,0.588330581999154,0.588330581999154,0.6973043616653729,0.663243859456432,0.6711466813004752,0.7338215876010452,0.3697346939807352,0.6712948955413431,-0.2839795410511863,0.5267749752996504,False,True,False,False
98,0,0.5501682121029918,0.5501682121029918,0.7240875637683626,0.6909543787136538,0.7018218037133811,0.7837336863020955,0.4146304141618715,0.6608007048611946,-0.14155683289949672,0.5603016177908913,False,True,False,False
99,0,0.550089911440093,0.550089911440093,0.7443618685686113,0.7033768816984185,0.6984162338030067,0.7831220772083751,0.39144379191545386,0.5933881185393441,-0.033541416392169676,0.458756857628866,False,True,False,False
100,0,0.507629580336224,0.507629580336224,0.6746901946300177,0.629025316655158,0.7074561764337733,0.8021527539203299,0.4339441829557822,0.5923368096358603,0.11453925243670371,0.5296087262187781,False,True,False,False
101,0,0.5525575982409513,0.5525575982409513,0.6570401055720124,0.6023435032825503,0.6901345955971598,0.7680291091592587,0.4274339323025975,0.6149895862297354,0.10499563885363927,0.47270178190191314,False,True,False,False
102,0,0.5343197718424801,0.5343197718424801,0.7288754189037041,0.6735773337322861,0.6258125228549094,0.672261571059682,0.4219405775506606,0.6554453729239106,0.07742687497799894,0.4860941532769203,False,True,False,False
103,0,0.562334496652197,0.562334496652197,0.7506658719043853,0.7076066277455852,0.6284461059653172,0.6984803555195653,0.42014709205131284,0.6429453179864268,0.0887741039736214,0.46231210879127116,False,True,False,False
104,0,0.4735390900213525,0.4735390900213525,0.7077057848476938,0.6537559808739184,0.6176626728721116,0.748018531184195,0.40932443525776396,0.6556321493417303,0.06944061652129707,0.44857670606283406,False,True,False,False
105,0,0.48091744890844257,0.48091744890844257,0.7390021179675108,0.691037127813787,0.5773915005971945,0.6313711752256497,0.36356557159916936,0.6321304393875173,0.018675146750175897,0.4611297019870654,False,True,False,False
106,0,0.5075187814516591,0.5075187814516591,0.7391914155583666,0.6998422442067719,0.5606406619373632,0.5885822546725685,0.36574247811656724,0.6384431492916119,0.025230898715463135,0.4531344054333972,False,True,False,False
107,0,0.4401650102116249,0.4401650102116249,0.7705779234983317,0.738242669565877,0.578907711029502,0.6255085766195378,0.437593134486984,0.6473344668094578,0.18482099218160664,0.5326844736781753,False,True,False,False
108,0,0.43892375466175326,0.43892375466175326,0.7690396263127393,0.7336199998178561,0.5853302291420797,0.631783930752021,0.43483118840086754,0.6531214705295824,0.1739408169389769,0.4874379061151264,False,True,False,False
109,0,0.41864371504368925,0.41864371504368925,0.8101713067178821,0.7950777398979372,0.5896558967381289,0.6439936709505654,0.4525593323462437,0.7280636243686847,0.15688613012100683,0.6740060635236979,False,False,False,False
110,0,0.5241228329617511,0.5241228329617511,0.6984079283808302,0.6578796716076208,0.5551399200783225,0.6030117151525662,0.47187912094480045,0.712355562562762,0.2098637286671171,0.665966823974699,False,True,False,False
111,0,0.44223316745280106,0.44223316745280106,0.7246884583490533,0.6681666399960919,0.5820006951080045,0.6400320456733204,0.43283419300969794,0.6782666906574149,0.17279038566686167,0.5661289279539496,False,False,False,False
112,0,0.47944436449930616,0.47944436449930616,0.6633635773722373,0.6001718888226211,0.5751380144963085,0.6556184447456163,0.4526097424805786,0.7140000556253847,0.1943828205858693,0.6131225992755599,False,True,False,False
113,0,0.495868558611004,0.495868558611004,0.6717573531627632,0.6011689211297138,0.611291794479006,0.6915488854485401,0.43440032945086826,0.6496226206887497,0.19571969070276507,0.5823213701257399,False,True,False,False
114,0,0.5389108688322293,0.5389108688322293,0.7191769266648058,0.658007323560841,0.5368339988615228,0.6006914858578423,0.4441812026619376,0.6362099929290598,0.23265364965110924,0.6701733152782359,False,True,False,False
115,0,0.5222686028133516,0.5222686028133516,0.63264362052623,0.5467525316176922,0.5150227188973535,0.5568192934187438,0.4514524813065026,0.6576540127061465,0.2480766310564887,0.6855235281108407,False,True,False,False
116,0,0.5185550926195681,0.5185550926195681,0.6699333870849653,0.5824958135739626,0.5680404867271305,0.6253047425855495,0.3431306300654162,0.5723745024548561,0.12651161066490335,0.47022470277416173,False,True,False,False
117,0,0.5217517444078408,0.5217517444078408,0.6126074734664497,0.5254584362781214,0.5309970480698073,0.5659077377502462,0.26874417074372847,0.522850371624539,0.05303552088896102,0.3297073103509418,False,True,False,False
118,0,0.5841623023059443,0.5841623023059443,0.5905267265708871,0.49873868371313435,0.49234285116283427,0.5635179058224893,0.3600358449191916,0.540570387994586,0.1908228959384266,0.5793706677216692,False,True,False,False
119,0,0.5091971940213351,0.5091971940213351,0.6238570779597858,0.5287486991216556,0.41147530009082967,0.4653027497918202,0.4070805820647013,0.5735651948494125,0.24982363168830568,0.6409879892153914,False,True,False,False
120,0,0.5348188035277244,0.5348188035277244,0.6010241978786165,0.5074863072371276,0.38890652355645816,0.4794522080112821,0.3685839204160788,0.546730851034867,0.1704876709702734,0.6150607112925419,False,True,False,False
121,0,0.4507739481969135,0.4507739481969135,0.5281856643670247,0.46793334644019735,0.4583674262485967,0.5742313833316076,0.33964602020952195,0.5389973916549199,0.11964229491619993,0.5879783262950924,False,True,False,False
122,0,0.5333112472124539,0.5333112472124539,0.6191907160108625,0.5653330676334019,0.4773573118194234,0.601730113319378,0.33659338305529696,0.5742650150815682,0.07955005613098343,0.6213186182372377,False,True,False,False
123,0,0.539565452168286,0.539565452168286,0.6811098105755248,0.6276899731378214,0.4323779932411844,0.6076966858862523,0.294861919296026,0.5932211819127683,-0.02730876162430884,0.5667383404052093,False,True,False,False
124,0,0.5749291993968437,0.5749291993968437,0.6791993602926838,0.6343303766786309,0.4503574001616196,0.6057366659855514,0.3268592614397432,0.5733840077385262,0.05524726492107512,0.5732480382527179,False,True,False,False
125,0,0.6036364767701645,0.6036364767701645,0.6801982934539996,0.641197398801159,0.41305822208008414,0.5531457029229639,0.31397981412674236,0.4980035816446785,0.1173558893026847,0.47959852398330305,False,True,False,False
126,0,0.5859975056858253,0.5859975056858253,0.6331019892414331,0.5822654004297025,0.31142457632224796,0.5038940528835048,0.33042652697987496,0.5417117356799983,0.09931978822834342,0.5263922041996583,False,True,False,False
127,0,0.5722182069855752,0.5722182069855752,0.6691218548852048,0.6722601069392329,0.44563725117434316,0.6606742501704718,0.34070688375154456,0.5855372661659154,0.07893407101389094,0.5849977449749195,False,True,False,False
128,0,0.6591709926220876,0.6591709926220876,0.6619723523389117,0.6511488509107499,0.4596960174661412,0.6925774461077185,0.22115026554896577,0.5674089313590633,-0.10758825425656515,0.4803253755145297,False,True,False,False
129,0,0.7047589335098825,0.7047589335098825,0.710593768245254,0.7138089976096729,0.49844709779796414,0.7093844451794725,0.33211099599186233,0.6710008940351779,0.010359413338845158,0.6072423968644312,False,True,False,False
130,0,0.7134778036066463,0.7134778036066463,0.687274309532903,0.706605583484365,0.5335465450871939,0.7118359677740569,0.3922889570407754,0.7349409486534677,0.10164066285824225,0.6692897717407789,False,True,False,False
131,0,0.649090666827089,0.649090666827089,0.5950959541777328,0.6466036491361442,0.5254949802639359,0.6933325657626235,0.3686224755628096,0.6353822567873071,0.15835302717943756,0.6509815387005607,False,True,False,False
132,0,0.7017973376522253,0.7017973376522253,0.6329675239678971,0.6514776760928584,0.5170449888844089,0.6775372380086855,0.3084594526932012,0.5523423875002639,0.10090578363574476,0.5715585089232772,False,True,False,False
133,0,0.6303094875377575,0.6303094875377575,0.6596977060638283,0.6931123243638131,0.5297449296249743,0.6741280708715245,0.2636073490425346,0.4856432507943198,0.0682593648668508,0.5634185532044999,False,True,False,False
