dataset,arm,status,protocol_pass,invariant_pass,patch_audit_pass,readout_mode,profile_hash,dense_horizon_count,dense_mse_auc,dense_mae_auc,h720_mse,h720_mae,epochs_ran,epoch_limit,hit_epoch_limit,best_epoch,best_val_mse,full_prefix_max_abs,patch_contribution_entropy,atom_patch_profile_diversity,total_parameters,active_forward_parameters,decoder_parameters,run_dir,h48_mse,h48_mae,h96_mse,h96_mae,h192_mse,h192_mae,h336_mse,h336_mae
ETTh2,random_c256_e2e,ok,True,True,True,plgo-paf-random-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.6027008286090993,0.5611706055199779,0.8057548204229937,0.650094108366304,20,20,True,17,0.8057548298603958,6.780028343200684e-07,0.9996872040329607,0.0017649903255958286,856672,302992,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_c256_e2e/ETTh2/h720_full/seed2021,0.41552241643269855,0.468148456265529,0.44759596542765695,0.48587732420613367,0.5076095387339592,0.5176616180688143,0.594155491107986,0.5607647296218645
ETTh2,geo_m694_e2e,ok,True,True,True,plgo-paf-geo-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.5176777961078904,0.5080937109673964,0.766110831933717,0.6282076879301005,20,20,True,19,0.7661108271218836,2.205371856689453e-06,0.9188322563370471,0.010517934170950736,972742,419062,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_m694_e2e/ETTh2/h720_full/seed2021,0.20402933253596225,0.33013473978887004,0.2853233505350848,0.38232322766756016,0.40964105546784896,0.456848367350176,0.5312406976396838,0.5227590243642529
ETTh2,perm_m694_e2e,ok,True,True,True,plgo-paf-perm-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.602372943362797,0.5606427978121747,0.8056976555122269,0.6499409527000454,20,20,True,20,0.805697665653295,1.4901161193847656e-06,0.9995294503216555,0.0013260541517021401,972742,419062,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_m694_e2e/ETTh2/h720_full/seed2021,0.41452699713408947,0.46729703682164353,0.44690564771493274,0.48520183625320595,0.5063977722699443,0.5163282483505706,0.5949750398950917,0.5608303402328775
ETTh2,random_m694_e2e,ok,True,True,True,plgo-paf-random-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.6018773447789787,0.5605508808476615,0.8054740750127368,0.649829333068596,20,20,True,18,0.8054740903278191,1.4007091522216797e-06,0.9996845277867582,0.0016305279208435899,972742,419062,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_m694_e2e/ETTh2/h720_full/seed2021,0.4137826853742202,0.4669060353189707,0.44622244251271087,0.48486880244066316,0.5065251020714641,0.5168902332273623,0.5936111534635226,0.5603045504540205
ETTm1,a6_e2e,ok,True,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.6665586695235278,0.5278022984740388,0.9540847590814034,0.6391648210171196,8,20,False,3,0.9540848868174685,2.384185791015625e-07,0.9522627949889043,,945088,391408,391408,artifacts/stage_c_sc1_d8_e2e_remote_20260714/a6_e2e/ETTm1/h720_full/seed2021,0.3437509598831336,0.38496647713085014,0.408873182721436,0.4214349150036772,0.5305366207224628,0.4795608543790877,0.676602384430312,0.5390593309310221
ETTm1,geo_c256_e2e,ok,True,True,True,plgo-paf-geo-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.974562200042319,0.6755149220944985,1.2845175840788416,0.7882872105472618,20,20,True,20,1.2845176654971309,1.5497207641601562e-06,0.9037021922555912,0.007914547287371187,828864,275184,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_c256_e2e/ETTm1/h720_full/seed2021,0.5540338680148125,0.5074333374698957,0.6310292997707924,0.5428712777793407,0.8169868597760797,0.6204868573695421,1.0141244473911466,0.6950038188979739
ETTm1,perm_c256_e2e,ok,True,True,True,plgo-paf-perm-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,1.2351660128259865,0.7860718906458803,1.427108931210306,0.8458507375584708,20,20,True,20,1.4271089863446025,7.301568984985352e-07,0.9885681655777503,0.0011334021262536268,828864,275184,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_c256_e2e/ETTm1/h720_full/seed2021,1.0228376016020775,0.7167741904656092,1.0579881941278775,0.7295813883344332,1.1366885943959157,0.755899355125924,1.2360126440014159,0.7874686379163038
ETTm1,random_c256_e2e,ok,True,True,True,plgo-paf-random-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,1.1503172704690212,0.7504707918578616,1.3580820900698503,0.8172156972189745,20,20,True,20,1.3580820084446006,1.1473894119262695e-06,0.9887307484885564,0.0013448183585534849,828864,275184,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_c256_e2e/ETTm1/h720_full/seed2021,0.9020220277210077,0.6671618111431599,0.957179498548309,0.6875232135256132,1.0426415450250108,0.7161014011750618,1.1594092421943234,0.7552600077220372
ETTm1,geo_m694_e2e,ok,True,True,True,plgo-paf-geo-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.9649894692390665,0.6714317316761832,1.276747962501314,0.7850969504978922,20,20,True,20,1.276747992883126,4.723668098449707e-06,0.8637114832823298,0.006825473558689866,944934,391254,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_m694_e2e/ETTm1/h720_full/seed2021,0.5514762923121452,0.5060195432355007,0.6187664649138848,0.5368287637829781,0.8055461645126343,0.615655293998619,1.0029746467868488,0.6904626036328929
ETTm1,perm_m694_e2e,ok,True,True,True,plgo-paf-perm-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,1.2327993969148803,0.7849807603980253,1.4268636886444357,0.8456201447380913,20,20,True,20,1.4268636271357535,1.475214958190918e-06,0.9793871096725666,0.001196115743368864,944934,391254,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_m694_e2e/ETTm1/h720_full/seed2021,1.0144864320755005,0.7134121706088384,1.0545280016958714,0.7281222622841597,1.1341564608737826,0.7547419676557183,1.234807175362394,0.7867889296086061
ETTm1,random_m694_e2e,ok,True,True,True,plgo-paf-random-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,1.146736243008293,0.7485569388875483,1.35600269999769,0.8160811339815458,20,20,True,20,1.3560025689502557,2.212822437286377e-06,0.9833248633899078,0.0012058163605009515,944934,391254,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_m694_e2e/ETTm1/h720_full/seed2021,0.8978734239935875,0.665270154674848,0.9487726415197054,0.6836692920575539,1.0395934904615085,0.7143780508389076,1.1559982895851135,0.7534743992700463
ETTm2,a6_e2e,ok,True,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.194697267471799,0.29554897295086724,0.28115178919397293,0.35736764688044786,10,20,False,5,0.28115179909186233,5.960464477539063e-08,0.872212464911816,,3218720,1006160,1006160,artifacts/stage_c_sc1_d8_e2e_remote_20260714/a6_e2e/ETTm2/h720_full/seed2021,0.0907382615065823,0.20521683804690838,0.11226977916279186,0.22919831005856395,0.15205569904840863,0.26719702570699155,0.19879004327092498,0.3043369593630944
ETTm2,geo_c256_e2e,ok,True,True,True,plgo-paf-geo-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.2224656734858243,0.32235727462199804,0.3040636765770614,0.3780738049083286,20,20,True,20,0.3040636737830937,2.7865171432495117e-06,0.7967372249631404,0.00287939219491645,3102496,889936,855504,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_c256_e2e/ETTm2/h720_full/seed2021,0.1111810718042155,0.2346022358785073,0.13565534578325847,0.25807135459035635,0.18509069655556232,0.29858542745932937,0.23163135436230473,0.33283302196789355
ETTm2,perm_c256_e2e,ok,True,True,True,plgo-paf-perm-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.2773807613101504,0.3696340954738927,0.3315654853151904,0.3996907194869386,11,20,False,6,0.33156545338117416,4.842877388000488e-07,0.9955456416583658,0.00044278121813909994,3102496,889936,855504,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_c256_e2e/ETTm2/h720_full/seed2021,0.2219648171837131,0.3367016638318698,0.23330388513083258,0.34389017801731825,0.25245654582977295,0.3559163602379461,0.27680793440058116,0.3701858146204835
ETTm2,random_c256_e2e,ok,True,True,True,plgo-paf-random-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.26985214712850986,0.36127210932137843,0.3262254222192698,0.3938140685773558,20,20,True,20,0.3262254293387135,1.1771917343139648e-06,0.9788273116011758,0.0004649988647239904,3102496,889936,855504,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_c256_e2e/ETTm2/h720_full/seed2021,0.20917923096567392,0.323268457626303,0.22250562735522786,0.33238371399541694,0.24411986287062368,0.346590012156715,0.26969960886275485,0.3624953232882988
ETTm2,geo_m694_e2e,ok,True,True,True,plgo-paf-geo-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.22241723777881955,0.322427504297742,0.30409487989834616,0.3781464261106319,20,20,True,20,0.3040948938164446,2.600252628326416e-06,0.8378892191684947,0.00267405701812268,3218566,1006006,971574,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_m694_e2e/ETTm2/h720_full/seed2021,0.11165367423867185,0.2351153918231527,0.13585837876113752,0.2583953215119739,0.18506296549458057,0.298739187962686,0.23148337438968675,0.33283855788232314
ETTm2,perm_m694_e2e,ok,True,True,True,plgo-paf-perm-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.277655492272283,0.3701430960432647,0.3311333060057627,0.3995686256637176,8,20,False,3,0.3311333074958788,1.1473894119262695e-06,0.9996038014797604,0.0003490914050849997,3218566,1006006,971574,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_m694_e2e/ETTm2/h720_full/seed2021,0.22498220795144638,0.3394051715731621,0.2341895387507975,0.3449765555560589,0.2528098449887087,0.3564416940013568,0.27648158464580774,0.3701897623638312
ETTm2,random_m694_e2e,ok,True,True,True,plgo-paf-random-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.2692789077153158,0.36066211861222497,0.32617225154406493,0.39366102371778755,20,20,True,20,0.32617227902842894,2.3581087589263916e-06,0.9811522985787109,0.0005586013825710065,3218566,1006006,971574,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_m694_e2e/ETTm2/h720_full/seed2021,0.2073878701776266,0.32162086355189484,0.221795035370936,0.3316081753000617,0.24349305972767374,0.34594324106971425,0.2690326235301438,0.36184632334680783
Weather,a6_e2e,ok,True,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.4971091556465374,0.326180357334431,0.5898309545798435,0.3875111889404555,17,20,False,12,0.5898309694189164,8.344650268554688e-07,0.9464185282260422,,972896,419216,419216,artifacts/stage_c_sc1_d8_e2e_remote_20260714/a6_e2e/Weather/h720_full/seed2021,0.34394659226139385,0.21965492190793157,0.40138302246729535,0.2600698842822264,0.45435843694334227,0.29794638553479064,0.5130039587439525,0.3402720250499745
Weather,geo_c256_e2e,ok,True,True,True,plgo-paf-geo-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.6107890438918776,0.4168263826287729,0.7161238629163967,0.49076106355835997,20,20,True,20,0.7161238835296697,1.7434358596801758e-06,0.8352816029388058,0.02012486205924125,856672,302992,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_c256_e2e/Weather/h720_full/seed2021,0.3633449130381147,0.23759476623187462,0.43862601757670444,0.2921123670724531,0.566260217766588,0.3884856760657082,0.6599084281229547,0.45401096312950057
Weather,perm_c256_e2e,ok,True,True,True,plgo-paf-perm-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.7341582934120148,0.5220456837118456,0.7630822810033957,0.5303768732895454,20,20,True,18,0.7630822857220968,1.1175870895385742e-06,0.8888986245707671,0.0016631780613568566,856672,302992,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_c256_e2e/Weather/h720_full/seed2021,0.6531124797960123,0.48562620021402836,0.6860560979694128,0.5029073354477683,0.71993303950876,0.518190840103974,0.7490552617680459,0.5305242813414052
Weather,random_c256_e2e,ok,True,True,True,plgo-paf-random-c256,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.7097571250433476,0.5031188183183744,0.7319958820525143,0.5079819371716844,20,20,True,19,0.7319958835012383,1.8849968910217285e-06,0.9961756355022297,0.001960707914328114,856672,302992,265680,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_c256_e2e/Weather/h720_full/seed2021,0.6634687911719084,0.48634186821679276,0.6693971619630853,0.48639094550162554,0.7004994503222406,0.5018688292863468,0.7198607874590726,0.5087773116039378
Weather,geo_m694_e2e,ok,True,True,True,plgo-paf-geo-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.6077021444429174,0.4151185037172935,0.7148926444558634,0.490076427679095,20,20,True,20,0.7148926650484403,4.0084123611450195e-06,0.7836287894097718,0.01600460272415408,972742,419062,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/geo_m694_e2e/Weather/h720_full/seed2021,0.35983501964559156,0.23672138744344315,0.433907478582114,0.2890418884344399,0.5618697023795297,0.3856138916841398,0.6564518203071895,0.4520024689623997
Weather,perm_m694_e2e,ok,True,True,True,plgo-paf-perm-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.733239895168385,0.5215880824173476,0.7630282141268253,0.5304501097649336,20,20,True,20,0.7630281945897474,2.3990869522094727e-06,0.8918225386378782,0.0017009303417234193,972742,419062,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/perm_m694_e2e/Weather/h720_full/seed2021,0.652078731606404,0.48542595903078717,0.6847156242777904,0.5022878603388866,0.7184017713492116,0.5172385686698059,0.7479756020364308,0.5298734820847001
Weather,random_m694_e2e,ok,True,True,True,plgo-paf-random-m694,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,720,0.7065777527791647,0.501354967560533,0.7303272726635138,0.5071413428419166,20,20,True,20,0.730327252464162,3.896653652191162e-06,0.9936972710912201,0.00180931434789229,972742,419062,381750,artifacts/stage_c_sc1_d8_e2e_remote_20260714/random_m694_e2e/Weather/h720_full/seed2021,0.6686095794041952,0.48927846116324264,0.6700322603185972,0.48669992201030254,0.6960502071306109,0.49932854731256765,0.7147613286617256,0.5058808575960851
