backbone,arm_id,dataset,horizon,mse,mae,seed,checkpoint_sha256,test_access_date,test_role,test_tuned,checkpoint_retrained,evidence_source,profile_id
patchtst_style,patchtst_original,ETTh2,720,0.3960743884008833,0.42535441198310947,2021,ffce5fdae6873666aa545ff3b5bfa14047d3fff91ae12eb960cd2f560a4664cc,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,Weather,96,0.15538782517088853,0.1939175317296143,2021,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,Weather,192,0.19830120372438081,0.23612212882204836,2021,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,Weather,336,0.24860642757396773,0.2758137142379628,2021,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,Weather,720,0.32496296531441876,0.3291439939321961,2021,cd9fe45aefb0b5958b6efcd1100e9477cd418cf355a1a3f930c3ee3680c8b2e0,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,96,0.2891892797041434,0.3397155443390448,2021,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,192,0.32805005890483363,0.36206149109138874,2021,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,336,0.36989280979307904,0.3839517672131128,2021,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm1,720,0.4341337434017454,0.4178528817095975,2021,ac2ec3422a53b7d0d90d917c58df4066484208e98cc96f8934f1ae5d5d7d41bc,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,96,0.18198643236027776,0.27013747137434313,2021,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,192,0.24559062404359172,0.3135470435813475,2021,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,336,0.30480478572641145,0.3499081337625693,2021,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTm2,720,0.38217880942710125,0.39778036313158405,2021,1fb8debd0dee796588a9cbd3308d061c5914999a11c7710a2782a21b1375964d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh1,96,0.37683407068617547,0.40349088069989153,2021,e12f077a944218af5c4c4143e854fa91f70071080ade267c96f264215dfceeb8,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh1,192,0.4482075318520323,0.4453200891204918,2021,e12f077a944218af5c4c4143e854fa91f70071080ade267c96f264215dfceeb8,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh1,336,0.47315650852612506,0.461553248375502,2021,e12f077a944218af5c4c4143e854fa91f70071080ade267c96f264215dfceeb8,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh1,720,0.5629784824856822,0.5211547593789632,2021,e12f077a944218af5c4c4143e854fa91f70071080ade267c96f264215dfceeb8,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh2,96,0.42461581671138715,0.44149110810887265,2021,8ff64b25ef0cf0f185ef6866c30ca24b08bee392e477442e90a564f6d2d737f1,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh2,192,0.572837988347916,0.513476043927555,2021,8ff64b25ef0cf0f185ef6866c30ca24b08bee392e477442e90a564f6d2d737f1,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh2,336,0.7426967668093335,0.595135878378299,2021,8ff64b25ef0cf0f185ef6866c30ca24b08bee392e477442e90a564f6d2d737f1,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf_bsca,ETTh2,720,0.9881521791252081,0.6959685597500195,2021,8ff64b25ef0cf0f185ef6866c30ca24b08bee392e477442e90a564f6d2d737f1,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,Weather,96,0.15194651205078352,0.19246497682208977,2021,f1d93c10af77f40038631fcf6f1535cfd1b9809e19a4c39d48f6f830df74dac5,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,Weather,192,0.194703379977793,0.23419570371717488,2021,f1d93c10af77f40038631fcf6f1535cfd1b9809e19a4c39d48f6f830df74dac5,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,Weather,336,0.24562790968617157,0.27430414504577244,2021,f1d93c10af77f40038631fcf6f1535cfd1b9809e19a4c39d48f6f830df74dac5,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,Weather,720,0.32241773937253354,0.3281199991673206,2021,f1d93c10af77f40038631fcf6f1535cfd1b9809e19a4c39d48f6f830df74dac5,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm1,96,0.27463795141399044,0.33209710550273097,2021,aa84428e83d61c1443d2198e837f240804eeed3d343bb2f48940f8ac4d31c72d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm1,192,0.3155214883160465,0.35591140482670447,2021,aa84428e83d61c1443d2198e837f240804eeed3d343bb2f48940f8ac4d31c72d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm1,336,0.3595296199347214,0.379293249887384,2021,aa84428e83d61c1443d2198e837f240804eeed3d343bb2f48940f8ac4d31c72d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm1,720,0.4272199246642203,0.4138579686938464,2021,aa84428e83d61c1443d2198e837f240804eeed3d343bb2f48940f8ac4d31c72d,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm2,96,0.1907201128488878,0.2805897442300306,2021,4b3d50a1a50a7290353c706e543ffb3e938829ae9c5e2fdf05516a4576fedd17,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm2,192,0.2508600720676039,0.3195337940052739,2021,4b3d50a1a50a7290353c706e543ffb3e938829ae9c5e2fdf05516a4576fedd17,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm2,336,0.3014909372974581,0.35084033838060946,2021,4b3d50a1a50a7290353c706e543ffb3e938829ae9c5e2fdf05516a4576fedd17,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTm2,720,0.3886151079094913,0.4034646359890294,2021,4b3d50a1a50a7290353c706e543ffb3e938829ae9c5e2fdf05516a4576fedd17,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh1,96,0.3865080879597243,0.4098696539899832,2021,6afc4a53320e0cc35a03bb1eb5f8eb9b6b6edc6fac855931f6ee666bd0bb45c7,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh1,192,0.443084685370041,0.4431524248948352,2021,6afc4a53320e0cc35a03bb1eb5f8eb9b6b6edc6fac855931f6ee666bd0bb45c7,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh1,336,0.4656983565544087,0.45884007624328865,2021,6afc4a53320e0cc35a03bb1eb5f8eb9b6b6edc6fac855931f6ee666bd0bb45c7,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh1,720,0.5428339491983009,0.5099785610940673,2021,6afc4a53320e0cc35a03bb1eb5f8eb9b6b6edc6fac855931f6ee666bd0bb45c7,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh2,96,0.6473731293803944,0.5414536068030423,2021,a37efe08d81a1b741fc77738395dbcec18a24a5ea2024668c9eb2baa9ce21026,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh2,192,0.7481009159771717,0.5818183283483421,2021,a37efe08d81a1b741fc77738395dbcec18a24a5ea2024668c9eb2baa9ce21026,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh2,336,0.8505080481210705,0.6258025612986476,2021,a37efe08d81a1b741fc77738395dbcec18a24a5ea2024668c9eb2baa9ce21026,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_iscf,ETTh2,720,1.0319999867619853,0.6953496300459242,2021,a37efe08d81a1b741fc77738395dbcec18a24a5ea2024668c9eb2baa9ce21026,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,Weather,96,0.1733513100899715,0.21613652742220807,2021,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,Weather,192,0.2135975924853503,0.2528639530416881,2021,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,Weather,336,0.2620455887433562,0.2894292081137579,2021,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,Weather,720,0.3360576406643569,0.339320510601376,2021,8ba76df2899187646843eebf80d27b62417835bac9c8e275444130d2a48a0793,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm1,96,0.2876235683940704,0.335804737279607,2021,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm1,192,0.3261718479863596,0.3574610554540516,2021,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm1,336,0.36796823559899294,0.38004049197567696,2021,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm1,720,0.43155488916614604,0.41347711089520683,2021,49c2bb4838801fdbbac4c5569db7ab37733f4111c6b31e822634d9b281bacb70,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm2,96,0.2115510391975325,0.29579389762319164,2021,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm2,192,0.26988915762102234,0.3309785722065065,2021,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm2,336,0.33242197665477696,0.36812279778413337,2021,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTm2,720,0.42987050009670597,0.4216154133359953,2021,b58be6cf2cd446b70d3c88e188e5d5199168b65ed0cdbbbc5681db8b620bf362,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh1,96,0.4182487190465083,0.43368202755146573,2021,07499ef7a623a884aeb90ce70ed022bf9dfc4dd61d847004b38c4f2370d211c2,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh1,192,0.4566304545114354,0.4562407040590075,2021,07499ef7a623a884aeb90ce70ed022bf9dfc4dd61d847004b38c4f2370d211c2,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh1,336,0.47456507243894563,0.4683625110387427,2021,07499ef7a623a884aeb90ce70ed022bf9dfc4dd61d847004b38c4f2370d211c2,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh1,720,0.5232966257486145,0.5033312897770059,2021,07499ef7a623a884aeb90ce70ed022bf9dfc4dd61d847004b38c4f2370d211c2,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh2,96,0.8407669408374294,0.6335557441393228,2021,f4f86e5df2805154c0e7d2e012016aae7c9fd0bd28f3ae1200ed1ee71c818484,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh2,192,0.9730524649432536,0.6833463822471975,2021,f4f86e5df2805154c0e7d2e012016aae7c9fd0bd28f3ae1200ed1ee71c818484,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh2,336,1.0471932457261994,0.7126314143023403,2021,f4f86e5df2805154c0e7d2e012016aae7c9fd0bd28f3ae1200ed1ee71c818484,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
dlinear_style,dlinear_original,ETTh2,720,1.176690477145599,0.7637618482151607,2021,f4f86e5df2805154c0e7d2e012016aae7c9fd0bd28f3ae1200ed1ee71c818484,2026-08-14,primary-mechanism-effectiveness-and-paper-benchmark,False,True,reused_decoder_transfer_v1,v1_shared_backbone_dataset_profile
patchtst_style,patchtst_iscf,Weather,96,0.1562054243887924,0.1950253940462543,2021,ada2b767055dd70650aafb055f10fc51164c56fbeac5405a1d075859dab4e608,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf,Weather,192,0.19904170152375544,0.23664018003764434,2021,ada2b767055dd70650aafb055f10fc51164c56fbeac5405a1d075859dab4e608,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf,Weather,336,0.2507420236290618,0.2764737930525827,2021,ada2b767055dd70650aafb055f10fc51164c56fbeac5405a1d075859dab4e608,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf,Weather,720,0.32645007212423643,0.32787905127122696,2021,ada2b767055dd70650aafb055f10fc51164c56fbeac5405a1d075859dab4e608,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf_bsca,Weather,96,0.1531672470385447,0.18763441076212287,2021,0e1784fc59ee5006f0d96332b2c9faf3c17b622734eefe1225235ac9a43babe9,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf_bsca,Weather,192,0.19741831386139622,0.23130396391087113,2021,0e1784fc59ee5006f0d96332b2c9faf3c17b622734eefe1225235ac9a43babe9,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf_bsca,Weather,336,0.24906102931149507,0.2719700579804784,2021,0e1784fc59ee5006f0d96332b2c9faf3c17b622734eefe1225235ac9a43babe9,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf_bsca,Weather,720,0.3270204354605581,0.3250831173804816,2021,0e1784fc59ee5006f0d96332b2c9faf3c17b622734eefe1225235ac9a43babe9,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p04_lr4p00
patchtst_style,patchtst_iscf,ETTm1,96,0.28677287476833735,0.33848290735248143,2021,97ed4008d5d39022bb601161208642a59b443801f0fbc5256a15568b0dd72c3f,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTm1,192,0.32799376498067706,0.3637743402441633,2021,97ed4008d5d39022bb601161208642a59b443801f0fbc5256a15568b0dd72c3f,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
