dataset,loss_mode,target_horizon,mse,mae,source_path
ETTm2,multi-prefix,720,0.3409157395362854,0.37010663747787476,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_multi_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,balanced-step,96,0.16477161645889282,0.250409334897995,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,balanced-step,192,0.21743665635585785,0.28575146198272705,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,balanced-step,336,0.2674368917942047,0.3190857470035553,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,balanced-step,720,0.34141355752944946,0.37043681740760803,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,stochastic-prefix,96,0.16318978369235992,0.24886949360370636,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,stochastic-prefix,192,0.21667398512363434,0.2850893437862396,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,stochastic-prefix,336,0.26716455817222595,0.31893131136894226,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,stochastic-prefix,720,0.3426463305950165,0.3706868290901184,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,continuous-prefix,96,0.1640365570783615,0.2498018443584442,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,continuous-prefix,192,0.2171318233013153,0.28552523255348206,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,continuous-prefix,336,0.2672542333602905,0.31904858350753784,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,continuous-prefix,720,0.34255602955818176,0.3707927167415619,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,full,96,0.14317019283771515,0.18443308770656586,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_full_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,full,192,0.18486426770687103,0.22576011717319489,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_full_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,full,336,0.23452013731002808,0.266031950712204,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_full_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,full,720,0.3067764937877655,0.31663402915000916,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_full_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,multi-prefix,96,0.14142508804798126,0.1816721260547638,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_multi_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,multi-prefix,192,0.182559072971344,0.22321417927742004,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_multi_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,multi-prefix,336,0.23173436522483826,0.2635156512260437,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_multi_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,multi-prefix,720,0.30361101031303406,0.31451416015625,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_multi_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,balanced-step,96,0.14225974678993225,0.1828581839799881,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,balanced-step,192,0.18363286554813385,0.22425873577594757,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,balanced-step,336,0.23292315006256104,0.26451975107192993,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,balanced-step,720,0.3049183487892151,0.31531158089637756,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_balanced_step_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,stochastic-prefix,96,0.1415480673313141,0.18215356767177582,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,stochastic-prefix,192,0.1828926056623459,0.2237955778837204,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,stochastic-prefix,336,0.23217245936393738,0.26416072249412537,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,stochastic-prefix,720,0.3034641444683075,0.31481215357780457,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_stochastic_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,continuous-prefix,96,0.14175613224506378,0.18257088959217072,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,continuous-prefix,192,0.18315093219280243,0.2240758240222931,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,continuous-prefix,336,0.2324630469083786,0.26441138982772827,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,continuous-prefix,720,0.30380961298942566,0.31518563628196716,analysis/phase5_timealign_hss_h0_prefix_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0_continuous_prefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
