dataset,reference,target_horizon,direct_mse,reference_mse,direct_gain_percent
ETTh1,a6,52,0.6696842490480497,0.6844188811687323,2.152867567814809
ETTh1,a6,53,0.6738763108568372,0.687943955637374,2.0448823868949084
ETTh1,a6,54,0.6780786983392857,0.6918004320727454,1.9834815211588142
ETTh1,a6,55,0.6819531554525549,0.6960509842092341,2.0254017416116987
ETTh1,a6,56,0.6859624561454568,0.6996213091271264,1.9523208918137303
ETTh1,a6,57,0.6898587842782339,0.7032835410352338,1.9088683260294559
ETTh1,a6,58,0.6939618191842375,0.7071014724928757,1.8582415423792797
ETTh1,a6,59,0.6979650183249329,0.7106076175883665,1.7791252092596022
ETTh1,a6,60,0.7010855689644814,0.7143128683169683,1.8517515138222973
ETTh1,a6,61,0.7048596324490719,0.7175079408239146,1.7628109258719271
ETTh1,a6,62,0.7079930665992922,0.7201126054410012,1.6830060674034364
ETTh1,a6,63,0.7116376024390024,0.7234712299846467,1.635673549298633
ETTh1,a6,64,0.7153911930508912,0.7265575043857098,1.53687922393142
ETTh1,a6,65,0.7187659625823681,0.7295486330986023,1.4779920113669576
ETTh1,a6,66,0.7228351041223063,0.7328106652606617,1.3612740113173816
ETTh1,a6,67,0.726054661754352,0.7358894846332606,1.336453786102132
ETTh1,a6,68,0.7298188538235777,0.7389974506462321,1.2420336246935615
ETTh1,a6,69,0.7327989516914755,0.7422471227853195,1.2729144787236413
ETTh1,a6,70,0.736383894937379,0.7449846429484231,1.154486618275108
ETTh1,a6,71,0.739865563704934,0.7482677320359459,1.1228826222601684
ETTh1,a6,72,0.7435234789219167,0.7509698536660936,0.9915677317571481
ETTh1,a6,73,0.7465882191102798,0.7541697686665678,1.0052842040715548
ETTh1,a6,74,0.7498821966551446,0.7569564685628221,0.9345678650595213
ETTh1,a6,75,0.7531657111644745,0.7602687319119771,0.9342776375452666
ETTh1,a6,76,0.7566196969465205,0.7635780831700877,0.9112867926589163
ETTh1,a6,77,0.7599742292583763,0.7667035924923884,0.8777007568382955
ETTh1,a6,78,0.7628162988485434,0.769537995258967,0.8734716741519266
ETTh1,a6,79,0.7664596743976013,0.7724714935580387,0.778257736443666
ETTh1,a6,80,0.7697242435067893,0.7753741823136806,0.728672547496001
ETTh1,a6,81,0.7727550558837843,0.778285711635778,0.7106202348710067
ETTh1,a6,82,0.7760198548799608,0.7811074642146506,0.6513328277825359
ETTh1,a6,83,0.7791612546846091,0.7839144834552902,0.6063453183987821
ETTh1,a6,84,0.7821431042892593,0.7866377638919013,0.5713760270552815
ETTh1,a6,85,0.7849122646976919,0.789557512367473,0.5883355673296453
ETTh1,a6,86,0.7884157074745312,0.7922577213409335,0.48494495703993445
ETTh1,a6,87,0.7914818905550858,0.7950711654520582,0.45144070781786283
ETTh1,a6,88,0.7939877696335316,0.7979975552721457,0.5024809427200072
ETTh1,a6,89,0.7969467355294174,0.8007544540287403,0.47551636836555833
ETTh1,a6,90,0.8000883218314913,0.8035762078232236,0.43404545303556974
ETTh1,a6,91,0.8028531320147462,0.8063121333227052,0.42899035807696384
ETTh1,a6,92,0.806339674345825,0.8088982215394145,0.3163002619439914
ETTh1,a6,93,0.8090832871134563,0.8116345463260528,0.31433595626813027
ETTh1,a6,94,0.8115288041373516,0.8141059755010808,0.3165646047669557
ETTh1,a6,95,0.8141568557212228,0.8165134386012428,0.28861532077868457
ETTh1,a6,96,0.8174126095448931,0.8188300660500923,0.1731075303617935
ETTh1,a6,97,0.8202970713069758,0.8215172936006919,0.14853275801023358
ETTh1,a6,98,0.8237225434609822,0.8240778379294337,0.043114188017023825
ETTh1,a6,99,0.8267528827142234,0.8271493303655374,0.047929392766210555
ETTh1,a6,100,0.8303551396727562,0.8298767143487931,-0.05765016847576465
ETTh1,a6,101,0.8335605868608644,0.8328237858149085,-0.08847022125275661
ETTh1,a6,102,0.8365424073794309,0.8355483114719391,-0.1189752757372542
ETTh1,a6,103,0.8397427643965749,0.8385359274530874,-0.14392191246392905
ETTh1,a6,104,0.8425751967498889,0.8415048598096921,-0.1271931977242291
ETTh1,a6,105,0.8459349935963041,0.8443658936591375,-0.18583175243693795
ETTh1,a6,106,0.8486398624361686,0.8472317485314496,-0.16620173962553775
ETTh1,a6,107,0.8515215864248364,0.8498382150569809,-0.19808139220272025
ETTh1,a6,108,0.8542438742739183,0.8524158238260834,-0.21445524551968465
ETTh1,a6,109,0.8567058293644442,0.8554136299212044,-0.1510613576918063
ETTh1,a6,110,0.8595736717635934,0.858075642043894,-0.17458014728528592
ETTh1,a6,111,0.8627203496189805,0.8606880146103937,-0.2361291169491686
ETTh1,a6,112,0.8653371107897588,0.8636291798736367,-0.1977620668597524
ETTh1,a6,113,0.8681507667081546,0.8661959820089087,-0.22567464405829352
ETTh1,a6,114,0.8708058739440483,0.8690080909352553,-0.20687759153750207
ETTh1,a6,115,0.8733331294163413,0.8719382343084916,-0.15997636678428684
ETTh1,a6,116,0.8758781652512222,0.8746749034215664,-0.1375667490800092
ETTh1,a6,117,0.8784696992136475,0.8774602958279797,-0.1150369299291576
ETTh1,a6,118,0.881026603155217,0.880118200839576,-0.10321367229702005
ETTh1,a6,119,0.8838615234659499,0.8825563748343652,-0.14788274934047774
ETTh1,a6,120,0.886807308346033,0.8851565813024839,-0.1864898345014021
ETTh1,a6,121,0.8897373063012588,0.8879274863842105,-0.2038251934759039
ETTh1,a6,122,0.8926327812378524,0.8904314348932172,-0.2472224427812586
ETTh1,a6,123,0.8953856411503582,0.8930823255360612,-0.2579063036450169
ETTh1,a6,124,0.8983546070033505,0.8958989069346459,-0.27410459480377014
ETTh1,a6,125,0.9012290227413178,0.8987403864860535,-0.2769026843218336
ETTh1,a6,126,0.9041453853013024,0.9013668823809851,-0.3082543828299755
ETTh1,a6,127,0.9070128509848137,0.903906678120921,-0.3436386674728453
ETTh1,a6,128,0.9098764432128519,0.9066028581000865,-0.3610825934991846
ETTh1,a6,129,0.9130873308163281,0.9091832808745924,-0.42940186251336776
ETTh1,a6,130,0.9162166299728247,0.9118427418745481,-0.47967570474760635
ETTh1,a6,131,0.9188520778681486,0.9143491114368876,-0.4924778046959233
ETTh1,a6,132,0.9215262213891203,0.916711251392509,-0.525243907424211
ETTh1,a6,133,0.9241436224682886,0.9192622931380021,-0.5310050642481468
ETTh1,a6,134,0.9271212093420883,0.9217500495376871,-0.5827132645227495
ETTh1,a6,135,0.9298026100352959,0.9243366060433564,-0.5913434517471616
ETTh1,a6,136,0.9325296780204072,0.9269673574496718,-0.6000557113509108
ETTh1,a6,137,0.9355511106278774,0.9293279138794781,-0.6696448751249306
ETTh1,a6,138,0.9384726473818654,0.931952780139619,-0.6995920159463154
ETTh1,a6,139,0.940937078041996,0.9345004614308584,-0.6887761832971462
ETTh1,a6,140,0.9436135443193572,0.936984172463417,-0.707522288077822
ETTh1,a6,141,0.9462538389026696,0.9394942171184729,-0.7194958373377913
ETTh1,a6,142,0.9489135748483766,0.942049931052705,-0.7285859877938394
ETTh1,a6,143,0.9514905028826707,0.9443947214346665,-0.7513575930649719
ETTh1,a6,144,0.953886351444655,0.946836958742804,-0.7445202298831832
ETTh1,a6,145,0.956492968879897,0.9494447704019218,-0.7423494970635991
ETTh1,a6,146,0.9591434653082939,0.9519944031761117,-0.7509563195257085
ETTh1,a6,147,0.9617103092929944,0.9545583875000883,-0.749238798439178
ETTh1,a6,148,0.9641593032189317,0.9570627885090338,-0.7414889383541068
ETTh1,a6,149,0.9667785237699547,0.9594324159142155,-0.7656722593367249
ETTh1,a6,150,0.9692887566486994,0.961964735587438,-0.7613606601482026
ETTh1,a6,151,0.9717765389294024,0.9642338590906155,-0.782245900999623
ETTh1,a6,152,0.9743650475222814,0.9665999667424905,-0.8033396489718125
ETTh1,a6,153,0.9769802823954937,0.9692016999705945,-0.8025762258913938
ETTh1,a6,154,0.9792590774111933,0.9717659164558757,-0.7710870311901763
ETTh1,a6,155,0.9817675911611127,0.9740248730105738,-0.7949199620136183
ETTh1,a6,156,0.984479868832307,0.9764818453635925,-0.819065250080131
ETTh1,a6,157,0.9868248547338376,0.9786691396099747,-0.8333475322531481
ETTh1,a6,158,0.9891544518214238,0.9810093365892579,-0.8302790736410826
ETTh1,a6,159,0.9916010455890272,0.9832620144640125,-0.8480985741690095
ETTh1,a6,160,0.9939468977972865,0.9856733556836843,-0.8393797058523056
ETTh1,a6,161,0.9964524261329485,0.9879375736905921,-0.8618816278591179
ETTh1,a6,162,0.9988874967819379,0.9903107038986536,-0.8660709057792815
ETTh1,a6,163,1.00117331761524,0.992574177271018,-0.8663473764615182
ETTh1,a6,164,1.0036740250340321,0.9948889471408797,-0.8830209560975577
ETTh1,a6,165,1.0062474566878694,0.9970096165483648,-0.926554767995702
ETTh1,a6,166,1.0084716754864498,0.9990870812571192,-0.9393169429757986
ETTh1,a6,167,1.0108220996613988,1.0011763140826881,-0.9634452436630525
ETTh1,a6,168,1.0133580790743941,1.003510298828284,-0.9813332516475981
ETTh1,a6,169,1.0156791081442635,1.0058423474695555,-0.9779624709036039
ETTh1,a6,170,1.0181289418655284,1.0079776788459105,-1.0070920450580445
ETTh1,a6,171,1.020640905663284,1.010256854762808,-1.02786245413935
ETTh1,a6,172,1.023045268689477,1.0123915474775225,-1.052332098040476
ETTh1,a6,173,1.025487214671394,1.0149035443460321,-1.0428252403218874
ETTh1,a6,174,1.0276927172109998,1.0173650120181599,-1.0151425565886774
ETTh1,a6,175,1.0300800771372658,1.0196194454601832,-1.025934894009528
ETTh1,a6,176,1.0324350065467032,1.0219892469996756,-1.0221007293074624
ETTh1,a6,177,1.0346540190742515,1.0243312352794711,-1.0077583733902218
ETTh1,a6,178,1.0371691971347574,1.0268095051974393,-1.0089205334465667
ETTh1,a6,179,1.0397249438576193,1.029044055072955,-1.037942810320902
ETTh1,a6,180,1.041861587597264,1.0314007371664047,-1.0142372459029714
ETTh1,a6,181,1.0442142741785523,1.0334225626281612,-1.0442690086953421
ETTh1,a6,182,1.0465945514676336,1.0355204530469664,-1.069423437082495
ETTh1,a6,183,1.0490815657409813,1.037791445932753,-1.087898715341673
ETTh1,a6,184,1.0511959977447987,1.0396709704528684,-1.108526410707622
ETTh1,a6,185,1.0536965606985866,1.0416170213673566,-1.1596910460788035
ETTh1,a6,186,1.0562745888707459,1.043701926546712,-1.2046219331637076
ETTh1,a6,187,1.0586132549028346,1.0457336000580202,-1.2316382340683996
ETTh1,a6,188,1.0611051858422604,1.0479545089158606,-1.2548900562491472
ETTh1,a6,189,1.0634295364851674,1.050120697765754,-1.267362765797242
ETTh1,a6,190,1.0656655517063642,1.0521371775551847,-1.2857994603531653
ETTh1,a6,191,1.0679082275997283,1.0542704194628132,-1.2935778036781143
ETTh1,a6,192,1.07015103334561,1.0564278609429796,-1.299016516885576
ETTh1,a6,193,1.0723950546331356,1.0587139348909644,-1.2922395078874827
ETTh1,a6,194,1.0746815614786345,1.0606197908367079,-1.325806925668771
ETTh1,a6,195,1.0768213600684435,1.0628547268036084,-1.314067944811037
ETTh1,a6,196,1.0790808077673524,1.064817264676094,-1.3395296605748674
ETTh1,a6,197,1.0811390717925153,1.066861239484119,-1.3383026564260936
ETTh1,a6,198,1.0833319201312883,1.0688991098090856,-1.3502500086074898
ETTh1,a6,199,1.0856312865288413,1.0710378343136466,-1.3625524465759487
ETTh1,a6,200,1.0880112640559674,1.073061279952526,-1.3932087927077896
ETTh1,a6,201,1.090285777304303,1.0751099316634942,-1.4115622220443713
ETTh1,a6,202,1.0923386698607171,1.0773471821062635,-1.3915187233464188
ETTh1,a6,203,1.0943034786015309,1.0792499848187262,-1.394810655043277
ETTh1,a6,204,1.0963666899239315,1.081186667084694,-1.4040149866228813
ETTh1,a6,205,1.0984926414198992,1.0831436683491962,-1.4170763786207852
ETTh1,a6,206,1.1005384231944686,1.0850475757446103,-1.427665274421508
ETTh1,a6,207,1.1024040558199952,1.0870506541740492,-1.412390635798988
ETTh1,a6,208,1.1041749611210365,1.0890708499802992,-1.3868804900076581
ETTh1,a6,209,1.1061737524550497,1.0910897714099246,-1.3824692926626359
ETTh1,a6,210,1.1081220193987802,1.0928990656421298,-1.3928965844349106
ETTh1,a6,211,1.1100803894736755,1.0948138364118423,-1.394442831656928
ETTh1,a6,212,1.112016572564278,1.0967370358840474,-1.3931814263858033
ETTh1,a6,213,1.1140079536068608,1.0984603516372717,-1.415399467665357
ETTh1,a6,214,1.1162097402543665,1.1003463471604285,-1.441672718310505
ETTh1,a6,215,1.1180629706659981,1.1022989103960437,-1.4301075798297314
ETTh1,a6,216,1.1199492231287338,1.1041662657150515,-1.429400435763295
ETTh1,a6,217,1.1217822203163728,1.106032309718945,-1.4240009499749462
ETTh1,a6,218,1.1236922154459386,1.1079617916444027,-1.419762298679017
ETTh1,a6,219,1.1256529837166338,1.1097388096051672,-1.4340468201818224
ETTh1,a6,220,1.127466604249044,1.1113009563901208,-1.4546597630433533
ETTh1,a6,221,1.1293277081051563,1.1130348403529344,-1.4638236972937424
ETTh1,a6,222,1.1311435934391108,1.1146973170138694,-1.475402889575328
ETTh1,a6,223,1.1331026547425531,1.1164467898719515,-1.4918637432342008
ETTh1,a6,224,1.134977534812476,1.1180605199187994,-1.5130679057431706
ETTh1,a6,225,1.1367564305994247,1.119672994878557,-1.5257522329294337
ETTh1,a6,226,1.1385560287574752,1.1214796539429015,-1.5226647005620153
ETTh1,a6,227,1.140334048328946,1.1232300568782285,-1.5227505127715535
ETTh1,a6,228,1.1420814759637181,1.1249927697997344,-1.5190058658799854
ETTh1,a6,229,1.1437055719731677,1.1266536996354182,-1.5134972124324797
ETTh1,a6,230,1.1454384812842244,1.128282337344211,-1.5205541531737587
ETTh1,a6,231,1.1472062970394696,1.1299543104646526,-1.5267862085257988
ETTh1,a6,232,1.1487332154707661,1.1316236830477058,-1.5119454178424974
ETTh1,a6,233,1.1504355703556486,1.133256968766323,-1.5158611032435543
ETTh1,a6,234,1.1521033668874676,1.1348695110561502,-1.5185759828263423
ETTh1,a6,235,1.153819573052386,1.1365289000754661,-1.5213579677359368
ETTh1,a6,236,1.1556246198587499,1.138168215499086,-1.5337279781626467
ETTh1,a6,237,1.157544548375697,1.1397851813694595,-1.5581328215637624
ETTh1,a6,238,1.1592085525518705,1.1413226931535898,-1.5671167764885308
ETTh1,a6,239,1.1610312994304561,1.1428502177094815,-1.5908542903735334
ETTh1,a6,240,1.1627312261611222,1.1444998549918333,-1.5929553061777346
ETTh1,a6,241,1.1645773865622604,1.1460712754874802,-1.6147434693281726
ETTh1,a6,242,1.1663296068749152,1.1477186889195246,-1.6215574543716027
ETTh1,a6,243,1.1679725905750022,1.1491975580713876,-1.6337515139801972
ETTh1,a6,244,1.1697552681702081,1.150750071543162,-1.6515485940018282
ETTh1,a6,245,1.1713864704784083,1.1522985684628388,-1.6565066153846342
ETTh1,a6,246,1.1730768107544116,1.1538519692130205,-1.6661445362444072
ETTh1,a6,247,1.174631256685566,1.1554258933916748,-1.6621891030600855
ETTh1,a6,248,1.1764150486598093,1.1569489070004033,-1.68254116855302
ETTh1,a6,249,1.1780175898209155,1.1582997929619019,-1.7023051354082552
ETTh1,a6,250,1.1795565212965011,1.159686714887619,-1.7133770831208928
ETTh1,a6,251,1.1809841416983966,1.1611398641331738,-1.7090342152740634
ETTh1,a6,252,1.1824093658536199,1.1624958720945178,-1.7129947931103784
ETTh1,a6,253,1.183800134616407,1.1641396522050789,-1.688842259954626
ETTh1,a6,254,1.1851346266316616,1.165552906868026,-1.680036972002763
ETTh1,a6,255,1.1866612802533543,1.1671135755146251,-1.674875963130651
ETTh1,a6,256,1.1881174700101838,1.168599373428151,-1.6702128227893187
ETTh1,a6,257,1.1897415311188086,1.1699444521725872,-1.692138366865037
ETTh1,a6,258,1.1911510602217312,1.1712923116924228,-1.6954562350549596
ETTh1,a6,259,1.192559135351402,1.1726815058457805,-1.6950578146352813
ETTh1,a6,260,1.1940335909907633,1.1740778292600924,-1.6996966668936242
ETTh1,a6,261,1.1955385375982044,1.1754449868567602,-1.709442038217035
ETTh1,a6,262,1.197053466475647,1.1769664926838328,-1.706673377422141
ETTh1,a6,263,1.198574830257394,1.1783003460318417,-1.7206550345020721
ETTh1,a6,264,1.1998745662470658,1.1797299319596002,-1.707563209318952
ETTh1,a6,265,1.2012301169476418,1.1811513705073662,-1.6999299955644753
ETTh1,a6,266,1.2026514463630833,1.1825126012913267,-1.703055430425393
ETTh1,a6,267,1.204149594802535,1.1838803641805042,-1.7121012591556406
ETTh1,a6,268,1.205479736981997,1.1851569425259063,-1.7147766449207236
ETTh1,a6,269,1.2070123913341295,1.1864426160390493,-1.7337353713534398
ETTh1,a6,270,1.208380827969975,1.187799796572438,-1.7327020476789468
ETTh1,a6,271,1.2097377072181208,1.1891231332317929,-1.733594563104801
ETTh1,a6,272,1.211002747692606,1.190376566394287,-1.7327442324235998
ETTh1,a6,273,1.2124316289529695,1.1916486568503328,-1.7440519890794315
ETTh1,a6,274,1.2137698608375813,1.1928970894239244,-1.7497545763764721
ETTh1,a6,275,1.2149959316036918,1.1941190834478899,-1.7483053780132485
ETTh1,a6,276,1.2162342770160108,1.195535337795382,-1.7313531910147173
ETTh1,a6,277,1.2176045440809822,1.1968236608625749,-1.7363362622218048
ETTh1,a6,278,1.2187811658322383,1.1980746008938166,-1.7283201666218106
ETTh1,a6,279,1.2200414834270341,1.1992749370981715,-1.7315917882108511
ETTh1,a6,280,1.2212960276220526,1.2006276473402977,-1.7214646295661051
ETTh1,a6,281,1.2226623520520234,1.201809870178589,-1.7350899165386124
ETTh1,a6,282,1.2238126281939499,1.2031237206137773,-1.7195993417549849
ETTh1,a6,283,1.2249069061169775,1.204370693478062,-1.7051405144714815
ETTh1,a6,284,1.2262607774054501,1.2057093677806183,-1.7045077507078954
ETTh1,a6,285,1.2275952120622,1.2069449506307903,-1.7109530489039404
ETTh1,a6,286,1.2289068539451051,1.2081457124306605,-1.718430260591286
ETTh1,a6,287,1.23010569281279,1.2093284680452911,-1.7180795223552758
ETTh1,a6,288,1.231541261387368,1.2106061753713422,-1.7293060651705439
ETTh1,a6,289,1.2327501240692336,1.2118065767634698,-1.7282912724983168
ETTh1,a6,290,1.2339444858246835,1.2130280159670732,-1.7243187776611046
ETTh1,a6,291,1.235144792041418,1.2143382450559295,-1.7134062169416708
ETTh1,a6,292,1.2363372987059698,1.2155325243326083,-1.711576939069115
ETTh1,a6,293,1.23739339660459,1.2167520903483187,-1.6964266114687598
ETTh1,a6,294,1.2387090486531356,1.2179262364397243,-1.7064097637114806
ETTh1,a6,295,1.2400401639736305,1.2191926606630874,-1.7099433078283655
ETTh1,a6,296,1.2412023104324534,1.2204253913180247,-1.7024325503413262
ETTh1,a6,297,1.2424586584873072,1.2214974207107467,-1.716028001464287
ETTh1,a6,298,1.243599614340987,1.2226489736329789,-1.7135450288528364
ETTh1,a6,299,1.2447662005655742,1.2236899294980792,-1.7223538871599553
ETTh1,a6,300,1.2458642843365668,1.2247698301076888,-1.7223198767905012
ETTh1,a6,301,1.2469162734045935,1.2259463347073805,-1.7105103301457536
ETTh1,a6,302,1.2480347487113335,1.2270603568743397,-1.7093203051903094
ETTh1,a6,303,1.2491190499401723,1.2281397382418315,-1.708218620820312
ETTh1,a6,304,1.2503599617630243,1.2292150351169862,-1.7201975278496207
ETTh1,a6,305,1.251454627611598,1.230414746823858,-1.7099828201873946
ETTh1,a6,306,1.2525621421781241,1.231595187600142,-1.7024225808187632
ETTh1,a6,307,1.2536873878601709,1.232576726508063,-1.71272594217442
ETTh1,a6,308,1.254747645711744,1.2336584114796156,-1.7094873293843404
ETTh1,a6,309,1.2558718887926306,1.2349036798893827,-1.6979631079507396
ETTh1,a6,310,1.2570011645555497,1.2360468520272163,-1.6952684676933227
ETTh1,a6,311,1.2580873374961963,1.2372641948641687,-1.682998887259779
ETTh1,a6,312,1.2592664363865669,1.238385791770923,-1.6861179088452083
ETTh1,a6,313,1.2604209412210665,1.2395133132370897,-1.686761066678244
ETTh1,a6,314,1.261522632400701,1.2405248111600329,-1.6926562896418584
ETTh1,a6,315,1.2625320925599053,1.241647089663006,-1.6820401763731008
ETTh1,a6,316,1.2634445182696175,1.2426813759758502,-1.6708339478784362
ETTh1,a6,317,1.2644383586731618,1.2436608514199121,-1.670673096248665
ETTh1,a6,318,1.2654517749383014,1.244602858832797,-1.6751460883720481
ETTh1,a6,319,1.2664486385624985,1.2456599890625215,-1.6688863480011529
ETTh1,a6,320,1.2674492443911731,1.2466254280880094,-1.670414852286628
ETTh1,a6,321,1.268431076286738,1.2476331394780833,-1.6669913735503084
ETTh1,a6,322,1.2694503138339297,1.2485832840389346,-1.6712565402520863
ETTh1,a6,323,1.2703111890484304,1.2496029321254223,-1.6571869664058658
ETTh1,a6,324,1.271307331820329,1.2506211629988235,-1.654071547286362
ETTh1,a6,325,1.2721086985331316,1.2515260690909165,-1.6446025337023995
ETTh1,a6,326,1.273017141259521,1.252566413096855,-1.6327060943701621
ETTh1,a6,327,1.2738392487031605,1.2537925197808386,-1.5988872645233299
ETTh1,a6,328,1.2746315917409048,1.2548349832252759,-1.5776264433388754
ETTh1,a6,329,1.275568901496093,1.2558249378276813,-1.5721907627160636
ETTh1,a6,330,1.2765074288303202,1.2567499563549505,-1.5721084671985075
ETTh1,a6,331,1.2773904392546398,1.2577599004316187,-1.5607540689033472
ETTh1,a6,332,1.2783278114644878,1.2586780827806656,-1.5611401320671403
ETTh1,a6,333,1.2791734481896009,1.2596988439917922,-1.5459730149546491
ETTh1,a6,334,1.2801420619923198,1.2606607816533415,-1.5453229467033092
ETTh1,a6,335,1.2811178373756693,1.2615603409596343,-1.5502624631619444
ETTh1,a6,336,1.2820757580477566,1.2625895059179693,-1.5433560978015404
ETTh1,a6,337,1.2829717941560095,1.2635822832053776,-1.5344874020745136
ETTh1,a6,338,1.2838353094088255,1.2645397766454685,-1.5258936982230464
ETTh1,a6,339,1.2846443159917815,1.2654884858468993,-1.5137103465672874
ETTh1,a6,340,1.2853656908168511,1.2663614488699857,-1.5006965004993988
ETTh1,a6,341,1.2861544462767514,1.2672454158931183,-1.4921364201823994
ETTh1,a6,342,1.2869326063589743,1.2681303322315216,-1.482676791932458
ETTh1,a6,343,1.287833959211761,1.2689824387561475,-1.4855619652303087
ETTh1,a6,344,1.288661290999762,1.2698307420278705,-1.4829180258953079
ETTh1,a6,345,1.2895484750685484,1.2705819888391356,-1.49274005109592
ETTh1,a6,346,1.2904116362333298,1.271351745879719,-1.4991830872440604
ETTh1,a6,347,1.2911267870613066,1.2721730740338306,-1.4898690606127252
ETTh1,a6,348,1.2919087385137875,1.2730532728735058,-1.4811214928752925
ETTh1,a6,349,1.2926930126795455,1.2738755140400206,-1.477185049255425
ETTh1,a6,350,1.2935377096278327,1.2746421842915672,-1.4824180126101316
ETTh1,a6,351,1.294356229892823,1.2754485608845354,-1.4824328936617448
ETTh1,a6,352,1.2950283708050847,1.2762274296784943,-1.4731654162398522
ETTh1,a6,353,1.2957888550359873,1.277028818812654,-1.4690378123788816
ETTh1,a6,354,1.2965325725785757,1.2777749055859733,-1.4679946296175084
ETTh1,a6,355,1.297327597628177,1.2785652894369313,-1.4674501448032062
ETTh1,a6,356,1.298139503079184,1.2793144280656,-1.471497123818799
ETTh1,a6,357,1.2989311588077652,1.2802342595506448,-1.4604279738368309
ETTh1,a6,358,1.299613834343143,1.2810639520930178,-1.4480059500400433
ETTh1,a6,359,1.3003767173436358,1.2819057067124624,-1.440902441923253
ETTh1,a6,360,1.3011038564145565,1.2826911649770207,-1.435473474853599
ETTh1,a6,361,1.3018310462173663,1.2834737606325968,-1.4302813308564755
ETTh1,a6,362,1.302602695085067,1.284308546649817,-1.4244356220295629
ETTh1,a6,363,1.3032902360126664,1.2851273653921016,-1.4133128831960606
ETTh1,a6,364,1.304072070498388,1.2858361731191257,-1.4182131254735442
