dataset,seed,left_scope,right_scope,response_cosine,response_distance
ETTm2,2023,scale1,scale144,0.1226933192900014,1.3246181945828757
ETTm2,2023,scale1,scale360,0.1485484758067056,1.3049532744073977
ETTm2,2023,scale1,scale720,0.14987058907149617,1.3039397309143577
ETTm2,2023,scale48,scale144,0.1208373616416228,1.3260185808339016
ETTm2,2023,scale48,scale360,0.14949202413415927,1.3042300225541816
ETTm2,2023,scale48,scale720,0.1421669978120914,1.309834342340976
ETTm2,2023,scale144,scale360,0.12851301994266673,1.3202173912332265
ETTm2,2023,scale144,scale720,0.13452602496936603,1.3156549509887718
ETTm2,2023,scale360,scale720,0.2255184673664581,1.2445734471163539
Weather,2021,scale1,scale48,0.30073558061029476,1.1825941141318987
Weather,2021,scale1,scale144,0.3048831298728175,1.1790817360362955
Weather,2021,scale1,scale360,0.36224985507325475,1.1293804894071306
Weather,2021,scale1,scale720,0.35629492192130147,1.1346409811730747
Weather,2021,scale48,scale144,0.2624366366949806,1.2145479515482454
Weather,2021,scale48,scale360,0.3222248512044268,1.1642810217430954
Weather,2021,scale48,scale720,0.32314862432695685,1.1634873232425382
Weather,2021,scale144,scale360,0.34502020512901865,1.1445346607866282
Weather,2021,scale144,scale720,0.3337481178842892,1.1543412685299879
Weather,2021,scale360,scale720,0.4437349089676361,1.0547654630602616
Weather,2022,scale1,scale48,0.31192080670551287,1.1730977736697714
Weather,2022,scale1,scale144,0.2933993798974154,1.188781409765971
Weather,2022,scale1,scale360,0.3472222337417387,1.1426090899850758
Weather,2022,scale1,scale720,0.30844072392539285,1.1760606073452229
Weather,2022,scale48,scale144,0.30513976234469564,1.1788640614212518
Weather,2022,scale48,scale360,0.33158297153362043,1.1562154024803335
Weather,2022,scale48,scale720,0.3076205637071832,1.176757779912941
Weather,2022,scale144,scale360,0.3598444870868541,1.1315082968437713
Weather,2022,scale144,scale720,0.3328275633725478,1.1551384649707168
Weather,2022,scale360,scale720,0.42145907423665074,1.0756773919380749
Weather,2023,scale1,scale48,0.2787205471763082,1.2010657374379572
Weather,2023,scale1,scale144,0.2915187372621601,1.1903623504948735
Weather,2023,scale1,scale360,0.3383647939076539,1.1503349130512783
Weather,2023,scale1,scale720,0.3568395965502535,1.1341608381968993
Weather,2023,scale48,scale144,0.2614746187409258,1.2153397724579527
Weather,2023,scale48,scale360,0.3226398295934488,1.1639245425770102
Weather,2023,scale48,scale720,0.29827367949445177,1.184674065307035
Weather,2023,scale144,scale360,0.3313641756402941,1.1564046215401476
Weather,2023,scale144,scale720,0.33965300383589064,1.1492145110153364
Weather,2023,scale360,scale720,0.44922346568658056,1.04954898343376
