dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds,warm_start_checkpoint,warm_start_compatible_keys,warm_start_incompatible_keys
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,1,1.21474723305021,0.31666353308958894,0.38088770541560235,0.014529894941223922,0.8835538060738773,multi-prefix,1,0.18741771019995213,0.0001,59.50861430168152,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,2,1.2005285445787732,0.30886385135323846,0.37378022152369544,0.009723146983177822,0.8819415470347901,multi-prefix,1,0.18625155463814735,9.755282581475769e-05,60.670175552368164,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,3,1.1952305319916787,0.30723604473598215,0.3722492410409404,0.007609580622349495,0.8803849076442276,multi-prefix,1,0.18682977370917797,9.045084971874738e-05,59.81413149833679,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,4,1.1920993699760511,0.30639352586163515,0.3711733249336136,0.006545608372851832,0.8791602364378086,multi-prefix,1,0.18630152568221092,7.938926261462366e-05,57.88133788108826,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,5,1.189676128989481,0.3055914747726503,0.37022503747327906,0.005838549718832503,0.8782461027841311,multi-prefix,1,0.18396426737308502,6.545084971874738e-05,58.0564911365509,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,6,1.1874686323077521,0.30460266121681134,0.36918678640974073,0.005298667268658553,0.8775673034568551,multi-prefix,1,0.18225994892418385,5e-05,79.38535666465759,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,7,1.1859721242230832,0.3039622651592875,0.36846623359729885,0.0049333092035153975,0.8770765489017641,multi-prefix,1,0.18439886905252934,3.4549150281252636e-05,79.02103900909424,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,8,1.1849381967400952,0.3035423600161628,0.3680248577507306,0.004678960660792542,0.8767168757768211,multi-prefix,1,0.18366076238453388,2.061073738537635e-05,58.979525327682495,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,9,1.1842463115467528,0.3032438265425818,0.3677029948408309,0.004515596472165587,0.8764868883207498,multi-prefix,1,0.1832823734730482,9.549150281252633e-06,83.46133160591125,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,10,1.183888091083659,0.3030751001190495,0.3674095607287175,0.004423733959765566,0.8763892561427414,multi-prefix,1,0.18323737755417824,2.4471741852423237e-06,81.7489562034607,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,38,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,1,0.4070909209952888,0.35544396971860087,0.4197373728567082,0.005580844443135085,0.4606610685317955,multi-prefix,1,0.48980850726366043,0.0001,103.49941563606262,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,2,0.38593197896377274,0.33567491415820827,0.3975502948145574,0.004729296923413308,0.45527768436321714,multi-prefix,1,0.48989590257406235,9.755282581475769e-05,102.83547401428223,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,3,0.3824115092681203,0.3330754199828482,0.3949209704242028,0.004220914074626586,0.45115174783481155,multi-prefix,1,0.48729005455970764,9.045084971874738e-05,101.86983060836792,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,4,0.37969680617324714,0.33126091392246826,0.3931223846407143,0.003629748619561645,0.44806143213803157,multi-prefix,1,0.4964420571923256,7.938926261462366e-05,128.36687970161438,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,5,0.3772508858935067,0.3297207269158604,0.39151467490497477,0.0029352746131856814,0.4459488453471273,multi-prefix,1,0.4867977201938629,6.545084971874738e-05,130.28017401695251,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,6,0.3752047900204624,0.3284846310527316,0.3902440679256236,0.002256992920776762,0.4446316587634465,multi-prefix,1,0.4866398870944977,5e-05,114.91534781455994,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,7,0.3733279665777399,0.3273761430318175,0.38909588380303195,0.0015617633245369278,0.4439006063159192,multi-prefix,1,0.49096183478832245,3.4549150281252636e-05,100.89452052116394,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,8,0.3718196281403411,0.3265303029587983,0.3882467587501994,0.000931852453662291,0.44357472787264884,multi-prefix,1,0.4875655174255371,2.061073738537635e-05,101.22710537910461,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,9,0.37068650806961506,0.3259020046959715,0.3875956006805389,0.00043794194778863725,0.44346561764336667,multi-prefix,1,0.48939836025238037,9.549150281252633e-06,101.10593128204346,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,10,0.3699803193123332,0.3255100981046577,0.38717902543204785,0.00012601152417572115,0.44344209341688706,multi-prefix,1,0.4888554513454437,2.4471741852423237e-06,100.96968984603882,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,30,4
