comparison,metric,dataset,seed,horizon,gain_percent,candidate_value,reference_value
independent_over_q1_wide,mse,ETTm1,2023,336,0.019297800950579536,0.3659491367580835,0.36601977052483914
independent_over_q1_wide,mse,ETTm1,2023,720,0.03546819194440998,0.4232435360215875,0.42339370611395255
independent_over_q1_wide,mse,ETTh1,2021,96,-2.1649307662186423,0.3667158650255675,0.3589449552554525
independent_over_q1_wide,mse,ETTh1,2021,192,-1.0697444748148044,0.3927389009858774,0.38858206580678806
independent_over_q1_wide,mse,ETTh1,2021,336,-0.8506423859308887,0.4142320880631338,0.4107381750509514
independent_over_q1_wide,mse,ETTh1,2021,720,0.0485770990483414,0.4728214199156875,0.4730512144726913
independent_over_q1_wide,mse,ETTh1,2022,96,-3.6307469737135722,0.3713443615578075,0.3583341550669327
independent_over_q1_wide,mse,ETTh1,2022,192,-5.298139145762448,0.40183952846624815,0.3816207311223121
independent_over_q1_wide,mse,ETTh1,2022,336,-6.149063105115937,0.426839077660333,0.40211290158788143
independent_over_q1_wide,mse,ETTh1,2022,720,-7.6120183611538605,0.49331889598558,0.45842360685956607
independent_over_q1_wide,mse,ETTh1,2023,96,5.059669875873696,0.3562345525724636,0.3752194163499512
independent_over_q1_wide,mse,ETTh1,2023,192,6.5935526479205535,0.3835687138490188,0.41064479457528547
independent_over_q1_wide,mse,ETTh1,2023,336,10.180827045059694,0.39988061506781325,0.44520629829047953
independent_over_q1_wide,mse,ETTh1,2023,720,6.2879490263690885,0.46254858617660055,0.49358495665275154
independent_over_q1_wide,mse,ETTm2,2021,96,1.684243335269342,0.16727055754825756,0.17013606284765892
independent_over_q1_wide,mse,ETTm2,2021,192,2.067733592503418,0.22141283806084433,0.2260877300026373
independent_over_q1_wide,mse,ETTm2,2021,336,1.8053980227807243,0.2720307646648996,0.2770323003376597
independent_over_q1_wide,mse,ETTm2,2021,720,0.6223270902949052,0.34945295964852435,0.351641318836313
independent_over_q1_wide,mse,ETTm2,2022,96,3.4947883061033136,0.1629867215054417,0.16888903577810557
independent_over_q1_wide,mse,ETTm2,2022,192,2.223438533228528,0.2190182033642828,0.22399867624585496
independent_over_q1_wide,mse,ETTm2,2022,336,1.1668728007653728,0.2713712065191681,0.2745751492534677
independent_over_q1_wide,mse,ETTm2,2022,720,0.6091120873270794,0.3460050116511085,0.3481254860658014
independent_over_q1_wide,mse,ETTm2,2023,96,1.2858010335830783,0.16388708143761346,0.16602179134672276
independent_over_q1_wide,mse,ETTm2,2023,192,1.6439416933969886,0.22126174102851193,0.2249599514640755
independent_over_q1_wide,mse,ETTm2,2023,336,2.5014458729507916,0.2735195955867383,0.2805370787656175
independent_over_q1_wide,mse,ETTm2,2023,720,2.3024975016338933,0.34709478145767514,0.35527497897244603
independent_over_q1_wide,mse,ETTh2,2021,96,3.960925479730737,0.24190227156499527,0.2518790115099883
independent_over_q1_wide,mse,ETTh2,2021,192,3.8633416526391517,0.2863235650227535,0.2978297456400134
independent_over_q1_wide,mse,ETTh2,2021,336,3.7717523916232176,0.32056128833743447,0.33312597527706533
independent_over_q1_wide,mse,ETTh2,2021,720,2.0432420189175793,0.4022397743441969,0.4106299377750723
independent_over_q1_wide,mse,ETTh2,2022,96,1.3593835980169833,0.24356411397606237,0.24692071365763069
independent_over_q1_wide,mse,ETTh2,2022,192,1.2359145188079679,0.2872522445727383,0.29084686318230596
independent_over_q1_wide,mse,ETTh2,2022,336,0.6601608400881642,0.3232140374041038,0.3253619495838035
independent_over_q1_wide,mse,ETTh2,2022,720,0.3269417694000909,0.4077746639890442,0.409112222728866
independent_over_q1_wide,mse,ETTh2,2023,96,-0.4947730061613864,0.25120365470287065,0.2499668860264695
independent_over_q1_wide,mse,ETTh2,2023,192,-0.6737481371122289,0.29493515932676384,0.2929613377710722
independent_over_q1_wide,mse,ETTh2,2023,336,-1.2873816154166384,0.3289823127220959,0.3248008858311947
independent_over_q1_wide,mse,ETTh2,2023,720,-0.5774833009249969,0.4064292731436268,0.4040956880255214
independent_over_q1_wide,mae,Weather,2021,96,1.2029671528210995,0.183581695827977,0.18581701346430576
independent_over_q1_wide,mae,Weather,2021,192,0.5686897935864521,0.22733255737000138,0.2286327685897655
independent_over_q1_wide,mae,Weather,2021,336,0.021403271315345584,0.26985287894826376,0.2699106486567048
independent_over_q1_wide,mae,Weather,2021,720,-0.1889911086130347,0.3205581974598603,0.3199535137671454
independent_over_q1_wide,mae,Weather,2022,96,0.7720379185167658,0.18488957756364108,0.1863281011574287
independent_over_q1_wide,mae,Weather,2022,192,0.33293944548759,0.22766589761679717,0.22842641927046342
independent_over_q1_wide,mae,Weather,2022,336,0.1321983542445726,0.2685989417400703,0.2689544951563338
independent_over_q1_wide,mae,Weather,2022,720,0.4463060230353699,0.31808524980354475,0.3195112477465129
independent_over_q1_wide,mae,Weather,2023,96,1.0140818890490233,0.18385948870122706,0.1857430755909576
independent_over_q1_wide,mae,Weather,2023,192,1.238891583027546,0.22650163333915072,0.22934294376573197
independent_over_q1_wide,mae,Weather,2023,336,1.2559697624503707,0.267645008121048,0.2710493054386897
independent_over_q1_wide,mae,Weather,2023,720,1.0734552106070328,0.3182063177953688,0.3216591850779845
independent_over_q1_wide,mae,ETTm1,2021,96,1.2450372779258978,0.3389112567160534,0.3431840257687613
independent_over_q1_wide,mae,ETTm1,2021,192,1.0777087544627584,0.360293793986626,0.36421901418794744
independent_over_q1_wide,mae,ETTm1,2021,336,0.621158454500903,0.38156209790573137,0.38394701726427244
independent_over_q1_wide,mae,ETTm1,2021,720,0.09926341940706962,0.41136901955912913,0.41177776424827994
independent_over_q1_wide,mae,ETTm1,2022,96,1.4464214617590954,0.3341268817806223,0.339030694507936
independent_over_q1_wide,mae,ETTm1,2022,192,0.8049281954357057,0.3583001067109623,0.36120756827203154
independent_over_q1_wide,mae,ETTm1,2022,336,0.7117818848232149,0.3797414038757993,0.3824637112887754
independent_over_q1_wide,mae,ETTm1,2022,720,0.4814297043220006,0.41035496967330254,0.4123400973849439
independent_over_q1_wide,mae,ETTm1,2023,96,0.5366724948142498,0.33773173047931443,0.3395540235286277
independent_over_q1_wide,mae,ETTm1,2023,192,0.24449928685397193,0.35984011155538237,0.3607220744549496
independent_over_q1_wide,mae,ETTm1,2023,336,0.11731084940425074,0.38061349006017076,0.38106051538751606
independent_over_q1_wide,mae,ETTm1,2023,720,0.04911608410650414,0.4103347319106511,0.41053637130006665
independent_over_q1_wide,mae,ETTh1,2021,96,-2.5173887265539596,0.403861791872813,0.39394467308374304
independent_over_q1_wide,mae,ETTh1,2021,192,-1.7370253818199233,0.41905723578709114,0.41190238678039365
independent_over_q1_wide,mae,ETTh1,2021,336,-1.7242447011522666,0.43575390671579567,0.4283677976631462
independent_over_q1_wide,mae,ETTh1,2021,720,-0.7055970769990871,0.48183364246920224,0.47845765921113026
independent_over_q1_wide,mae,ETTh1,2022,96,-1.4674354871650586,0.4022829204549869,0.39646505159369383
independent_over_q1_wide,mae,ETTh1,2022,192,-2.8673954066945395,0.42112284868999733,0.4093841853631602
independent_over_q1_wide,mae,ETTh1,2022,336,-3.9841576065660966,0.4410954621379687,0.42419486995980205
independent_over_q1_wide,mae,ETTh1,2022,720,-4.626458352835483,0.49229177894140774,0.4705232182104787
independent_over_q1_wide,mae,ETTh1,2023,96,3.1384949825101094,0.39403540800438097,0.40680289649973084
independent_over_q1_wide,mae,ETTh1,2023,192,4.125888776063002,0.4105747659172273,0.42824362142792793
independent_over_q1_wide,mae,ETTh1,2023,336,6.016463911639159,0.4248753683259524,0.4520742525866401
independent_over_q1_wide,mae,ETTh1,2023,720,3.7646445273224916,0.4746842259436074,0.49325346553988314
independent_over_q1_wide,mae,ETTm2,2021,96,0.5852020518905321,0.2545152175506291,0.25601341329836613
independent_over_q1_wide,mae,ETTm2,2021,192,0.7339872753611254,0.2908483609123911,0.2929989358182405
independent_over_q1_wide,mae,ETTm2,2021,336,0.6803147191789649,0.3244481447006915,0.3266705324159374
independent_over_q1_wide,mae,ETTm2,2021,720,0.10604225358876729,0.3758464733042053,0.3762454524610202
independent_over_q1_wide,mae,ETTm2,2022,96,2.0078032638771393,0.24953842326989975,0.2546513208004372
independent_over_q1_wide,mae,ETTm2,2022,192,1.2972559366961511,0.2872680592243015,0.2910436401241891
independent_over_q1_wide,mae,ETTm2,2022,336,0.5554634918070955,0.32304558892918156,0.32485001214980463
independent_over_q1_wide,mae,ETTm2,2022,720,-0.3066153135287797,0.3761793312207758,0.3750294335472796
independent_over_q1_wide,mae,ETTm2,2023,96,0.7583867800822985,0.2480829717030889,0.24997877770622423
independent_over_q1_wide,mae,ETTm2,2023,192,0.7487012637474644,0.2873418850086878,0.28950944588872496
independent_over_q1_wide,mae,ETTm2,2023,336,0.8292295483014356,0.32328780588784733,0.3259910197484103
independent_over_q1_wide,mae,ETTm2,2023,720,0.4687192951750574,0.375335594512888,0.3771031497384249
independent_over_q1_wide,mae,ETTh2,2021,96,3.6869353924819825,0.31503178995283565,0.32709144002073925
independent_over_q1_wide,mae,ETTh2,2021,192,3.685633093898255,0.3486396470100423,0.36198093618778193
independent_over_q1_wide,mae,ETTh2,2021,336,3.3920121254074953,0.3777894454119078,0.3910540460715514
independent_over_q1_wide,mae,ETTh2,2021,720,1.9790275114481393,0.43528379449890103,0.4440721035998077
independent_over_q1_wide,mae,ETTh2,2022,96,1.1049202735378238,0.31639079665638403,0.31992572080582965
independent_over_q1_wide,mae,ETTh2,2022,192,1.110932583323132,0.34824336634089104,0.3521555773941524
independent_over_q1_wide,mae,ETTh2,2022,336,0.7754706160572056,0.3789572012202107,0.38191886983294293
independent_over_q1_wide,mae,ETTh2,2022,720,0.4374360487631179,0.439519334987263,0.4414503981662505
independent_over_q1_wide,mae,ETTh2,2023,96,0.018190257505334984,0.32651119885563884,0.3265706028892411
independent_over_q1_wide,mae,ETTh2,2023,192,-0.36798958207220345,0.3587863882161085,0.357470932425845
independent_over_q1_wide,mae,ETTh2,2023,336,-0.8498510455853481,0.38698955907133364,0.38372843892095554
independent_over_q1_wide,mae,ETTh2,2023,720,-0.18500816053375058,0.4400482111846938,0.43923558950015
canonical_over_random_partition,mse,Weather,2021,96,0.16054910443856762,0.14248069210844252,0.1427098114326436
canonical_over_random_partition,mse,Weather,2021,192,-0.14968197083338186,0.18541769931965432,0.185140577254807
canonical_over_random_partition,mse,Weather,2021,336,-0.6791446347216956,0.23774543095401202,0.236141687354006
canonical_over_random_partition,mse,Weather,2021,720,-0.7344709043507702,0.31143443416416394,0.3091637166187895
canonical_over_random_partition,mse,Weather,2022,96,-0.10241754518460766,0.14330906065681942,0.14316243720300964
canonical_over_random_partition,mse,Weather,2022,192,-0.2001354897579244,0.18596762440272982,0.18559618057775853
canonical_over_random_partition,mse,Weather,2022,336,0.02333172455096788,0.2362805230355473,0.2363356642217392
canonical_over_random_partition,mse,Weather,2022,720,-0.03860617826836332,0.3077601330031429,0.307641364429564
canonical_over_random_partition,mse,Weather,2023,96,0.38925749707322543,0.14254475867990465,0.1431017931381411
canonical_over_random_partition,mse,Weather,2023,192,0.32551878668697354,0.18493378719838538,0.1855377474226419
canonical_over_random_partition,mse,Weather,2023,336,0.1559391546795963,0.2350700845423047,0.23543722335821063
canonical_over_random_partition,mse,Weather,2023,720,-0.06692028040125031,0.3074132987469165,0.3072077144829702
canonical_over_random_partition,mse,ETTm1,2021,96,0.5989920239789948,0.2890729628886925,0.29081492107044526
canonical_over_random_partition,mse,ETTm1,2021,192,0.6108585102304942,0.32630321943829477,0.32830872120158355
canonical_over_random_partition,mse,ETTm1,2021,336,-0.1337082987546756,0.3670505633338473,0.3665604416034716
canonical_over_random_partition,mse,ETTm1,2021,720,-0.12537952478601788,0.4244134471424136,0.42388198592281
canonical_over_random_partition,mse,ETTm1,2022,96,0.850319036272118,0.2788751672822824,0.28126683270347974
canonical_over_random_partition,mse,ETTm1,2022,192,0.14450443100967325,0.3212494120287227,0.3217143034524033
canonical_over_random_partition,mse,ETTm1,2022,336,-0.258601345915932,0.3612881142054833,0.36035622814939705
canonical_over_random_partition,mse,ETTm1,2022,720,-0.13614629332781014,0.42060664613979426,0.420034784350214
canonical_over_random_partition,mse,ETTm1,2023,96,-2.1596795461318763,0.2885016375497378,0.2824026453797363
canonical_over_random_partition,mse,ETTm1,2023,192,-0.35320179412197117,0.32642438086690384,0.3252755019581484
canonical_over_random_partition,mse,ETTm1,2023,336,0.09426168093980003,0.3659491367580835,0.3662944120280497
canonical_over_random_partition,mse,ETTm1,2023,720,0.645528586235089,0.4232435360215875,0.42599344548769835
canonical_over_random_partition,mse,ETTh1,2021,96,-1.9449715516952182,0.3667158650255675,0.35971942455210726
canonical_over_random_partition,mse,ETTh1,2021,192,-0.683173583886143,0.3927389009858774,0.39007401833500943
canonical_over_random_partition,mse,ETTh1,2021,336,-0.051901996285530494,0.4142320880631338,0.41401720486884125
canonical_over_random_partition,mse,ETTh1,2021,720,-0.20428261597735808,0.4728214199156875,0.4718574970769734
canonical_over_random_partition,mse,ETTh1,2022,96,-2.3690713322461088,0.3713443615578075,0.36275054244907906
canonical_over_random_partition,mse,ETTh1,2022,192,-3.4735164007076547,0.40183952846624815,0.38835012324322626
canonical_over_random_partition,mse,ETTh1,2022,336,-6.0379094686822565,0.426839077660333,0.4025344141534568
canonical_over_random_partition,mse,ETTh1,2022,720,-6.4209700277284565,0.49331889598558,0.46355421855020074
canonical_over_random_partition,mse,ETTh1,2023,96,-1.8940334207159681,0.3562345525724636,0.34961276986807155
canonical_over_random_partition,mse,ETTh1,2023,192,-0.7285977468784566,0.3835687138490188,0.3807942554833247
canonical_over_random_partition,mse,ETTh1,2023,336,0.4176044268830226,0.39988061506781325,0.4015575371193059
canonical_over_random_partition,mse,ETTh1,2023,720,-0.8292756301856663,0.46254858617660055,0.4587443312328285
canonical_over_random_partition,mse,ETTm2,2021,96,-0.24485859859764147,0.16727055754825756,0.16686198163842544
canonical_over_random_partition,mse,ETTm2,2021,192,2.6673622492872084,0.22141283806084433,0.22748056887960263
canonical_over_random_partition,mse,ETTm2,2021,336,4.720782786917377,0.2720307646648996,0.2855090256005457
canonical_over_random_partition,mse,ETTm2,2021,720,2.257518922396984,0.34945295964852435,0.3575241346401621
canonical_over_random_partition,mse,ETTm2,2022,96,5.101703976657202,0.1629867215054417,0.17174883884674885
canonical_over_random_partition,mse,ETTm2,2022,192,2.572139450534172,0.2190182033642828,0.22480038269246755
canonical_over_random_partition,mse,ETTm2,2022,336,1.069637922503508,0.2713712065191681,0.27430527981550407
canonical_over_random_partition,mse,ETTm2,2022,720,1.3406255797460132,0.3460050116511085,0.35070667504666075
canonical_over_random_partition,mse,ETTm2,2023,96,0.19579403280346463,0.16388708143761346,0.16420859206222188
canonical_over_random_partition,mse,ETTm2,2023,192,-0.21503067279515786,0.22126174102851193,0.2207869812971845
canonical_over_random_partition,mse,ETTm2,2023,336,0.4925184462536203,0.2735195955867383,0.2748733977746224
canonical_over_random_partition,mse,ETTm2,2023,720,0.8248559349729345,0.34709478145767514,0.349981625668315
canonical_over_random_partition,mse,ETTh2,2021,96,-0.20723689307258208,0.24190227156499527,0.24140199756542552
canonical_over_random_partition,mse,ETTh2,2021,192,-0.18316346290701002,0.2863235650227535,0.2858000836924713
canonical_over_random_partition,mse,ETTh2,2021,336,-0.08058394335943575,0.32056128833743447,0.32030317540798525
canonical_over_random_partition,mse,ETTh2,2021,720,-0.06476651917470821,0.4022397743441969,0.40197942626200855
canonical_over_random_partition,mse,ETTh2,2022,96,-0.057160395444522116,0.24356411397606237,0.24342497129985663
canonical_over_random_partition,mse,ETTh2,2022,192,0.34878731434109245,0.2872522445727383,0.28825765069096604
canonical_over_random_partition,mse,ETTh2,2022,336,0.6594712994850593,0.3232140374041038,0.3253596911875791
canonical_over_random_partition,mse,ETTh2,2022,720,-0.6871572840092321,0.4077746639890442,0.4049917337906664
canonical_over_random_partition,mse,ETTh2,2023,96,-2.941020773410652,0.25120365470287065,0.24402677651294066
canonical_over_random_partition,mse,ETTh2,2023,192,-1.8460467075812836,0.29493515932676384,0.2895892072998934
canonical_over_random_partition,mse,ETTh2,2023,336,-1.335770923895141,0.3289823127220959,0.3246457886713736
canonical_over_random_partition,mse,ETTh2,2023,720,-0.9705184194647831,0.4064292731436268,0.40252271604191014
canonical_over_random_partition,mae,Weather,2021,96,0.19854528365979007,0.183581695827977,0.1839469137496647
canonical_over_random_partition,mae,Weather,2021,192,-0.2332688182730358,0.22733255737000138,0.22680349553616225
canonical_over_random_partition,mae,Weather,2021,336,-0.6258416825204449,0.26985287894826376,0.26817453095166455
canonical_over_random_partition,mae,Weather,2021,720,-0.6728663828293957,0.3205581974598603,0.3184156853554477
canonical_over_random_partition,mae,Weather,2022,96,-0.3563053200693167,0.18488957756364108,0.18423314506643834
canonical_over_random_partition,mae,Weather,2022,192,-0.36071453623591765,0.22766589761679717,0.22684762525738777
canonical_over_random_partition,mae,Weather,2022,336,-0.1350998549461968,0.2685989417400703,0.2682365545439687
canonical_over_random_partition,mae,Weather,2022,720,-0.010143725868050346,0.31808524980354475,0.31805298738038973
canonical_over_random_partition,mae,Weather,2023,96,0.31513929131333773,0.18385948870122706,0.18444073392300514
canonical_over_random_partition,mae,Weather,2023,192,0.1856893283757488,0.22650163333915072,0.22692300514333144
canonical_over_random_partition,mae,Weather,2023,336,0.07255763294815587,0.267645008121048,0.26783934601061715
canonical_over_random_partition,mae,Weather,2023,720,-0.08922247963822905,0.3182063177953688,0.31792265931539576
canonical_over_random_partition,mae,ETTm1,2021,96,-0.08886676232420232,0.3389112567160534,0.338610344665854
canonical_over_random_partition,mae,ETTm1,2021,192,0.039266513187496965,0.360293793986626,0.36043532437080245
canonical_over_random_partition,mae,ETTm1,2021,336,-0.1447233635999634,0.38156209790573137,0.3810106864246623
canonical_over_random_partition,mae,ETTm1,2021,720,-0.1131009261154059,0.41136901955912913,0.4109042830095974
canonical_over_random_partition,mae,ETTm1,2022,96,-0.23649354797037336,0.3341268817806223,0.3333385575990031
canonical_over_random_partition,mae,ETTm1,2022,192,-0.2629249034593162,0.3583001067109623,0.35736051691685694
canonical_over_random_partition,mae,ETTm1,2022,336,-0.32158232668926257,0.3797414038757993,0.37852413714847677
canonical_over_random_partition,mae,ETTm1,2022,720,-0.3214208851664013,0.41035496967330254,0.4090402289487288
canonical_over_random_partition,mae,ETTm1,2023,96,-1.2595919030581992,0.33773173047931443,0.3335306059722668
canonical_over_random_partition,mae,ETTm1,2023,192,-0.5776868428323478,0.35984011155538237,0.35777330226105347
canonical_over_random_partition,mae,ETTm1,2023,336,-0.35457549230279994,0.38061349006017076,0.3792686962134216
canonical_over_random_partition,mae,ETTm1,2023,720,-0.0805766646476469,0.4103347319106511,0.4100043640691744
canonical_over_random_partition,mae,ETTh1,2021,96,-2.225503782717553,0.403861791872813,0.3950695050926134
canonical_over_random_partition,mae,ETTh1,2021,192,-1.1988568898729346,0.41905723578709114,0.4140928550636886
canonical_over_random_partition,mae,ETTh1,2021,336,-0.669359722109597,0.43575390671579567,0.43285653938662416
canonical_over_random_partition,mae,ETTh1,2021,720,-0.4324730966569934,0.48183364246920224,0.47975881466692727
canonical_over_random_partition,mae,ETTh1,2022,96,-1.062956250869318,0.4022829204549869,0.39805180392348416
canonical_over_random_partition,mae,ETTh1,2022,192,-1.561867340433487,0.42112284868999733,0.4146466185762432
canonical_over_random_partition,mae,ETTh1,2022,336,-2.987002292724661,0.4410954621379687,0.42830206950215227
canonical_over_random_partition,mae,ETTh1,2022,720,-3.710183571223591,0.49229177894140774,0.474680269564197
canonical_over_random_partition,mae,ETTh1,2023,96,-1.7247358046256656,0.39403540800438097,0.3873545651287533
canonical_over_random_partition,mae,ETTh1,2023,192,-0.8966267410789541,0.4105747659172273,0.40692615717554637
canonical_over_random_partition,mae,ETTh1,2023,336,-0.24753698071982022,0.4248753683259524,0.4238262416438889
canonical_over_random_partition,mae,ETTh1,2023,720,-0.7997039232218395,0.4746842259436074,0.4709182740310128
canonical_over_random_partition,mae,ETTm2,2021,96,-2.4473584621437228,0.2545152175506291,0.2484351196274889
canonical_over_random_partition,mae,ETTm2,2021,192,-0.691289806286588,0.2908483609123911,0.28885155952608743
canonical_over_random_partition,mae,ETTm2,2021,336,0.820418982023996,0.3244481447006915,0.32713199770614704
canonical_over_random_partition,mae,ETTm2,2021,720,0.8804008511652528,0.3758464733042053,0.3791848196841944
canonical_over_random_partition,mae,ETTm2,2022,96,2.7039809454536323,0.24953842326989975,0.2564734155567072
canonical_over_random_partition,mae,ETTm2,2022,192,1.5328505745882404,0.2872680592243015,0.29173999745154117
canonical_over_random_partition,mae,ETTm2,2022,336,0.7485960450200668,0.32304558892918156,0.32548213532144477
canonical_over_random_partition,mae,ETTm2,2022,720,0.13858064098877243,0.3761793312207758,0.37670136638893104
canonical_over_random_partition,mae,ETTm2,2023,96,-0.13820456584767715,0.2480829717030889,0.2477405829060551
canonical_over_random_partition,mae,ETTm2,2023,192,-0.18802501561336893,0.2873418850086878,0.2868026243295127
canonical_over_random_partition,mae,ETTm2,2023,336,0.10442255373376286,0.32328780588784733,0.3236257441544333
canonical_over_random_partition,mae,ETTm2,2023,720,0.3523149181624996,0.375335594512888,0.3766626331606567
canonical_over_random_partition,mae,ETTh2,2021,96,0.12143288282067122,0.31503178995283565,0.31541480724611787
canonical_over_random_partition,mae,ETTh2,2021,192,-0.04508417537880671,0.3486396470100423,0.34848253653210765
canonical_over_random_partition,mae,ETTh2,2021,336,-0.09580406445803824,0.3777894454119078,0.3774278541871997
canonical_over_random_partition,mae,ETTh2,2021,720,-0.2972558947445858,0.43528379449890103,0.4339937225757233
canonical_over_random_partition,mae,ETTh2,2022,96,0.24420270714280434,0.31639079665638403,0.31716532296117345
canonical_over_random_partition,mae,ETTh2,2022,192,0.3779107246549618,0.34824336634089104,0.349564407727269
canonical_over_random_partition,mae,ETTh2,2022,336,0.3939481441834314,0.3789572012202107,0.3804560005739061
canonical_over_random_partition,mae,ETTh2,2022,720,-0.6130620602842418,0.439519334987263,0.4368412271598658
canonical_over_random_partition,mae,ETTh2,2023,96,-2.5765008354907026,0.32651119885563884,0.3183099405772169
canonical_over_random_partition,mae,ETTh2,2023,192,-1.9098303854693244,0.3587863882161085,0.35206258989835937
canonical_over_random_partition,mae,ETTh2,2023,336,-1.4726281130573948,0.38698955907133364,0.3813733479339501
canonical_over_random_partition,mae,ETTh2,2023,720,-1.0749719378492895,0.4400482111846938,0.4353681260038124
iscf_over_a6_full_context,mse,Weather,2021,96,2.0625937929424687,0.14248069210844252,0.14548138206479796
iscf_over_a6_full_context,mse,Weather,2021,192,0.7229126960349386,0.18541769931965432,0.18676786794917266
iscf_over_a6_full_context,mse,Weather,2021,336,-0.2584675982844731,0.23774543095401202,0.23713252022423698
iscf_over_a6_full_context,mse,Weather,2021,720,-0.8682228019755156,0.31143443416416394,0.3087537635867462
iscf_over_a6_full_context,mse,Weather,2022,96,1.1718029388672058,0.14330906065681942,0.14500827184793405
iscf_over_a6_full_context,mse,Weather,2022,192,0.41996194020443856,0.18596762440272982,0.18675191135301683
iscf_over_a6_full_context,mse,Weather,2022,336,0.7246241317061863,0.2362805230355473,0.23800516590238333
iscf_over_a6_full_context,mse,Weather,2022,720,0.8486540954987132,0.3077601330031429,0.3103943070017078
iscf_over_a6_full_context,mse,Weather,2023,96,2.0627250865164815,0.14254475867990465,0.145546993017548
iscf_over_a6_full_context,mse,Weather,2023,192,1.1949523611252788,0.18493378719838538,0.1871703841227879
iscf_over_a6_full_context,mse,Weather,2023,336,1.2076414736980845,0.2350700845423047,0.23794359001938495
iscf_over_a6_full_context,mse,Weather,2023,720,1.1718451098603144,0.3074132987469165,0.31105842164982866
iscf_over_a6_full_context,mse,ETTm1,2021,96,1.9836892321039357,0.2890729628886925,0.2949233251323049
iscf_over_a6_full_context,mse,ETTm1,2021,192,2.186024313024415,0.32630321943829477,0.3335957026044323
iscf_over_a6_full_context,mse,ETTm1,2021,336,1.3645310490616458,0.3670505633338473,0.37212837049157194
iscf_over_a6_full_context,mse,ETTm1,2021,720,1.352366597615362,0.4244134471424136,0.4302317577262367
iscf_over_a6_full_context,mse,ETTm1,2022,96,6.8700404613166395,0.2788751672822824,0.2994473192769359
iscf_over_a6_full_context,mse,ETTm1,2022,192,3.747717055941391,0.3212494120287227,0.3337577065215496
iscf_over_a6_full_context,mse,ETTm1,2022,336,2.2870039201890013,0.3612881142054833,0.3697441780522079
iscf_over_a6_full_context,mse,ETTm1,2022,720,0.7525232019211292,0.42060664613979426,0.42379580792318533
iscf_over_a6_full_context,mse,ETTm1,2023,96,2.479775611705215,0.2885016375497378,0.29583774992253425
iscf_over_a6_full_context,mse,ETTm1,2023,192,1.3309608013158392,0.32642438086690384,0.33082756609152936
iscf_over_a6_full_context,mse,ETTm1,2023,336,0.08221638360306205,0.3659491367580835,0.36625025447224757
iscf_over_a6_full_context,mse,ETTm1,2023,720,-0.6650479539456189,0.4232435360215875,0.42044735946007983
iscf_over_a6_full_context,mse,ETTh1,2021,96,0.44567263934153223,0.3667158650255675,0.3683575337685271
iscf_over_a6_full_context,mse,ETTh1,2021,192,1.2722735954035058,0.3927389009858774,0.3978000054173156
iscf_over_a6_full_context,mse,ETTh1,2021,336,1.075065463571978,0.4142320880631338,0.41873374999363516
iscf_over_a6_full_context,mse,ETTh1,2021,720,0.8154528074907463,0.4728214199156875,0.4767087548405893
