comparison,role,metric,candidate,reference,dataset,horizon,gain_percent,candidate_value,reference_value
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,Weather,720,0.7869402485521038,0.3157985113764761,0.31830336869725195
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm1,96,0.9450343588598531,0.33716027000297877,0.3403769491218189
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm1,192,0.8332003939052091,0.3596378126452837,0.36265949296923805
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm1,336,0.9257878926925533,0.3798183875429982,0.38336755797928146
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm1,720,1.4075870109411137,0.40877454614309705,0.4146105503964692
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm2,96,1.6960272338363502,0.24593661566010439,0.2501797320491976
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm2,192,1.1580907817594022,0.28531496226177055,0.2886578825908774
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm2,336,1.2936681468984301,0.32255349401833605,0.3267809551451797
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTm2,720,1.720356883705887,0.37786953028200376,0.38448402771962803
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh1,96,1.1841809168221196,0.39327628242961,0.3979891945221554
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh1,192,0.6009523723295329,0.4134015232724623,0.4159008895346605
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh1,336,0.3745311638081672,0.4299287161840598,0.43154498664489677
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh1,720,1.1934512015122856,0.47247343605935826,0.4781802844090327
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh2,96,2.3682489481625435,0.32003032202248805,0.32779328299926563
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh2,192,1.5890293650654752,0.3523946608196656,0.35808473236882227
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh2,336,1.0874879155393646,0.38228575798902126,0.38648877673088555
measure_effect_on_a6,diagnostic_decomposition,mae,a6_measure,a6_full,ETTh2,720,1.8726253068692023,0.43770682928499244,0.4460598590900987
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,Weather,96,-0.9392592070727845,0.14414225529344302,0.14280098390433107
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,Weather,192,-2.1530914734416484,0.1879479748503129,0.18398657557923903
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,Weather,336,-2.8877023523511403,0.24081183221186936,0.23405307602961206
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,Weather,720,-3.414282248211009,0.3149557657011379,0.3045573192155346
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm1,96,0.31587868637859007,0.2866434111999833,0.287551725814144
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm1,192,-0.2231716924548044,0.32821532259745967,0.3274844699633159
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm1,336,-0.8180643321770154,0.3681601767770886,0.3651728281194414
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm1,720,-1.1704651958742263,0.4263527580971133,0.4214201815437537
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm2,96,-3.161871149305484,0.16628216707767965,0.16118568345568354
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm2,192,-3.365368089158838,0.22456130785292977,0.21725004419200847
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm2,336,-2.0908909879960413,0.2773915289087595,0.2717103614477961
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTm2,720,-0.6238198466297362,0.3525464155357019,0.35036079535943987
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh1,96,0.2962173215219077,0.35694243356729294,0.3580029001691447
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh1,192,0.37841532986625515,0.3880348946993142,0.3895088559213071
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh1,336,0.3096099414389153,0.4079683505380307,0.4092353839706897
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh1,720,-0.7541972046429812,0.46483725995212716,0.4613577129774465
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh2,96,0.41462889335895925,0.2461588291040905,0.2471837242444889
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh2,192,0.6361131758988003,0.2906204121482689,0.29248092182901353
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh2,336,1.7017217010378505,0.3231985780203359,0.328793732314789
pcsd_architecture_under_measure,diagnostic_decomposition,mse,pcsd_measure,a6_measure,ETTh2,720,0.23459471419871036,0.40730747622441904,0.4082652449088857
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,Weather,96,-1.074351043898636,0.1856149535899997,0.18364199391137656
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,Weather,192,-1.9843273672894624,0.2300597074638667,0.2255833944320902
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,Weather,336,-2.2578594505118454,0.27250735235097356,0.2664903742512376
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,Weather,720,-2.285963595737539,0.32301755038242336,0.3157985113764761
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm1,96,0.16569800186764239,0.3366016021724923,0.33716027000297877
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm1,192,-0.23499897241201495,0.36048295780940515,0.3596378126452837
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm1,336,-0.4319094035608595,0.3814588588752496,0.3798183875429982
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm1,720,-0.6107616439879893,0.41127118428132503,0.40877454614309705
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm2,96,-1.7584871858799422,0.2502613795318741,0.24593661566010439
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm2,192,-1.2367722673553905,0.2888436585896396,0.28531496226177055
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm2,336,-0.5622233362623019,0.32436696503363655,0.32255349401833605
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTm2,720,0.32364568992602205,0.37664657183370237,0.37786953028200376
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh1,96,-0.11367553726890911,0.3937233413566131,0.39327628242961
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh1,192,0.07117949220274422,0.4131072661674386,0.4134015232724623
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh1,336,0.17561660883292918,0.42917368995229843,0.4299287161840598
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh1,720,-0.6325908980641115,0.4754622600116405,0.47247343605935826
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh2,96,-0.03020021433532971,0.3201269718656769,0.32003032202248805
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh2,192,-0.05334776597394342,0.35258265549862433,0.3523946608196656
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh2,336,0.4141834341469641,0.3807023937083276,0.38228575798902126
pcsd_architecture_under_measure,diagnostic_decomposition,mae,pcsd_measure,a6_measure,ETTh2,720,-0.4086862026833282,0.43949567670448286,0.43770682928499244
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,Weather,96,0.9414369900828334,0.1427852467837709,0.14414225529344302
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,Weather,192,0.878299357110679,0.18629722899550005,0.1879479748503129
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,Weather,336,0.8482594293880541,0.23876912313805004,0.24081183221186936
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,Weather,720,1.018773750274693,0.31174707903519805,0.3149557657011379
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm1,96,-1.3589605611571187,0.2905387821093465,0.2866434111999833
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm1,192,-0.9038952002890399,0.3311820451450313,0.32821532259745967
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm1,336,-0.41234754704573273,0.3696782762352282,0.3681601767770886
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm1,720,-0.034310372587875726,0.4264990413169551,0.4263527580971133
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm2,96,1.559058640430444,0.1636897305843601,0.16628216707767965
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm2,192,1.8732806939492308,0.22035464422684095,0.22456130785292977
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm2,336,1.6135865124005555,0.2729155766117461,0.2773915289087595
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTm2,720,1.2750553622737915,0.34805125355990985,0.3525464155357019
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh1,96,-3.0106411715908,0.367688689431148,0.35694243356729294
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh1,192,-0.8024210097494544,0.3911485682195407,0.3880348946993142
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh1,336,-0.9159363076818083,0.4117050807844591,0.4079683505380307
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh1,720,0.450759396536371,0.46274196232429077,0.46483725995212716
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh2,96,-0.5334428442677508,0.24747194576347958,0.2461588291040905
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh2,192,-0.6454052847651326,0.29249609164688,0.2906204121482689
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh2,336,-1.255759263557854,0.3272571741035135,0.3231985780203359
equal_skill_effect_on_pcsd,diagnostic_decomposition,mse,pcsd_equal,pcsd_measure,ETTh2,720,-0.2308989616724766,0.40824794495783556,0.40730747622441904
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,Weather,96,0.1947861070218715,0.18525340144785127,0.1856149535899997
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,Weather,192,0.379791934356144,0.22918595925071558,0.2300597074638667
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,Weather,336,0.4824368076518315,0.271192676579675,0.27250735235097356
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,Weather,720,0.4362333054917844,0.3216084402450715,0.32301755038242336
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm1,96,-1.0419680090351102,0.3401088831850293,0.3366016021724923
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm1,192,-0.5534780845246834,0.36247815197932653,0.36048295780940515
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm1,336,-0.2751974308050853,0.3825086238544527,0.3814588588752496
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm1,720,-0.11547996770178148,0.4117461201120999,0.41127118428132503
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm2,96,0.8414462760059971,0.2481555644735219,0.2502613795318741
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm2,192,0.8209381106910385,0.286472430915963,0.2888436585896396
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm2,336,0.749263464833716,0.32193660187264955,0.32436696503363655
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTm2,720,0.7202482889914874,0.37393378134452504,0.37664657183370237
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh1,96,-2.3492037815248334,0.4029727049805086,0.3937233413566131
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh1,192,-1.0227728479743625,0.41733241511880836,0.4131072661674386
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh1,336,-1.2472037106547873,0.43452636013853757,0.42917368995229843
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh1,720,-0.10237969004611713,0.4759490367997267,0.4754622600116405
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh2,96,-0.7578918798767376,0.32255318819074213,0.3201269718656769
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh2,192,-1.0648459510260277,0.3563371176297215,0.35258265549862433
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh2,336,-1.39222820239695,0.3860026398007352,0.3807023937083276
equal_skill_effect_on_pcsd,diagnostic_decomposition,mae,pcsd_equal,pcsd_measure,ETTh2,720,-0.46334195170028014,0.4415320445505638,0.43949567670448286
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,Weather,96,0.3677453107444717,0.14267253033341074,0.14319913845008742
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,Weather,192,1.6883171912533967,0.18444717947366693,0.18761471089095935
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,Weather,336,2.0258016742192297,0.2348656476804783,0.23972193872871542
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,Weather,720,2.5782159202232924,0.3063376851641034,0.3144447497627941
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm1,96,0.6699170562593171,0.28605538192102586,0.28798464014476266
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm1,192,2.093927420050745,0.32407746636755846,0.3310085450551799
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm1,336,2.5154735187073896,0.362900134218119,0.37226434524227797
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm1,720,1.7457472134872254,0.4224307489754483,0.42993635084000636
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm2,96,2.769837860567348,0.16621140200977189,0.17094633841237133
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm2,192,2.758044258070269,0.22234104947946548,0.2286472415975837
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm2,336,1.9473183220275692,0.2758422429407593,0.2813204475596993
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTm2,720,2.046600285208089,0.34944140477868546,0.3567424977552019
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh1,96,-0.7179071363436762,0.36542348224853544,0.36281878033253306
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh1,192,0.07957462516717806,0.3937364097388288,0.39404997352823523
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh1,336,2.088128947577539,0.4088984634853711,0.4176188842989682
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh1,720,3.8470845156513334,0.46767521692084923,0.4863869333187045
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh2,96,4.458404995785415,0.24433372960914454,0.25573545176670576
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh2,192,3.694304119205427,0.2864218994986076,0.29740909598237614
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh2,336,2.3026966121794556,0.3217349311586167,0.32931812854798387
equal_skill_effect_on_siff,diagnostic_decomposition,mse,siff_equal,siff_measure,ETTh2,720,3.021852705433725,0.40740678201442215,0.42010163462593736
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,Weather,96,0.05135231207628044,0.18590363491750947,0.18599914978136442
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,Weather,192,1.1731405971087905,0.22805887191186994,0.23076608251015412
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,Weather,336,1.123833501621796,0.2694596004586866,0.2725222973355327
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,Weather,720,1.165448723202711,0.3200886524761304,0.32386311096782955
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm1,96,0.5695621890321467,0.3363959029908186,0.3383228620901354
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm1,192,1.2143359635628737,0.3584641720828189,0.3628706407749603
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm1,336,1.3084107421698632,0.37966371808464683,0.38469713674666
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm1,720,1.0304402363673248,0.41018082570662606,0.4144515007303801
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm2,96,1.0398410848431183,0.2527851395387282,0.2554413233667628
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm2,192,1.0387940745593904,0.29008876869776395,0.29313382550766687
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm2,336,0.6366027615492431,0.3255999663647621,0.327686024646875
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTm2,720,0.7485186179972958,0.37700781023385593,0.3798510661849112
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh1,96,0.5420673753315897,0.39624713140973583,0.39840676450121104
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh1,192,1.2975958803378096,0.4124822485479811,0.417904966172766
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh1,336,2.4332999681855316,0.4252612571322585,0.4358672139096532
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh1,720,3.0068243101294745,0.47371738077134873,0.48840279473478604
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh2,96,3.5807346584323385,0.3179860035208754,0.32979509063297885
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh2,192,2.9991437329212833,0.34961036893819913,0.3604198791561121
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh2,336,2.015850923593998,0.37982347847802134,0.38763767615294886
equal_skill_effect_on_siff,diagnostic_decomposition,mae,siff_equal,siff_measure,ETTh2,720,2.002049601314426,0.4401493201950042,0.44914135285926127
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,Weather,96,0.6542958839069191,0.14319913845008742,0.14414225529344302
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,Weather,192,0.17731713237079116,0.18761471089095935,0.1879479748503129
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,Weather,336,0.4525913337161236,0.23972193872871542,0.24081183221186936
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,Weather,720,0.1622500661977888,0.3144447497627941,0.3149557657011379
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm1,96,-0.46790852061260324,0.28798464014476266,0.2866434111999833
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm1,192,-0.8510335336007424,0.3310085450551799,0.32821532259745967
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm1,336,-1.1147779483152265,0.37226434524227797,0.3681601767770886
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm1,720,-0.840522941351951,0.42993635084000636,0.4263527580971133
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm2,96,-2.8049738686126258,0.17094633841237133,0.16628216707767965
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm2,192,-1.8195181457216547,0.2286472415975837,0.22456130785292977
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm2,336,-1.416380185219035,0.2813204475596993,0.2773915289087595
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTm2,720,-1.1902212119002886,0.3567424977552019,0.3525464155357019
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh1,96,-1.6463009753454383,0.36281878033253306,0.35694243356729294
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh1,192,-1.5501386372950066,0.39404997352823523,0.3880348946993142
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh1,336,-2.3655104000617433,0.4176188842989682,0.4079683505380307
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh1,720,-4.635960845478837,0.4863869333187045,0.46483725995212716
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh2,96,-3.890424201914655,0.25573545176670576,0.2461588291040905
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh2,192,-2.335928087062178,0.29740909598237614,0.2906204121482689
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh2,336,-1.893433617539908,0.32931812854798387,0.3231985780203359
siff_architecture_under_measure,claim_narrowing,mse,siff_measure,pcsd_measure,ETTh2,720,-3.141154815058922,0.42010163462593736,0.40730747622441904
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,Weather,96,-0.2069855816753785,0.18599914978136442,0.1856149535899997
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,Weather,192,-0.30703987850562164,0.23076608251015412,0.2300597074638667
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,Weather,336,-0.005484250032217197,0.2725222973355327,0.27250735235097356
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,Weather,720,-0.2617692395986193,0.32386311096782955,0.32301755038242336
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm1,96,-0.5113641487544118,0.3383228620901354,0.3366016021724923
