dataset,trial_id,profile_id,validation_mean_mse_4h,test_mean_mse_4h,test_mean_mae_4h,trainable_parameters,complete
ETTh1,ETTh1__h5d_p21_l630_do0_lr3,h5d_p21_l630_do0_lr3,1.1060240795567913,,,2138953,True
ETTh1,ETTh1__h5d_p21_l630_do0_lr4,h5d_p21_l630_do0_lr4,1.1065988502925306,,,2138953,True
ETTh1,ETTh1__h5d_p21_l630_do0_bs16_lr3,h5d_p21_l630_do0_bs16_lr3,1.1145408324503694,,,2138953,True
ETTh1,ETTh1__h5d_p20_do0_r136,h5d_p20_do0_r136,1.1069550222148083,,,2430213,True
ETTh1,ETTh1__h5d_p20_do0_r144,h5d_p20_do0_r144,1.1141342598854358,,,2544293,True
ETTh1,ETTh1__h5d_p20_do0_r152,h5d_p20_do0_r152,1.0938418797902867,,,2658373,True
ETTh1,ETTh1__h5d_p20_do0_r160,h5d_p20_do0_r160,1.1031140721909378,,,2772453,True
ETTh1,ETTh1__h5d_p20_do0_r168,h5d_p20_do0_r168,1.1201322635316053,,,2886533,True
ETTh1,ETTh1__h5d_p20_do0_r176,h5d_p20_do0_r176,1.1096650405894108,,,3000613,True
ETTh1,ETTh1__h5d_p20_do0_r184,h5d_p20_do0_r184,1.1031102146164307,,,3114693,True
ETTh1,ETTh1__h5d_p20_do0_r192,h5d_p20_do0_r192,1.1261784175198364,,,3228773,True
ETTh1,ETTh1__h5d_p19_l589_do0_r136,h5d_p19_l589_do0_r136,1.1198833530661576,,,2319077,True
ETTh1,ETTh1__h5d_p19_l589_do0_r144,h5d_p19_l589_do0_r144,1.1104899079302355,,,2428037,True
ETTh1,ETTh1__h5d_p19_l589_do0_r152,h5d_p19_l589_do0_r152,1.1201031948768696,,,2536997,True
ETTh1,ETTh1__h5d_p19_l589_do0_r160,h5d_p19_l589_do0_r160,1.114009050372988,,,2645957,True
ETTh1,ETTh1__h5d_p19_l589_do0_r168,h5d_p19_l589_do0_r168,1.1181848941537151,,,2754917,True
ETTh1,ETTh1__h5d_p19_l589_do0_r176,h5d_p19_l589_do0_r176,1.1297896317385565,,,2863877,True
ETTh1,ETTh1__h5d_p19_l589_do0_r184,h5d_p19_l589_do0_r184,1.1079063455590845,,,2972837,True
ETTh1,ETTh1__h5d_p19_l589_do0_r192,h5d_p19_l589_do0_r192,1.1186356525177077,,,3081797,True
ETTh1,ETTh1__h5d_p21_l630_do0_r144,h5d_p21_l630_do0_r144,1.0963869600118847,,,2660453,True
ETTh1,ETTh1__h5d_p21_l630_do0_r160,h5d_p21_l630_do0_r160,1.1055339470417016,,,2898853,True
ETTh1,ETTh1__h5d_p21_l630_do0_r176,h5d_p21_l630_do0_r176,1.1172590926540868,,,3137253,True
ETTh1,ETTh1__h5d_p21_l630_do0_r192,h5d_p21_l630_do0_r192,1.104094631016432,,,3375653,True
