comparison,candidate_arm,baseline_arm,dataset,target_horizon,status,candidate_mse,baseline_mse,relative_mse_pct,candidate_mae,baseline_mae,relative_mae_pct,candidate_wins_mse
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,Weather,336,ok,0.23171430826187134,0.23169700801372528,0.007466755092933042,0.26346635818481445,0.26344355940818787,0.008654140825381518,False
b11_bcf_vs_b11_no_basis,b11_bcf,b11_no_basis,Weather,720,ok,0.30306243896484375,0.30304616689682007,0.005369501350349637,0.314296156167984,0.3142857551574707,0.0033094120056809118,False
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTh2,96,ok,0.243585467338562,0.2434253692626953,0.06576885406464061,0.3144955337047577,0.314330130815506,0.052620755389432006,False
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTh2,192,ok,0.28528913855552673,0.2850644588470459,0.0788171592451592,0.34669971466064453,0.34654685854911804,0.044108352955918306,False
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTh2,336,ok,0.3132103979587555,0.31291380524635315,0.09478415698815912,0.3711276650428772,0.37095507979393005,0.04652456816145456,False
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTh2,720,ok,0.39313948154449463,0.39276301860809326,0.09584989384578968,0.4291914105415344,0.4290033280849457,0.04384172435871747,False
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTm1,96,ok,0.2726609408855438,0.27267536520957947,-0.005289925631735137,0.3305974304676056,0.3306039571762085,-0.0019741773990444855,True
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTm1,192,ok,0.3092365264892578,0.3092517554759979,-0.0049244625035860246,0.35270270705223083,0.352709025144577,-0.0017913044168871295,True
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTm1,336,ok,0.3470359146595001,0.3470470905303955,-0.0032202750578580464,0.37358981370925903,0.37359967827796936,-0.0026404114574662962,True
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,ETTm1,720,ok,0.4084109663963318,0.40841418504714966,-0.0007880849724917205,0.40525439381599426,0.40526577830314636,-0.002809141003656812,True
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,Weather,96,ok,0.14144593477249146,0.14144590497016907,2.1069766842352067e-05,0.18139678239822388,0.18139830231666565,-0.0008378901138361705,False
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,Weather,192,ok,0.18250125646591187,0.18250346183776855,-0.0012084000130641037,0.22302822768688202,0.22303055226802826,-0.001042270273110546,True
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,Weather,336,ok,0.23171430826187134,0.23171918094158173,-0.0021028383108356863,0.26346635818481445,0.26347097754478455,-0.0017532708965317667,True
b11_bcf_vs_b11_constant_slot,b11_bcf,b11_constant_slot,Weather,720,ok,0.30306243896484375,0.30306756496429443,-0.001691371840228939,0.314296156167984,0.3142986595630646,-0.0007965019908295901,True
