effect,candidate,reference,dataset,horizon,mse_gain_percent,mae_gain_percent,factor_count
architecture_pcc,siff_pcc,pcc_transport_full,ETTh2,720,3.258698606285515,1.9856422710506805,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm1,96,-1.0444580930816016,-0.4243225387760896,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm1,192,-0.811640243448486,-0.45738803325301447,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm1,336,-1.1766915326145932,-0.7537124226088432,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm1,720,-0.2044636072957351,-0.5311708482727884,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm2,96,-33.74640462224694,-19.50448164171783,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm2,192,-14.325244173296724,-9.81374288602388,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm2,336,-5.998516657154762,-5.383617671454899,1
architecture_pcc,siff_pcc,pcc_transport_full,ETTm2,720,0.44317948169200205,-1.85432758891253,1
architecture_pcc,siff_pcc,pcc_transport_full,Weather,96,-0.1722254233040399,-0.24891683483909688,1
architecture_pcc,siff_pcc,pcc_transport_full,Weather,192,-0.5445174483848181,-1.1102265198771777,1
architecture_pcc,siff_pcc,pcc_transport_full,Weather,336,-0.7096633488616888,-1.1112902963713145,1
architecture_pcc,siff_pcc,pcc_transport_full,Weather,720,-0.24248777025874801,-0.4440921579805135,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh1,96,2.612387241564984,1.7180268710456414,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh1,192,2.01853979217147,1.4220298850386892,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh1,336,1.0553313348927174,0.8513088235907906,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh1,720,-0.22057277831237787,0.16517977985895937,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh2,96,0.2435572617783599,0.9166815975714893,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh2,192,1.1231750865434487,1.1357729601480626,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh2,336,2.2220591528367972,1.3936293099758301,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTh2,720,3.218483786529569,1.993950526212751,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm1,96,-0.4794050949006978,-0.0037799057143406145,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm1,192,-0.1625395051968459,0.011109059983793745,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm1,336,-0.6888974608965981,-0.39919092043232407,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm1,720,-0.17429598577312078,-0.3628368492321732,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm2,96,-36.176698223148776,-21.240047977847354,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm2,192,-15.13626581076306,-10.660763722546008,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm2,336,-6.127970051437148,-5.686307244636857,1
architecture_mcca,siff_mcca,pcsd_mcca,ETTm2,720,0.6012501311016272,-1.9507090206773992,1
architecture_mcca,siff_mcca,pcsd_mcca,Weather,96,-0.016928108589420177,-0.28971649247055975,1
architecture_mcca,siff_mcca,pcsd_mcca,Weather,192,-0.3529490525437273,-0.9480931367521706,1
architecture_mcca,siff_mcca,pcsd_mcca,Weather,336,-0.5743735681297713,-1.037951829487338,1
architecture_mcca,siff_mcca,pcsd_mcca,Weather,720,-0.26239761091737535,-0.5227196407373791,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh1,96,-0.32354194705941364,-0.2431152876267717,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh1,192,-0.24579180886279417,-0.1539596918758379,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh1,336,-0.22290341029380656,-0.14901749826001787,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh1,720,-0.14736892071711694,-0.10514006528796749,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh2,96,0.011424957513683776,-0.10610157694983524,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh2,192,0.08776889460734294,-0.056249638235805755,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh2,336,0.1647783508731182,-0.023920805229771247,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTh2,720,-0.22132962593290895,-0.18463893821134558,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm1,96,-0.09814487022485885,-0.0892933069437607,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm1,192,-0.1798389220895702,-0.1384796777378794,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm1,336,-0.12492518941942254,-0.09975818250498314,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm1,720,-0.08274239512062742,-0.08000147121922652,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm2,96,-0.11645777279543079,-0.05967243909259512,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm2,192,-0.13265844225960333,-0.07663399665818194,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm2,336,-0.208641934760867,-0.10608092872324004,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,ETTm2,720,-0.24252327782361416,-0.1278894580306833,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,Weather,96,-0.10756855608795579,-0.07061838884687699,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,Weather,192,-0.03589650177779902,-0.0775462551508399,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,Weather,336,-0.06399175495694909,-0.07473199915357664,1
mcca_pcsd,pcsd_mcca,pcc_transport_full,Weather,720,-0.03600822378442281,-0.01732235217486444,1
mcca_siff,siff_mcca,siff_pcc,ETTh1,96,-3.1338492318066846,-2.8968201213925404,1
mcca_siff,siff_mcca,siff_pcc,ETTh1,192,0.4056056101184313,-0.707803755515779,1
mcca_siff,siff_mcca,siff_pcc,ETTh1,336,2.0501081262405574,0.5957859178927882,1
mcca_siff,siff_mcca,siff_pcc,ETTh1,720,0.056957750742769875,-0.5094431250619813,1
mcca_siff,siff_mcca,siff_pcc,ETTh2,96,-0.01557310643858223,-0.052285780289662576,1
mcca_siff,siff_mcca,siff_pcc,ETTh2,192,-0.12488035726194724,-0.14000120787625026,1
mcca_siff,siff_mcca,siff_pcc,ETTh2,336,-0.33482902841162065,-0.2667150280907693,1
mcca_siff,siff_mcca,siff_pcc,ETTh2,720,-0.26299107402740773,-0.17614671765404655,1
mcca_siff,siff_mcca,siff_pcc,ETTm1,96,0.4616162283913927,0.329846338557338,1
mcca_siff,siff_mcca,siff_pcc,ETTm1,192,0.4651938067225747,0.32853014173545025,1
mcca_siff,siff_mcca,siff_pcc,ETTm1,336,0.3577980959418414,0.2524622546885902,1
mcca_siff,siff_mcca,siff_pcc,ETTm1,720,-0.05261141906596212,0.08757706914283014,1
mcca_siff,siff_mcca,siff_pcc,ETTm2,96,-1.935664706674456,-1.5128413638370253,1
mcca_siff,siff_mcca,siff_pcc,ETTm2,192,-0.8429980807264981,-0.8485500794398027,1
mcca_siff,siff_mcca,siff_pcc,ETTm2,336,-0.3310242967409005,-0.39361202301249065,1
mcca_siff,siff_mcca,siff_pcc,ETTm2,720,-0.08336390862628829,-0.22263721763997601,1
mcca_siff,siff_mcca,siff_pcc,Weather,96,0.04762852088296965,-0.11134548194813298,1
mcca_siff,siff_mcca,siff_pcc,Weather,192,0.15470281388564322,0.08293119315164743,1
mcca_siff,siff_mcca,siff_pcc,Weather,336,0.07043065351436395,-0.002145373098971781,1
mcca_siff,siff_mcca,siff_pcc,Weather,720,-0.05587705413934163,-0.09561576017604878,1
joint_over_a6,siff_mcca,a6,ETTh1,96,1.082630852786426,-0.5020367316217023,1
joint_over_a6,siff_mcca,a6,ETTh1,192,0.40718634178175117,-0.5122139111952695,1
joint_over_a6,siff_mcca,a6,ETTh1,336,-0.07927600428521142,-0.5911302760562398,1
joint_over_a6,siff_mcca,a6,ETTh1,720,-0.8994635253712469,-0.9634848069864921,1
joint_over_a6,siff_mcca,a6,ETTh2,96,8.864942165281375,4.477990278340094,1
joint_over_a6,siff_mcca,a6,ETTh2,192,4.4457287290111775,1.9241829588526271,1
joint_over_a6,siff_mcca,a6,ETTh2,336,2.7105526051519724,0.9416643093013932,1
joint_over_a6,siff_mcca,a6,ETTh2,720,3.4445144778414316,1.7366273534042187,1
joint_over_a6,siff_mcca,a6,ETTm1,96,5.763707319724432,3.498569659119899,1
joint_over_a6,siff_mcca,a6,ETTm1,192,4.153879420758033,2.6415403659533987,1
joint_over_a6,siff_mcca,a6,ETTm1,336,2.4101633673455747,1.547546818192258,1
joint_over_a6,siff_mcca,a6,ETTm1,720,0.6976014294720834,0.7131820765825858,1
joint_over_a6,siff_mcca,a6,ETTm2,96,-40.38070558309872,-22.8223849465782,1
joint_over_a6,siff_mcca,a6,ETTm2,192,-17.541005155647138,-10.973200571903853,1
joint_over_a6,siff_mcca,a6,ETTm2,336,-6.801176230468697,-4.96345560644722,1
joint_over_a6,siff_mcca,a6,ETTm2,720,1.2856228836112593,-0.7557108290700665,1
joint_over_a6,siff_mcca,a6,Weather,96,1.6467384492801274,3.2667303057180797,1
joint_over_a6,siff_mcca,a6,Weather,192,1.4437113869854912,1.6748243404622332,1
joint_over_a6,siff_mcca,a6,Weather,336,0.7855191525094063,0.5567601124071508,1
joint_over_a6,siff_mcca,a6,Weather,720,-0.09090378677887312,-0.6433015608292125,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh1,96,1.0759778574602419,-0.018250639484640452,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh1,192,2.623452615397104,0.9096567751560647,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh1,336,2.620616457460523,1.2154468379618866,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh1,720,0.566959944648382,0.0976607489398984,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh2,96,1.8624854321226514,1.202314431624807,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh2,192,1.2923282343113796,0.8342111919555695,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh2,336,0.7906753206075146,0.5217870690190307,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTh2,720,0.09813503561517667,0.16063118724697345,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm1,96,1.157367636011375,1.035580245846579,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm1,192,0.8632465142222379,0.7101801193550417,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm1,336,0.5393806893353892,0.47280450225130055,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm1,720,0.19388760802203642,0.2272502889150596,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm2,96,-33.350875867467764,-19.27230907187112,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm2,192,-13.880789938357907,-9.663562150034387,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm2,336,-4.889996594472978,-4.892424506190518,1
ordered_over_constant,siff_mcca,siff_const_mcca,ETTm2,720,1.6238222889972453,-1.3786304845343489,1
ordered_over_constant,siff_mcca,siff_const_mcca,Weather,96,0.3004779716789252,0.2800137698718119,1
ordered_over_constant,siff_mcca,siff_const_mcca,Weather,192,0.49200960993895926,0.684987796238834,1
ordered_over_constant,siff_mcca,siff_const_mcca,Weather,336,0.25956222299812204,0.3464899443544667,1
ordered_over_constant,siff_mcca,siff_const_mcca,Weather,720,-0.10700310347320219,0.040386941019510125,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh1,96,-0.9200133202344363,-1.81459885336257,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh1,192,1.1177253197941717,-0.4097072787343281,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh1,336,1.6146610439113807,0.3982090523423354,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh1,720,-0.41374187270188933,-0.5766031230681534,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh2,96,0.9183549550705772,0.2969391016116485,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh2,192,1.2078742298942902,0.42667734046103467,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh2,336,1.4403623182541736,0.6260564682536551,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTh2,720,0.5306140383308344,0.3339546980243191,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm1,96,0.5023606978629358,0.3770464231454551,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm1,192,0.5645698822023038,0.3104262539864955,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm1,336,0.6216551659904868,0.30944669160132277,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm1,720,0.40904022101804216,0.16045927432851714,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm2,96,7.358419300056751,4.34137970117503,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm2,192,3.72258680804316,2.3004007136337767,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm2,336,2.401903912525294,1.3735932433468379,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,ETTm2,720,1.1333269247509103,0.7234239656848551,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,Weather,96,0.23821738839840956,0.17046634234266778,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,Weather,192,0.38354090030853216,0.36762465943819267,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,Weather,336,0.33301694572928087,0.43153026441675735,1
ordered_over_permuted,siff_mcca,siff_permuted_mcca,Weather,720,0.18525524520460745,0.3052687277595556,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh1,96,-0.713550364658766,-1.571994361670681,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh1,192,0.8298808605680441,-0.08269210428204499,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh1,336,1.3945663023716803,0.5960097406478404,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh1,720,-0.2808804361312589,-0.31135864427205284,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh2,96,1.5788974601006367,2.08225789656441,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh2,192,0.8110778283030085,1.9575751007748887,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh2,336,0.44406305754296493,1.2731082137788174,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTh2,720,1.8081861628898799,1.457385484474838,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm1,96,3.209838782251939,2.6475851577775433,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm1,192,2.289535037500967,1.6694946205416672,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm1,336,1.6571648260321425,1.1433918393994547,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm1,720,0.5984966923233359,0.5101529035402619,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm2,96,-33.65955861059269,-19.384699644665872,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm2,192,-14.69901636816866,-10.116431471231646,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm2,336,-6.8824737659263,-5.528623409330713,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,ETTm2,720,0.4891171129176919,-1.7285950320292454,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,Weather,96,-0.33442698663712633,-0.05092661973069568,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,Weather,192,-0.3288923178797809,-0.527972937646326,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,Weather,336,-0.23969371152092744,-0.39922052354743887,1
ordered_over_q1_width,siff_mcca,pcsd_q1_wide_mcca,Weather,720,-0.13704247942545322,-0.05250977801538603,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh1,96,-3.4355659980014552,-2.10757327352058,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh1,192,-1.5786600553775454,-1.16173284239669,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh1,336,-0.6530654653915668,-0.5247858013180728,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh1,720,-0.9594963449156113,-0.6039335889382658,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh2,96,-0.255934870643304,-0.47905411769482154,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh2,192,0.676430250725546,-0.06769848178578286,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh2,336,1.5361884227732436,0.4064985823606815,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTh2,720,2.491514705304565,1.3018299539549139,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm1,96,1.6091104132560763,1.574351941782759,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm1,192,1.6792483760023735,1.2459956725437094,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm1,336,1.0955255150215115,0.6977371722442394,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm1,720,0.5760500832166948,0.3495512040448845,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm2,96,-36.931098037926866,-21.885628254462254,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm2,192,-17.939766026093153,-11.936460185218678,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm2,336,-9.361765448145887,-6.630802070314323,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,ETTm2,720,-1.254922681945403,-1.811936525464719,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,Weather,96,0.029260997867297522,-0.46060382678980716,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,Weather,192,-0.0780480918753268,-1.0925694823603171,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,Weather,336,-0.5240508930320464,-1.388138322081689,1
ordered_over_independent,siff_mcca,independent_scope_matched_mcca,Weather,720,-0.23358700192510629,-0.7971146481767777,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh1,96,7.634529864537853,2.4912747164867355,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh1,192,8.16991235391299,3.8863043850731582,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh1,336,7.655836607868583,4.037462774800382,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh1,720,2.6965751357850065,1.1339945273006968,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh2,96,14.283623769096065,6.442878794452378,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh2,192,12.753155388698401,5.296296530594125,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh2,336,11.299591209135219,4.715719641704952,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTh2,720,10.690688865788832,5.103062724057439,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm1,96,5.439442588942889,2.2373706205683352,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm1,192,4.513923001936282,1.8200054173700964,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm1,336,2.807706553976186,1.0621438147280338,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm1,720,2.546941134531311,0.6211697415850148,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm2,96,-37.38736861514782,-21.6137770635211,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm2,192,-16.579002132152976,-11.172973108555562,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm2,336,-7.89204502045886,-5.939178323032723,1
ordered_over_dense,siff_mcca,dense_siff_matched,ETTm2,720,2.2246301719907713,-1.2288996091377458,1
ordered_over_dense,siff_mcca,dense_siff_matched,Weather,96,2.3445537907344827,1.3816348116822086,1
ordered_over_dense,siff_mcca,dense_siff_matched,Weather,192,1.540049318187564,0.9759485084465891,1
ordered_over_dense,siff_mcca,dense_siff_matched,Weather,336,0.6214759046528129,0.2613180562808126,1
ordered_over_dense,siff_mcca,dense_siff_matched,Weather,720,-0.20367382060195727,-0.8470611838252484,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh1,96,1.1358758960901993,0.5846761275693835,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh1,192,0.6732772165280343,0.435963961112551,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh1,336,0.6502884676859444,0.47910083231290646,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh1,720,0.47423360340965726,0.38455534893839793,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh2,96,0.8437061147801628,0.44374597731781096,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh2,192,1.701286641330757,0.6965614151127064,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh2,336,2.2028455358358623,1.0131464692937575,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTh2,720,0.3479147699680607,0.12422055606611249,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm1,96,0.6162766850891677,0.6106519517850684,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm1,192,0.47957285954413065,0.4637382146993274,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm1,336,0.555565027729199,0.49880783042307586,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm1,720,0.485680713409109,0.44951977949867494,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm2,96,0.17711246291755023,0.1195198218389093,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm2,192,0.26646207263796295,0.11214276764336395,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm2,336,0.32404618029312493,0.12320330664140622,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,ETTm2,720,0.3807814589975034,0.13790790833568822,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,Weather,96,-0.11758955875260657,0.14292197244110127,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,Weather,192,-0.1581067851684992,0.11528901092356936,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,Weather,336,-0.27268896392920183,0.12264279824047986,1
transport_over_pointwise,pcsd_mcca,pcsd_pointwise_mcca,Weather,720,-0.28148369234861637,0.18737597997572353,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh1,96,0.6519553757501129,0.4723472793143557,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh1,192,0.38603024290938537,0.2966983889690744,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh1,336,0.30944242743559114,0.2463940754369065,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh1,720,0.16753268647448083,0.13480476410329123,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh2,96,0.03479088138939046,0.12283973187734443,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh2,192,0.08634349732554725,0.058908049447992106,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh2,336,0.20502376198422434,0.07668611649600532,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTh2,720,0.13241500493939018,0.07264316796480319,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm1,96,0.1368412465017066,0.11638303058577604,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm1,192,0.07117580387933087,0.07151225089838675,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm1,336,0.04218801973768782,0.04443528982346345,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm1,720,0.01689359869261331,0.028846518653602438,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm2,96,0.16919016191891956,0.14325164581303618,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm2,192,0.12105574010765618,0.08851293561867868,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm2,336,0.05112463747213303,0.045105324304473005,1
capability_over_uniform_ot,pcsd_mcca,pcsd_uniform_balanced_ot,ETTm2,720,0.0491498484070263,0.03300597525085491,1
