dataset,checkpoint_seed,selected_family,control_family,horizon,mse_log_effect,mse_reduction,mae_log_effect,mae_reduction
ETTh1,2023,block_pca_fit_b96,balanced_interval,288,0.006913448084631653,0.006889605179624891,-0.0006498169153632344,-0.0006500280921146739
ETTh1,2023,block_pca_fit_b96,balanced_interval,336,0.004361618747958576,0.004352120702875495,-0.0016642567151719002,-0.0016656423589611613
ETTh1,2023,block_pca_fit_b96,balanced_interval,512,-0.0022627136638084635,-0.0022652755322645213,-0.005604070404791619,-0.005619802581688704
ETTh1,2023,block_pca_fit_b96,balanced_interval,720,-0.008991822706147078,-0.009032370585930316,-0.009308620633363853,-0.00935208058848569
ETTh1,2023,block_pca_fit_b96,dct2,48,0.00930007906566851,0.009256967082153844,0.003746455421350111,0.0037394462131987716
ETTh1,2023,block_pca_fit_b96,dct2,96,0.00550859159986937,0.005493447130155871,0.002635091843164868,0.0026316230361977944
ETTh1,2023,block_pca_fit_b96,dct2,144,0.00439181350713603,0.004382183596943201,-0.0009609127436469863,-0.0009613745682099939
ETTh1,2023,block_pca_fit_b96,dct2,192,0.006140586430701797,0.006121771560988698,-0.0006285203270222367,-0.0006287178873110033
ETTh1,2023,block_pca_fit_b96,dct2,288,0.00015271817707440794,0.0001527065162472141,-0.0047101669490508405,-0.0047212772222930965
ETTh1,2023,block_pca_fit_b96,dct2,336,-0.0023612446370845524,-0.0023640345706756882,-0.005818215522788458,-0.005835174212541094
ETTh1,2023,block_pca_fit_b96,dct2,512,-0.006376825860302491,-0.006397201101091543,-0.007788193636783274,-0.007818600503775919
ETTh1,2023,block_pca_fit_b96,dct2,720,-0.011718793648669415,-0.011787727722518682,-0.010040773669638398,-0.01009135137561068
ETTh1,2023,block_pca_fit_b96,pca_fit,48,0.016822409827090597,0.01668170320389828,0.0029796348460086938,0.0029752001397961303
ETTh1,2023,block_pca_fit_b96,pca_fit,96,0.0061747236065640854,0.006155699177758822,0.0009719159022211829,0.0009714437449388491
ETTh1,2023,block_pca_fit_b96,pca_fit,144,1.7525992500865994e-05,1.7525838921561565e-05,-0.004936310923808223,-0.004948514578658525
ETTh1,2023,block_pca_fit_b96,pca_fit,192,-0.005707125072384731,-0.005723441736326329,-0.008329903884579076,-0.008364694066473222
ETTh1,2023,block_pca_fit_b96,pca_fit,288,-0.017141384567852146,-0.01728914114372171,-0.01544598086872641,-0.015565886589594902
ETTh1,2023,block_pca_fit_b96,pca_fit,336,-0.021963100069332053,-0.022206064441603113,-0.017643349076006256,-0.0177999123708954
ETTh1,2023,block_pca_fit_b96,pca_fit,512,-0.024643877782586962,-0.0249500480392304,-0.01828396874179164,-0.01845214390446248
ETTh1,2023,block_pca_fit_b96,pca_fit,720,-0.02444454231826513,-0.024745759507148968,-0.016715116012242206,-0.01685559518095925
ETTh2,2021,block_pca_fit_b96,balanced_interval,48,-0.003245707033208204,-0.003250980043619789,0.00575346115303695,0.005736941691960373
ETTh2,2021,block_pca_fit_b96,balanced_interval,96,0.023193289105084943,0.022926392163226117,0.007643094219767537,0.007613960047467727
ETTh2,2021,block_pca_fit_b96,balanced_interval,144,0.00669114550858549,0.006668809639758688,0.0012661219609334275,0.0012653207666956101
ETTh2,2021,block_pca_fit_b96,balanced_interval,192,-0.012195012255096584,-0.012269674611144366,-0.006132657176794552,-0.006151500418839495
ETTh2,2021,block_pca_fit_b96,balanced_interval,288,-0.018436282419151136,-0.018607279910083152,-0.006156674097962088,-0.00617566537029024
ETTh2,2021,block_pca_fit_b96,balanced_interval,336,-0.019606816934346186,-0.019800292983919388,-0.005082243494841434,-0.005095180000517674
ETTh2,2021,block_pca_fit_b96,balanced_interval,512,-0.023897135326170063,-0.024184960020058988,-0.006808824367468978,-0.006832057111394674
ETTh2,2021,block_pca_fit_b96,balanced_interval,720,-0.022365111561210915,-0.022617085638663603,-0.010795496800707259,-0.010853978432926903
ETTh2,2021,block_pca_fit_b96,dct2,48,-0.06943300445963979,-0.07190024626294678,-0.018646657183477817,-0.018821591718643393
ETTh2,2021,block_pca_fit_b96,dct2,96,-0.01742416262121129,-0.01757684886355504,-0.00864428210618328,-0.008681751801134396
ETTh2,2021,block_pca_fit_b96,dct2,144,-0.01383632866874549,-0.01393249367594307,-0.008764350618021293,-0.008802869989086082
ETTh2,2021,block_pca_fit_b96,dct2,192,-0.01592215386777042,-0.016049586796888837,-0.00961963439578636,-0.009666051798831399
ETTh2,2021,block_pca_fit_b96,dct2,288,-0.014214154995458354,-0.014315656445496039,-0.005960225789714955,-0.005978023276891786
ETTh2,2021,block_pca_fit_b96,dct2,336,-0.015171972494937475,-0.015287651153695458,-0.005017530040109882,-0.005030138923624916
ETTh2,2021,block_pca_fit_b96,dct2,512,-0.022983673158747667,-0.023249832973250673,-0.008552162290278482,-0.008588836503587771
ETTh2,2021,block_pca_fit_b96,dct2,720,-0.02341842823681381,-0.023694792751518978,-0.012651724739010675,-0.0127320963974904
ETTh2,2021,block_pca_fit_b96,pca_fit,48,-0.0690963962047839,-0.07153949651075098,-0.024713311315042435,-0.025021216412363323
ETTh2,2021,block_pca_fit_b96,pca_fit,96,-0.03548697048455126,-0.03612414784452267,-0.017430826734911843,-0.017583630133970463
ETTh2,2021,block_pca_fit_b96,pca_fit,144,-0.045585279148317545,-0.046640257397939644,-0.021361625328771654,-0.02159141817982424
ETTh2,2021,block_pca_fit_b96,pca_fit,192,-0.04557998189961507,-0.04663471309887912,-0.021801254675192,-0.0220406384852867
ETTh2,2021,block_pca_fit_b96,pca_fit,288,-0.02597168762339453,-0.026311890733332177,-0.014578667564409916,-0.014685454645106066
ETTh2,2021,block_pca_fit_b96,pca_fit,336,-0.022816399215852674,-0.023078684253882153,-0.011817505556049511,-0.01188760814859835
ETTh2,2021,block_pca_fit_b96,pca_fit,512,-0.02172233067110609,-0.02195997812882,-0.010398114868089852,-0.01045236312800113
ETTh2,2021,block_pca_fit_b96,pca_fit,720,-0.01711620148214822,-0.017263522986668,-0.011004354594265742,-0.01106512521352987
ETTh2,2022,block_pca_fit_b96,balanced_interval,48,-0.012902450722320706,-0.012986046482801328,-0.0021630868148502674,-0.002165427974874401
ETTh2,2022,block_pca_fit_b96,balanced_interval,96,0.008833575212172304,0.008794673817062226,-0.001455937000293842,-0.00145699739112648
ETTh2,2022,block_pca_fit_b96,balanced_interval,144,0.00406567908904882,0.004057425405219917,-0.004029496102084873,-0.00403762543687658
ETTh2,2022,block_pca_fit_b96,balanced_interval,192,-0.009510476446291962,-0.00955584473804083,-0.007856157589045986,-0.007887098166689643
ETTh2,2022,block_pca_fit_b96,balanced_interval,288,-0.011220700632915338,-0.01128388881165221,-0.0018344460276763753,-0.0018361296531399507
ETTh2,2022,block_pca_fit_b96,balanced_interval,336,-0.01353462073725787,-0.013626628343926361,-0.0003194934662325008,-0.00031954450970594905
ETTh2,2022,block_pca_fit_b96,balanced_interval,512,-0.01730973239879056,-0.017460413980371126,-0.001999280637094976,-0.002001280531189087
ETTh2,2022,block_pca_fit_b96,balanced_interval,720,-0.01780186438096727,-0.0179612620222509,-0.007900444272973645,-0.00793173513244505
ETTh2,2022,block_pca_fit_b96,dct2,48,-0.07423718380993653,-0.07706223692781577,-0.02727702375504375,-0.02765244747487494
ETTh2,2022,block_pca_fit_b96,dct2,96,-0.021322933459015796,-0.02155189166241067,-0.015347102220789418,-0.015465473772261706
ETTh2,2022,block_pca_fit_b96,dct2,144,-0.013728415748306456,-0.013823083162932459,-0.01366315229272306,-0.013756919724225991
ETTh2,2022,block_pca_fit_b96,dct2,192,-0.013978091026274373,-0.014076241325383654,-0.011709315936732986,-0.011778138335337252
ETTh2,2022,block_pca_fit_b96,dct2,288,-0.015197355125426202,-0.015313422152051004,-0.005933996807124166,-0.005951637842865676
ETTh2,2022,block_pca_fit_b96,dct2,336,-0.017416264899681403,-0.0175688123567026,-0.004718171996873005,-0.004729320096356959
ETTh2,2022,block_pca_fit_b96,dct2,512,-0.019445235373755004,-0.019635525373150164,-0.004935937277834429,-0.004948139083762237
ETTh2,2022,block_pca_fit_b96,dct2,720,-0.020304067161738458,-0.020511596919695396,-0.010780017235624249,-0.010838330974086485
ETTh2,2022,block_pca_fit_b96,pca_fit,48,-0.06853817960204238,-0.07094151229119317,-0.02717477799735723,-0.027547379743201095
ETTh2,2022,block_pca_fit_b96,pca_fit,96,-0.05221377476152109,-0.05360095173267854,-0.027110021690772274,-0.0274808417244492
ETTh2,2022,block_pca_fit_b96,pca_fit,144,-0.05725464890565081,-0.05892543026682384,-0.02931797025767614,-0.02975197292424081
ETTh2,2022,block_pca_fit_b96,pca_fit,192,-0.052359408741259515,-0.05375440300592427,-0.026265223703631643,-0.02661319452244193
ETTh2,2022,block_pca_fit_b96,pca_fit,288,-0.031785098298546595,-0.03229563937698443,-0.016065618639097605,-0.0161953645752535
ETTh2,2022,block_pca_fit_b96,pca_fit,336,-0.028881831194004507,-0.029302955787030127,-0.013129392081103098,-0.013215961000187404
ETTh2,2022,block_pca_fit_b96,pca_fit,512,-0.024440091862908606,-0.02474119893204274,-0.009926675354145865,-0.009976108228574532
ETTh2,2022,block_pca_fit_b96,pca_fit,720,-0.01930692874540785,-0.01949451277320624,-0.010785638029196064,-0.010844012703647321
ETTh2,2023,block_pca_fit_b96,balanced_interval,48,-0.007665516076534509,-0.00769497136010866,-0.0006499355512614848,-0.0006501468051365311
ETTh2,2023,block_pca_fit_b96,balanced_interval,96,0.020393324350636788,0.020186786889508035,0.004910008686074291,0.004897974297799035
ETTh2,2023,block_pca_fit_b96,balanced_interval,144,-0.00508507354914967,-0.005098024478487062,-0.004868730130453036,-0.004880601655592454
ETTh2,2023,block_pca_fit_b96,balanced_interval,192,-0.02891641035765433,-0.029338548837768874,-0.015343013022136405,-0.015461321340704215
ETTh2,2023,block_pca_fit_b96,balanced_interval,288,-0.03030573657325514,-0.030769629757324113,-0.012816083743620027,-0.012898561716452539
ETTh2,2023,block_pca_fit_b96,balanced_interval,336,-0.03341752527476354,-0.033982162814789385,-0.01170601390098633,-0.011774797413272697
ETTh2,2023,block_pca_fit_b96,balanced_interval,512,-0.03582085732847168,-0.03647015382636454,-0.012190126794002627,-0.012264729219112702
ETTh2,2023,block_pca_fit_b96,balanced_interval,720,-0.030706928551654394,-0.031183249229219667,-0.015071800548459654,-0.015185952907185385
ETTh2,2023,block_pca_fit_b96,dct2,48,-0.06041863031870991,-0.06228115657438349,-0.01634865269529591,-0.01648302317784922
ETTh2,2023,block_pca_fit_b96,dct2,96,-0.019624720190432567,-0.019818550893159204,-0.011742009909776285,-0.011811217923266337
ETTh2,2023,block_pca_fit_b96,dct2,144,-0.026963967245865465,-0.027330784538984965,-0.016256464813003045,-0.016389320079767344
ETTh2,2023,block_pca_fit_b96,dct2,192,-0.03578333663687112,-0.03643126547893294,-0.020763716395110855,-0.020980782114914165
ETTh2,2023,block_pca_fit_b96,dct2,288,-0.028155814159148303,-0.028555935514635422,-0.014427314152640034,-0.014531890161219696
ETTh2,2023,block_pca_fit_b96,dct2,336,-0.031786921483716486,-0.032297521444800914,-0.013856572033676432,-0.013953019289180801
ETTh2,2023,block_pca_fit_b96,dct2,512,-0.03327143716885406,-0.033831121352028815,-0.013253273135652667,-0.01334148703691107
ETTh2,2023,block_pca_fit_b96,dct2,720,-0.03295915810711748,-0.0335083279428936,-0.01721456731024274,-0.01736359187709602
ETTh2,2023,block_pca_fit_b96,pca_fit,48,-0.05965523543219926,-0.06147052602639347,-0.026600107993462394,-0.026957048725492205
ETTh2,2023,block_pca_fit_b96,pca_fit,96,-0.032472427212064274,-0.033005409912189476,-0.020744965450063765,-0.020961637939860944
ETTh2,2023,block_pca_fit_b96,pca_fit,144,-0.05231466843493481,-0.053707258765774535,-0.027358817703215733,-0.02773650666362215
ETTh2,2023,block_pca_fit_b96,pca_fit,192,-0.05523622948820646,-0.056790230206282155,-0.028574105071915438,-0.028986261110102385
ETTh2,2023,block_pca_fit_b96,pca_fit,288,-0.02974939666795118,-0.0301963309683988,-0.016781045634181042,-0.016922638295955084
ETTh2,2023,block_pca_fit_b96,pca_fit,336,-0.02842770885034124,-0.02883563243542775,-0.01444112247195445,-0.01454589923823435
ETTh2,2023,block_pca_fit_b96,pca_fit,512,-0.02615896772495695,-0.026504116527934718,-0.012841593821077435,-0.012924401166800159
ETTh2,2023,block_pca_fit_b96,pca_fit,720,-0.024695957411298066,-0.025003428447183396,-0.01535064295908163,-0.015469069276114356
ETTm1,2021,block_pca_fit_b96,balanced_interval,48,-0.005248487668677665,-0.00526228510808413,-0.00460238174141249,-0.004612988966849807
ETTm1,2021,block_pca_fit_b96,balanced_interval,96,-0.007925126721868944,-0.007956613663017809,-0.005378558473926058,-0.005393048887084584
ETTm1,2021,block_pca_fit_b96,balanced_interval,144,0.0036097706147293802,0.003603263225199882,0.0008335403417305733,0.0008331930434822832
ETTm1,2021,block_pca_fit_b96,balanced_interval,192,-0.00013677749671205434,-0.00013678685118034828,0.0013490230195828334,0.0013481134970640962
ETTm1,2021,block_pca_fit_b96,balanced_interval,288,-0.007965392642174536,-0.00799720078082844,-0.001939528736615185,-0.0019414108390758411
ETTm1,2021,block_pca_fit_b96,balanced_interval,336,-0.008680622634638223,-0.008718408495095531,-0.0025936198729613114,-0.002596986214691732
ETTm1,2021,block_pca_fit_b96,balanced_interval,512,-0.00625202257231343,-0.006271607258796497,-0.0023172688301084563,-0.002319955772579041
ETTm1,2021,block_pca_fit_b96,balanced_interval,720,-0.008011571008966902,-0.00804374952005582,-0.002631814000700452,-0.0026352802633533567
ETTm1,2021,block_pca_fit_b96,dct2,48,-0.015952264241926403,-0.016080180890705842,-0.00806025183896486,-0.008092823120918746
ETTm1,2021,block_pca_fit_b96,dct2,96,-0.02663676596863269,-0.02699469558150991,-0.015620368186864006,-0.015743003844002068
ETTm1,2021,block_pca_fit_b96,dct2,144,-0.01641562045358706,-0.01655109704660429,-0.011047835605478782,-0.011109088303349335
ETTm1,2021,block_pca_fit_b96,dct2,192,-0.020819655650008408,-0.02103789661658695,-0.012409950356515468,-0.012487273317417946
ETTm1,2021,block_pca_fit_b96,dct2,288,-0.027631181329770205,-0.028016462828927224,-0.015275559791425797,-0.015392827504009388
ETTm1,2021,block_pca_fit_b96,dct2,336,-0.02561738659470274,-0.025948331783144818,-0.01430968617226252,-0.014412559842381212
ETTm1,2021,block_pca_fit_b96,dct2,512,-0.021296415446493466,-0.02152480249573241,-0.012557191528914583,-0.012636364106462183
ETTm1,2021,block_pca_fit_b96,dct2,720,-0.015465004748221264,-0.015585206776412397,-0.00890714905783539,-0.008946935750938856
ETTm1,2021,block_pca_fit_b96,pca_fit,48,-0.01785482793259169,-0.018015178293889766,-0.012826411450444749,-0.01290902268986005
ETTm1,2021,block_pca_fit_b96,pca_fit,96,-0.02709796879942814,-0.027468457684137526,-0.020439011880770425,-0.02064931886262622
ETTm1,2021,block_pca_fit_b96,pca_fit,144,-0.021426942133965104,-0.021658147446720344,-0.01663055716785558,-0.016769614682179634
ETTm1,2021,block_pca_fit_b96,pca_fit,192,-0.024525303331077202,-0.024828522354522375,-0.01607781976611728,-0.01620776337961294
ETTm1,2021,block_pca_fit_b96,pca_fit,288,-0.029259148523182486,-0.02969140290852934,-0.0172248591385765,-0.01737406246241724
ETTm1,2021,block_pca_fit_b96,pca_fit,336,-0.025244333869344562,-0.0255656703427809,-0.015505251539913355,-0.015626081645210732
ETTm1,2021,block_pca_fit_b96,pca_fit,512,-0.014064204853609532,-0.014163571071829306,-0.010993303258590546,-0.011053951655183303
ETTm1,2021,block_pca_fit_b96,pca_fit,720,-0.013379509157502264,-0.01346941530941792,-0.008463356559226358,-0.008499272011609937
ETTm1,2022,block_pca_fit_b96,balanced_interval,48,-0.0013540630385197893,-0.0013549801957921659,-0.0007559245878637734,-0.0007562103708607104
ETTm1,2022,block_pca_fit_b96,balanced_interval,96,-0.009866051894122515,-0.00991488183824929,-0.003841309213119945,-0.003848696497274151
ETTm1,2022,block_pca_fit_b96,balanced_interval,144,0.0006144830059141788,0.0006142942498963411,0.0009290007308127785,0.0009285693432306008
ETTm1,2022,block_pca_fit_b96,balanced_interval,192,-0.001215531968159719,-0.0012162710265619658,0.002075997637775735,0.0020738442450835004
ETTm1,2022,block_pca_fit_b96,balanced_interval,288,-0.010500698149717724,-0.01055602396418287,-0.0021576333715792213,-0.0021599627374668806
ETTm1,2022,block_pca_fit_b96,balanced_interval,336,-0.011681522888825895,-0.011750018327839173,-0.0029238255035063227,-0.0029281040501856204
ETTm1,2022,block_pca_fit_b96,balanced_interval,512,-0.011015089528019393,-0.011075978988926982,-0.0033837965883322767,-0.003389528090930849
ETTm1,2022,block_pca_fit_b96,balanced_interval,720,-0.010228497769493984,-0.010280987664413432,-0.003051424355602837,-0.0030560846899154726
ETTm1,2022,block_pca_fit_b96,dct2,48,-0.020692100772508628,-0.020907666558677374,-0.0068466373655931435,-0.006870129169886274
ETTm1,2022,block_pca_fit_b96,dct2,96,-0.031255206382073845,-0.03174877916346763,-0.014167475633470391,-0.01426830994285977
ETTm1,2022,block_pca_fit_b96,dct2,144,-0.02397311262257876,-0.02426277778049779,-0.01255966436804251,-0.012638868196381825
ETTm1,2022,block_pca_fit_b96,dct2,192,-0.02557384204471017,-0.02590365829737218,-0.012858113921059284,-0.012941134917402675
ETTm1,2022,block_pca_fit_b96,dct2,288,-0.03160088573615622,-0.03210549506613347,-0.016218393680738488,-0.01635062572410395
ETTm1,2022,block_pca_fit_b96,dct2,336,-0.029389684423299485,-0.02982582337580819,-0.015074642906160523,-0.01518883843289709
ETTm1,2022,block_pca_fit_b96,dct2,512,-0.025050340445765696,-0.025366736643824606,-0.013386694939910654,-0.013476697906279478
ETTm1,2022,block_pca_fit_b96,dct2,720,-0.019998542253138313,-0.020199852832538,-0.010391972940163939,-0.010446157021473113
ETTm1,2022,block_pca_fit_b96,pca_fit,48,-0.00686536697988529,-0.006888987635653265,-0.0061660634800593086,-0.006185112782421953
ETTm1,2022,block_pca_fit_b96,pca_fit,96,-0.023696694047423042,-0.023979691649813617,-0.01645381978363741,-0.016589929359152933
ETTm1,2022,block_pca_fit_b96,pca_fit,144,-0.020761158963940762,-0.02097817103017685,-0.01540393290315708,-0.015523185007925822
ETTm1,2022,block_pca_fit_b96,pca_fit,192,-0.023471078711291164,-0.023748692186980502,-0.015265253510972004,-0.015382362634685398
ETTm1,2022,block_pca_fit_b96,pca_fit,288,-0.030726961870395742,-0.031203907458857927,-0.01794778620072164,-0.018109815620386938
ETTm1,2022,block_pca_fit_b96,pca_fit,336,-0.026757361185084403,-0.027118553697316194,-0.016269213285989792,-0.016402277574152357
ETTm1,2022,block_pca_fit_b96,pca_fit,512,-0.018891544857976953,-0.019071119120814384,-0.012444904005872505,-0.012522664061062061
ETTm1,2022,block_pca_fit_b96,pca_fit,720,-0.017884813134756372,-0.018045704142477303,-0.0097679226031334,-0.009815784469191957
ETTm1,2023,block_pca_fit_b96,balanced_interval,48,-0.003313509855965997,-0.003319005598137581,-0.005760197870206945,-0.005776819709661263
ETTm1,2023,block_pca_fit_b96,balanced_interval,96,-0.002757438623437325,-0.002761243854077833,-0.003299036706028187,-0.0033044845168173076
ETTm1,2023,block_pca_fit_b96,balanced_interval,144,0.003161654429547608,0.0031566616633681432,3.127850771230482e-05,3.127801854485579e-05
ETTm1,2023,block_pca_fit_b96,balanced_interval,192,-0.001894764268846488,-0.0018965604689431537,0.0003272506972869347,0.00032719715661810866
ETTm1,2023,block_pca_fit_b96,balanced_interval,288,-0.01064197428238233,-0.010698801496380916,-0.0026225466136397427,-0.0026259884971857606
ETTm1,2023,block_pca_fit_b96,balanced_interval,336,-0.01170911826031909,-0.011777938330682858,-0.0032015784902266007,-0.003206709016440934
ETTm1,2023,block_pca_fit_b96,balanced_interval,512,-0.011735560319043515,-0.011804692176056175,-0.003962164794777315,-0.003970024546823714
ETTm1,2023,block_pca_fit_b96,balanced_interval,720,-0.013377544859620323,-0.01346742455554728,-0.0043615057709230146,-0.0043710309802684755
ETTm1,2023,block_pca_fit_b96,dct2,48,-0.01726819284598843,-0.017418150007600053,-0.009352234637939494,-0.009396103434746284
ETTm1,2023,block_pca_fit_b96,dct2,96,-0.024453296419542137,-0.02475473027457631,-0.014371346544027797,-0.014475110826383197
ETTm1,2023,block_pca_fit_b96,dct2,144,-0.019471798850328466,-0.01966261079728171,-0.012604240747197255,-0.012684008976616257
ETTm1,2023,block_pca_fit_b96,dct2,192,-0.02310770630912264,-0.023376757744931975,-0.013156689088809575,-0.013243619141573681
ETTm1,2023,block_pca_fit_b96,dct2,288,-0.030879847026479716,-0.03136157528143202,-0.016338508051787205,-0.01647271137225137
