candidate_family,control_family,horizon,mse_reduction,mae_reduction
block_dct2_b96,pca_fit,144,-0.013685216702255198,-0.006553691225708702
block_dct2_b96,pca_fit,192,-0.015809629862962193,-0.007502831658338538
block_dct2_b96,pca_fit,288,-0.01639245234671205,-0.009449917353595794
block_dct2_b96,pca_fit,336,-0.01643980402375589,-0.009401855232104683
block_dct2_b96,pca_fit,512,-0.01539477312602111,-0.008613189096016605
block_dct2_b96,pca_fit,720,-0.016979258989835433,-0.009694449315367004
block_pca_fit_b144,balanced_interval,48,0.0017293810885832261,-0.00307923029393109
block_pca_fit_b144,balanced_interval,96,0.003421980652542178,-0.0011922148977250302
block_pca_fit_b144,balanced_interval,144,0.004322347180453212,-0.0006462151622270706
block_pca_fit_b144,balanced_interval,192,-0.002471677050775778,-0.0029817738567121665
block_pca_fit_b144,balanced_interval,288,-0.004667606653195655,-0.002771577138914516
block_pca_fit_b144,balanced_interval,336,-0.006038664149045525,-0.0028599207697865836
block_pca_fit_b144,balanced_interval,512,-0.008942452468163165,-0.004292067099029628
block_pca_fit_b144,balanced_interval,720,-0.010646149003796124,-0.00624896761289917
block_pca_fit_b144,dct2,48,-0.013009160948266096,-0.006365540060855546
block_pca_fit_b144,dct2,96,-0.009084291771942699,-0.006755354500817878
block_pca_fit_b144,dct2,144,-0.007492022971544943,-0.007542925879109763
block_pca_fit_b144,dct2,192,-0.011118529637659247,-0.00904041997641225
block_pca_fit_b144,dct2,288,-0.011551161365402685,-0.008567803108836314
block_pca_fit_b144,dct2,336,-0.012392617406899786,-0.008508368838896274
block_pca_fit_b144,dct2,512,-0.014030727538900445,-0.008788040691579457
block_pca_fit_b144,dct2,720,-0.013595618370150664,-0.008824042368362095
block_pca_fit_b144,pca_fit,48,-0.014941859696989468,-0.009943302285638556
block_pca_fit_b144,pca_fit,96,-0.018900797996967755,-0.012269668039359471
block_pca_fit_b144,pca_fit,144,-0.020648457582111757,-0.013506323581321977
block_pca_fit_b144,pca_fit,192,-0.022200597657490384,-0.013756412451972455
block_pca_fit_b144,pca_fit,288,-0.01839771361993736,-0.012257120974066282
block_pca_fit_b144,pca_fit,336,-0.017601950143326883,-0.011323658116578761
block_pca_fit_b144,pca_fit,512,-0.015465784085789247,-0.00966059014967513
block_pca_fit_b144,pca_fit,720,-0.01579545692379103,-0.009496224540687992
block_pca_fit_b16,balanced_interval,48,-0.018828747225261067,-0.015073293311776315
block_pca_fit_b16,balanced_interval,96,-0.013011483855285944,-0.011686362472732359
block_pca_fit_b16,balanced_interval,144,-0.00842227004004803,-0.009950270448966458
block_pca_fit_b16,balanced_interval,192,-0.013064404218080305,-0.010935924317073908
block_pca_fit_b16,balanced_interval,288,-0.014729436614540736,-0.009874469942667385
block_pca_fit_b16,balanced_interval,336,-0.014677315163409643,-0.009219011284274492
block_pca_fit_b16,balanced_interval,512,-0.02118483224244594,-0.0122008930586468
block_pca_fit_b16,balanced_interval,720,-0.020146985730099765,-0.01364845642685708
block_pca_fit_b16,dct2,48,-0.033870811005225265,-0.01839889828614827
block_pca_fit_b16,dct2,96,-0.0257239833688927,-0.017307812964689973
block_pca_fit_b16,dct2,144,-0.020387863456786448,-0.016911107104501832
block_pca_fit_b16,dct2,192,-0.02180262472328587,-0.0170426185509851
block_pca_fit_b16,dct2,288,-0.021681930701905605,-0.01571175209394604
block_pca_fit_b16,dct2,336,-0.021085828535812423,-0.014903275913398017
block_pca_fit_b16,dct2,512,-0.02633484779764772,-0.016732272559325967
block_pca_fit_b16,dct2,720,-0.023124182335020116,-0.016242467089298662
block_pca_fit_b16,pca_fit,48,-0.0358433112547798,-0.02201944068650552
block_pca_fit_b16,pca_fit,96,-0.035702362727288106,-0.02287992561431862
block_pca_fit_b16,pca_fit,144,-0.03371269968069024,-0.022929952757325678
block_pca_fit_b16,pca_fit,192,-0.03300179263298997,-0.021796011221342892
block_pca_fit_b16,pca_fit,288,-0.028597051748895153,-0.01942720236052553
block_pca_fit_b16,pca_fit,336,-0.026339892761327643,-0.017736416816188427
block_pca_fit_b16,pca_fit,512,-0.027787317138696865,-0.01761169336693369
block_pca_fit_b16,pca_fit,720,-0.025344701031698502,-0.01691959217796546
block_pca_fit_b32,balanced_interval,48,0.006374141154432467,-0.002506151173297111
block_pca_fit_b32,balanced_interval,96,0.0029738685967890532,-0.0020574790148446542
block_pca_fit_b32,balanced_interval,144,0.0024792040275876115,-0.0025676163100361027
block_pca_fit_b32,balanced_interval,192,-0.005226287029921339,-0.004988920491255877
block_pca_fit_b32,balanced_interval,288,-0.009602929253254455,-0.005970217768601849
block_pca_fit_b32,balanced_interval,336,-0.00950022320152133,-0.005254940130001939
block_pca_fit_b32,balanced_interval,512,-0.013686452785413916,-0.007257895643250967
block_pca_fit_b32,balanced_interval,720,-0.012030246630079677,-0.007601922353477564
block_pca_fit_b32,dct2,48,-0.008295825297615744,-0.005790583406070304
block_pca_fit_b32,dct2,96,-0.009538027282495198,-0.007625426471020269
block_pca_fit_b32,dct2,144,-0.009357036230051019,-0.00947756981711434
block_pca_fit_b32,dct2,192,-0.013896899596233192,-0.011059691049789988
block_pca_fit_b32,dct2,288,-0.01652029869474614,-0.011784932539272264
block_pca_fit_b32,dct2,336,-0.015876039023114297,-0.010916877762509714
block_pca_fit_b32,dct2,512,-0.01879865268802905,-0.011767146535554218
block_pca_fit_b32,dct2,720,-0.014983755346460681,-0.01018045943259005
block_pca_fit_b32,pca_fit,48,-0.010219531572958296,-0.009366301584114334
block_pca_fit_b32,pca_fit,96,-0.019358947506925572,-0.013144505665511508
block_pca_fit_b32,pca_fit,144,-0.022537825301421455,-0.01545241819891352
block_pca_fit_b32,pca_fit,192,-0.02500941912492549,-0.015785121073143005
block_pca_fit_b32,pca_fit,288,-0.02340048390793359,-0.01548601859008758
block_pca_fit_b32,pca_fit,336,-0.021103295934360666,-0.013738890484000343
block_pca_fit_b32,pca_fit,512,-0.020240456803817475,-0.012642272766058893
block_pca_fit_b32,pca_fit,720,-0.01718660661758209,-0.010853545389253538
block_pca_fit_b48,balanced_interval,48,0.008709547172782606,0.0010136503061164426
block_pca_fit_b48,balanced_interval,96,0.0075426097619275545,0.001970564713229317
block_pca_fit_b48,balanced_interval,144,0.004161858374197025,-0.0005026868135913354
block_pca_fit_b48,balanced_interval,192,0.000805375832350963,-0.0016988210176667184
block_pca_fit_b48,balanced_interval,288,-0.002788854467757007,-0.0017160095634205508
block_pca_fit_b48,balanced_interval,336,-0.003655457238504356,-0.001812465053372403
block_pca_fit_b48,balanced_interval,512,-0.01072661360391347,-0.005258139341812962
block_pca_fit_b48,balanced_interval,720,-0.013326610552358176,-0.007909827725457896
block_pca_fit_b48,dct2,48,-0.0059259391702426445,-0.002259250277281355
block_pca_fit_b48,dct2,96,-0.0049119519994664795,-0.003575000857377386
block_pca_fit_b48,dct2,144,-0.007654416083031634,-0.007398408296231729
block_pca_fit_b48,dct2,192,-0.007813210426566908,-0.007749717288423552
block_pca_fit_b48,dct2,288,-0.009659536769852206,-0.007506134135642606
block_pca_fit_b48,dct2,336,-0.009994358604365816,-0.007455013495728302
block_pca_fit_b48,dct2,512,-0.0158238865145246,-0.009758437807011466
block_pca_fit_b48,dct2,720,-0.016283902576754716,-0.01048915276001261
block_pca_fit_b48,pca_fit,48,-0.007845123989975944,-0.005822414100303819
block_pca_fit_b48,pca_fit,96,-0.014687869148154231,-0.00907189460562452
block_pca_fit_b48,pca_fit,144,-0.020812971320168128,-0.013360950634568658
block_pca_fit_b48,pca_fit,192,-0.01885905146484146,-0.012459677355326937
block_pca_fit_b48,pca_fit,288,-0.01649328580974574,-0.01119156844014646
block_pca_fit_b48,pca_fit,336,-0.015191350942536763,-0.01026736229210723
block_pca_fit_b48,pca_fit,512,-0.017261480740457857,-0.01063182660840134
block_pca_fit_b48,pca_fit,720,-0.018489575598434893,-0.01116244439987013
block_pca_fit_b96,balanced_interval,48,0.0022730812965581215,-0.0014933543488420131
block_pca_fit_b96,balanced_interval,96,0.008154591277889756,0.0016637895563319516
block_pca_fit_b96,balanced_interval,144,0.008396537250021208,0.0020810008731206864
block_pca_fit_b96,balanced_interval,192,0.003029454785442809,0.0005458091056567138
block_pca_fit_b96,balanced_interval,288,-0.0006707983498277503,-0.0005589397346790204
block_pca_fit_b96,balanced_interval,336,-0.00235261196956138,-0.0009710622011336323
block_pca_fit_b96,balanced_interval,512,-0.006537882529720651,-0.0032234816165872537
block_pca_fit_b96,balanced_interval,720,-0.009863025480068455,-0.006318773931836885
block_pca_fit_b96,dct2,48,-0.012457433509779792,-0.00477446843485696
block_pca_fit_b96,dct2,96,-0.004292290595518944,-0.003883480615048729
block_pca_fit_b96,dct2,144,-0.0033694899574352455,-0.0047969131703990975
block_pca_fit_b96,dct2,192,-0.005569947606948622,-0.0054915281753544765
block_pca_fit_b96,dct2,288,-0.0075269686331469465,-0.006342376205300093
block_pca_fit_b96,dct2,336,-0.00868328480680236,-0.0066088715765295625
block_pca_fit_b96,dct2,512,-0.011614030929364194,-0.007714671409416063
block_pca_fit_b96,dct2,720,-0.012810209379006565,-0.008894027327472909
block_pca_fit_b96,pca_fit,48,-0.014389079629394619,-0.008346574190162714
block_pca_fit_b96,pca_fit,96,-0.014062179595637714,-0.009382064003282897
block_pca_fit_b96,pca_fit,144,-0.016472090061332878,-0.010744057901688864
block_pca_fit_b96,pca_fit,192,-0.01659120202117803,-0.010190934053689427
block_pca_fit_b96,pca_fit,288,-0.014346283663430492,-0.010023553510016825
block_pca_fit_b96,pca_fit,336,-0.013873530928598221,-0.009418858335719538
block_pca_fit_b96,pca_fit,512,-0.013045667366588631,-0.008586292458621525
block_pca_fit_b96,pca_fit,720,-0.015008343334730334,-0.00956625613096529
