dataset,horizon,scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
ETTm1,720,337-720,1.2441170838428661e-05,0.002074404386803508,0.11492165178060532,0.0028527798131108284,0.0028526904061436653,0.018040020018815994,0.018196800723671913,0.2156083732843399,1.8433278514695672e-10
Weather,96,all,2.5960648599721026e-06,0.0009597367607057095,0.05312768369913101,0.001699587213806808,0.001700066844932735,0.018041640520095825,0.018213631585240364,0.26228076219558716,8.473814427922832e-10
Weather,96,1-96,2.5960648599721026e-06,0.0009597367607057095,0.05312768369913101,0.001699587213806808,0.001700066844932735,0.018041640520095825,0.018213631585240364,0.26228076219558716,8.473814427922832e-10
Weather,192,all,1.2480236364353914e-05,0.002117365598678589,0.11642193049192429,0.0037961099296808243,0.00379958632402122,0.01815655641257763,0.018397880718111992,0.4539218842983246,3.812918869527948e-09
Weather,192,1-96,6.378453690558672e-06,0.0015490216901525855,0.08567904680967331,0.0027771571185439825,0.0027797003276646137,0.01807061769068241,0.018306097015738487,0.4539218842983246,2.195735149257416e-09
Weather,192,97-192,1.858202085713856e-05,0.0026857091579586267,0.14716480672359467,0.004815062507987022,0.004819471854716539,0.018241798505187035,0.018397880718111992,0.4539218842983246,5.477258202546409e-09
Weather,336,all,3.524604835547507e-05,0.003569417865946889,0.19638614356517792,0.006537243258208036,0.0065444232895970345,0.018141932785511017,0.01840180717408657,0.5247166752815247,1.0166403718869788e-08
Weather,336,1-96,8.464764505333733e-06,0.0018397022504359484,0.10205788910388947,0.003369339741766453,0.0033730401191860437,0.01802344061434269,0.01819184608757496,0.5247166752815247,2.212550365143784e-09
Weather,336,97-192,2.986620893352665e-05,0.003425589296966791,0.18893331289291382,0.00627382704988122,0.0062807179056108,0.018120916560292244,0.01827532798051834,0.5247166752815247,5.7217199866954616e-09
Weather,336,193-336,5.668678932124749e-05,0.00481844786554575,0.26424017548561096,0.008824790827929974,0.008834483101963997,0.018234917894005775,0.01840180717408657,0.5247166752815247,1.8496889353514234e-08
Weather,720,all,0.0001226602034876123,0.007611079141497612,0.41776788234710693,0.014343922957777977,0.014388875104486942,0.0181854497641325,0.01847306825220585,1.016513466835022,4.413546861314899e-08
Weather,720,1-96,2.599064100650139e-05,0.0036875298246741295,0.20508873462677002,0.006949559319764376,0.006971338298171759,0.01798086427152157,0.018127432093024254,1.016513466835022,6.706374122700254e-09
Weather,720,97-192,3.45723019563593e-05,0.004241216462105513,0.23470130562782288,0.007993043400347233,0.00801809225231409,0.018066739663481712,0.01819673739373684,1.016513466835022,9.252114629987318e-09
Weather,720,193-336,8.245243225246668e-05,0.006527814082801342,0.35857445001602173,0.012302390299737453,0.01234094426035881,0.018198464065790176,0.018362950533628464,1.016513466835022,2.0492215924150514e-08
Weather,720,337-720,0.00018392747733742,0.00984065793454647,0.5389018058776855,0.018545811995863914,0.018603932112455368,0.018260257318615913,0.01847306825220585,1.016513466835022,7.132751989047392e-08
