model,strategy,dataset,horizon,segment,segment_start,segment_end,future_region,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,96,1-96,1,96,early_1_96,0.15518951416015625,0.20475393533706665,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15470075607299805,0.204793781042099,0.3159377494752258,-0.019456501476555754,False,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,192,1-96,1,96,early_1_96,0.15610015392303467,0.2053455412387848,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15561041235923767,0.20537154376506805,0.3147228751418041,-0.012661211873155054,False,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,192,97-192,97,192,middle_97_336,0.2459605187177658,0.2873252034187317,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24580314755439758,0.2872154414653778,0.06402324987859753,0.03821589563355321,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,1-96,1,96,early_1_96,0.15740180015563965,0.20620609819889069,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.1569167673587799,0.20621000230312347,0.3091019557844632,-0.0018932661797088635,False,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,97-192,97,192,middle_97_336,0.24755921959877014,0.2885741889476776,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24739544093608856,0.2884344458580017,0.06620116444420177,0.04844882145065288,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,193-336,193,336,middle_97_336,0.33022505044937134,0.33982032537460327,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32984283566474915,0.3398382067680359,0.11587784947697521,-0.005261737225681351,False,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,1-96,1,96,early_1_96,0.15363696217536926,0.20492227375507355,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15296243131160736,0.20479021966457367,0.4409781264445023,0.06448261577929326,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,97-192,97,192,middle_97_336,0.2418563961982727,0.28778910636901855,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24120700359344482,0.2874808609485626,0.2692262642267407,0.10722293631613145,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,193-336,193,336,middle_97_336,0.329445481300354,0.34164443612098694,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32862523198127747,0.34143078327178955,0.24960022519611158,0.06257574292218848,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,337-720,337,720,late_337_720,0.4141566753387451,0.3898385763168335,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4128761291503906,0.38973480463027954,0.3101526336699578,0.026626230277893015,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,96,1-96,1,96,early_1_96,0.3120080232620239,0.367702841758728,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.30479592084884644,0.35886070132255554,2.366206999454601,2.4639478225354283,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,192,1-96,1,96,early_1_96,0.30601418018341064,0.36242130398750305,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.30273088812828064,0.35670754313468933,1.0845579965195862,1.6018054461652609,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,192,97-192,97,192,middle_97_336,0.420235812664032,0.4351888597011566,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4353557229042053,0.4440152645111084,-3.473001374441631,-1.9878606695358236,True,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,336,1-96,1,96,early_1_96,0.28260543942451477,0.34761470556259155,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.27497684955596924,0.3399970233440399,2.7742662267256746,2.240514385575487,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,336,97-192,97,192,middle_97_336,0.3847242295742035,0.4134581387042999,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.3836177885532379,0.4158962666988373,0.28842276192102556,-0.5862346430493104,False,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,336,193-336,193,336,middle_97_336,0.4473147988319397,0.46062541007995605,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4543939232826233,0.4657894968986511,-1.557926743285365,-1.108673951018413,True,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,720,1-96,1,96,early_1_96,0.26257601380348206,0.3338805139064789,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.2497519701719284,0.3200547695159912,5.134711699261318,4.31980576680544,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,720,97-192,97,192,middle_97_336,0.3400062322616577,0.3872102200984955,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.33811911940574646,0.386177659034729,0.5581207177008718,0.26737980295064023,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,720,193-336,193,336,middle_97_336,0.3629373013973236,0.41439899802207947,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.36967068910598755,0.41950738430023193,-1.8214556650266167,-1.2177106933823345,True,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,ETTh2,720,337-720,337,720,late_337_720,0.46749383211135864,0.4836716651916504,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4840433597564697,0.4898116886615753,-3.419017596571805,-1.2535477637748316,True,True
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,96,1-96,1,96,early_1_96,0.15518951416015625,0.20475393533706665,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.14802636206150055,0.19702932238578796,4.839105682864542,3.920539774355869,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,192,1-96,1,96,early_1_96,0.15610015392303467,0.2053455412387848,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.14898328483104706,0.1976671665906906,4.776958099734752,3.8844967429486177,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,192,97-192,97,192,middle_97_336,0.2459605187177658,0.2873252034187317,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.23583491146564484,0.2821427881717682,4.293514980116098,1.8368058530024989,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,1-96,1,96,early_1_96,0.15740180015563965,0.20620609819889069,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.15019100904464722,0.19839726388454437,4.801080408780578,3.9359586727418794,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,97-192,97,192,middle_97_336,0.24755921959877014,0.2885741889476776,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.23710891604423523,0.28319600224494934,4.407385318477552,1.8991040339886078,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,336,193-336,193,336,middle_97_336,0.33022505044937134,0.33982032537460327,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.31298476457595825,0.33328187465667725,5.508346675203435,1.9618380761514453,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,1-96,1,96,early_1_96,0.15363696217536926,0.20492227375507355,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.14746259152889252,0.1975940763950348,4.187075910209392,3.708713081756576,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,97-192,97,192,middle_97_336,0.2418563961982727,0.28778910636901855,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.2326873242855072,0.2828315794467926,3.940511990036488,1.7528194453825474,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,193-336,193,336,middle_97_336,0.329445481300354,0.34164443612098694,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.3130928874015808,0.3351799249649048,5.222920914775986,1.928668954967705,False,False
PatchEncoderPredictabilityDownweight,S2_predictability_downweight,Weather,720,337-720,337,720,late_337_720,0.4141566753387451,0.3898385763168335,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.3891408443450928,0.3799934387207031,6.428477338520677,2.590870418519664,False,False
