dataset,variant,readout_family,objective_variant,target_horizon,mse,mae,source_path,a6_lbf_r256_mse,a6_der_mse,best_stage_control_mse,best_stage_control_name,relative_mse_vs_a6_lbf_r256_pct,relative_mse_vs_a6_der_pct,relative_mse_vs_best_stage_control_pct,beats_best_stage_control
ETTh2,lbf_r256_continuous_p4,lbf_r256,continuous_p4,96,0.2427207231521606,0.3148309588432312,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_continuous_p4_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,0.27106723814409595,-0.01762259689557233,0.9386987805591218,False
ETTh2,lbf_r256_continuous_p4,lbf_r256,continuous_p4,192,0.2847465276718139,0.3466708064079284,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_continuous_p4_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,0.6862614715009041,0.6073606892743388,2.7108128396524656,False
ETTh2,lbf_r256_continuous_p4,lbf_r256,continuous_p4,336,0.3149701952934265,0.3723066747188568,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_continuous_p4_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,0.678097174526826,0.9129928803780718,4.087960374930133,False
ETTh2,lbf_r256_continuous_p4,lbf_r256,continuous_p4,720,0.3925344944000244,0.4290519058704376,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_continuous_p4_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-0.41570349397493933,-0.26545605519897597,2.1424104583727344,False
ETTh2,lbf_r256_full,lbf_r256,full,96,0.2473503202199936,0.3182888925075531,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_full_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,2.183613611793378,1.8894173758314592,2.8639793986973805,False
ETTh2,lbf_r256_full,lbf_r256,full,192,0.2963791191577911,0.3532434999942779,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_full_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,4.7995412980355034,4.717417226046394,6.906800536940216,False
ETTh2,lbf_r256_full,lbf_r256,full,336,0.3270951807498932,0.3790651857852936,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_full_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,4.553766943498627,4.79770511450941,8.09489507731862,False
ETTh2,lbf_r256_full,lbf_r256,full,720,0.4018116891384125,0.4349994659423828,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_full_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,1.9378805215747308,2.091678921523177,4.556453163891039,False
ETTh2,lbf_r256_stochastic_p1,lbf_r256,stochastic_p1,96,0.2423958927392959,0.3147850930690765,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_stochastic_p1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,0.13687559704169683,-0.1514278876398767,0.8036136556752504,False
ETTh2,lbf_r256_stochastic_p1,lbf_r256,stochastic_p1,192,0.2809630334377289,0.3448779881000519,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_stochastic_p1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-0.6515806185984907,-0.7294330275329775,1.3460700582939467,False
ETTh2,lbf_r256_stochastic_p1,lbf_r256,stochastic_p1,336,0.3101661503314972,0.3706350922584533,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_stochastic_p1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-0.8574833747925559,-0.6261703873989277,2.5003712979038584,False
ETTh2,lbf_r256_stochastic_p1,lbf_r256,stochastic_p1,720,0.39394611120224,0.4290411174297333,analysis/phase5_timealign_hss_a6_objective_drift_diagnostic_20260703/raw/official-last/TimeAlignOfficialUnified720_A6OD_lbf_r256_stochastic_p1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-0.057582441710257726,0.0932053108778419,2.509730897413953,False
