dataset,target_horizon,path_id,family,mse,mae,source_path,relative_vs_setting_best_pct,relative_vs_fixed_pct,relative_vs_h1_pct,is_best,within_0p2pct_of_best
Weather,336,h1c_row_gated,dense_target_set,0.23181390762329102,0.26350387930870056,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.06353682312025821,-0.3615781547203989,-0.009371248367262552,False,True
Weather,336,h1_target_set,dense_target_set,0.23183563351631165,0.2628292143344879,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.07291490452432381,-0.3522399156304812,0.0,False,True
Weather,336,a3e_target_conditioned_warm,target_conditioned_nested,0.23207344114780426,0.26394450664520264,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.17556565975573868,-0.2500252670460945,0.10257596206662001,False,True
Weather,336,a3c_warm_nested,primary_nested,0.23251068592071533,0.26454269886016846,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3c/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.36430437212844335,-0.062088401740523214,0.29117715605879724,False,False
Weather,336,fixed_specialist,fixed,0.2326551377773285,0.2622069716453552,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/official/official-last/TimeAlignOfficialFixedH336_official-last/Weather/mixed_h336/seed2021/metrics_by_target_horizon.csv,0.4266576788026333,0.0,0.3534850310054738,False,False
Weather,720,a2_nested,primary_nested,0.3033372759819031,0.3142591118812561,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a2/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.0,-1.1210825716789552,-0.07807573788346511,True,True
Weather,720,a3e_target_conditioned_scratch,target_conditioned_nested,0.3035188615322113,0.3139050602912903,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.05986259015495765,-1.0618910905891954,-0.018259885887494942,False,True
Weather,720,h1_target_set,dense_target_set,0.3035742938518524,0.31375381350517273,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.07813674372267876,-1.043821805372236,0.0,False,True
Weather,720,a3d_teacher_preserved,teacher_preserved_nested,0.30363714694976807,0.31381863355636597,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.09885727591318894,-1.0233335674568633,0.02070435448211505,False,True
Weather,720,h1c_row_gated,dense_target_set,0.30378252267837524,0.3144064247608185,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.14678271736663362,-0.9759454097749587,0.06859237779350824,False,True
