comparison,role,metric,candidate,reference,dataset,horizon,gain_percent,candidate_value,reference_value
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm1,192,0.576422129268872,0.32220941213544196,0.32407746636755846
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm1,336,-0.5590282243823186,0.3649288483947196,0.362900134218119
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm1,720,-0.7733687548780344,0.4256976963990217,0.4224307489754483
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm2,96,-0.9035199087575219,0.1677131551175552,0.16621140200977189
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm2,192,0.1914462387511806,0.22191538590303714,0.22234104947946548
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm2,336,0.8334356253620445,0.2735432754182933,0.2758422429407593
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTm2,720,-0.13137193389429758,0.3499004727099706,0.34944140477868546
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh1,96,-2.3997221304101313,0.37419263042176887,0.36542348224853544
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh1,192,-2.7672202082482444,0.40463196323635275,0.3937364097388288
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh1,336,-2.1060049408371695,0.4175098853293803,0.4088984634853711
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh1,720,0.31650944525923874,0.4661949806861581,0.46767521692084923
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh2,96,-0.13520096925903058,0.24466407117980282,0.24433372960914454
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh2,192,-1.1172311912608146,0.28962189429840773,0.2864218994986076
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh2,336,-0.7361449678934484,0.3241033666642963,0.3217349311586167
full_over_v1,main_effectiveness,mse,ccsf_relcal,siff_v1_equal,ETTh2,720,0.41691535123263845,0.4057082405982411,0.40740678201442215
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,Weather,96,0.37338173281713516,0.18520950470408443,0.18590363491750947
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,Weather,192,-0.44778400756932957,0.2290800830681343,0.22805887191186994
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,Weather,336,-0.9242249367890976,0.27195001328069807,0.2694596004586866
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,Weather,720,-0.6809809207305673,0.3222683951289164,0.3200886524761304
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm1,96,0.9763711425409993,0.33311143046932606,0.3363959029908186
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm1,192,0.2631686928679988,0.35752080660674845,0.3584641720828189
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm1,336,-0.1799054356436791,0.380346753750648,0.37966371808464683
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm1,720,-0.36342194067746636,0.4116715128236959,0.41018082570662606
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm2,96,-1.1675842215091548,0.2557366189423023,0.2527851395387282
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm2,192,-0.39969396974339766,0.2912482360131518,0.29008876869776395
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm2,336,-0.1769264813869187,0.3261760389286482,0.3255999663647621
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTm2,720,-0.013893598979652921,0.3770601901871318,0.37700781023385593
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh1,96,-1.5751620681764278,0.4024886659199392,0.39624713140973583
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh1,192,-1.8002560287211367,0.4199079850948706,0.4124822485479811
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh1,336,-1.3455859781112744,0.43098351297856985,0.4252612571322585
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh1,720,0.2705338184396222,0.47243581505253585,0.47371738077134873
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh2,96,0.30291869234623237,0.31702276447716593,0.3179860035208754
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh2,192,-0.16134781152850053,0.3501744576173576,0.34961036893819913
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh2,336,-0.008185310591035666,0.3798545682094324,0.37982347847802134
full_over_v1,main_effectiveness,mae,ccsf_relcal,siff_v1_equal,ETTh2,720,0.5345473194264594,0.437796513802428,0.4401493201950042
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,Weather,96,-0.3048394524471476,0.1431074524936716,0.14267253033341074
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,Weather,192,-0.2689697637331179,0.18494328661650963,0.18444717947366693
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,Weather,336,-0.4933441361556268,0.23602434358115387,0.2348656476804783
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,Weather,720,-1.0680949784576566,0.3096096625964646,0.3063376851641034
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm1,96,-1.6674223302007407,0.2908251332359181,0.28605538192102586
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm1,192,-1.4142279409040226,0.3286606604471023,0.32407746636755846
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm1,336,-1.244977276063386,0.3674181584239381,0.362900134218119
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm1,720,-0.31567902366962386,0.42376427423949425,0.4224307489754483
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm2,96,0.2823324922457071,0.16574213321608117,0.16621140200977189
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm2,192,0.6704564642333821,0.22085034954058605,0.22234104947946548
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm2,336,1.2385169567653453,0.27242588998801615,0.2758422429407593
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTm2,720,0.09425661558454257,0.34911203313709,0.34944140477868546
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh1,96,-1.0991474688236025,0.3694400252041573,0.36542348224853544
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh1,192,-1.8399020526252308,0.40098077402354637,0.3937364097388288
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh1,336,-1.7837829747815004,0.4161923246611663,0.4088984634853711
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh1,720,0.49897051695975136,0.46534165547328665,0.46767521692084923
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh2,96,0.06208892578392078,0.24418202542110243,0.24433372960914454
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh2,192,-1.0427733070221157,0.28940863061204475,0.2864218994986076
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh2,336,-0.5899690319345341,0.3236330676173684,0.3217349311586167
architecture_over_v1,architecture_attribution,mse,ccsf_equal,siff_v1_equal,ETTh2,720,0.6822418047855883,0.40462728263198805,0.40740678201442215
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,Weather,96,-0.19405117086033208,0.1862643830977388,0.18590363491750947
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,Weather,192,-0.27102932367173427,0.22867697832998604,0.22805887191186994
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,Weather,336,-0.1695870069987171,0.2699165689301752,0.2694596004586866
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,Weather,720,-0.33545360959028603,0.32116240141475044,0.3200886524761304
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm1,96,-0.44529426324499966,0.337893854648628,0.3363959029908186
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm1,192,-0.4086531278663985,0.3599290471343157,0.3584641720828189
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm1,336,-0.3737017726043401,0.3810825281290647,0.37966371808464683
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm1,720,-0.14558122104879612,0.4107779719611978,0.41018082570662606
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm2,96,-0.026571304951938934,0.25285230784902823,0.2527851395387282
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm2,192,0.118084746906022,0.2897462181094444,0.29008876869776395
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm2,336,0.26726800233954906,0.32472974183904074,0.3255999663647621
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTm2,720,0.2892583149571526,0.3759172837947166,0.37700781023385593
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh1,96,-0.43298273825955746,0.39796281308958864,0.39624713140973583
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh1,192,-0.9741576040568134,0.4165004757375958,0.4124822485479811
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh1,336,-0.8753918859605747,0.4289839596713282,0.4252612571322585
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh1,720,0.5668349570285725,0.4710321850596166,0.47371738077134873
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh2,96,0.5118359997683064,0.31635843668063107,0.3179860035208754
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh2,192,-0.030621289958343567,0.3497174241429961,0.34961036893819913
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh2,336,0.17547796057189036,0.3791569719842149,0.37982347847802134
architecture_over_v1,architecture_attribution,mae,ccsf_equal,siff_v1_equal,ETTh2,720,0.7592584288138582,0.43680744938205673,0.4401493201950042
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,Weather,96,-0.8618334987868792,0.1431074524936716,0.14188464310971785
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,Weather,192,-1.00065906954534,0.18494328661650963,0.18311097008700158
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,Weather,336,-1.0868191544058492,0.23602434358115387,0.23348676469939827
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,Weather,720,-0.8632626445218117,0.3096096625964646,0.30695979336662915
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm1,96,-0.18515252123543213,0.2908251332359181,0.29028765831770753
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm1,192,-0.11354782717543088,0.3286606604471023,0.3282878966735496
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm1,336,-0.04040935329354678,0.3674181584239381,0.36726974709429444
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm1,720,-0.18588780859041254,0.42376427423949425,0.42297800968646876
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm2,96,0.2671107101486325,0.16574213321608117,0.16618603391142983
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm2,192,0.10929593410915484,0.22085034954058605,0.22109199410077907
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm2,336,0.05549343136399543,0.27242588998801615,0.27257715240299885
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTm2,720,-0.011369111591452707,0.34911203313709,0.34907234671245735
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh1,96,-0.3148227800054082,0.3694400252041573,0.36828059399990637
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh1,192,-0.23075401727448153,0.40098077402354637,0.4000576249824864
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh1,336,-0.13352409987419378,0.4161923246611663,0.4156373486326636
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh1,720,-0.21824241696297708,0.46534165547328665,0.4643282941814222
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh2,96,-0.009865015425991608,0.24418202542110243,0.24415793920273632
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh2,192,-0.0014242053203883387,0.28940863061204475,0.2894045088976316
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh2,336,0.004628066636003236,0.3236330676173684,0.32364804626461563
architecture_over_capacity,architecture_attribution,mse,ccsf_equal,ccsf_no_contrast_equal,ETTh2,720,-0.0036081867827331138,0.40462728263198805,0.4046126834506225
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,Weather,96,0.137468683599129,0.1862643830977388,0.18652079077345374
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,Weather,192,-0.3105668701052222,0.22867697832998604,0.22796898219716558
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,Weather,336,-0.4605736313435749,0.2699165689301752,0.2686791038250269
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,Weather,720,-0.19783277396632215,0.32116240141475044,0.320528291404518
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm1,96,-0.13432881916928263,0.337893854648628,0.337440574709223
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm1,192,-0.10117312731956485,0.3599290471343157,0.35956526371226316
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm1,336,-0.05853076199602292,0.3810825281290647,0.38085960809830965
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm1,720,-0.09951653923085946,0.4107779719611978,0.4103695863508055
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm2,96,0.27285024531631397,0.25285230784902823,0.2535441035575701
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm2,192,0.12021020769634738,0.2897462181094444,0.2900949418415487
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm2,336,0.06736089801743228,0.32472974183904074,0.3249486301544081
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTm2,720,0.009955049074172884,0.3759172837947166,0.3759547102706207
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh1,96,-0.16322579144689708,0.39796281308958864,0.3973142936891828
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh1,192,-0.12577479725646157,0.4165004757375958,0.4159772811555894
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh1,336,-0.07313924095146973,0.4289839596713282,0.42867043337017785
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh1,720,-0.1109399295389446,0.4710321850596166,0.47051020137373906
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh2,96,-0.010014690262449832,0.31635843668063107,0.3163267575356466
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh2,192,-0.0066252714169268145,0.3497174241429961,0.34969425594941006
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh2,336,-0.0007313039411149802,0.3791569719842149,0.37915419921461313
architecture_over_capacity,architecture_attribution,mae,ccsf_equal,ccsf_no_contrast_equal,ETTh2,720,-0.003324789616798718,0.43680744938205673,0.43679292693617505
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,Weather,96,0.1482261072643598,0.14289532988763504,0.1431074524936716
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,Weather,192,-0.7645858905189762,0.18635733689144152,0.18494328661650963
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,Weather,336,-1.7250499256455054,0.24009588134460585,0.23602434358115387
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,Weather,720,-1.0832822969554012,0.31296360926103545,0.3096096625964646
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm1,96,4.156334765621372,0.27873746711606895,0.2908251332359181
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm1,192,1.9628903267230657,0.32220941213544196,0.3286606604471023
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm1,336,0.6775141544164587,0.3649288483947196,0.3674181584239381
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm1,720,-0.45624944740734197,0.4256976963990217,0.42376427423949425
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm2,96,-1.1892099270282452,0.1677131551175552,0.16574213321608117
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm2,192,-0.48224345791916257,0.22191538590303714,0.22085034954058605
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm2,336,-0.4101612480099881,0.2735432754182933,0.27242588998801615
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTm2,720,-0.22584141995787288,0.3499004727099706,0.34911203313709
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh1,96,-1.2864348455436714,0.37419263042176887,0.3694400252041573
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh1,192,-0.9105646577937776,0.40463196323635275,0.40098077402354637
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh1,336,-0.316574955890081,0.4175098853293803,0.4161923246611663
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh1,720,-0.18337606419600583,0.4661949806861581,0.46534165547328665
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh2,96,-0.19741246632265508,0.24466407117980282,0.24418202542110243
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh2,192,-0.07368947011427984,0.28962189429840773,0.28940863061204475
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh2,336,-0.14531860121411722,0.3241033666642963,0.3236330676173684
calibration_on_ccsf,objective_attribution,mse,ccsf_relcal,ccsf_equal,ETTh2,720,-0.2671490560947287,0.4057082405982411,0.40462728263198805
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,Weather,96,0.5663339260629563,0.18520950470408443,0.1862643830977388
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,Weather,192,-0.17627692174879694,0.2290800830681343,0.22867697832998604
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,Weather,336,-0.7533603285572621,0.27195001328069807,0.2699165689301752
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,Weather,720,-0.3443721024920743,0.3222683951289164,0.32116240141475044
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,ETTm1,96,1.4153628760946502,0.33311143046932606,0.337893854648628
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,ETTm1,192,0.6690875734373769,0.35752080660674845,0.3599290471343157
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,ETTm1,336,0.19307481296215734,0.380346753750648,0.3810825281290647
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,ETTm1,720,-0.21752404546719895,0.4116715128236959,0.4107779719611978
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,ETTm2,96,-1.1407098150736372,0.2557366189423023,0.25285230784902823
calibration_on_ccsf,objective_attribution,mae,ccsf_relcal,ccsf_equal,ETTm2,192,-0.5183908571811058,0.2912482360131518,0.2897462181094444
