dataset,arm,status,protocol_pass,checkpoint_sha256,test_access_date,encoder_initialization_hash,run_dir
ETTm1,ccsf_no_contrast_relcal,ok,True,cd6642a0d3d923f34b40edcd464a46f398ecacd5ab7342205aa7bdebaf473057,2026-07-18,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_relcal/ETTm1/h720_full/seed2021
ETTm1,ccsf_permuted_contrast_relcal,ok,True,cd103431d680408a3c2d4a07ee0ffeebd96048c4ea4e8b9dbed8c9f5758c71d5,2026-07-18,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_permuted_contrast_relcal/ETTm1/h720_full/seed2021
ETTm1,ccsf_independent_relcal,ok,True,a95797b7b8c6bf17ca2b811bb17863a16b711355e7ef1081fe11ec117f565230,2026-07-18,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_independent_relcal/ETTm1/h720_full/seed2021
ETTm2,a6_measure,ok,True,5d89a48bad84e9c61e8c6e2acd10848f25e62a4b65241db769bffdfc596f9a05,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/a6_measure/ETTm2/h720_full/seed2021
ETTm2,siff_v1_equal,ok,True,030049c885d28ef9f9e7bfd472a01c63980468a856084bf3dc0b55aedbe23e12,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/siff_v1_equal/ETTm2/h720_full/seed2021
ETTm2,siff_v1_relcal,ok,True,0e793db52902f4e5ba973ff8510100e6133e0bb7d2b0709a3ed6b194131f1e9f,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/siff_v1_relcal/ETTm2/h720_full/seed2021
ETTm2,ccsf_equal,ok,True,775dd172ae41df5d40a7dcbc47fd6a7cb7cd1ea3526ebd4e67c714b7952fe2f3,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_equal/ETTm2/h720_full/seed2021
ETTm2,ccsf_relcal,ok,True,94672930aaaad23460e1a8d72df3404bf718abe014f84bfc1ecd5bea10ee5694,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_relcal/ETTm2/h720_full/seed2021
ETTm2,ccsf_stdcal,ok,True,7f36c877f0febc45bd5f2924161bb7283ac9cdb3f1e0e0ecfc179aa73296235b,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_stdcal/ETTm2/h720_full/seed2021
ETTm2,ccsf_no_contrast_equal,ok,True,5747de98c8021ab0238a4f46fd9c09e43f83e972678cb44b131fcd1c447a2ffb,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_equal/ETTm2/h720_full/seed2021
ETTm2,ccsf_no_contrast_relcal,ok,True,565e26b1e4b09ebbd87e4425b4f5fb196a47f48427976c642b8603b09e9e4613,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_relcal/ETTm2/h720_full/seed2021
ETTm2,ccsf_permuted_contrast_relcal,ok,True,038716e60e6ffff2a38889beac23a8b6f9ea5a24dedfa1718e72976b791ab67c,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_permuted_contrast_relcal/ETTm2/h720_full/seed2021
ETTm2,ccsf_independent_relcal,ok,True,6ff03ebb747a29c2b56b93e81e30ea190fd62257a4ac7d031779f472785b6425,2026-07-18,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_independent_relcal/ETTm2/h720_full/seed2021
ETTh1,a6_measure,ok,True,5cfa4eb8bd58d0c524afe747aa58665e18e9ef0490ff082d5355d9ba059c6e69,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/a6_measure/ETTh1/h720_full/seed2021
ETTh1,siff_v1_equal,ok,True,a19fac474a50ec3272ce57fc445d6287560c378117758dfdd4bcf9061155097e,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/siff_v1_equal/ETTh1/h720_full/seed2021
ETTh1,siff_v1_relcal,ok,True,11fd87351de3f6d9dcb431b8c438939882f5d0b649964c94687d3b2197cdd5c0,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/siff_v1_relcal/ETTh1/h720_full/seed2021
ETTh1,ccsf_equal,ok,True,a99819f6b9be4f8d9b16a0cca64f37aa65872c07ebace781be0b190a2757d1d3,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_equal/ETTh1/h720_full/seed2021
ETTh1,ccsf_relcal,ok,True,c70c4dbf7f750e6d0f5c8813bbdc301896f107a9be3fa9e5ddf0486d6e42eb0c,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_relcal/ETTh1/h720_full/seed2021
ETTh1,ccsf_stdcal,ok,True,129a0f6910824371e35f727e149fd2b07a9f36fcf789eb4634c9aabb4e702cef,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_stdcal/ETTh1/h720_full/seed2021
ETTh1,ccsf_no_contrast_equal,ok,True,05eeeb4f6e864c6c16719565070d44ba4eaeb90bee10197c27559574f1f7163c,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_equal/ETTh1/h720_full/seed2021
ETTh1,ccsf_no_contrast_relcal,ok,True,c36e53955f33243fe1e015bc08685cdb95b52214b605baac20d68049ba412e81,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_relcal/ETTh1/h720_full/seed2021
ETTh1,ccsf_permuted_contrast_relcal,ok,True,8b9815506f3ed4f56aec95e89f2e0b4f9a6ebfdafd5af3f1f2a584cd5833d622,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_permuted_contrast_relcal/ETTh1/h720_full/seed2021
ETTh1,ccsf_independent_relcal,ok,True,656d22679bb863195edbee0412e20686573e56b29b81cfa6434bd4d990fc0a4d,2026-07-18,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_independent_relcal/ETTh1/h720_full/seed2021
ETTh2,a6_measure,ok,True,501587f8cc26578b791273bdd5d0058b35b53edd2fa83f94421f071964192005,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/a6_measure/ETTh2/h720_full/seed2021
ETTh2,siff_v1_equal,ok,True,93120f3f30fb8b025b7057034ae1a6f7bcf74f647b754844dd19669d18823b8c,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/siff_v1_equal/ETTh2/h720_full/seed2021
ETTh2,siff_v1_relcal,ok,True,5a30a9b28ec23a5659df34c86fd5c24f71767570e86c97db55271f518a8bb510,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/siff_v1_relcal/ETTh2/h720_full/seed2021
ETTh2,ccsf_equal,ok,True,49b4218ed6ab7a1eb706478da8c161e7249721b2fa233bc3eb56d76839c16c3a,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_equal/ETTh2/h720_full/seed2021
ETTh2,ccsf_relcal,ok,True,5b597b8841e5f1e2960c20fed7df80d15070397079535e8d51f5947705de9947,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_relcal/ETTh2/h720_full/seed2021
ETTh2,ccsf_stdcal,ok,True,cf73713a16b795cac316f9f7e83715c3d7081eba302b42f025ee829a5b416b25,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_stdcal/ETTh2/h720_full/seed2021
ETTh2,ccsf_no_contrast_equal,ok,True,b73c27665f5d461d876625e92f55b0d2f5f86ddd73fc3e064ddee1c440cc40b0,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_equal/ETTh2/h720_full/seed2021
ETTh2,ccsf_no_contrast_relcal,ok,True,81d2fd7a5a28a21d39ad224ed676ada7564574db73b6a8bb7b0cfe241bda9773,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_no_contrast_relcal/ETTh2/h720_full/seed2021
ETTh2,ccsf_permuted_contrast_relcal,ok,True,e48c2cca046b46494826925105c5c71706292f29b656f83fed051a1f5c5dae1c,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_permuted_contrast_relcal/ETTh2/h720_full/seed2021
ETTh2,ccsf_independent_relcal,ok,True,0c1502620573a4ddd116058be1a41553d8b5460bfaa1e6806afd7abe38b6ab96,2026-07-18,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_siff_ccsf_v1_tau25_phase_a/ccsf_independent_relcal/ETTh2/h720_full/seed2021
