comparison,role,metric,seed,dataset,horizon,gain_percent,candidate_value,reference_value
siff_over_a6_full,method_package_effectiveness,mae,2023,Weather,336,0.7484875478701469,0.2682726325097252,0.2702957626354724
siff_over_a6_full,method_package_effectiveness,mae,2023,Weather,720,0.415746699229369,0.3191778617664345,0.3205103730631322
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm1,96,1.6583518843537592,0.3384356676964499,0.34414276573691516
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm1,192,0.787461214995322,0.3609612765526697,0.36382626729760353
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm1,336,-0.03154522058792519,0.3823821554446304,0.38226157018909135
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm1,720,-0.6519981744356196,0.41247378930011996,0.40980188846850263
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh1,96,2.482427426213285,0.39413018777234887,0.4041632470641433
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh1,192,2.2030157197504674,0.4110479370419706,0.42030737457513123
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh1,336,1.2835660698871099,0.43035953800423504,0.43595531247503494
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh1,720,0.3332963261473365,0.47987922082710466,0.48148398927434366
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm2,96,3.020862541638103,0.2533630241217802,0.2612551841168539
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm2,192,2.0506002264841006,0.29015664179441003,0.296231158603653
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm2,336,1.1451695090405778,0.3249512318481296,0.3287155824700416
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTm2,720,0.753651111238518,0.37635592813536467,0.3792138777389147
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh2,96,1.8318376611003107,0.32061523441337153,0.32659797919668904
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh2,192,0.6507209510285494,0.3543701947469107,0.35669125950298425
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh2,336,-0.5559111081436585,0.3855377922237366,0.3834063934929761
siff_over_a6_full,method_package_effectiveness,mae,2023,ETTh2,720,-1.1274052652625155,0.4426917571131858,0.4377564676478962
ordered_over_independent_equal,ordered_field_attribution,mse,2021,Weather,96,-0.134641558887294,0.14267253033341074,0.14248069210844252
ordered_over_independent_equal,ordered_field_attribution,mse,2021,Weather,192,0.523423518654631,0.18444717947366693,0.18541769931965432
ordered_over_independent_equal,ordered_field_attribution,mse,2021,Weather,336,1.211288587956405,0.2348656476804783,0.23774543095401202
ordered_over_independent_equal,ordered_field_attribution,mse,2021,Weather,720,1.6365399714836637,0.3063376851641034,0.31143443416416394
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm1,96,1.0438821180341784,0.28605538192102586,0.2890729628886925
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm1,192,0.6821118941356952,0.32407746636755846,0.32630321943829477
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm1,336,1.1307513270190195,0.362900134218119,0.3670505633338473
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm1,720,0.4671619573589969,0.4224307489754483,0.4244134471424136
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh1,96,0.3524207432209048,0.36542348224853544,0.3667158650255675
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh1,192,-0.2539877639947008,0.3937364097388288,0.3927389009858774
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh1,336,1.2875932916500021,0.4088984634853711,0.4142320880631338
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh1,720,1.0884031006370032,0.46767521692084923,0.4728214199156875
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm2,96,0.6331990243890417,0.16621140200977189,0.16727055754825756
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm2,192,-0.41922204093969295,0.22234104947946548,0.22141283806084433
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm2,336,-1.4011203036373043,0.2758422429407593,0.2720307646648996
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTm2,720,0.0033065594437942103,0.34944140477868546,0.34945295964852435
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh2,96,-1.005140641474278,0.24433372960914454,0.24190227156499527
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh2,192,-0.034343829103367085,0.2864218994986076,0.2863235650227535
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh2,336,-0.3661211955034327,0.3217349311586167,0.32056128833743447
ordered_over_independent_equal,ordered_field_attribution,mse,2021,ETTh2,720,-1.2845591112041088,0.40740678201442215,0.4022397743441969
ordered_over_independent_equal,ordered_field_attribution,mse,2022,Weather,96,0.620284199745913,0.1424201371967609,0.14330906065681942
ordered_over_independent_equal,ordered_field_attribution,mse,2022,Weather,192,0.6936851138717004,0.18467759467562725,0.18596762440272982
ordered_over_independent_equal,ordered_field_attribution,mse,2022,Weather,336,-0.108212908744032,0.23653620906231967,0.2362805230355473
ordered_over_independent_equal,ordered_field_attribution,mse,2022,Weather,720,-0.2776860830622452,0.3086147400617065,0.3077601330031429
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm1,96,-1.480707622098909,0.28300449314037224,0.2788751672822824
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm1,192,-0.4711245989657886,0.32276289703282296,0.3212494120287227
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm1,336,-0.8479718976208694,0.3643517358833902,0.3612881142054833
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm1,720,-1.3564779783746816,0.4263120826702609,0.42060664613979426
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh1,96,2.5949536494595304,0.36170814749550095,0.3713443615578075
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh1,192,2.548520529466114,0.391598565587776,0.40183952846624815
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh1,336,2.395386977501357,0.4166146299791705,0.426839077660333
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh1,720,4.844257298613752,0.46942125936135776,0.49331889598558
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm2,96,-2.0678962435736414,0.16635711779697654,0.1629867215054417
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm2,192,-2.096411132352194,0.2236097253614894,0.2190182033642828
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm2,336,-3.658571251742515,0.28129951546638515,0.2713712065191681
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTm2,720,-2.7668353144515656,0.35557840050324363,0.3460050116511085
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh2,96,-0.9854297864675843,0.24596426730432833,0.24356411397606237
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh2,192,-2.2024479787572826,0.29357882582726547,0.2872522445727383
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh2,336,-2.91939850168097,0.3326499431693018,0.3232140374041038
ordered_over_independent_equal,ordered_field_attribution,mse,2022,ETTh2,720,-1.156368297523147,0.412490040928745,0.4077746639890442
ordered_over_independent_equal,ordered_field_attribution,mse,2023,Weather,96,0.2543012061430927,0.1421822656392879,0.14254475867990465
ordered_over_independent_equal,ordered_field_attribution,mse,2023,Weather,192,0.6839765780484619,0.18366888340905044,0.18493378719838538
ordered_over_independent_equal,ordered_field_attribution,mse,2023,Weather,336,0.5193676524340884,0.23384920656264252,0.2350700845423047
ordered_over_independent_equal,ordered_field_attribution,mse,2023,Weather,720,0.6993402313421049,0.3052634338722834,0.3074132987469165
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm1,96,-0.18790392891714358,0.28904374346168404,0.2885016375497378
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm1,192,-0.5361745511864191,0.32817458532598004,0.32642438086690384
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm1,336,-0.7457741650180427,0.36867829087713183,0.3659491367580835
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm1,720,-1.2111228775746996,0.428369535314201,0.4232435360215875
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh1,96,0.10636499342593364,0.355855643714039,0.3562345525724636
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh1,192,-1.0859777080714395,0.38773418457655545,0.3835687138490188
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh1,336,-3.796095831953661,0.41506046642919314,0.39988061506781325
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh1,720,-3.0322158550770695,0.4765740577440823,0.46254858617660055
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm2,96,-1.191777165422958,0.16584025025126506,0.16388708143761346
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm2,192,0.42282929311631134,0.22032618157298423,0.22126174102851193
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm2,336,0.6496433813995783,0.2717426936371781,0.2735195955867383
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTm2,720,-0.6884814963282526,0.3494844648027322,0.34709478145767514
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh2,96,2.332341314907871,0.24534472807967708,0.25120365470287065
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh2,192,2.1607529910353196,0.288562339049996,0.29493515932676384
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh2,336,1.211457352396661,0.3249968323065395,0.3289823127220959
ordered_over_independent_equal,ordered_field_attribution,mse,2023,ETTh2,720,-0.661976911267792,0.4091197410924711,0.4064292731436268
ordered_over_independent_equal,ordered_field_attribution,mae,2021,Weather,96,-1.2647988020048517,0.18590363491750947,0.183581695827977
ordered_over_independent_equal,ordered_field_attribution,mae,2021,Weather,192,-0.3194942907743803,0.22805887191186994,0.22733255737000138
ordered_over_independent_equal,ordered_field_attribution,mae,2021,Weather,336,0.14573811148872462,0.2694596004586866,0.26985287894826376
ordered_over_independent_equal,ordered_field_attribution,mae,2021,Weather,720,0.1464772972429529,0.3200886524761304,0.3205581974598603
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm1,96,0.7421865386259996,0.3363959029908186,0.3389112567160534
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm1,192,0.5078138825435952,0.3584641720828189,0.360293793986626
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm1,336,0.49752840533798803,0.37966371808464683,0.38156209790573137
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm1,720,0.28883892466585737,0.41018082570662606,0.41136901955912913
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh1,96,1.8854619615700674,0.39624713140973583,0.403861791872813
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh1,192,1.5689950387709262,0.4124822485479811,0.41905723578709114
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh1,336,2.4079301233621786,0.4252612571322585,0.43575390671579567
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh1,720,1.6844530938647129,0.47371738077134873,0.48183364246920224
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm2,96,0.6797542514552113,0.2527851395387282,0.2545152175506291
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm2,192,0.2611643442803957,0.29008876869776395,0.2908483609123911
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm2,336,-0.3550094777497126,0.3255999663647621,0.3244481447006915
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTm2,720,-0.30899237112453903,0.37700781023385593,0.3758464733042053
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh2,96,-0.9377509388757366,0.3179860035208754,0.31503178995283565
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh2,192,-0.2784313076501288,0.34961036893819913,0.3486396470100423
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh2,336,-0.5384038889429066,0.37982347847802134,0.3777894454119078
ordered_over_independent_equal,ordered_field_attribution,mae,2021,ETTh2,720,-1.1177824117491797,0.4401493201950042,0.43528379449890103
ordered_over_independent_equal,ordered_field_attribution,mae,2022,Weather,96,-0.28417376792244653,0.1854149852426996,0.18488957756364108
ordered_over_independent_equal,ordered_field_attribution,mae,2022,Weather,192,-0.14137700365264294,0.2279877648411867,0.22766589761679717
ordered_over_independent_equal,ordered_field_attribution,mae,2022,Weather,336,-0.2701309336369251,0.26932451056913165,0.2685989417400703
ordered_over_independent_equal,ordered_field_attribution,mae,2022,Weather,720,-0.5718078866820964,0.31990408634829387,0.31808524980354475
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm1,96,-0.7741545226827906,0.33671354014742594,0.3341268817806223
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm1,192,-0.16572770179490437,0.3588939092433431,0.3583001067109623
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm1,336,-0.11599049522477145,0.3801818678107284,0.3797414038757993
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm1,720,-0.33210844045648,0.4117177931634202,0.41035496967330254
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh1,96,1.2353005440369103,0.3973135173500389,0.4022829204549869
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh1,192,1.5323338876231718,0.41466984057099643,0.42112284868999733
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh1,336,1.840138737950292,0.43297869366782704,0.4410954621379687
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh1,720,3.1369664468072878,0.47684875101562507,0.49229177894140774
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm2,96,-1.1849211839652263,0.2524952569093576,0.24953842326989975
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm2,192,-1.2605496086487644,0.2908892156206263,0.2872680592243015
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm2,336,-1.7861049670601759,0.32881552223891447,0.32304558892918156
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTm2,720,-0.8833602776722405,0.37950235000559324,0.3761793312207758
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh2,96,-1.5218032796827874,0.32120564217651537,0.31639079665638403
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh2,192,-2.879442805009713,0.35827083489691747,0.34824336634089104
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh2,336,-3.008275568754426,0.3903572781205539,0.3789572012202107
ordered_over_independent_equal,ordered_field_attribution,mae,2022,ETTh2,720,-1.269529061619501,0.445099160676363,0.439519334987263
ordered_over_independent_equal,ordered_field_attribution,mae,2023,Weather,96,-1.1851080876557951,0.1860384223717479,0.18385948870122706
ordered_over_independent_equal,ordered_field_attribution,mae,2023,Weather,192,-0.5480756146807542,0.2277430335583362,0.22650163333915072
ordered_over_independent_equal,ordered_field_attribution,mae,2023,Weather,336,-0.23449882106276743,0.2682726325097252,0.267645008121048
ordered_over_independent_equal,ordered_field_attribution,mae,2023,Weather,720,-0.30531888172329325,0.3191778617664345,0.3182063177953688
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm1,96,-0.20843087978035246,0.3384356676964499,0.33773173047931443
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm1,192,-0.3115731018538126,0.3609612765526697,0.35984011155538237
