dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_full_pct,beats_full,relative_mse_vs_multi_prefix_pct,beats_multi_prefix,relative_mse_vs_stochastic_prefix_pct,beats_stochastic_prefix,relative_mse_vs_continuous_prefix_pct,beats_continuous_prefix,fixed_mse,relative_mse_vs_fixed_pct,beats_fixed
Weather,stochastic_prefix_k2,96,0.14142897725105286,0.18172869086265564,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_stochastic_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.2161858220278932,True,0.002750009298413403,False,-0.08413402069452625,True,-0.23078718982354474,True,0.14042679965496063,0.7136654816279009,False
Weather,stochastic_prefix_k2,192,0.1825951188802719,0.22333727777004242,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_stochastic_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.2274675115675593,True,0.01974479183162181,False,-0.16265653879041775,True,-0.30347282750677884,True,0.1822342574596405,0.19802062776881346,False
Weather,stochastic_prefix_k2,336,0.23182637989521027,0.2637006938457489,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_stochastic_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.1486252079311865,True,0.03970695942430158,False,-0.1490613786300221,True,-0.27387880423819233,True,0.2326551377773285,-0.35621731376137555,True
Weather,stochastic_prefix_k2,720,0.3036358058452606,0.3146688938140869,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_stochastic_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.0237707275830843,True,0.008166875173931665,False,0.05656726835188142,False,-0.05720923128627042,True,0.3067764937877655,-1.0237707275830843,True
Weather,continuous_prefix_k2,96,0.1416926383972168,0.18228721618652344,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.032026577049583,True,0.18918167414876397,False,0.10213566926655648,False,-0.0447909002886826,True,0.14042679965496063,0.9014224815821592,False
Weather,continuous_prefix_k2,192,0.18295080959796906,0.22373996675014496,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.0350610924638182,True,0.21458074926057336,False,0.03182410541551217,False,-0.10926648990391419,True,0.1822342574596405,0.3932038620604761,False
Weather,continuous_prefix_k2,336,0.2322036772966385,0.2640235722064972,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.9877446090385433,True,0.20252156875606442,False,0.013446010257478491,False,-0.11157455569372754,True,0.2326551377773285,-0.19404707112984365,True
Weather,continuous_prefix_k2,720,0.3043418228626251,0.3152399957180023,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.7936302078035751,True,0.24070686660460083,False,0.2892198008616065,False,0.17517874696677538,False,0.3067764937877655,-0.7936302078035751,True
Weather,continuous_prefix_pool96,96,0.14201609790325165,0.18271738290786743,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_pool96_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.8061000069837676,True,0.4178960490163419,False,0.3306513333326322,False,0.18338935612214335,False,0.14042679965496063,1.1317627776151307,False
Weather,continuous_prefix_pool96,192,0.18341238796710968,0.2242315262556076,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_pool96_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.7853760803918641,True,0.46741856314072017,False,0.28420083079980785,False,0.14275426893923804,False,0.1822342574596405,0.6464923356850782,False
Weather,continuous_prefix_pool96,336,0.23271885514259338,0.2645256817340851,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_pool96_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.7680714279360346,True,0.42483552959438065,False,0.2353404792940994,False,0.11004253691797583,False,0.2326551377773285,0.02738704413476345,False
Weather,continuous_prefix_pool96,720,0.3047340512275696,0.3158050775527954,analysis/phase5_timealign_hss_h0b_schedule_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H0B_continuous_prefix_pool96_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.6657754428893492,True,0.3698946600710018,False,0.41847011662186073,False,0.3042820893807807,False,0.3067764937877655,-0.6657754428893492,True
