dataset,seed,split,loss,target,batch_count,negative_fraction,mean_short_norm,mean_long_norm,mean_norm_ratio,mean_cosine,mean_dot
ETTh2,2022,validation,l1,encoder_params,4,0.0,0.10845193453133106,0.10649982653558254,1.0692135343077904,0.7531516328454018,0.009327744250185788
ETTh2,2022,validation,mse,all_params,4,0.0,0.3335367664694786,0.39932389557361603,1.239833635023451,0.6578237414360046,0.0901545574888587
ETTh2,2022,validation,mse,basis_params,4,0.0,0.08184058032929897,0.04028706531971693,2.0783383347147892,0.49891825020313263,0.0016550504806218669
ETTh2,2022,validation,mse,coeff_params,4,0.0,0.2870890721678734,0.34439289197325706,1.2694034611393217,0.632957711815834,0.06447285320609808
ETTh2,2022,validation,mse,coeff_tensor,4,0.0,0.005390990409068763,0.0047325704945251346,1.1392962552685972,0.5776127427816391,1.4785562825636589e-05
ETTh2,2022,validation,mse,encoder_params,4,0.0,0.1454565990716219,0.19047679379582405,1.334723099850076,0.7916201055049896,0.023109993431717157
ETTh2,2023,train,l1,all_params,4,0.0,0.26022662594914436,0.1769863534718752,1.5096971415791725,0.5978346616029739,0.03201599698513746
ETTh2,2023,train,l1,basis_params,4,0.0,0.04706891346722841,0.020709835924208164,2.318582661665996,0.5005987882614136,0.00048655964928912
ETTh2,2023,train,l1,coeff_params,4,0.0,0.237825907766819,0.14470668137073517,1.6914800169563793,0.6136987209320068,0.024347520200535655
ETTh2,2023,train,l1,coeff_tensor,4,0.0,0.0058007510378956795,0.003393423859961331,1.715454136702039,0.5219528526067734,1.0437564242238295e-05
ETTh2,2023,train,l1,encoder_params,4,0.0,0.09190835990011692,0.09587239194661379,1.2317293419774504,0.6226151436567307,0.006825939402915537
ETTh2,2023,train,mse,all_params,4,0.0,0.431430347263813,0.3398083336651325,1.656096380167721,0.4659792110323906,0.09625933831557631
ETTh2,2023,train,mse,basis_params,4,0.0,0.06734652817249298,0.03441312396898866,2.0120231532461297,0.405444860458374,0.0009598449396435171
ETTh2,2023,train,mse,coeff_params,4,0.0,0.3986159972846508,0.2737155109643936,1.6720672039615787,0.4997783973813057,0.07554230582900345
ETTh2,2023,train,mse,coeff_tensor,4,0.0,0.009422392584383488,0.006295244675129652,1.5232759260994497,0.4498905688524246,2.8009065317746717e-05
ETTh2,2023,train,mse,encoder_params,4,0.0,0.14369945507496595,0.19444341957569122,1.8663496218860534,0.3942626975476742,0.01877351624716539
ETTh2,2023,validation,l1,all_params,4,0.0,0.2497997134923935,0.23568571731448174,1.2489816190507028,0.6244132667779922,0.03732476383447647
ETTh2,2023,validation,l1,basis_params,4,0.0,0.048265290446579456,0.022538276156410575,2.2143790901401146,0.5201154723763466,0.0005734781880164519
ETTh2,2023,validation,l1,coeff_params,4,0.0,0.21688788756728172,0.18557541444897652,1.3401347379322703,0.5953552573919296,0.02394595113582909
